case,primary,missing_return_policy,cost_bps_one_way,full_months,full_arithmetic_annualized_return,full_cagr,full_cumulative_return,full_annualized_volatility,full_annualized_sharpe,full_maximum_drawdown,evaluation_months,evaluation_start,evaluation_end,jkp_residual_mean_annualized,jkp_residual_se_annualized,jkp_residual_t_hac,jkp_residual_p_two_sided,exploratory_bonferroni69_p,hac_lags,average_traded_notional,annualized_linear_cost_drag,cash_warmup_months,scored_months,minimum_active_finite_signal_count,maximum_missing_forward_gross_weight
zero_cost_0,False,zero,0.0,305,0.004496683260269812,-0.002297485090971718,-0.056785536895524125,0.11590868010151614,0.03879505190061251,-0.3436489623559348,185,2009-08-31,2024-12-31,0.015840244549637117,0.025746219148383938,0.6152454641337655,0.5383926272222207,1.0,4,3.061326228751711,0.0,12,293,1000,0.0742024657766629
zero_cost_5,False,zero,5.0,305,-0.01387127411224046,-0.02048025447056878,-0.40900286540890973,0.11587910190074749,-0.11970470848247904,-0.4999503720275196,185,2009-08-31,2024-12-31,-0.003678042682666028,0.025748558325551223,-0.14284460652758854,0.8864129073719383,1.0,4,3.061326228751711,0.018367957372510266,12,293,1000,0.0742024657766629
zero_cost_10,True,zero,10.0,305,-0.03223923148475072,-0.03836024431771046,-0.6299741429258752,0.115862244137254,-0.2782548510501758,-0.6739652553587584,185,2009-08-31,2024-12-31,-0.02355797380024334,0.025766468771172498,-0.9142880233010424,0.3605655221302867,1.0,4,3.061326228751711,0.03673591474502053,12,293,1000,0.0742024657766629
zero_cost_25,False,zero,25.0,305,-0.08734310360228154,-0.0902288810780697,-0.9095950854019872,0.11588802803828707,-0.7536853036572951,-0.9137622948046084,185,2009-08-31,2024-12-31,-0.08250313966045197,0.025860807398441498,-3.1902770238110985,0.0014213647571930683,0.09807416824632172,4,3.061326228751711,0.09183978686255133,12,293,1000,0.0742024657766629
zero_cost_50,False,zero,50.0,305,-0.17918289046483288,-0.17103516219120918,-0.9914992068381185,0.11618510481574369,-1.5422191230880797,-0.9918266569923264,185,2009-08-31,2024-12-31,-0.1845272238641906,0.02627981654769223,-7.021632876672228,2.1929012268592475e-12,1.513101846532881e-10,4,3.061326228751711,0.18367957372510266,12,293,1000,0.0742024657766629
adverse_100_cost_10,False,adverse_100,10.0,305,-0.12110337653590408,-0.12152009405386599,-0.9628592447324583,0.12301981616234313,-0.9844216998023309,-0.9645931817392465,185,2009-08-31,2024-12-31,-0.09864121479832678,0.024781112615453287,-3.9804998398988345,6.87705111232016e-05,0.004745165267500911,4,3.061326228751711,0.03673591474502053,12,293,1000,0.0742024657766629
