formation_month,month,path_status,gross_return,total_security_return,traded_notional,formation_universe,finite_signal_count,missing_forward_return_gross_weight,missing_total_return_gross_weight,n_long,n_short,max_abs_weight,weight_hhi,gross_exposure,net_return
2002-05-31,2002-06-30,ok,0.07221354257006656,0.07451355071973219,2.803949449493741,1000,1000,0.01640810708443036,0.023064799369642744,100,100,0.2587354045131645,0.15196698139452622,2.0,0.06940959312057281
2002-06-30,2002-07-31,ok,0.04115493994398056,0.04115493994398056,2.938930417854825,1000,1000,0.0,0.0,100,100,0.36908439593599357,0.21777876205620528,2.0,0.038216009526125735
2002-07-31,2002-08-31,ok,0.02994077419918643,0.029940774199186435,2.6277658442346925,1000,1000,0.0,0.0,100,100,0.23432617912643283,0.12993522434888738,1.9999999999999998,0.027313008354951738
2002-08-31,2002-09-30,ok,0.05863303101794578,0.058707987424025526,2.749400577584195,1000,1000,0.026505094087610957,0.026505094087610957,100,100,0.17069566245395926,0.08917290448410753,2.0,0.055883630440361584
2002-09-30,2002-10-31,ok,-0.028325483145282826,-0.028325483145282822,2.620102208557499,1000,1000,0.0,0.0,100,100,0.18012329994752893,0.06901594425126989,1.9999999999999998,-0.030945585353840326
2002-10-31,2002-11-30,ok,-0.18121695098483506,-0.18121695098483503,2.8260970452092824,1000,1000,0.0,0.0,100,100,0.16315772044178997,0.07838074184181061,1.9999999999999998,-0.18404304803004434
2002-11-30,2002-12-31,ok,0.07607412059176648,0.07607412059176649,3.1711583799899534,1000,1000,0.0,0.0,100,100,0.15116973162453953,0.06403458560663665,2.0,0.07290296221177653
2002-12-31,2003-01-31,ok,-0.003392970729821848,-0.0033929707298218483,2.6896686234435094,1000,1000,0.0,0.0,100,100,0.19239206535613743,0.08501427724208112,2.0,-0.006082639353265357
2003-01-31,2003-02-28,ok,0.026933009125179323,0.02695104557287035,2.820670493518966,1000,1000,0.010353873531016066,0.010353873531016066,100,100,0.19314874127247467,0.0891907027785556,2.0,0.024112338631660356
2003-02-28,2003-03-31,ok,-0.011731377654177887,-0.01151065936945068,3.079154096594631,1000,1000,0.0,0.001197226508896876,100,100,0.31002802884864816,0.22514721250229452,1.9999999999999998,-0.014810531750772517
2003-03-31,2003-04-30,ok,0.0014548946115369992,0.0014548946115369966,3.5621470555042123,1000,1000,0.0,0.0,100,100,0.24952720368337342,0.1411618516362188,2.0,-0.0021072524439672132
2003-04-30,2003-05-31,ok,-0.037460547977049265,-0.037465236424490594,3.508788570063,1000,1000,0.002596039557770334,0.002596039557770334,100,100,0.11754410722698647,0.07310259137050781,2.0,-0.04096933654711227
2003-05-31,2003-06-30,ok,0.009825914089439723,0.009825914089439723,3.3736863059075977,1000,1000,0.0,0.0,100,100,0.23826074082092621,0.13883474817103852,2.0,0.006452227783532125
2003-06-30,2003-07-31,ok,0.016181030054634445,0.016181030054634445,3.3180276808938602,1000,1000,0.0,0.0,100,100,0.10134868291396058,0.0710811390487533,2.0,0.012863002373740585
2003-07-31,2003-08-31,ok,-0.0046514152769621744,-0.004651415276962171,3.0852687118717057,1000,1000,0.0,0.0,100,100,0.24935907094490237,0.14470066129309214,1.9999999999999996,-0.0077366839888338805
2003-08-31,2003-09-30,ok,0.028948238364058645,0.028948238364058645,3.305136425664256,1000,1000,0.0,0.0,100,100,0.10758824423382206,0.07690792078738659,2.0,0.025643101938394388
2003-09-30,2003-10-31,ok,0.04345524840207731,0.0434563547389123,3.41459432391584,1000,1000,0.0007902405964256945,0.0007902405964256945,100,100,0.2463757658157811,0.1305317567420755,2.0,0.04004065407816147
2003-10-31,2003-11-30,ok,-0.0021663716493025426,-0.002165374878872838,2.9448116167325082,1000,1000,0.0006874278825548879,0.0006874278825548879,100,100,0.1649225025373955,0.10398879188925078,2.0,-0.005111183266035051
2003-11-30,2003-12-31,ok,-0.04866820263154156,-0.04866820263154158,3.424564420137688,1000,1000,0.0,0.0,100,100,0.2478966726924753,0.11371542779054276,2.0,-0.05209276705167925
2003-12-31,2004-01-31,ok,-0.03812376950610346,-0.038123769506103466,3.7490337776118308,1000,1000,0.0,0.0,100,100,0.10864246534923498,0.07215687070443777,2.0,-0.04187280328371529
2004-01-31,2004-02-29,ok,-0.047122018903449546,-0.04712201890344955,3.2088313119530616,1000,1000,0.0,0.0,100,100,0.20016940241162556,0.13884969376254416,1.9999999999999996,-0.05033085021540261
2004-02-29,2004-03-31,ok,-0.021142168453364044,-0.021140965618694343,2.927532161040298,1000,1000,0.0007125797806279173,0.0007125797806279173,100,100,0.23081121132046328,0.1621960351132367,2.0,-0.024069700614404343
2004-03-31,2004-04-30,ok,-0.04452886044658658,-0.04452886044658658,3.084309127680301,1000,1000,0.0,0.0,100,100,0.18978011942083053,0.11626150247106383,2.0,-0.04761316957426688
2004-04-30,2004-05-31,ok,0.014527772426071731,0.01451879173899047,3.1860618699044334,1000,1000,0.007446672538361237,0.007446672538361237,100,100,0.1436923451608166,0.07959259977775575,2.0,0.011341710556167298
2004-05-31,2004-06-30,ok,0.034956877581999724,0.034956877581999724,3.2781918446836933,1000,1000,0.0,0.0,100,100,0.20178396510853158,0.0943026477437999,2.0,0.03167868573731603
2004-06-30,2004-07-31,ok,0.013785063262135659,0.013785063262135666,3.3043184774396934,1000,1000,0.0,0.0,100,100,0.25538500693364835,0.16974457951337285,2.0000000000000004,0.010480744784695965
2004-07-31,2004-08-31,ok,0.011451233659697772,0.011455420098768057,3.2712921354718487,1000,1000,0.0018756447447526147,0.0018756447447526147,100,100,0.18425365078918773,0.09829887893507751,2.0,0.008179941524225923
2004-08-31,2004-09-30,ok,0.044724442251490505,0.044724442251490505,3.443873350404168,1000,1000,0.0,0.0,100,100,0.16907814535599885,0.1328317527951635,2.0,0.041280568901086334
2004-09-30,2004-10-31,ok,0.0004947231058012157,0.0006301014660545971,3.004171329595574,1000,1000,0.0,0.0008039954404471761,100,100,0.2421177814357134,0.1388095126316666,2.0,-0.002509448223794358
2004-10-31,2004-11-30,ok,-0.028967287664692472,-0.028908885312231413,3.205051589421239,1000,1000,0.01894949787834247,0.01894949787834247,100,100,0.16535201664650093,0.11291358793991352,2.0,-0.03217233925411371
2004-11-30,2004-12-31,ok,0.01263317859101327,0.01268698932891715,3.4410442530872896,1000,1000,0.016091727842070087,0.016091727842070087,100,100,0.1938110952040327,0.09342056006044484,2.0,0.00919213433792598
2004-12-31,2005-01-31,ok,0.018693018530875682,0.018742086420846037,3.354140754170906,1000,1000,0.01477058698686329,0.01477058698686329,100,100,0.16951507632754045,0.07920637792160115,2.0,0.015338877776704776
2005-01-31,2005-02-28,ok,-0.029808311024925843,-0.029808311024925843,3.0977642926896847,1000,1000,0.0,0.0,100,100,0.1369399185616183,0.07662172939685953,2.0,-0.03290607531761553
2005-02-28,2005-03-31,ok,-0.03255104713894774,-0.032542157274502846,3.490884159886979,1000,1000,0.0020937033548968226,0.0020937033548968226,100,100,0.30490738777202253,0.15428889508090746,2.0,-0.03604193129883472
2005-03-31,2005-04-30,ok,-0.04395486944877066,-0.04397738665843365,2.9712071966345284,1000,1000,0.005433689590491555,0.005433689590491555,100,100,0.3753187901686269,0.2271072971104549,2.0,-0.04692607664540519
2005-04-30,2005-05-31,ok,0.018166359127335323,0.01818954425604943,3.151440808750251,1000,1000,0.004840319146996739,0.004840319146996739,100,100,0.11777659705805109,0.05606762955180917,1.9999999999999996,0.015014918318585072
2005-05-31,2005-06-30,ok,-0.014223318901670548,-0.014223318901670556,3.2268467342675526,1000,1000,0.0,0.0,100,100,0.14946630330551922,0.08591650100701867,2.0,-0.0174501656359381
2005-06-30,2005-07-31,ok,0.014211804826606722,0.014233298388366766,3.1342727846386653,1000,1000,0.0045097695677802615,0.0045097695677802615,100,100,0.17181897630457668,0.0809430052472172,2.0,0.011077532041968057
2005-07-31,2005-08-31,ok,0.006924128974545068,0.0069363607946986506,3.2484411134800943,1000,1000,0.002094489752325093,0.002094489752325093,100,100,0.18324848713711642,0.10535431099375758,2.0,0.003675687861064973
2005-08-31,2005-09-30,ok,-0.025469803899785905,-0.025503992023285293,2.9476900263980492,1000,1000,0.02255192512873691,0.02255192512873691,100,100,0.13426056637458936,0.08282778740068535,2.0,-0.028417493926183954
2005-09-30,2005-10-31,ok,-0.021438534795573897,-0.021438534795573897,2.9271833029277916,1000,1000,0.0,0.0,100,100,0.14759220475425477,0.07940158053414753,2.0,-0.024365718098501687
2005-10-31,2005-11-30,ok,0.0034264911484518123,0.0034342837441830977,3.0729207958899267,1000,1000,0.0012795723696705354,0.0012795723696705354,100,100,0.2371686597288594,0.1104980641974814,2.0,0.0003535703525618856
2005-11-30,2005-12-31,ok,0.0297799105791352,0.029797378212900252,3.468186745437163,1000,1000,0.0027638661020641447,0.0027638661020641447,100,100,0.20475980193895524,0.10877009280954747,1.9999999999999998,0.02631172383369804
2005-12-31,2006-01-31,ok,0.0307040338811565,0.030827805946689726,3.1647578440746615,1000,1000,0.017742555265654956,0.017742555265654956,100,100,0.12876269015882444,0.06216827654084632,2.0,0.02753927603708184
2006-01-31,2006-02-28,ok,0.01398130283264028,0.014013956916526451,2.911364204278922,1000,1000,0.009726701455958378,0.009726701455958378,100,100,0.320029885331529,0.14807946107098047,2.0,0.011069938628361359
2006-02-28,2006-03-31,ok,-0.008689601453405025,-0.008689601453405025,2.989310166281949,1000,1000,0.0,0.0,100,100,0.096298473442258,0.061823184709985296,1.9999999999999998,-0.011678911619686974
2006-03-31,2006-04-30,ok,0.01743810983714494,0.017460120259460397,3.067075395323399,1000,1000,0.008005741230993275,0.008005741230993275,100,100,0.29979313786888917,0.15763700634408195,2.0,0.014371034441821542
2006-04-30,2006-05-31,ok,-0.032364247739775046,-0.03228299974214147,3.535692164585412,1000,1000,0.009683909133917633,0.009683909133917633,100,100,0.13281232820573527,0.08916200290977022,2.0,-0.03589993990436046
2006-05-31,2006-06-30,ok,-0.009397122834704586,-0.00922123150072013,3.2748523302438137,1000,1000,0.02215256095522081,0.02215256095522081,100,100,0.12665593609403739,0.06867430952656209,2.0,-0.012671975164948399
2006-06-30,2006-07-31,ok,-0.010018350183597981,-0.010010966362577547,2.7271781370487087,1000,1000,0.0038874795338280236,0.0038874795338280236,100,100,0.13869691990697383,0.0832045931633952,2.0000000000000004,-0.012745528320646689
2006-07-31,2006-08-31,ok,-0.017537401482060233,-0.017537401482060237,3.505963850763142,1000,1000,0.0,0.0,100,100,0.13671501192297664,0.08697179842263311,2.0,-0.021043365332823374
2006-08-31,2006-09-30,ok,0.0017513613935119382,0.0017513613935119382,3.2070694065457976,1000,1000,0.0,0.0,100,100,0.10509090762384898,0.0711796239643745,2.0,-0.0014557080130338596
2006-09-30,2006-10-31,ok,0.0088984186856939,0.008912753204678409,3.174982278045994,1000,1000,0.001758405174744136,0.001758405174744136,100,100,0.11518456192651119,0.0638821284993224,2.0,0.005723436407647905
2006-10-31,2006-11-30,ok,-0.028502908978784075,-0.02846866843484461,2.95454927882804,1000,1000,0.0040349450788902145,0.0040349450788902145,100,100,0.14827018579178977,0.08260311685121904,2.0,-0.03145745825761211
2006-11-30,2006-12-31,ok,0.02357587919015693,0.023590423126793124,2.654677067236082,1000,1000,0.0018017760946721923,0.0018017760946721923,100,100,0.13159967230004305,0.07451574073799963,2.0000000000000004,0.020921202122920847
2006-12-31,2007-01-31,ok,0.006756762895659347,0.006795616803431988,3.092443345042772,1000,1000,0.004488667718650542,0.004488667718650542,100,100,0.16938365638915392,0.09024894795818719,1.9999999999999998,0.0036643195506165754
2007-01-31,2007-02-28,ok,-0.023298800447260997,-0.02328580248342044,3.323213383966346,1000,1000,0.003693951097116067,0.003693951097116067,100,100,0.12144747618773782,0.062409798325700566,2.0,-0.026622013831227344
2007-02-28,2007-03-31,ok,0.004351735865942659,0.004351735865942662,3.353009297092638,1000,1000,0.0,0.0,100,100,0.1808791395368852,0.10802342764677023,2.0,0.000998726568850021
2007-03-31,2007-04-30,ok,0.0100271547247921,0.010208018139586023,3.097049339944103,1000,1000,0.020798460762870674,0.020798460762870674,100,100,0.12230662462469569,0.0719566174320285,2.0,0.006930105384847996
2007-04-30,2007-05-31,ok,0.008098621332820207,0.00814014761418486,3.355218956240873,1000,1000,0.005131769817679025,0.005131769817679025,100,100,0.14476997433663294,0.09425505096563233,2.0,0.004743402376579334
2007-05-31,2007-06-30,ok,-0.008006860832028265,-0.00788699513153637,3.37266130431815,1000,1000,0.015296796897893553,0.015296796897893553,100,100,0.1004065879552924,0.05863985635362759,2.0,-0.011379522136346416
2007-06-30,2007-07-31,ok,-0.03978615301282592,-0.039759951022214586,3.3102596801764057,1000,1000,0.0033066621165264267,0.0033066621165264267,100,100,0.17498122391317678,0.09029591649098415,2.0,-0.04309641269300232
2007-07-31,2007-08-31,ok,-0.011316498928755582,-0.011180096416857618,2.751283719074217,1000,1000,0.017103811095085124,0.017103811095085124,100,100,0.18070337449310858,0.08898261446902231,1.9999999999999996,-0.0140677826478298
2007-08-31,2007-09-30,ok,-0.0013091853940011737,-0.0012789183906980113,3.1832562207926385,1000,1000,0.004521512295064539,0.004521512295064539,100,100,0.14918579605678287,0.08603050349160248,1.9999999999999998,-0.004492441614793813
2007-09-30,2007-10-31,ok,-0.025439065767430737,-0.02539349848796806,2.743203656238504,1000,1000,0.007093287587590232,0.007093287587590232,100,100,0.11828742228457297,0.06946045782786503,1.9999999999999998,-0.02818226942366924
2007-10-31,2007-11-30,ok,-0.05254410258868137,-0.05241137771427282,3.0675042838565716,1000,1000,0.019547109633069003,0.019547109633069003,100,100,0.13456927556686044,0.08332619329051077,2.0,-0.05561160687253794
2007-11-30,2007-12-31,ok,0.027467788818810943,0.0274872128677593,2.8860090439230905,1000,1000,0.00888095510686355,0.00888095510686355,100,100,0.15208783024893577,0.09853511908335819,2.0,0.024581779774887853
2007-12-31,2008-01-31,ok,0.04638566399049596,0.046396304937374906,3.1278477421372886,1000,1000,0.002189495242585313,0.002189495242585313,100,100,0.3303202601292236,0.16384907915184066,1.9999999999999998,0.04325781624835867
2008-01-31,2008-02-29,ok,0.01808466115861327,0.018084661158613267,3.13336955622498,1000,1000,0.0,0.0,100,100,0.1939833900960444,0.08303919718569379,2.0,0.01495129160238829
2008-02-29,2008-03-31,ok,-0.005826381750459908,-0.005813850963750949,2.8546106614636284,1000,1000,0.003352270387630189,0.003352270387630189,100,100,0.21514315619068627,0.10226270844183015,2.0,-0.008680992411923535
2008-03-31,2008-04-30,ok,0.08198624948624703,0.08198624948624701,2.7917278844915607,1000,1000,0.0,0.0,100,100,0.18812792279038962,0.11010205705761969,2.0,0.07919452160175547
2008-04-30,2008-05-31,ok,-0.008287038791896949,-0.008279736622245385,2.6246180671848034,1000,1000,0.003859497701672042,0.003859497701672042,100,100,0.1602678993056304,0.10932488841230256,2.0,-0.010911656859081752
2008-05-31,2008-06-30,ok,0.008630826779900307,0.008645772764563573,2.5796349619257803,1000,1000,0.0042702813323626234,0.0042702813323626234,100,100,0.14794261569611158,0.08916298768708812,2.0000000000000004,0.006051191817974527
2008-06-30,2008-07-31,ok,0.047607471648187634,0.04762354574359027,2.9014064198118965,1000,1000,0.005581283125913866,0.005581283125913866,100,100,0.24747453160006178,0.11267577280897215,2.0,0.04470606522837574
2008-07-31,2008-08-31,ok,-0.045735918234017896,-0.045732101133686455,3.367986509418768,1000,1000,0.0014887286784131132,0.0014887286784131132,100,100,0.09709728505936345,0.0554336778911971,1.9999999999999998,-0.04910390474343666
2008-08-31,2008-09-30,ok,0.027343950299275315,0.027377952958615802,3.534012879663887,1000,1000,0.011111980176629076,0.011111980176629076,100,100,0.09746723242994353,0.07032876022610983,1.9999999999999998,0.02380993741961143
2008-09-30,2008-10-31,ok,0.01097419656867332,0.01097419656867334,3.1517963257872914,1000,1000,0.0,0.0,100,100,0.17846914438776046,0.09015702444116287,2.0,0.00782240024288603
2008-10-31,2008-11-30,ok,-0.006420549944747024,-0.006408888315571232,2.8689820613302492,1000,1000,0.026837403787590586,0.026837403787590586,100,100,0.09531941609744887,0.061227831033247346,1.9999999999999998,-0.009289532006077274
2008-11-30,2008-12-31,ok,-0.01991375681219165,-0.019913821151721585,2.6731902026742045,1000,1000,0.0011093022402736067,0.0011093022402736067,100,100,0.11641030102244546,0.06450827557287112,2.0,-0.022586947014865855
2008-12-31,2009-01-31,ok,-0.0395198904956117,-0.0395196880482489,2.5613577302802737,1000,1000,0.011355085735542047,0.011355085735542047,100,100,0.14001456777131022,0.06489362498091934,1.9999999999999996,-0.04208124822589197
2009-01-31,2009-02-28,ok,-0.009239220249068116,-0.009238512198395594,2.396873411355757,1000,1000,0.002408335620789064,0.002408335620789064,100,100,0.16108879245382512,0.07748810248969383,2.0,-0.011636093660423874
2009-02-28,2009-03-31,ok,-0.03851485290272947,-0.03851485290272948,2.469393157836571,1000,1000,0.0,0.0,100,100,0.16829144734580226,0.07478787456208047,2.0,-0.04098424606056604
2009-03-31,2009-04-30,ok,0.07861340263841121,0.07863195325485534,3.8052953234031675,1000,1000,0.0742024657766629,0.0742024657766629,100,100,0.2423743812136133,0.1307984296086699,2.0,0.07480810731500805
2009-04-30,2009-05-31,ok,0.08424610140666318,0.08424610140666318,2.891100483874645,1000,1000,0.0,0.0,100,100,0.1340798312487368,0.09571865384964258,2.0,0.08135500092278854
2009-05-31,2009-06-30,ok,-0.05159532078326989,-0.05159532078326987,2.696864767950649,1000,1000,0.0,0.0,100,100,0.16652817766020184,0.12741353324284244,2.0,-0.05429218555122054
2009-06-30,2009-07-31,ok,0.026990626627369653,0.026990626627369663,2.61471870447698,1000,1000,0.0,0.0,100,100,0.18616234058596035,0.12650949380662002,1.9999999999999996,0.024375907922892674
2009-07-31,2009-08-31,ok,0.021198503849777665,0.021198503849777662,3.1597806827351755,1000,1000,0.0,0.0,100,100,0.17068361030375032,0.11090031469996775,2.0,0.01803872316704249
2009-08-31,2009-09-30,ok,0.02030470735937466,0.020304707359374657,3.595220136977379,1000,1000,0.0,0.0,100,100,0.1816318109753612,0.10961213831821859,2.0,0.01670948722239728
2009-09-30,2009-10-31,ok,-0.030527004228574035,-0.030526949955523297,3.153890372307611,1000,1000,0.0006784131342390081,0.0006784131342390081,100,100,0.24293391412515095,0.13202921369531342,2.0,-0.033680894600881646
2009-10-31,2009-11-30,ok,0.008526993803676596,0.008527179408680268,2.6618890586888058,1000,1000,0.02320062545884994,0.02320062545884994,100,100,0.22921434412653943,0.14789699789617267,2.0,0.00586510474498779
2009-11-30,2009-12-31,ok,0.04839453574738769,0.04839464678669122,3.1979033933591166,1000,1000,0.0008954782543250375,0.0008954782543250375,100,100,0.1751286418579626,0.11222257802217432,1.9999999999999998,0.04519663235402857
2009-12-31,2010-01-31,ok,0.0014070707635338135,0.0014067515093496583,3.37808686055447,1000,1000,0.008484940391473099,0.008484940391473099,100,100,0.12009500152877046,0.05531309029582432,1.9999999999999998,-0.001971016097020657
2010-01-31,2010-02-28,ok,0.03722870128862816,0.03722877032096667,3.4184618428485756,1000,1000,0.003451616924831072,0.003451616924831072,100,100,0.17248960652689715,0.13350353585282015,2.0000000000000004,0.033810239445779586
2010-02-28,2010-03-31,ok,-0.03796174059689401,-0.03796108659334216,3.432682259367244,1000,1000,0.004808849645937191,0.004808849645937191,100,100,0.17512976399963484,0.08571732787609469,2.0,-0.04139442285626125
2010-03-31,2010-04-30,ok,-0.023237935737163665,-0.02323793573716366,3.3711740268628083,1000,1000,0.0,0.0,100,100,0.1879261580774014,0.11813535960077894,1.9999999999999998,-0.026609109764026473
2010-04-30,2010-05-31,ok,-0.012777171912976797,-0.012776018085137794,3.289264440956867,1000,1000,0.005151017138400122,0.005151017138400122,100,100,0.12567463697296552,0.05535044044494135,2.0,-0.016066436353933664
2010-05-31,2010-06-30,ok,-0.007095972137568151,-0.007093422618144436,3.3876149683735814,1000,1000,0.010037478046127106,0.010037478046127106,100,100,0.14005879361447707,0.06937885397391258,2.0,-0.010483587105941734
2010-06-30,2010-07-31,ok,0.016399179953115448,0.016399179953115448,2.656643464432684,1000,1000,0.0,0.0,100,100,0.10884076210148387,0.06369406677546323,1.9999999999999998,0.013742536488682764
2010-07-31,2010-08-31,ok,-0.020991340954455814,-0.02099005052523269,3.637620602119566,1000,1000,0.005120750885404209,0.005120750885404209,100,100,0.14724708017967708,0.07598486257914322,2.0,-0.02462896155657538
2010-08-31,2010-09-30,ok,0.029246318812933155,0.029246660197103064,3.0466690986370013,1000,1000,0.0013655366796461493,0.0013655366796461493,100,100,0.12886386967611005,0.07273448000474798,2.0,0.026199649714296155
2010-09-30,2010-10-31,ok,0.02346865892467955,0.023288446292303398,3.6754256893331485,1000,1000,0.003004204618925442,0.003775314557665008,100,100,0.19044094925102806,0.09558851902489908,2.0,0.019793233235346402
2010-10-31,2010-11-30,ok,0.03309612094019351,0.03309683019572037,3.1818594436815877,1000,1000,0.0031107698547094666,0.0031107698547094666,100,100,0.2319159333819044,0.14165518892839662,2.0,0.029914261496511926
2010-11-30,2010-12-31,ok,0.017888777671926905,0.017890902797066163,3.416454636804349,1000,1000,0.007589732640233958,0.007589732640233958,100,100,0.13133512545260714,0.09955980788737534,2.0,0.014472323035122556
2010-12-31,2011-01-31,ok,0.004148233884396304,0.004148233884396305,3.799628570382563,1000,1000,0.0,0.0,100,100,0.08922969831969953,0.05955163969770719,1.9999999999999998,0.00034860531401374045
2011-01-31,2011-02-28,ok,-0.008603531381392427,-0.00860250257669266,3.1832690356063083,1000,1000,0.004216412703921973,0.004216412703921973,100,100,0.1660759441871784,0.10100031844476423,2.0000000000000004,-0.011786800416998736
