month,formation_month,gross_return,portfolio_excess_return,benchmark_excess_return,traded_notional,formation_universe,finite_signal_count,n_holdings,n_bought,n_sold,gross_exposure,missing_forward_return_gross_weight,missing_total_return_gross_weight,path_status,missing_return_policy
2001-02-28,2001-01-31,0.0,0.0,-0.099534138694381,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2001-03-31,2001-02-28,0.0,0.0,-0.0724861718923589,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2001-04-30,2001-03-31,0.0,0.0,0.0778867538312512,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2001-05-31,2001-04-30,0.0,0.0,0.003117538610991,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2001-06-30,2001-05-31,0.0,0.0,-0.0244282101617113,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2001-07-31,2001-06-30,0.0,0.0,-0.0183992629116355,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2001-08-31,2001-07-31,0.0,0.0,-0.065277943468867,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2001-09-30,2001-08-31,0.0,0.0,-0.085800763704595,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2001-10-31,2001-09-30,0.0,0.0,0.0195581417658952,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2001-11-30,2001-10-31,0.0,0.0,0.0735978870143612,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2001-12-31,2001-11-30,0.0,0.0,0.011486992863829,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2002-01-31,2001-12-31,0.0,0.0,-0.0139474292308761,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2002-02-28,2002-01-31,0.0,0.0,-0.0211269317166761,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2002-03-31,2002-02-28,0.0,0.0,0.0383262724521529,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2002-04-30,2002-03-31,0.0,0.0,-0.0560968461680117,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2002-05-31,2002-04-30,0.0,0.0,-0.0104115810566789,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2002-06-30,2002-05-31,0.0,0.0,-0.0739415913135466,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2002-07-31,2002-06-30,0.0,0.0,-0.0759766715869197,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2002-08-31,2002-07-31,0.0,0.0,0.0053012478831807,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2002-09-30,2002-08-31,0.0,0.0,-0.1053521096729549,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2002-10-31,2002-09-30,0.0,0.0,0.0815027466718472,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2002-11-30,2002-10-31,0.0,0.0,0.05544365221497,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2002-12-31,2002-11-30,0.0,0.0,-0.0575609037398604,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2003-01-31,2002-12-31,0.0,0.0,-0.0259853692928785,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2003-02-28,2003-01-31,0.0,0.0,-0.0174572214161865,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2003-03-31,2003-02-28,0.0,0.0,0.0104844395155524,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2003-04-30,2003-03-31,0.0,0.0,0.0794013033737489,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2003-05-31,2003-04-30,0.0,0.0,0.0548016737146227,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2003-06-30,2003-05-31,0.0,0.0,0.0126661703345927,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2003-07-31,2003-06-30,0.0,0.0,0.0192856908376333,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2003-08-31,2003-07-31,0.0,0.0,0.0210282032777568,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2003-09-30,2003-08-31,0.0,0.0,-0.0129658871510809,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2003-10-31,2003-09-30,0.0,0.0,0.058404267321452,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2003-11-30,2003-10-31,0.0,0.0,0.0113364371438071,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2003-12-31,2003-11-30,0.0,0.0,0.0445406061424607,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2004-01-31,2003-12-31,0.0,0.0,0.0185609576123057,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2004-02-29,2004-01-31,0.0,0.0,0.0147281419985639,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2004-03-31,2004-02-29,0.0,0.0,-0.0146573097396923,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2004-04-30,2004-03-31,0.0,0.0,-0.0155949549296108,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2004-05-31,2004-04-30,0.0,0.0,0.0118028439220015,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2004-06-30,2004-05-31,0.0,0.0,0.0168312392141511,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2004-07-31,2004-06-30,0.0,0.0,-0.0365997492009314,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2004-08-31,2004-07-31,0.0,0.0,0.0016575635184882,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2004-09-30,2004-08-31,0.0,0.0,0.0128649749120924,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2004-10-31,2004-09-30,0.0,0.0,0.0134883401449594,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2004-11-30,2004-10-31,0.0,0.0,0.0409242997962881,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2004-12-31,2004-11-30,0.0,0.0,0.0335610421161411,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2005-01-31,2004-12-31,0.0,0.0,-0.0258848296386965,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2005-02-28,2005-01-31,0.0,0.0,0.0196605020838647,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2005-03-31,2005-02-28,0.0,0.0,-0.018056144098142,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2005-04-30,2005-03-31,0.0,0.0,-0.0219882290555663,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2005-05-31,2005-04-30,0.0,0.0,0.0337146523969898,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2005-06-30,2005-05-31,0.0,0.0,0.0025358740983442,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2005-07-31,2005-06-30,0.0,0.0,0.0362755525790439,0.0,1000,0,0,0,0,0.0,0.0,0.0,training_or_validation_cash,zero
2005-08-31,2005-07-31,0.0013400644565518954,-0.009464440000000005,-0.0108045044565519,1.0,1000,1000,50,50,0,1.0,0.0,0.0,ok,zero
2005-09-30,2005-08-31,0.0023493242598088037,0.007572905953329203,0.0052235816935204,0.20604492867300475,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2005-10-31,2005-09-30,-0.007014784629692097,-0.026026749901485395,-0.0190119652717933,0.20829604031394275,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2005-11-30,2005-10-31,0.005799493220877729,0.04123558007487013,0.0354360868539924,0.19135247907676142,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2005-12-31,2005-11-30,0.0203369144125697,0.0179143036050086,-0.0024226108075611,0.2039849109697638,1000,1000,50,5,5,1.0,0.02647647233997537,0.02647647233997537,ok,zero
2006-01-31,2005-12-31,0.02617702360855669,0.05082102361779329,0.0246440000092366,0.2123669224290111,1000,1000,50,5,5,1.0,0.023234582999014,0.023234582999014,ok,zero
2006-02-28,2006-01-31,-0.031046127962664784,-0.033466614426196084,-0.0024204864635313,0.19594650005478045,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2006-03-31,2006-02-28,0.012194166951397986,0.024152454739573486,0.0119582877881755,0.17346882485739393,1000,1000,50,5,5,1.0,0.022379772398315845,0.022379772398315845,ok,zero
2006-04-30,2006-03-31,0.021429663634730506,0.029539976668492708,0.0081103130337622,0.19160262180015247,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2006-05-31,2006-04-30,0.001775153938577828,-0.03118049341506017,-0.032955647353638,0.19020668254318174,1000,1000,50,5,5,1.0,0.021129721838681063,0.021129721838681063,ok,zero
2006-06-30,2006-05-31,0.002769007615354181,0.000364925613962481,-0.0024040820013917,0.19582551692291808,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2006-07-31,2006-06-30,-0.029015446040875307,-0.033368331802834106,-0.0043528857619588,0.2029689000042602,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2006-08-31,2006-07-31,-0.039317813517789645,-0.019406647998280846,0.0199111655195088,0.20463712011096674,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2006-09-30,2006-08-31,-0.03922014845417253,-0.01948307870279783,0.0197370697513747,0.19179487823155036,1000,1000,50,5,5,1.0,0.02721007726801332,0.02721007726801332,ok,zero
2006-10-31,2006-09-30,0.019069072130545914,0.04901787755536841,0.0299488054248225,0.1837222076481495,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2006-11-30,2006-10-31,0.025705048620732,0.0419288398275075,0.0162237912067755,0.18183201456390163,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2006-12-31,2006-11-30,-0.03195749549564218,-0.02292469754933898,0.0090327979463032,0.20132082099816317,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2007-01-31,2006-12-31,0.045230776689289556,0.059637259360678055,0.0144064826713885,0.1953782927405507,1000,1000,50,5,5,1.0,0.024875761399255198,0.024875761399255198,ok,zero
2007-02-28,2007-01-31,0.03054365130458344,0.00982143724095914,-0.0207222140636243,0.209968608759458,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2007-03-31,2007-02-28,0.018312418401011103,0.025632457943133603,0.0073200395421225,0.1956770825696385,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2007-04-30,2007-03-31,-0.007853293017985378,0.029112486679747623,0.036965779697733,0.19446875647197623,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2007-05-31,2007-04-30,0.03381324941532147,0.06627102807685807,0.0324577786615366,0.2104587013148521,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2007-06-30,2007-05-31,-0.008780056928301638,-0.02861236196355094,-0.0198323050352493,0.19191303076772293,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2007-07-31,2007-06-30,-0.013042550900018594,-0.04679432398258859,-0.03375177308257,0.18853856610619066,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2007-08-31,2007-07-31,-0.015656064145145795,-0.0062959378352356946,0.0093601263099101,0.16367676797631536,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2007-09-30,2007-08-31,0.009858484179961075,0.04399650874790208,0.034138024567941,0.20112411586169948,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2007-10-31,2007-09-30,0.05441387363999661,0.07248010776883781,0.0180662341288412,0.2029815168228335,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2007-11-30,2007-10-31,-0.020432605174403533,-0.06548341559829723,-0.0450508104238937,0.1494224989388198,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2007-12-31,2007-11-30,0.015623744186806565,0.006957406771531666,-0.0086663374152749,0.16242693630373703,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2008-01-31,2007-12-31,-0.04675609862372955,-0.10968127961041085,-0.0629251809866813,0.12492483775756201,1000,1000,50,5,5,1.0,0.03730742470487565,0.03730742470487565,ok,zero
2008-02-29,2008-01-31,0.02288384156906044,-0.0068944484144620585,-0.0297782899835225,0.19143097097300124,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2008-03-31,2008-02-29,-0.011743510976412581,-0.021081570136903382,-0.0093380591604908,0.15736709040135333,1000,1000,50,5,5,1.0,0.01874740042787641,0.01874740042787641,ok,zero
2008-04-30,2008-03-31,0.05288825900215161,0.10141785622307131,0.0485295972209197,0.1686077589044576,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2008-05-31,2008-04-30,0.06658152448765879,0.08395243819671859,0.0173709137090598,0.17749449605967837,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2008-06-30,2008-05-31,0.03898427476142424,-0.043588618796502054,-0.0825728935579263,0.12290817434207912,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2008-07-31,2008-06-30,-0.03619887986987837,-0.04746129213728326,-0.0112624122674049,0.10208315445907679,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2008-08-31,2008-07-31,-0.05877379089232431,-0.04582860826704021,0.0129451826252841,0.11995826162155981,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2008-09-30,2008-08-31,-0.1625002057345904,-0.2563890447867368,-0.0938888390521464,0.12079655629295331,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2008-10-31,2008-09-30,-0.11380386374528642,-0.2809780297419752,-0.1671741659966888,0.12294104617686284,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2008-11-30,2008-10-31,-0.06856901744331587,-0.14126352508257306,-0.0726945076392572,0.3312951919585541,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2008-12-31,2008-11-30,0.019039785190614354,0.033973951306469456,0.0149341661158551,0.14016923305146622,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2009-01-31,2008-12-31,0.009417290526842856,-0.06987727618564345,-0.0792945667124863,0.14403248588294454,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2009-02-28,2009-01-31,0.03214083333580375,-0.06704502360651884,-0.0991858569423226,0.21216530081816032,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2009-03-31,2009-02-28,0.005402714273242057,0.09359572036189616,0.0881930060886541,0.17216756728834687,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2009-04-30,2009-03-31,0.12743188390408722,0.21861523467472974,0.0911833507706425,0.2137333443120971,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2009-05-31,2009-04-30,0.034050000596201585,0.08583625362943419,0.0517862530332326,0.19881624607188014,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2009-06-30,2009-05-31,-0.01765384695308179,-0.01520507320252849,0.0024487737505533,0.1643858296571684,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2009-07-31,2009-06-30,0.022824143860222815,0.09802803685941282,0.07520389299919,0.22375415325333298,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2009-08-31,2009-07-31,-0.007769713022442195,0.025035932850667807,0.03280564587311,0.1355183934338079,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2009-09-30,2009-08-31,0.03198865925919498,0.07066338538846538,0.0386747261292704,0.15653995215609834,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2009-10-31,2009-09-30,-0.01831659095096767,-0.03997447330140457,-0.0216578823504369,0.19334906597347268,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2009-11-30,2009-10-31,-0.01404988789193378,0.04371537814700312,0.0577652660389369,0.3605561048831488,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2009-12-31,2009-11-30,0.03156896513004358,0.054627833245868375,0.0230588681158248,0.19215170770965734,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2010-01-31,2009-12-31,-0.02120870061214558,-0.05522187968169088,-0.0340131790695453,0.1744124799630517,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2010-02-28,2010-01-31,0.021413374764729806,0.05429446874340941,0.0328810939786796,0.19790246750706958,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2010-03-31,2010-02-28,0.008783917922964748,0.06972355626639075,0.060939638343426,0.19311648216136518,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2010-04-30,2010-03-31,0.020868609039301527,0.037335102916233126,0.0164664938769316,0.18130583472726686,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2010-05-31,2010-04-30,-0.000922064474538728,-0.07997727518214763,-0.0790552107076089,0.20764503965998812,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2010-06-30,2010-05-31,0.0036960105668469093,-0.04984071134805689,-0.0535367219149038,0.16217152422172204,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2010-07-31,2010-06-30,-0.002026866848020198,0.0670696297956262,0.0690964966436464,0.19941518197553865,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2010-08-31,2010-07-31,0.0152523665536278,-0.030023682679385003,-0.0452760492330128,0.18174678172801778,1000,1000,50,5,5,1.0,0.02167372088936578,0.02167372088936578,ok,zero
2010-09-30,2010-08-31,0.011284899145791394,0.1039715739439652,0.0926866747981738,0.19761860758107958,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2010-10-31,2010-09-30,0.004479705405639203,0.0432317441533877,0.0387520387477485,0.18987597503750034,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2010-11-30,2010-10-31,0.02129064724505369,0.024801350169020988,0.0035107029239673,0.19120840425808044,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2010-12-31,2010-11-30,-0.004243851686851388,0.06209213345757751,0.0663359851444289,0.17995144548252565,1000,1000,50,5,5,1.0,0.020448715570608077,0.020448715570608077,ok,zero
2011-01-31,2010-12-31,-0.00485769316465888,0.01671343985070422,0.0215711330153631,0.15884530911175437,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2011-02-28,2011-01-31,0.0045325254213502,0.038216446476533904,0.0336839210551837,0.16675298252995902,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2011-03-31,2011-02-28,0.019243405140051358,0.02206425542697306,0.0028208502869217,0.21729387133841926,1000,1000,50,5,5,1.0,0.02532425995072259,0.02532425995072259,ok,zero
2011-04-30,2011-03-31,0.00793658751732329,0.03757160844563339,0.0296350209283101,0.23271814566329374,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2011-05-31,2011-04-30,-0.0035080219879983863,-0.015594068960729986,-0.0120860469727316,0.17423410584222115,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2011-06-30,2011-05-31,0.014461543472640444,-0.002416234298068456,-0.0168777777707089,0.1768969743453118,1000,1000,50,5,5,1.0,0.01768969743453118,0.01768969743453118,ok,zero
2011-07-31,2011-06-30,-0.02087269848891198,-0.04306941410332018,-0.0221967156144082,0.17659965395933364,1000,1000,50,5,5,1.0,0.017887046238594544,0.017887046238594544,ok,zero
2011-08-31,2011-07-31,-0.010065090184839864,-0.06677603013924246,-0.0567109399544026,0.17081815773296383,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2011-09-30,2011-08-31,-0.03756858663031612,-0.11035054638965112,-0.072781959759335,0.19975081114928125,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2011-10-31,2011-09-30,0.031494463461094566,0.14146323543921946,0.1099687719781249,0.20594639585629587,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2011-11-30,2011-10-31,-0.0016955062020677894,-0.00404945537855269,-0.0023539491764849,0.1533505038035568,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2011-12-31,2011-11-30,-0.01689381246255773,-0.009428199423232928,0.0074656130393248,0.22541197049720535,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2012-01-31,2011-12-31,0.050710111897178944,0.09860592070470064,0.0478958088075217,0.18854311391944606,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2012-02-29,2012-01-31,0.017983454552329352,0.06320083552453505,0.0452173809722057,0.1809482489824002,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2012-03-31,2012-02-29,-0.01250458887255185,0.01837189547119465,0.0308764843437465,0.21100046569932845,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2012-04-30,2012-03-31,0.018916527323113212,0.011153370609366713,-0.0077631567137465,0.16415703396999973,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2012-05-31,2012-04-30,-0.025877233769739494,-0.087023437789997,-0.0611462040202575,0.15122851547721203,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2012-06-30,2012-05-31,-0.020382173778502353,0.01739042903064095,0.0377726028091433,0.28793814214415786,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2012-07-31,2012-06-30,-0.012427749265601432,-0.0025568636034826314,0.0098708856621188,0.18128449786215514,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2012-08-31,2012-07-31,0.012689226109685831,0.03765133185572933,0.0249621057460435,0.2420415482943765,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2012-09-30,2012-08-31,-0.0015709690362794501,0.02495688926433605,0.0265278583006155,0.17765916020599515,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2012-10-31,2012-09-30,0.018443994156475064,0.001356270271054063,-0.017087723885421,0.16194641095753767,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2012-11-30,2012-10-31,0.027504001290909286,0.035246543879289285,0.00774254258838,0.1644063657607694,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2012-12-31,2012-11-30,0.005004534732622606,0.014970966800964207,0.0099664320683416,0.1595436906793466,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2013-01-31,2012-12-31,0.020061654453387076,0.07510246855052448,0.0550408140971374,0.18754609081609105,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2013-02-28,2013-01-31,-0.011585827554693597,0.001006092967818703,0.0125919205225123,0.2034528026551512,1000,1000,50,5,5,1.0,0.033394634575937235,0.033394634575937235,ok,zero
2013-03-31,2013-02-28,-0.003527321246861115,0.036128810235537885,0.039656131482399,0.21942344622883186,1000,1000,50,5,5,1.0,0.01559835000154284,0.01559835000154284,ok,zero
2013-04-30,2013-03-31,-0.025127088275663602,-0.007982881604822101,0.0171442066708415,0.1528035896798353,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2013-05-31,2013-04-30,0.0318571686584455,0.057594564469288095,0.0257373958108426,0.19788596489341775,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2013-06-30,2013-05-31,-0.012147138300829346,-0.025322153215652145,-0.0131750149148228,0.20130938767124,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2013-07-31,2013-06-30,0.023656526503837663,0.07873008762851896,0.0550735611246813,0.20258703257131352,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2013-08-31,2013-07-31,-0.006100753134736063,-0.03301559434121856,-0.0269148412064825,0.171800330469351,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2013-09-30,2013-08-31,0.010956406729724845,0.046461893150698146,0.0355054864209733,0.19102906064109426,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2013-10-31,2013-09-30,-0.017170662306267154,0.025994530335818847,0.043165192642086,0.1995291499454445,1000,1000,50,5,5,1.0,0.02499197921006763,0.02499197921006763,ok,zero
2013-11-30,2013-10-31,0.018831382402778957,0.048626644295098255,0.0297952618923193,0.20634519719943206,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2013-12-31,2013-11-30,0.007509202468565044,0.035649526665055845,0.0281403241964908,0.18965370621305394,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2014-01-31,2013-12-31,0.03023109771640538,-0.0035052897589924158,-0.0337363874753978,0.16804124952382832,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2014-02-28,2014-01-31,0.02587004901612324,0.07248491418674524,0.046614865170622,0.1805312625639976,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
2014-03-31,2014-02-28,-0.006881993566089619,-0.002126280399309819,0.0047557131667798,0.16540598174536594,1000,1000,50,5,5,1.0,0.0,0.0,ok,zero
