case,primary,missing_return_policy,cost_bps_one_way,full_months,full_arithmetic_annualized_return,full_cagr,full_cumulative_return,full_annualized_volatility,full_annualized_sharpe,full_maximum_drawdown,evaluation_months,evaluation_start,evaluation_end,jkp_residual_mean_annualized,jkp_residual_se_annualized,jkp_residual_t_hac,jkp_residual_p_two_sided,exploratory_bonferroni69_p,hac_lags,average_traded_notional,annualized_linear_cost_drag,cash_warmup_months,scored_months,minimum_active_finite_signal_count,maximum_missing_forward_gross_weight
zero_cost_0,False,zero,0.0,305,0.020733378981384974,0.015551220631341067,0.48026081419823385,0.10270384683270989,0.20187538851545384,-0.37288573502329625,185,2009-08-31,2024-12-31,0.0204100985785322,0.02122445152834113,0.9616313783787759,0.33623480362360614,1.0,4,0.14011440264827105,0.0,72,233,1000,0.06012880665407545
zero_cost_5,False,zero,5.0,305,0.019892692565495352,0.0146989718833348,0.4490087796823883,0.10269792276272602,0.19370102169890585,-0.3731591168134435,185,2009-08-31,2024-12-31,0.019365102301745943,0.021224894405189626,0.9123768501298668,0.36157037168287265,1.0,4,0.14011440264827105,0.0008406864158896263,72,233,1000,0.06012880665407545
zero_cost_10,True,zero,10.0,305,0.01905200614960572,0.013847350860724417,0.4184134436307212,0.10269226692278885,0.18552522717149025,-0.37343240982704284,185,2009-08-31,2024-12-31,0.01796864870004371,0.021222724951795016,0.8466701962569573,0.39717897537501157,1.0,4,0.14011440264827105,0.0016813728317792527,72,233,1000,0.06012880665407545
zero_cost_25,False,zero,25.0,305,0.01652994690193684,0.011296250096573646,0.33043170909353625,0.10267690921600107,0.16098991514404515,-0.37425175641494746,185,2009-08-31,2024-12-31,0.01493802068308383,0.02122167740882917,0.7039038618534906,0.4814926463105712,1.0,4,0.14011440264827105,0.004203432079448131,72,233,1000,0.06012880665407545
zero_cost_50,False,zero,50.0,305,0.012326514822488716,0.007056932242882175,0.19570237900081766,0.10265668136353456,0.12007513450427307,-0.3756155604563647,185,2009-08-31,2024-12-31,0.009382364126167938,0.02123189737944005,0.44189946656643925,0.6585619566765415,1.0,4,0.14011440264827105,0.008406864158896262,72,233,1000,0.06012880665407545
adverse_100_cost_10,False,adverse_100,10.0,305,-0.008029766865282041,-0.013822473486112652,-0.29796489860174835,0.10796471001664563,-0.07437399557729593,-0.4370174747330321,185,2009-08-31,2024-12-31,-0.011651778018280923,0.023209734484915305,-0.5020211681376089,0.6156526308510669,1.0,4,0.1408808786256642,0.0016905705435079704,72,233,1000,0.056714656883146086
