formation_month,reliability_start,reliability_end,reliability_months,finite_scores,buy_count,sell_count,hold_count,average_active_position_size,agent_rankic__news_summary,reliability_weight__news_summary,agent_rankic__technical_chart,reliability_weight__technical_chart,agent_rankic__short_reflection,reliability_weight__short_reflection,agent_rankic__medium_reflection,reliability_weight__medium_reflection
1999-07-31,1994-07-31,1999-06-30,60,973,400,406,167,4.542183622828784,-0.016593034849994533,0.22205445213652447,-0.0012566002874930468,0.25885989705167317,-0.024083150932665606,0.20602993440196632,0.017752820220753564,0.3130557164098361
1999-08-31,1994-08-31,1999-07-31,60,972,390,433,149,4.679222357229648,-0.016156838407691863,0.2172791705245204,0.002748206266237547,0.2624953778170239,-0.021284221795102958,0.20641922898338774,0.020602425927128135,0.31380622267506786
1999-09-30,1994-09-30,1999-08-31,60,962,389,411,162,4.68125,-0.015579277568364061,0.21709178223221226,0.0037035986189415523,0.2632618029658473,-0.0210278782761631,0.2055797870297037,0.02134921543591529,0.3140666277722367
1999-10-31,1994-10-31,1999-09-30,60,960,388,420,152,4.7549504950495045,-0.01600802384603739,0.21194044263860917,0.004785953766682379,0.2609281495597908,-0.01833904084717673,0.2070572104866348,0.025216729281219243,0.32007419731496517
1999-11-30,1994-11-30,1999-10-31,60,949,388,433,128,4.8440925700365405,-0.01064740022785029,0.21561412422328038,0.0061082837477290895,0.254944834863072,-0.015169849354883625,0.20608029138546763,0.029880422118256367,0.32336074952817995
1999-12-31,1994-12-31,1999-11-30,60,946,398,429,119,5.1148730350665055,-0.006024618276082328,0.2152901935913599,0.007941275695602438,0.24755822216180898,-0.009656477578066099,0.20761144143637106,0.03654651375465477,0.3295401428104601
2000-01-31,1995-01-31,1999-12-31,60,959,395,421,143,5.079656862745098,-0.002382420678032851,0.21806715408380664,0.009101396083839352,0.2446041596966655,-0.007949101648964525,0.20625974073368125,0.03936993798170409,0.33106894548584664
2000-02-29,1995-02-28,2000-01-31,60,923,365,440,118,5.198757763975156,0.004206991188836569,0.21318896183070993,0.016759295948170223,0.24170113044759178,0.003141392511077772,0.21092928400301217,0.04915726310937612,0.3341806237186861
2000-03-31,1995-03-31,2000-02-29,60,953,398,419,136,4.7613219094247246,-0.004563468541398889,0.20762031593310684,0.014036063570548363,0.25006136020650405,-0.0033928745498597404,0.2100649875503152,0.04245520462411405,0.3322533363100739
2000-04-30,1995-04-30,2000-03-31,60,964,387,410,167,4.707653701380176,-0.0044271513750129225,0.212702597391337,0.013037789350729708,0.25329234637909376,-0.005649481457598402,0.21011849486222345,0.037622688784307516,0.3238865613673458
