factor_id,name,ingest_status,coverage,ic,icir,rank_ic,n_days,cs_pearson_autocorr,label_col,skew,kurt,eval_start,eval_end,finite_ratio
intraday_overnight_spread_ema10_neutral,intraday_overnight_spread_ema10_neutral,stored,0.999848806979274,-0.032209384410660825,-0.3059823926357548,-0.04119767180642285,1456,0.8549643093744185,label_1d_open_to_open,0.7308265541211697,4.005278555633155,2019-01-01,2024-12-31,0.7183476074732533
intraday_overnight_rel_strength_ema10,intraday_overnight_rel_strength_ema10,stored,0.999848806979274,-0.01943329775653871,-0.24318489507472868,-0.03024059030506239,1456,0.8458426127457558,label_1d_open_to_open,0.01464175099611569,-0.010009687984218196,2019-01-01,2024-12-31,0.7183474457663267
vpin_amount_60d_2m_min2,vpin_amount_60d_2m_min2,stored,0.998132354880939,-0.012011769516465647,-0.14305345122290872,-0.01922051528666379,1456,0.9994099417882606,label_1d_open_to_open,1.6411296566810207,4.562078084967922,2019-01-01,2024-12-31,0.7173505225640185
amihud_log_30d_winsor,amihud_log_30d_winsor,stored,0.999851927285518,0.014780469764999792,0.1689962227102664,0.015616857945947332,1456,0.9921186278047275,label_1d_open_to_open,-0.23124618709744238,0.298366005763965,2019-01-01,2024-12-31,0.7183493862494456
roe_lowvol_center_smooth,roe_lowvol_center_smooth,stored,0.9996466718013501,0.023358469415137095,0.4561095480646409,0.0320924738178898,1457,0.9745005136816224,label_10d_close_to_close,-0.4013955341884441,-0.47072499007458735,2018-01-01,2023-12-31,0.7980088055889795
netprofit_yoy_lowvol_turnover_gaussian,netprofit_yoy_lowvol_turnover_gaussian,stored,0.9917628341099101,0.03713709612897651,0.47485256771247863,0.04153618822591869,1446,0.9841478018389902,label_10d_close_to_close,-1.4138127447215347,1.7887258964462647,2018-01-01,2023-12-31,0.7936726343529872
roe_yoy_low_asset_equity_quality,roe_yoy_low_asset_equity_quality,stored,0.9533515577331216,0.016170167574704828,0.25245061365309496,0.02176258712460612,1457,0.9914477818506634,label_10d_close_to_close,-0.13423616763432822,-0.5483165218763326,2018-01-01,2023-12-31,0.7687426008974411
bps_leverage_to_price_ind_neutral,bps_leverage_to_price_ind_neutral,stored,0.9536731128714433,0.013074003014404326,0.3039648178984557,0.019123944070519046,1457,0.9993658281319892,label_10d_close_to_close,1.8382125027225293,4.130628981307595,2018-01-01,2023-12-31,0.7689313128807491
