path,asset,strategy_index,variant,record_kind,nonempty,payload_sha256,paper_test_result_artifact,paper_result_credit
res/strategy_record/trading/AAPL/0/exp001/default/best_result.json,AAPL,0,default,best_result,True,dc791d6778690e0f019ed78eaa7dbe652d15c3a7816f5c1a474480905b7f0727,False,False
res/strategy_record/trading/AAPL/0/exp001/trained/best_params.json,AAPL,0,trained,best_params,False,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,False,False
res/strategy_record/trading/AAPL/0/exp001/trained/best_result.json,AAPL,0,trained,best_result,True,dc791d6778690e0f019ed78eaa7dbe652d15c3a7816f5c1a474480905b7f0727,False,False
res/strategy_record/trading/AAPL/1/exp001/default/best_result.json,AAPL,1,default,best_result,True,411ce64ed8d5f2d0793e064898ebfb3b9c3970e483f60724f9d165500d2c1377,False,False
res/strategy_record/trading/AAPL/1/exp001/trained/best_params.json,AAPL,1,trained,best_params,True,ab1e7a4d867a56271fb23201b94c61f7b71e17ae58be8060137974454384025d,False,False
res/strategy_record/trading/AAPL/1/exp001/trained/best_result.json,AAPL,1,trained,best_result,True,60d660ea083c3b4801ce9ea2d28caea1d02eec0eabe404606600fe7c187f9ae0,False,False
res/strategy_record/trading/AAPL/2/exp001/default/best_result.json,AAPL,2,default,best_result,True,9b7e4f0981e6905e6a422658f8785aa9dae842313c80c6f58d19dd1d1049ab12,False,False
res/strategy_record/trading/AAPL/2/exp001/trained/best_params.json,AAPL,2,trained,best_params,True,f4a393c0e56f2b205a76974797b774fbd2a72f872bdbc2179fd9470302edb7dd,False,False
res/strategy_record/trading/AAPL/2/exp001/trained/best_result.json,AAPL,2,trained,best_result,True,a5d68b4f558a1b3ab74dde71b1e88ee30e71d060ed09847e40a9583f09cd2bcf,False,False
res/strategy_record/trading/AAPL/3/exp001/default/best_result.json,AAPL,3,default,best_result,True,8d45140b60752f1a89f330befb7263b9ea753f086c7aa6598df1bd41ec2e4ec4,False,False
res/strategy_record/trading/AAPL/3/exp001/trained/best_params.json,AAPL,3,trained,best_params,True,c489003edc9c3b82fff6683f5d9b4a2a3d8ff31db819965f0b20e2f38f191c50,False,False
res/strategy_record/trading/AAPL/3/exp001/trained/best_result.json,AAPL,3,trained,best_result,True,c70e4a4757ec49ac7be86a150674fc6fc00d2bcc58d558b44aa24a659f38ad11,False,False
res/strategy_record/trading/AAPL/4/exp001/default/best_result.json,AAPL,4,default,best_result,True,b7ce776dcfc2504d735b49efe4ef55793aca748db49db949426e5d8d6a743a7e,False,False
res/strategy_record/trading/AAPL/4/exp001/trained/best_params.json,AAPL,4,trained,best_params,True,3590ea04cb3982420f1b3fc0d45d4c9e802df8634d34faeb343ec864637c46c2,False,False
res/strategy_record/trading/AAPL/4/exp001/trained/best_result.json,AAPL,4,trained,best_result,True,b7ce776dcfc2504d735b49efe4ef55793aca748db49db949426e5d8d6a743a7e,False,False
res/strategy_record/trading/AMZN/0/exp001/default/best_result.json,AMZN,0,default,best_result,True,3a922f9f11d075d9d609e58846d941e1f9a9d2f8f30ff20b79127de229c929e3,False,False
res/strategy_record/trading/AMZN/0/exp001/trained/best_params.json,AMZN,0,trained,best_params,False,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,False,False
res/strategy_record/trading/AMZN/0/exp001/trained/best_result.json,AMZN,0,trained,best_result,True,3a922f9f11d075d9d609e58846d941e1f9a9d2f8f30ff20b79127de229c929e3,False,False
res/strategy_record/trading/AMZN/1/exp001/default/best_result.json,AMZN,1,default,best_result,True,124d74c6e9f61b184d7146761e1060656982643ba647193a7e3b22f5b98b3a73,False,False
res/strategy_record/trading/AMZN/1/exp001/trained/best_params.json,AMZN,1,trained,best_params,True,ab1e7a4d867a56271fb23201b94c61f7b71e17ae58be8060137974454384025d,False,False
res/strategy_record/trading/AMZN/1/exp001/trained/best_result.json,AMZN,1,trained,best_result,True,ee6feaff8531d97cdc4aec8f2b7bf1f7a04407ff6384489014c1f255dfc340c9,False,False
res/strategy_record/trading/AMZN/2/exp001/default/best_result.json,AMZN,2,default,best_result,True,421ad6cffc2c70e618a096f9c9f9cbe547609decd0b9622206037b118a670ebb,False,False
res/strategy_record/trading/AMZN/2/exp001/trained/best_params.json,AMZN,2,trained,best_params,True,d54de9ef87b64c614cf08fcbd1a70ba4c64ad336fe016707a3579e212af2b429,False,False
res/strategy_record/trading/AMZN/2/exp001/trained/best_result.json,AMZN,2,trained,best_result,True,fd754da3ba977de3d0f4d9ec28c29581b4f5cb09b7152c7d5ab1e467bfea4a61,False,False
res/strategy_record/trading/AMZN/3/exp001/default/best_result.json,AMZN,3,default,best_result,True,e0209139e12c3e530d79d217a91d0b7e77d555157bfc0a2de1c492f14fd7e24c,False,False
res/strategy_record/trading/AMZN/3/exp001/trained/best_params.json,AMZN,3,trained,best_params,True,d19243f89f48c15b708dcd62ecaf37da5dc619fa8f3eb71c470dfc1c63c20778,False,False
res/strategy_record/trading/AMZN/3/exp001/trained/best_result.json,AMZN,3,trained,best_result,True,09959d3bed9f1e45b10b57ef7e8cffcc2bbd420127f5fc39ecbdddea7c3db428,False,False
res/strategy_record/trading/AMZN/4/exp001/default/best_result.json,AMZN,4,default,best_result,True,ef37c72d1c25599405bc111e83bf9702271fdb790f9e45922106328db8ffc0bb,False,False
res/strategy_record/trading/AMZN/4/exp001/trained/best_params.json,AMZN,4,trained,best_params,True,2df2c8212fbd46eb5a302f0b4cda497ea8a49934e6824095ddf8901699ce003f,False,False
res/strategy_record/trading/AMZN/4/exp001/trained/best_result.json,AMZN,4,trained,best_result,True,7eb156c3264760406c041361f61d8344293d87f977fa5765ba259d93a2ff3f98,False,False
res/strategy_record/trading/ETHUSD/0/exp001/default/best_result.json,ETHUSD,0,default,best_result,True,aa3832a6a3de1d5adc8c70bb63bdb39129d153315110221f547d54ec5c55ac12,False,False
res/strategy_record/trading/ETHUSD/0/exp001/trained/best_params.json,ETHUSD,0,trained,best_params,False,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,False,False
res/strategy_record/trading/ETHUSD/0/exp001/trained/best_result.json,ETHUSD,0,trained,best_result,True,aa3832a6a3de1d5adc8c70bb63bdb39129d153315110221f547d54ec5c55ac12,False,False
res/strategy_record/trading/ETHUSD/1/exp001/default/best_result.json,ETHUSD,1,default,best_result,True,9a432a3f8ca1afffaa9a4242d4ce807df19ba89741b4a0db1dfbe3cadc161c6a,False,False
res/strategy_record/trading/ETHUSD/1/exp001/trained/best_params.json,ETHUSD,1,trained,best_params,True,ab1e7a4d867a56271fb23201b94c61f7b71e17ae58be8060137974454384025d,False,False
res/strategy_record/trading/ETHUSD/1/exp001/trained/best_result.json,ETHUSD,1,trained,best_result,True,71a60f3aabddb40c39351a5cd3b4d287494c243477c46c79678a19e03a6525a2,False,False
res/strategy_record/trading/ETHUSD/2/exp001/default/best_result.json,ETHUSD,2,default,best_result,True,5b6bc263722a14f4ec169325eefa3a86cf168c00a1416395159d942f756983d3,False,False
res/strategy_record/trading/ETHUSD/2/exp001/trained/best_params.json,ETHUSD,2,trained,best_params,True,43f23f5484d939f84c66a43f825ad675c77d91e23e23fe68fe45067f941246ca,False,False
res/strategy_record/trading/ETHUSD/2/exp001/trained/best_result.json,ETHUSD,2,trained,best_result,True,236f7d15cf13575a6453787d4fa55dd713fa28bb3cb740ff3a696210b58f5450,False,False
res/strategy_record/trading/ETHUSD/3/exp001/default/best_result.json,ETHUSD,3,default,best_result,True,dbd31ea4ce5c4bdbeb1e9def4fa00455cf8d547c1f6569c10e92a86c01cfa48e,False,False
res/strategy_record/trading/ETHUSD/3/exp001/trained/best_params.json,ETHUSD,3,trained,best_params,True,85551863e47ba076908e06189c7b55b69f0c37bdc1e10004e39958316677eefd,False,False
res/strategy_record/trading/ETHUSD/3/exp001/trained/best_result.json,ETHUSD,3,trained,best_result,True,f5b90d7c4723908a19f19853d7aa1ebf0990b861ab4ed8a6fbe993e8ed09ac5a,False,False
res/strategy_record/trading/ETHUSD/4/exp001/default/best_result.json,ETHUSD,4,default,best_result,True,88941d57191caab8351922d9f88ab17c795a58d3eeaea7154bd219d03786d17c,False,False
res/strategy_record/trading/ETHUSD/4/exp001/trained/best_params.json,ETHUSD,4,trained,best_params,True,365dd143962648165aa997531c6c55bfa822d6d4a67d3ca65f21949e3d9b40ed,False,False
res/strategy_record/trading/ETHUSD/4/exp001/trained/best_result.json,ETHUSD,4,trained,best_result,True,4f8a99ee57250b19842628199011759ecb750f821545381ca0fc681dbb145020,False,False
res/strategy_record/trading/GOOGL/0/exp001/default/best_result.json,GOOGL,0,default,best_result,True,e9100317bc6cebf7d8fcb706d642711e6e6467fbd804fa127ff2624ce6237cb4,False,False
res/strategy_record/trading/GOOGL/0/exp001/trained/best_params.json,GOOGL,0,trained,best_params,False,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,False,False
res/strategy_record/trading/GOOGL/0/exp001/trained/best_result.json,GOOGL,0,trained,best_result,True,e9100317bc6cebf7d8fcb706d642711e6e6467fbd804fa127ff2624ce6237cb4,False,False
res/strategy_record/trading/GOOGL/1/exp001/default/best_result.json,GOOGL,1,default,best_result,True,66c9e5bb7336843b6245c54c7f6e01f01bc56bba27d62b0884eb8a9928881341,False,False
res/strategy_record/trading/GOOGL/1/exp001/trained/best_params.json,GOOGL,1,trained,best_params,True,ab1e7a4d867a56271fb23201b94c61f7b71e17ae58be8060137974454384025d,False,False
res/strategy_record/trading/GOOGL/1/exp001/trained/best_result.json,GOOGL,1,trained,best_result,True,e9c707890555f0c4be65fcd87abcfb5c92bae77ca755af9847a0322e1c555678,False,False
res/strategy_record/trading/GOOGL/2/exp001/default/best_result.json,GOOGL,2,default,best_result,True,2c2595f124e7db01f2e9859bf7020d1f8760c81cae52b00dce50697e95057bf5,False,False
res/strategy_record/trading/GOOGL/2/exp001/trained/best_params.json,GOOGL,2,trained,best_params,True,79930c1caa43a86bc138ae79e85a2f2d71efde04aa312222577a320e5b05e4f6,False,False
res/strategy_record/trading/GOOGL/2/exp001/trained/best_result.json,GOOGL,2,trained,best_result,True,dc092e45c256c9d2c94aa5300896c8106780d31f4b1db6ec67254051eaa5bf93,False,False
res/strategy_record/trading/GOOGL/3/exp001/default/best_result.json,GOOGL,3,default,best_result,True,fec0fa4fbfa635baaefe5cfdf79f6f8b00f4592bed912f0c4554842224e48221,False,False
res/strategy_record/trading/GOOGL/3/exp001/trained/best_params.json,GOOGL,3,trained,best_params,True,b60e72aca7ee95d7d65eef4234bc8253dd1e73f1b15cfff5c9cd475c3d164501,False,False
res/strategy_record/trading/GOOGL/3/exp001/trained/best_result.json,GOOGL,3,trained,best_result,True,99daa1dc62d4f93334d4be17a4e6a72c3be93e5b2c5551d5a16740cb44b07727,False,False
res/strategy_record/trading/GOOGL/4/exp001/default/best_result.json,GOOGL,4,default,best_result,True,d80f04924bdb4f5bf24e9cb9c5ef51f47a91c287ee37cf9450b4acf087854b76,False,False
res/strategy_record/trading/GOOGL/4/exp001/trained/best_params.json,GOOGL,4,trained,best_params,True,365dd143962648165aa997531c6c55bfa822d6d4a67d3ca65f21949e3d9b40ed,False,False
res/strategy_record/trading/GOOGL/4/exp001/trained/best_result.json,GOOGL,4,trained,best_result,True,8655268f35adea7b651524804ffe6ebbe36fad15c119dcacc18c9c3880d0fdc9,False,False
res/strategy_record/trading/MSFT/0/exp001/default/best_result.json,MSFT,0,default,best_result,True,bfabc8a01c71271a1a4047b95ce846a0fc57aae84969b9abe91327cbf3e4d275,False,False
res/strategy_record/trading/MSFT/0/exp001/trained/best_params.json,MSFT,0,trained,best_params,False,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,False,False
res/strategy_record/trading/MSFT/0/exp001/trained/best_result.json,MSFT,0,trained,best_result,True,bfabc8a01c71271a1a4047b95ce846a0fc57aae84969b9abe91327cbf3e4d275,False,False
res/strategy_record/trading/MSFT/1/exp001/default/best_result.json,MSFT,1,default,best_result,True,96bbd0496c95fc856dd5193991be4ca6d4169ff8b3c3ed770da4c2e35b2f595a,False,False
res/strategy_record/trading/MSFT/1/exp001/trained/best_params.json,MSFT,1,trained,best_params,True,cdda3bc314416d03ef0019a44de421b4a8403ca7ae92f456f92c86223e6fba11,False,False
res/strategy_record/trading/MSFT/1/exp001/trained/best_result.json,MSFT,1,trained,best_result,True,96bbd0496c95fc856dd5193991be4ca6d4169ff8b3c3ed770da4c2e35b2f595a,False,False
res/strategy_record/trading/MSFT/2/exp001/default/best_result.json,MSFT,2,default,best_result,True,d3f16f4dea6a703ece2d91844b1a99ab9e461cd4626ee4c4b5abcb96e75ab5ab,False,False
res/strategy_record/trading/MSFT/2/exp001/trained/best_params.json,MSFT,2,trained,best_params,True,0229bf697f88657db857fb611f12bcbcd34ece9a2471fb4412c5a606c2a95ecd,False,False
res/strategy_record/trading/MSFT/2/exp001/trained/best_result.json,MSFT,2,trained,best_result,True,fe93c103fa6d21400294fba21bc5c163a19b54625c9ffde04ea6e7c593cbc120,False,False
res/strategy_record/trading/MSFT/3/exp001/default/best_result.json,MSFT,3,default,best_result,True,9324bd0be2ac77e132151903a834308c430fc7616d8a1b9ca79f740aa6bb5b65,False,False
res/strategy_record/trading/MSFT/3/exp001/trained/best_params.json,MSFT,3,trained,best_params,True,47e7e44c66aa17611e105cbac357667bcd9993712242d6cc675b42941326011a,False,False
res/strategy_record/trading/MSFT/3/exp001/trained/best_result.json,MSFT,3,trained,best_result,True,695454840250d5d8594fca54f0a7e2a2abc61260165bc9948e8f707bb31ce728,False,False
res/strategy_record/trading/MSFT/4/exp001/default/best_result.json,MSFT,4,default,best_result,True,a35d7017eba86975c3dd7193907b98fbbfadc7522677739b2f30d271e068857e,False,False
