head_commit,repositories,branch_ref_count,official_history_reachable,official_history_subject,unique_commits_beyond_official_history,unique_blobs_beyond_official_history,native_result_artifact_found,paper_result_credit
65e724d17a87de08789b3b97e4c920152e3220d4,HS991023/AAPM;Lycokie/AAPM;Minisoco/AAPM;coder-drinker/AAPM;d3p10y/AAPM;potpen/AAPM;tufo830/AAPM;tutuna/AAPM;yinsenm/AAPM,9,True,Update README.md,0,0,False,False
6c8324fddc6ba5d2f548cc4da06aa851507929a2,pengmeishu/AAPM,1,True,Update README.md,0,0,False,False
6c97ee30007dcc74871bbac23aeab9af13f850bd,jingmouren/chengjunyan1-AAPM;shu-cj/AAPM,2,True,Update README.md,0,0,False,False
cc54e4337fcd4089dc69e4a1173e82a675648475,ch1plus1/AAPM;yangkedc1984/AAPM,2,True,1,0,0,False,False
