missing_return_policy,formation_month,month,path_status,gross_return,total_security_return,traded_notional,formation_universe,finite_signal_count,missing_forward_return_gross_weight,missing_total_return_gross_weight,n_long,n_short,max_abs_weight,weight_hhi,gross_exposure
zero,1999-07-31,1999-08-31,ok,-0.005406528418990607,-0.005406528418990598,1.9999999999999998,1000,1000,0.0,0.0,100,100,0.10891550221534542,0.07608196934567757,1.9999999999999998
zero,1999-08-31,1999-09-30,ok,0.13425953451911404,0.13425226853854463,3.5229636160853777,1000,1000,0.0009805641794042926,0.0009805641794042926,100,100,0.19354818686551417,0.11252769306024,2.0
zero,1999-09-30,1999-10-31,ok,-0.05130759181151212,-0.05130759181151211,3.278789627760081,1000,1000,0.0,0.0,100,100,0.21922077219384203,0.1522964383485695,2.0
zero,1999-10-31,1999-11-30,ok,0.1591656949379062,0.1591309692016828,3.8389130496825388,1000,1000,0.004555987434181829,0.004555987434181829,100,100,0.2001756449482148,0.1288911643394977,2.0
zero,1999-11-30,1999-12-31,ok,0.13988916624393044,0.1398939242346159,2.0606015552162846,1000,1000,0.0017734374741542186,0.0017734374741542186,100,100,0.22504323058499243,0.1266863539552036,2.0
zero,1999-12-31,2000-01-31,ok,-0.011231016139043277,-0.01123101613904327,1.6877560556111249,1000,1000,0.0,0.0,100,100,0.20599177601589158,0.12217153026391314,2.0
zero,2000-01-31,2000-02-29,ok,0.31064251331333637,0.31062919252512367,3.6732187856919953,1000,1000,0.0015507320387124531,0.0015507320387124531,100,100,0.20386768352677317,0.09443433358601784,1.9999999999999996
zero,2000-02-29,2000-03-31,ok,-0.07336441882052393,-0.07339110219772647,3.217339410772543,1000,1000,0.003048135389822978,0.003048135389822978,100,100,0.21661929777314706,0.1592191692670682,2.0
zero,2000-03-31,2000-04-30,ok,-0.17099346184291836,-0.17100543045643202,3.2377067735738376,1000,1000,0.0013023518513168484,0.0013023518513168484,100,100,0.12774059136948865,0.08428971718994589,2.0
zero,2000-04-30,2000-05-31,ok,-0.11906903325371683,-0.1190690332537168,3.902944191110092,1000,1000,0.0,0.0,100,100,0.3025363815562946,0.22873782886866068,1.9999999999999996
zero,2000-05-31,2000-06-30,ok,0.1543236501861076,0.1543236501861076,2.830741228572741,1000,1000,0.0,0.0,100,100,0.25543183240863604,0.12744750672266852,2.0000000000000004
zero,2000-06-30,2000-07-31,ok,-0.039662919282836086,-0.039491833017717484,3.1113450528428475,1000,1000,0.02755717497238156,0.02755717497238156,100,100,0.1850674504205322,0.0878727939190519,2.0
zero,2000-07-31,2000-08-31,ok,0.1230765040839269,0.1230688810585865,2.6242089141314615,1000,1000,0.0007619977349448372,0.0007619977349448372,100,100,0.12445532273433212,0.07641688235143396,2.0000000000000004
zero,2000-08-31,2000-09-30,ok,-0.0988584328849883,-0.09885843288498831,2.9283915906927125,1000,1000,0.0,0.0,100,100,0.10986562869189984,0.07985884804214999,2.0
zero,2000-09-30,2000-10-31,ok,-0.1951369502660451,-0.19513577702186044,1.565800601065301,1000,1000,0.002937217185591876,0.002937217185591876,100,100,0.13883778430711088,0.07828879308856881,2.0
