missing_return_policy,formation_month,month,path_status,gross_return,total_security_return,traded_notional,formation_universe,finite_signal_count,missing_forward_return_gross_weight,missing_total_return_gross_weight,n_long,n_short,max_abs_weight,weight_hhi,gross_exposure,net_return
zero,1999-07-31,1999-08-31,ok,0.04378914911436287,0.04380111336309707,2.0000000000000004,1000,1000,0.0015433757397045771,0.0015433757397045771,100,100,0.20678876777173144,0.14252839128277056,2.0000000000000004,0.04178914911436287
zero,1999-08-31,1999-09-30,ok,0.006751897715850406,0.0067415960378304106,0.42279727108599524,1000,1000,0.0013902399487178952,0.0013902399487178952,100,100,0.19111666044417963,0.13693040058360387,2.0000000000000004,0.00632910044476441
zero,1999-09-30,1999-10-31,ok,-0.040505869818471145,-0.04054198718788884,0.8626930249898267,1000,1000,0.005042916701714746,0.005042916701714746,100,100,0.2287292179690302,0.1383060786186252,2.0,-0.04136856284346097
zero,1999-10-31,1999-11-30,ok,0.038524792488117625,0.03851578593466769,0.8294094982929838,1000,1000,0.0025570598460326207,0.0025570598460326207,100,100,0.1593199105922302,0.09571827547000027,2.0,0.03769538298982464
zero,1999-11-30,1999-12-31,ok,-0.002637996355894684,-0.0024257109352644455,1.24588451660351,1000,1000,0.030578971321313073,0.030578971321313073,100,100,0.19495916096316862,0.12565287819787635,2.0,-0.003883880872498194
zero,1999-12-31,2000-01-31,ok,-0.01818292920135989,-0.018174974638423994,1.1756979941441286,1000,1000,0.0009157912659355179,0.0009157912659355179,100,100,0.31889664733501244,0.1689189264168383,2.0,-0.01935862719550402
zero,2000-01-31,2000-02-29,ok,0.017938025183119467,0.017939928330820292,1.0094673406732415,1000,1000,0.002432443031166801,0.002432443031166801,100,100,0.13043046159590946,0.0839728748377485,2.0,0.016928557842446224
zero,2000-02-29,2000-03-31,ok,0.1341979003894919,0.13417246968966529,1.3917316264453596,1000,1000,0.0029050376772502533,0.0029050376772502533,100,100,0.30150106465927623,0.14396130406829963,2.0,0.13280616876304654
zero,2000-03-31,2000-04-30,ok,-0.0788876323796958,-0.07886945681975208,0.6536320087037326,1000,1000,0.0019777540744020878,0.0019777540744020878,100,100,0.34580314995660866,0.17030951282814308,2.0,-0.07954126438839954
zero,2000-04-30,2000-05-31,ok,0.02749073111383332,0.02749073111383332,0.7864202732204739,1000,1000,0.0,0.0,100,100,0.28975648998021564,0.143779972277171,2.0,0.026704310840612845
zero,2000-05-31,2000-06-30,ok,-0.058463683787222324,-0.058463683787222324,0.8013251865535314,1000,1000,0.0,0.0,100,100,0.24262548100095288,0.12992699583710415,2.0,-0.05926500897377585
zero,2000-06-30,2000-07-31,ok,0.02095487103153216,0.021115685850663056,0.897195028135397,1000,1000,0.019645936796782296,0.019645936796782296,100,100,0.25290785472493404,0.12992120217758707,2.0,0.020057676003396762
zero,2000-07-31,2000-08-31,ok,0.05372520989494962,0.05370358168531151,0.3991527306917783,1000,1000,0.002161956181335699,0.002161956181335699,100,100,0.2248013572345002,0.12531443091107167,1.9999999999999996,0.05332605716425784
