timestamp,total_asset
2025-10-01 10:00:00,5000.0
2025-10-01 11:00:00,5000.0
2025-10-01 12:00:00,5000.0
2025-10-01 13:00:00,5000.0
2025-10-01 14:00:00,5002.081
2025-10-01 15:00:00,4984.887999999999
2025-10-02 10:00:00,5016.538
2025-10-02 11:00:00,5039.215
2025-10-02 12:00:00,5037.188
2025-10-02 13:00:00,5027.288
2025-10-02 14:00:00,5036.975
2025-10-02 15:00:00,5032.288
2025-10-03 10:00:00,5051.888000000001
2025-10-03 11:00:00,5051.3589999999995
2025-10-03 12:00:00,5046.0380000000005
2025-10-03 13:00:00,5008.510000000001
2025-10-03 14:00:00,5028.991000000001
2025-10-03 15:00:00,5025.673
2025-10-06 10:00:00,5006.158
2025-10-06 11:00:00,5013.038000000001
2025-10-06 12:00:00,5010.715000000001
2025-10-06 13:00:00,4990.938
2025-10-06 14:00:00,4993.563000000001
2025-10-06 15:00:00,4992.763000000001
2025-10-07 10:00:00,5000.7880000000005
2025-10-07 11:00:00,4973.5380000000005
2025-10-07 12:00:00,4975.388
2025-10-07 13:00:00,4968.938000000001
2025-10-07 14:00:00,4973.2880000000005
2025-10-07 15:00:00,4969.888000000001
2025-10-08 10:00:00,5019.988000000001
2025-10-08 11:00:00,5018.688000000001
2025-10-08 12:00:00,5018.889000000001
2025-10-08 13:00:00,5021.660000000001
2025-10-08 14:00:00,5019.563
2025-10-08 15:00:00,5041.738
2025-10-09 10:00:00,5050.5380000000005
2025-10-09 11:00:00,5043.338000000001
2025-10-09 12:00:00,5021.763000000001
2025-10-09 13:00:00,5021.488000000001
2025-10-09 14:00:00,5021.965
2025-10-09 15:00:00,5027.888000000001
2025-10-10 10:00:00,5020.025000000001
2025-10-10 11:00:00,4915.738000000001
2025-10-10 12:00:00,4880.863000000001
2025-10-10 13:00:00,4891.438000000001
2025-10-10 14:00:00,4862.083000000001
2025-10-10 15:00:00,4810.338000000001
2025-10-13 10:00:00,4868.388000000001
2025-10-13 11:00:00,4911.4890000000005
2025-10-13 12:00:00,4931.513
2025-10-13 13:00:00,4917.688000000001
2025-10-13 14:00:00,4903.758000000001
2025-10-13 15:00:00,4907.188000000001
2025-10-14 10:00:00,4833.838000000001
2025-10-14 11:00:00,4855.688000000001
2025-10-14 12:00:00,4869.513
2025-10-14 13:00:00,4859.137000000001
2025-10-14 14:00:00,4865.0380000000005
2025-10-14 15:00:00,4838.088000000001
2025-10-15 10:00:00,4893.465000000001
2025-10-15 11:00:00,4849.063
2025-10-15 12:00:00,4844.2880000000005
2025-10-15 13:00:00,4848.393000000001
2025-10-15 14:00:00,4862.513000000001
2025-10-15 15:00:00,4851.658000000001
2025-10-16 10:00:00,4867.908
2025-10-16 11:00:00,4852.233
2025-10-16 12:00:00,4844.468000000001
2025-10-16 13:00:00,4838.8240000000005
2025-10-16 14:00:00,4828.908900000001
2025-10-16 15:00:00,4842.893000000001
2025-10-17 10:00:00,4844.883
2025-10-17 11:00:00,4863.878000000001
2025-10-17 12:00:00,4883.248000000001
2025-10-17 13:00:00,4889.409000000001
2025-10-17 14:00:00,4908.572
2025-10-17 15:00:00,4906.154000000001
2025-10-20 10:00:00,5020.769
2025-10-20 11:00:00,5035.280000000001
2025-10-20 12:00:00,5043.328000000001
2025-10-20 13:00:00,5030.545000000001
2025-10-20 14:00:00,5031.078
2025-10-20 15:00:00,5013.638000000001
2025-10-21 10:00:00,5014.942
2025-10-21 11:00:00,5035.383000000001
2025-10-21 12:00:00,5013.758
2025-10-21 13:00:00,5026.317000000001
2025-10-21 14:00:00,5023.651
2025-10-21 15:00:00,5021.401
2025-10-22 10:00:00,5017.201
2025-10-22 11:00:00,5013.751
2025-10-22 12:00:00,5009.776
2025-10-22 13:00:00,5002.801
2025-10-22 14:00:00,5001.751
2025-10-22 15:00:00,5023.201000000001
2025-10-23 10:00:00,5042.623
2025-10-23 11:00:00,5051.151
2025-10-23 12:00:00,5059.251
2025-10-23 13:00:00,5060.151
2025-10-23 14:00:00,5053.451000000001
2025-10-23 15:00:00,5055.5509999999995
2025-10-24 10:00:00,5088.561000000001
2025-10-24 11:00:00,5109.923000000001
2025-10-24 12:00:00,5107.35
2025-10-24 13:00:00,5117.352000000001
2025-10-24 14:00:00,5111.001
2025-10-24 15:00:00,5091.8009999999995
2025-10-27 10:00:00,5126.0509999999995
2025-10-27 11:00:00,5129.003000000001
2025-10-27 12:00:00,5124.950999999999
2025-10-27 13:00:00,5125.252
2025-10-27 14:00:00,5125.251
2025-10-27 15:00:00,5154.351000000001
2025-10-28 10:00:00,5139.851000000001
2025-10-28 11:00:00,5137.151
2025-10-28 12:00:00,5158.0509999999995
2025-10-28 13:00:00,5145.651
2025-10-28 14:00:00,5131.2644
2025-10-28 15:00:00,5120.465
2025-10-29 10:00:00,5130.575
2025-10-29 11:00:00,5128.745
2025-10-29 12:00:00,5118.695
2025-10-29 13:00:00,5118.395
2025-10-29 14:00:00,5100.575
2025-10-29 15:00:00,5099.975
2025-10-30 10:00:00,5177.375
2025-10-30 11:00:00,5219.375
2025-10-30 12:00:00,5232.275
2025-10-30 13:00:00,5246.674999999999
2025-10-30 14:00:00,5251.775
2025-10-30 15:00:00,5200.174999999999
2025-10-31 10:00:00,5172.875
2025-10-31 11:00:00,5163.574999999999
2025-10-31 12:00:00,5160.675000000001
2025-10-31 13:00:00,5149.1
2025-10-31 14:00:00,5161.25
2025-10-31 15:00:00,5186.225
