timestamp,total_asset
2025-10-01 10:00:00,5000.0
2025-10-01 11:00:00,5011.02
2025-10-01 12:00:00,5017.5408
2025-10-01 13:00:00,5017.5959
2025-10-01 14:00:00,5022.990000000001
2025-10-01 15:00:00,4997.72
2025-10-02 10:00:00,5013.87
2025-10-02 11:00:00,5042.6113000000005
2025-10-02 12:00:00,5037.715
2025-10-02 13:00:00,5030.21
2025-10-02 14:00:00,5045.529700000001
2025-10-02 15:00:00,5030.59
2025-10-03 10:00:00,5050.35
2025-10-03 11:00:00,5054.625
2025-10-03 12:00:00,5062.035000000001
2025-10-03 13:00:00,5036.236800000001
2025-10-03 14:00:00,5053.2057
2025-10-03 15:00:00,5047.215
2025-10-06 10:00:00,5043.889999999999
2025-10-06 11:00:00,5031.160000000001
2025-10-06 12:00:00,5034.295
2025-10-06 13:00:00,5001.615000000001
2025-10-06 14:00:00,5012.185400000001
2025-10-06 15:00:00,5015.9662
2025-10-07 10:00:00,5000.796200000001
2025-10-07 11:00:00,4999.7362
2025-10-07 12:00:00,4995.8662
2025-10-07 13:00:00,4991.668200000001
2025-10-07 14:00:00,4998.0962
2025-10-07 15:00:00,5004.4862
2025-10-08 10:00:00,5021.2062000000005
2025-10-08 11:00:00,5026.8062
2025-10-08 12:00:00,5023.625000000001
2025-10-08 13:00:00,5023.4062
2025-10-08 14:00:00,5022.877200000001
2025-10-08 15:00:00,5028.046200000001
2025-10-09 10:00:00,4978.3962
2025-10-09 11:00:00,4962.4062
2025-10-09 12:00:00,4954.9762
2025-10-09 13:00:00,4955.724
2025-10-09 14:00:00,4959.494000000001
2025-10-09 15:00:00,4966.7262
2025-10-10 10:00:00,4949.0262
2025-10-10 11:00:00,4881.546200000001
2025-10-10 12:00:00,4859.3838000000005
2025-10-10 13:00:00,4866.846200000001
2025-10-10 14:00:00,4838.899200000001
2025-10-10 15:00:00,4822.506200000001
2025-10-13 10:00:00,4849.9462
2025-10-13 11:00:00,4874.8962
2025-10-13 12:00:00,4888.016200000001
2025-10-13 13:00:00,4879.2862000000005
2025-10-13 14:00:00,4871.0662
2025-10-13 15:00:00,4860.026200000001
2025-10-14 10:00:00,4847.3662
2025-10-14 11:00:00,4851.666200000001
2025-10-14 12:00:00,4858.428200000001
2025-10-14 13:00:00,4860.9062
2025-10-14 14:00:00,4867.1962
2025-10-14 15:00:00,4863.1462
2025-10-15 10:00:00,4906.325400000001
2025-10-15 11:00:00,4880.846200000001
2025-10-15 12:00:00,4877.6062
2025-10-15 13:00:00,4884.9662
2025-10-15 14:00:00,4893.0662
2025-10-15 15:00:00,4885.3262
2025-10-16 10:00:00,4876.216200000001
2025-10-16 11:00:00,4864.8862
2025-10-16 12:00:00,4859.2862000000005
2025-10-16 13:00:00,4839.836200000001
2025-10-16 14:00:00,4839.2662
2025-10-16 15:00:00,4852.9462
2025-10-17 10:00:00,4869.0622
2025-10-17 11:00:00,4882.0312
2025-10-17 12:00:00,4907.9662
2025-10-17 13:00:00,4910.3262
2025-10-17 14:00:00,4926.337200000001
2025-10-17 15:00:00,4925.046200000001
2025-10-20 10:00:00,5063.9762
2025-10-20 11:00:00,5086.886
2025-10-20 12:00:00,5089.4862
2025-10-20 13:00:00,5082.126200000001
2025-10-20 14:00:00,5085.0262
2025-10-20 15:00:00,5070.7062000000005
2025-10-21 10:00:00,5081.5498
2025-10-21 11:00:00,5095.035400000001
2025-10-21 12:00:00,5077.7062000000005
2025-10-21 13:00:00,5088.4062
2025-10-21 14:00:00,5087.9116
2025-10-21 15:00:00,5081.1262
2025-10-22 10:00:00,5066.006200000001
2025-10-22 11:00:00,5043.3962
2025-10-22 12:00:00,5019.0262
2025-10-22 13:00:00,4992.0562
2025-10-22 14:00:00,4999.7462000000005
2025-10-22 15:00:00,5016.3262
2025-10-23 10:00:00,5032.555200000001
2025-10-23 11:00:00,5038.5006
2025-10-23 12:00:00,5038.3862
2025-10-23 13:00:00,5038.6762
2025-10-23 14:00:00,5035.8262
2025-10-23 15:00:00,5028.0462
2025-10-24 10:00:00,5055.3262
2025-10-24 11:00:00,5069.0482
2025-10-24 12:00:00,5071.0652
2025-10-24 13:00:00,5078.787200000001
2025-10-24 14:00:00,5076.3462
2025-10-24 15:00:00,5065.7662
2025-10-27 10:00:00,5110.5062
2025-10-27 11:00:00,5110.2282
2025-10-27 12:00:00,5109.7062
2025-10-27 13:00:00,5113.4372
2025-10-27 14:00:00,5120.556200000001
2025-10-27 15:00:00,5141.2862000000005
2025-10-28 10:00:00,5164.2062000000005
2025-10-28 11:00:00,5162.776400000001
2025-10-28 12:00:00,5172.0284
2025-10-28 13:00:00,5165.1652
2025-10-28 14:00:00,5172.5128
2025-10-28 15:00:00,5165.3862
2025-10-29 10:00:00,5155.4062
2025-10-29 11:00:00,5146.0761999999995
2025-10-29 12:00:00,5157.4262
2025-10-29 13:00:00,5173.3562
2025-10-29 14:00:00,5163.796200000001
2025-10-29 15:00:00,5173.2862000000005
2025-10-30 10:00:00,5136.3462
2025-10-30 11:00:00,5148.4362
2025-10-30 12:00:00,5156.4062
2025-10-30 13:00:00,5164.3862
2025-10-30 14:00:00,5151.8462
2025-10-30 15:00:00,5156.4262
2025-10-31 10:00:00,5138.8462
2025-10-31 11:00:00,5138.8542
2025-10-31 12:00:00,5141.7962
2025-10-31 13:00:00,5138.1362
2025-10-31 14:00:00,5142.3462
2025-10-31 15:00:00,5129.2062000000005
