source_file,agent_name,candidate_id,n_intraday_points,n_months,start,end,initial_cash,final_total_asset,total_return,candidate_returns_csv,equity_curve_csv
external_repos/TradeTrap/agent_viewer/data/agents_data_qwen.json,qwen3-max-ReverseExpectations,agents_data_qwen_qwen3_max_reverseexpectations,138,1,2025-10-01T10:00:00,2025-10-31T15:00:00,9.83680000000004,6027.2821,611.7279298145714,paper_runs/051_tradetrap/candidate_returns_agents_data_qwen_qwen3_max_reverseexpectations.csv,paper_runs/051_tradetrap/equity_curve_agents_data_qwen_qwen3_max_reverseexpectations.csv
external_repos/TradeTrap/agent_viewer/data/agents_data_qwen.json,qwen3-max-with-news,agents_data_qwen_qwen3_max_with_news,138,1,2025-10-01T10:00:00,2025-10-31T15:00:00,144.9300000000003,5129.2062000000005,34.39092113434065,paper_runs/051_tradetrap/candidate_returns_agents_data_qwen_qwen3_max_with_news.csv,paper_runs/051_tradetrap/equity_curve_agents_data_qwen_qwen3_max_with_news.csv
external_repos/TradeTrap/agent_viewer/data/agents_data_qwen.json,qwen3-max,agents_data_qwen_qwen3_max,138,1,2025-10-01T10:00:00,2025-10-31T15:00:00,702.1400000000003,4949.246800000001,6.048803372546783,paper_runs/051_tradetrap/candidate_returns_agents_data_qwen_qwen3_max.csv,paper_runs/051_tradetrap/equity_curve_agents_data_qwen_qwen3_max.csv
external_repos/TradeTrap/agent_viewer/data/agents_data.json,gpt-5,agents_data_gpt_5,138,1,2025-10-01T10:00:00,2025-10-31T15:00:00,2803.2,5809.5905999999995,1.0724852311643835,paper_runs/051_tradetrap/candidate_returns_agents_data_gpt_5.csv,paper_runs/051_tradetrap/equity_curve_agents_data_gpt_5.csv
external_repos/TradeTrap/agent_viewer/data/agents_data_gpt.json,ai-trader,agents_data_gpt_ai_trader,138,1,2025-10-01T10:00:00,2025-10-31T15:00:00,2803.2,5809.5905999999995,1.0724852311643835,paper_runs/051_tradetrap/candidate_returns_agents_data_gpt_ai_trader.csv,paper_runs/051_tradetrap/equity_curve_agents_data_gpt_ai_trader.csv
external_repos/TradeTrap/agent_viewer/data/agents_data_gemini.json,with memory (long time),agents_data_gemini_with_memory_long_time,138,1,2025-10-01T10:00:00,2025-10-31T15:00:00,3375.587,6198.7222,0.8363390426613209,paper_runs/051_tradetrap/candidate_returns_agents_data_gemini_with_memory_long_time.csv,paper_runs/051_tradetrap/equity_curve_agents_data_gemini_with_memory_long_time.csv
external_repos/TradeTrap/agent_viewer/data/agents_data_gemini.json,with memory (with think and summary),agents_data_gemini_with_memory_with_think_and_summary,138,1,2025-10-01T10:00:00,2025-10-31T15:00:00,3124.8,5186.225,0.6596982206861239,paper_runs/051_tradetrap/candidate_returns_agents_data_gemini_with_memory_with_think_and_summary.csv,paper_runs/051_tradetrap/equity_curve_agents_data_gemini_with_memory_with_think_and_summary.csv
external_repos/TradeTrap/agent_viewer/data/agents_data.json,gpt-5-with-news,agents_data_gpt_5_with_news,138,1,2025-10-01T10:00:00,2025-10-31T15:00:00,3315.2,5501.449799999999,0.6594624155405404,paper_runs/051_tradetrap/candidate_returns_agents_data_gpt_5_with_news.csv,paper_runs/051_tradetrap/equity_curve_agents_data_gpt_5_with_news.csv
external_repos/TradeTrap/agent_viewer/data/agents_data.json,gpt-5-ReverseExpectations,agents_data_gpt_5_reverseexpectations,138,1,2025-10-01T10:00:00,2025-10-31T15:00:00,3291.04,5326.045099999999,0.6183471182361804,paper_runs/051_tradetrap/candidate_returns_agents_data_gpt_5_reverseexpectations.csv,paper_runs/051_tradetrap/equity_curve_agents_data_gpt_5_reverseexpectations.csv
external_repos/TradeTrap/agent_viewer/data/agents_data_claude.json,with news,agents_data_claude_with_news,138,1,2025-10-01T10:00:00,2025-10-31T15:00:00,3971.5,5579.357300000001,0.4048488732217048,paper_runs/051_tradetrap/candidate_returns_agents_data_claude_with_news.csv,paper_runs/051_tradetrap/equity_curve_agents_data_claude_with_news.csv
