formation_month,label_cutoff,reward_history_start,reward_history_end,reward_history_months,mean_base_absolute_position,mean_win_probability,mean_payoff_odds,mean_scaled_kelly,mean_volatility_adjustment,mean_cvar_cap,mean_final_absolute_exposure,risk_shrunk_count,risk_zeroed_count,finite_scores
2011-01-31,2010-07-31,2005-08-31,2010-07-31,60,0.30296815823356915,0.5757420395583923,1.3692577984603527,0.12494370675226643,0.5000034438484736,0.42970021476993653,0.05651590764907082,871,204,1000
2011-02-28,2010-08-31,2005-09-30,2010-08-31,60,0.3112030139385846,0.5778007534846463,1.3789923165117546,0.12794636045838328,0.5012022075528233,0.43644438659191176,0.057694569285029945,873,203,1000
2011-03-31,2010-09-30,2005-10-31,2010-09-30,60,0.3150776689549586,0.5787694172387396,1.3418893969336094,0.1254278311437558,0.5018541001465977,0.4392558787926633,0.05581332242893025,859,206,1000
2011-04-30,2010-10-31,2005-11-30,2010-10-31,60,0.32053285038213863,0.5801332125955347,1.3380833229340434,0.12599958924243362,0.502714795979746,0.4386200057615491,0.05695593230906179,874,205,1000
2011-05-31,2010-11-30,2005-12-31,2010-11-30,60,0.32285219927540015,0.5807130498188501,1.3327553552313298,0.12586621097585823,0.5014076843133554,0.4374063416021141,0.056584432366329665,876,211,1000
2011-06-30,2010-12-31,2006-01-31,2010-12-31,60,0.3279124095372582,0.5819781023843146,1.3632509731810505,0.13095039229797453,0.5033416648621567,0.4480480798353014,0.05877374857705884,875,203,1000
2011-07-31,2011-01-31,2006-02-28,2011-01-31,60,0.3206804196178292,0.5801701049044574,1.317238999958248,0.12376351843643846,0.5033617319013395,0.43533449706583716,0.05613392109111447,873,215,1000
2011-08-31,2011-02-28,2006-03-31,2011-02-28,60,0.3134454539098218,0.5783613634774554,1.2475003607620347,0.11240161765960946,0.505805444936299,0.41630405598956854,0.05172329740526174,872,228,1000
2011-09-30,2011-03-31,2006-04-30,2011-03-31,60,0.3020602538303951,0.5755150634575986,1.1835018335769745,0.10132864859928077,0.506158985322336,0.39204410673488904,0.0469578562632078,870,266,1000
2011-10-31,2011-04-30,2006-05-31,2011-04-30,60,0.30285227498094186,0.5757130687452354,1.270758197857836,0.11422911836377818,0.5101182862527506,0.390608305797676,0.052854796921026535,866,228,1000
2011-11-30,2011-05-31,2006-06-30,2011-05-31,60,0.3025141755470013,0.5756285438867503,1.247717287948189,0.11177438339703298,0.5088028460328128,0.39145723938195365,0.051277981449779554,870,239,1000
2011-12-31,2011-06-30,2006-07-31,2011-06-30,60,0.30303391645845273,0.5757584791146131,1.2466852535418185,0.1121279874425971,0.5100347285967458,0.3904936700493609,0.05213166141958551,873,237,1000
2012-01-31,2011-07-31,2006-08-31,2011-07-31,60,0.3082935659048419,0.5770733914762105,1.3250241886801575,0.12238023112621983,0.5067352920533368,0.40436042544400214,0.05663359829973453,877,228,1000
2012-02-29,2011-08-31,2006-09-30,2011-08-31,60,0.31718397441206136,0.5792959936030154,1.3534027586345982,0.1270323651283761,0.5083738143790628,0.4178891252316399,0.05929325580971715,874,214,1000
2012-03-31,2011-09-30,2006-10-31,2011-09-30,60,0.32337022037324376,0.5808425550933111,1.327309437942576,0.12599988555343866,0.5084967308289015,0.4208476401275494,0.058432231498110894,862,224,1000
2012-04-30,2011-10-31,2006-11-30,2011-10-31,60,0.3302574713416471,0.5825643678354118,1.356612284060706,0.13058242076357057,0.5090774674805078,0.42788661451895305,0.06048257561606581,864,219,1000
2012-05-31,2011-11-30,2006-12-31,2011-11-30,60,0.32559464665251425,0.5813986616631287,1.2515990505853454,0.11554780379663268,0.5065840859794678,0.4149600753814497,0.053591080700459676,872,254,1000
2012-06-30,2011-12-31,2007-01-31,2011-12-31,60,0.32677956244403744,0.5816948906110093,1.2539820601840528,0.11588840177055401,0.504750837338833,0.4136266040422329,0.05408526155754141,871,239,1000
2012-07-31,2012-01-31,2007-02-28,2012-01-31,60,0.32442686767130724,0.5811067169178268,1.2510710804303051,0.11507421434954494,0.5040862951779939,0.410756055878906,0.05393448748702599,878,235,1000
2012-08-31,2012-02-29,2007-03-31,2012-02-29,60,0.32477172228687456,0.5811929305717186,1.209859879026663,0.11033506586030627,0.5046132610461059,0.4090364274890581,0.051768542177299925,874,243,1000
2012-09-30,2012-03-31,2007-04-30,2012-03-31,60,0.3284567945200059,0.5821141986300015,1.2080657641894157,0.11068144027715082,0.5045027807391795,0.41231021034676013,0.052069441409815544,870,240,1000
2012-10-31,2012-04-30,2007-05-31,2012-04-30,60,0.3256375482771371,0.5814093870692844,1.1893016423266036,0.10717104335460258,0.5053424839736005,0.407335545035473,0.050815303002692686,872,247,1000
2012-11-30,2012-05-31,2007-06-30,2012-05-31,60,0.32501145403920323,0.5812528635098008,1.191593746736002,0.10701036687213254,0.5041502045940105,0.4071265315672095,0.050331569702705935,874,264,1000
2012-12-31,2012-06-30,2007-07-31,2012-06-30,60,0.3268542850891899,0.5817135712722975,1.1746849302913749,0.10494084034570274,0.5036217716796096,0.40556652908260427,0.04978057769909488,883,254,1000
2013-01-31,2012-07-31,2007-08-31,2012-07-31,60,0.32738506560896047,0.5818462664022401,1.1978541000440268,0.10830047233095251,0.5019927564832051,0.4067174021562328,0.05122432458009382,876,240,1000
2013-02-28,2012-08-31,2007-09-30,2012-08-31,60,0.3277298477477493,0.5819324619369374,1.1955097152355538,0.10817823521891744,0.5020340351212886,0.40400098717902894,0.05122353803996792,877,252,1000
2013-03-31,2012-09-30,2007-10-31,2012-09-30,60,0.331970671262492,0.582992667815623,1.229915370078267,0.11328553266877746,0.5037768351261084,0.4125520233545243,0.05389360485404126,874,241,1000
2013-04-30,2012-10-31,2007-11-30,2012-10-31,60,0.3373203989675421,0.5843300997418855,1.2898618411961547,0.12198187297874573,0.5030228660245649,0.4251750148633766,0.056949048133601354,875,218,1000
2013-05-31,2012-11-30,2007-12-31,2012-11-30,60,0.34277893230949014,0.5856947330773725,1.4239095160277746,0.13903611288056383,0.4986790864961789,0.48254493117747965,0.0625116405455611,869,203,1000
2013-06-30,2012-12-31,2008-01-31,2012-12-31,60,0.34801253139603683,0.5870031328490092,1.3183852349201937,0.12703565938594968,0.49481216831179575,0.4824772750234686,0.0569763666845836,865,220,1000
2013-07-31,2013-01-31,2008-02-29,2013-01-31,60,0.35313263761054847,0.5882831594026372,1.3576104436968117,0.1327032441880376,0.49363103331861247,0.48773719168849705,0.05929521165202936,865,206,1000
2013-08-31,2013-02-28,2008-03-31,2013-02-28,60,0.35252135941164736,0.5881303398529119,1.3369141340219988,0.13012764224282208,0.4920865684496009,0.485991624241766,0.05794018188018582,867,216,1000
2013-09-30,2013-03-31,2008-04-30,2013-03-31,60,0.35515822490591537,0.5887895562264789,1.3191663208123663,0.12890886351457867,0.49352453276294833,0.4875147275756787,0.05761340908426256,873,223,1000
2013-10-31,2013-04-30,2008-05-31,2013-04-30,60,0.35368305524069277,0.5884207638101733,1.3102374892038846,0.12741744682190417,0.49284313276737113,0.4863359342009286,0.05700335008419808,866,221,1000
2013-11-30,2013-05-31,2008-06-30,2013-05-31,60,0.354481848391884,0.5886204620979709,1.3114090124733144,0.1272811807198592,0.49195999946843644,0.4866995015080586,0.05720772399717115,864,221,1000
2013-12-31,2013-06-30,2008-07-31,2013-06-30,60,0.3551343622865834,0.5887835905716459,1.318623871258452,0.12808857489693853,0.4916797819316982,0.4936426948529214,0.05763214399455301,864,218,1000
2014-01-31,2013-07-31,2008-08-31,2013-07-31,60,0.3515368605387382,0.5878842151346846,1.3804048136010203,0.1365015580731002,0.49054677137249325,0.5264694967348919,0.05977665611063981,851,202,1000
2014-02-28,2013-08-31,2008-09-30,2013-08-31,60,0.35822855379615426,0.5895571384490386,1.3955952610284845,0.13955525227972082,0.4899948078089998,0.5307438022883719,0.06126077281888948,853,202,1000
2014-03-31,2013-09-30,2008-10-31,2013-09-30,60,0.3638693067722447,0.5909673266930612,1.4132462190842863,0.14284176830863068,0.4863617148336819,0.5385901485537067,0.06250788844007787,853,193,1000
2014-04-30,2013-10-31,2008-11-30,2013-10-31,60,0.365065187732672,0.5912662969331679,1.3867192024210082,0.1402815701023147,0.48797090816814026,0.5319501324734874,0.06219875006957995,860,193,1000
2014-05-31,2013-11-30,2008-12-31,2013-11-30,60,0.3658623831354939,0.5914655957838735,1.3899123187590832,0.14083133657084954,0.4879093332390345,0.5321022380873527,0.062362884828671875,859,190,1000
2014-06-30,2013-12-31,2009-01-31,2013-12-31,60,0.3683447371094202,0.5920861842773549,1.42002864790391,0.1451395580974615,0.48977776569131964,0.5441222736993093,0.06404639911475325,848,191,1000
2014-07-31,2014-01-31,2009-02-28,2014-01-31,60,0.3603486362186263,0.5900871590546565,1.3733391388907996,0.13782967282984843,0.4914677370481687,0.5311603589392451,0.06043733520974066,856,198,1000
2014-08-31,2014-02-28,2009-03-31,2014-02-28,60,0.36260721808511925,0.5906518045212797,1.3788762424939995,0.13885645418827494,0.4905343901745627,0.5308469143520813,0.06125382810396506,853,199,1000
2014-09-30,2014-03-31,2009-04-30,2014-03-31,60,0.3572602340856823,0.5893150585214206,1.3131481030895282,0.129511068421468,0.4899831595641847,0.5204697173316192,0.057136954552164505,859,217,1000
2014-10-31,2014-04-30,2009-05-31,2014-04-30,60,0.3544998955021615,0.5886249738755404,1.317918460707974,0.12989963174874386,0.4931713480732684,0.5203623202042011,0.05749671228456458,852,227,1000
2014-11-30,2014-05-31,2009-06-30,2014-05-31,60,0.3549981843146906,0.5887495460786727,1.3029162425866792,0.12855629929091644,0.4930978479541154,0.5170743398062863,0.05708481019456105,856,230,1000
2014-12-31,2014-06-30,2009-07-31,2014-06-30,60,0.35724648647250734,0.5893116216181268,1.3031864900915882,0.1297188556453802,0.49299596800350515,0.523504246439765,0.056803247122799445,846,232,1000
2015-01-31,2014-07-31,2009-08-31,2014-07-31,60,0.3470298288643211,0.5867574572160803,1.2615081412004625,0.12286791710234148,0.4926670651829253,0.5094902223390726,0.054133279143030975,856,250,1000
2015-02-28,2014-08-31,2009-09-30,2014-08-31,60,0.35381673269338043,0.5884541831733451,1.3009621784666632,0.12850046480547597,0.4938685886649183,0.5088889968554218,0.057138707768008355,857,227,1000
2015-03-31,2014-09-30,2009-10-31,2014-09-30,60,0.357697002876385,0.5894242507190962,1.2741776930186157,0.12568356813679785,0.49223014011700533,0.5099286805441038,0.05589993240971445,861,230,1000
2015-04-30,2014-10-31,2009-11-30,2014-10-31,60,0.35475988630667177,0.588689971576668,1.2892811242289706,0.12730322635967886,0.4941871616346312,0.5120859423493159,0.056811375197258866,856,224,1000
2015-05-31,2014-11-30,2009-12-31,2014-11-30,60,0.35779397403000257,0.5894484935075006,1.2715744513884346,0.1253422235987221,0.4927793814195797,0.5114880004175457,0.05599400050078524,865,235,1000
2015-06-30,2014-12-31,2010-01-31,2014-12-31,60,0.3553567352233891,0.5888391838058473,1.2412368799714462,0.12190622157273073,0.492290694226521,0.508969000287037,0.05353794277759258,855,243,1000
2015-07-31,2015-01-31,2010-02-28,2015-01-31,60,0.34882480600743176,0.587206201501858,1.2497426230105002,0.12125353965101343,0.492148943392688,0.509988074668022,0.052373633322232084,854,268,1000
2015-08-31,2015-02-28,2010-03-31,2015-02-28,60,0.33087357974953385,0.5827183949373834,1.178913080377343,0.10678650416376065,0.490939213461961,0.4818753870599467,0.046401221279375286,858,298,1000
2015-09-30,2015-03-31,2010-04-30,2015-03-31,60,0.3275992780078151,0.5818998195019538,1.178452160604334,0.10675449641917485,0.49283047808713243,0.484601360741667,0.046352205396134216,854,302,1000
2015-10-31,2015-04-30,2010-05-31,2015-04-30,60,0.3267130418185193,0.5816782604546298,1.2127273875937004,0.11096059253804103,0.49078461156533265,0.48177664015815636,0.04841658717845902,854,276,1000
2015-11-30,2015-05-31,2010-06-30,2015-05-31,60,0.3244986984145551,0.5811246746036387,1.2146917274454874,0.11047903916376246,0.48986437806985855,0.48143114895596234,0.04796709833106946,850,286,1000
2015-12-31,2015-06-30,2010-07-31,2015-06-30,60,0.32247479536583384,0.5806186988414584,1.2119817040951253,0.10932943624378988,0.4883390956897854,0.4793785608470434,0.04709671892021954,856,288,1000
2016-01-31,2015-07-31,2010-08-31,2015-07-31,60,0.30803806925401483,0.5770095173135037,1.1457393520906607,0.0972688716930047,0.4914693724941453,0.4415474087890145,0.04354145648233607,870,310,1000
2016-02-29,2015-08-31,2010-09-30,2015-08-31,60,0.3036292719776401,0.5759073179944101,1.160460860160227,0.0985642357335002,0.4912778359840865,0.43846642865835966,0.04365144368810556,865,308,1000
2016-03-31,2015-09-30,2010-10-31,2015-09-30,60,0.30491917655711737,0.5762297941392793,1.2321117789936482,0.10804093960507052,0.4932185302107446,0.4427231950864521,0.04825358230765052,863,264,1000
2016-04-30,2015-10-31,2010-11-30,2015-10-31,60,0.3005443991916176,0.5751360997979043,1.2296196528760386,0.10719451596749544,0.4925614765758188,0.4366762940036754,0.0481527754919178,861,263,1000
2016-05-31,2015-11-30,2010-12-31,2015-11-30,60,0.29935733317403834,0.5748393332935096,1.2307084957227592,0.10670865552977479,0.4936607774662089,0.4393686002950441,0.04814903122254718,860,270,1000
2016-06-30,2015-12-31,2011-01-31,2015-12-31,60,0.29733057357025167,0.5743326433925628,1.2220047013630053,0.10513101302369056,0.4947883789476411,0.43770313134456185,0.04764746228356532,856,272,1000
2016-07-31,2016-01-31,2011-02-28,2016-01-31,60,0.2983051171289657,0.5745762792822414,1.233865846534215,0.10675569390980442,0.49489542797334796,0.43573149065375716,0.04872667746917538,865,254,1000
2016-08-31,2016-02-29,2011-03-31,2016-02-29,60,0.29315072621773913,0.5732876815544348,1.2278197963997632,0.10532673380548066,0.49338692057806827,0.4319016808234681,0.04750274475427004,850,265,1000
2016-09-30,2016-03-31,2011-04-30,2016-03-31,60,0.2941202393527154,0.5735300598381788,1.2382591426343064,0.10718442586936058,0.4924074840926772,0.43516079779891575,0.04826560050435919,850,262,1000
2016-10-31,2016-04-30,2011-05-31,2016-04-30,60,0.2911236092675651,0.5727809023168914,1.1896829772259088,0.10027959058839427,0.49236164093646817,0.4321759397280571,0.045290309740560294,852,275,1000
2016-11-30,2016-05-31,2011-06-30,2016-05-31,60,0.2885325939806623,0.5721331484951656,1.2351763529779507,0.10544243168377838,0.49651660218118404,0.4284729676757688,0.04720234675033825,847,258,1000
2016-12-31,2016-06-30,2011-07-31,2016-06-30,60,0.29149731300073867,0.5728743282501846,1.239676603794423,0.10693017363337952,0.49620048878088474,0.43183437454801865,0.04774902885268274,847,266,1000
2017-01-31,2016-07-31,2011-08-31,2016-07-31,60,0.29470301679112487,0.5736757541977812,1.248234287394474,0.10851070205022505,0.49809051422768663,0.4330893690939059,0.04843867363998014,858,262,1000
2017-02-28,2016-08-31,2011-09-30,2016-08-31,60,0.29545696777728986,0.5738642419443224,1.2545869551460225,0.10917075179182235,0.4955615290958992,0.43469820781866264,0.048478333741185,849,276,1000
2017-03-31,2016-09-30,2011-10-31,2016-09-30,60,0.2983352668419805,0.5745838167104951,1.2494005615225077,0.10926302985656966,0.49485855119834465,0.4385204524062537,0.04823778826979336,854,278,1000
2017-04-30,2016-10-31,2011-11-30,2016-10-31,60,0.30151773752889754,0.5753794343822244,1.293498421530341,0.11496071751913578,0.4947795718889463,0.4529249554094028,0.05055633288435068,852,276,1000
2017-05-31,2016-11-30,2011-12-31,2016-11-30,60,0.3039776624495097,0.5759944156123773,1.3218595524029348,0.11782023316953139,0.4978589450529158,0.4592494654798935,0.05280541407018932,859,258,1000
2017-06-30,2016-12-31,2012-01-31,2016-12-31,60,0.3046994500346558,0.5761748625086639,1.2688463215956411,0.11204891568521648,0.496610824358285,0.4576381406160674,0.05029447703710925,850,272,1000
2017-07-31,2017-01-31,2012-02-29,2017-01-31,60,0.30610439429970254,0.5765260985749256,1.2723019934183433,0.11309720920609226,0.49736831916050006,0.45959780674759954,0.05078323540003521,843,282,1000
2017-08-31,2017-02-28,2012-03-31,2017-02-28,60,0.30813127261090933,0.5770328181527272,1.2921439000340391,0.11605921862964635,0.497336550294442,0.46757466934898895,0.05145091815139308,846,278,1000
2017-09-30,2017-03-31,2012-04-30,2017-03-31,60,0.3196033027507757,0.579900825687694,1.4095399278990808,0.133501659356169,0.4953115808895396,0.5178901548241731,0.05748869338192794,841,245,1000
2017-10-31,2017-04-30,2012-05-31,2017-04-30,60,0.3284489395911621,0.5821122348977906,1.405201276640112,0.134009981997756,0.4934703301005588,0.5197578294073267,0.057507849939871764,843,259,1000
2017-11-30,2017-05-31,2012-06-30,2017-05-31,60,0.3362792616161425,0.5840698154040357,1.374802453335194,0.1325703512299416,0.49146305007748026,0.518645350447051,0.05687617656120162,848,252,1000
2017-12-31,2017-06-30,2012-07-31,2017-06-30,60,0.34283919845230226,0.5857097996130756,1.3783442458894672,0.13410294307256196,0.49214482862268305,0.5213523780719013,0.05762903846658444,847,249,1000
2018-01-31,2017-07-31,2012-08-31,2017-07-31,60,0.34921344888051736,0.5873033622201294,1.4052858906958963,0.1388163438622251,0.49701653003800844,0.523457380156646,0.060074406199365556,851,241,1000
2018-02-28,2017-08-31,2012-09-30,2017-08-31,60,0.34040567271868927,0.5851014181796723,1.3669716621844608,0.1311535047996878,0.49837077510725974,0.5161590095694224,0.05566458443727776,852,264,1000
2018-03-31,2017-09-30,2012-10-31,2017-09-30,60,0.34445433531144604,0.5861135838278615,1.3417681665556522,0.1288095710628034,0.49636746708511154,0.5129589808910151,0.0547757344691965,856,268,1000
2018-04-30,2017-10-31,2012-11-30,2017-10-31,60,0.33840518423722227,0.5846012960593056,1.334623001465584,0.12775747872291712,0.4955626901952236,0.5080763471861748,0.05351049943100218,858,272,1000
2018-05-31,2017-11-30,2012-12-31,2017-11-30,60,0.3378315316900812,0.5844578829225202,1.3488938029095632,0.1298288988441179,0.495536709117096,0.5059786674558131,0.054003161607867854,843,274,1000
2018-06-30,2017-12-31,2013-01-31,2017-12-31,60,0.341468063012918,0.5853670157532295,1.38131751243368,0.13394080566343083,0.4947147984905365,0.5200728273832893,0.055971092367387607,838,269,1000
2018-07-31,2018-01-31,2013-02-28,2018-01-31,60,0.34524457411407955,0.58631114352852,1.3253085700960505,0.1278296843968341,0.48876195739002154,0.5184209881013805,0.0542773675249534,854,269,1000
2018-08-31,2018-02-28,2013-03-31,2018-02-28,60,0.3524569914253443,0.588114247856336,1.3344022827089923,0.12961897471369946,0.4894466937607878,0.5207827280721816,0.05532288547928252,860,269,1000
2018-09-30,2018-03-31,2013-04-30,2018-03-31,60,0.3536431098387867,0.5884107774596966,1.3193291357239934,0.12835066077738727,0.49122645200178267,0.5178613590803215,0.0551180288318863,857,262,1000
2018-10-31,2018-04-30,2013-05-31,2018-04-30,60,0.3073145673943046,0.5768286418485761,1.1670809383583416,0.09774356946227081,0.49147519889991276,0.4374892428184592,0.042347247110230656,853,311,1000
2018-11-30,2018-05-31,2013-06-30,2018-05-31,60,0.30343649042980986,0.5758591226074525,1.1822991252040407,0.09981731602976476,0.4927267049174606,0.4355824489042675,0.0435191051975507,851,311,1000
2018-12-31,2018-06-30,2013-07-31,2018-06-30,60,0.2768776866197193,0.5692194216549299,1.0603451430247186,0.07813841317918363,0.4946805588626661,0.3835112203290931,0.034255762024254933,857,369,1000
2019-01-31,2018-07-31,2013-08-31,2018-07-31,60,0.27910846128610184,0.5697771153215254,1.1390513814799732,0.08939630265586916,0.49798552844668814,0.38292425443137246,0.03933650862460833,858,315,1000
2019-02-28,2018-08-31,2013-09-30,2018-08-31,60,0.27902168821144707,0.5697554220528618,1.1566760069356634,0.09236880829264688,0.4966169731162544,0.3824484179436462,0.040748864329563365,855,300,1000
2019-03-31,2018-09-30,2013-10-31,2018-09-30,60,0.2780742541818227,0.5695185635454557,1.1474689255140558,0.09122260852161802,0.4968507250749869,0.38210639548085384,0.040394761422677034,855,300,1000
2019-04-30,2018-10-31,2013-11-30,2018-10-31,60,0.27774746386817095,0.5694368659670427,1.158354218150249,0.09313309960359227,0.499051545471935,0.3832572354441362,0.04113545235006734,854,301,1000
2019-05-31,2018-11-30,2013-12-31,2018-11-30,60,0.2656529578498597,0.5664132394624648,1.0985577762505367,0.08227761492683179,0.4986882035506035,0.367676507983909,0.03667113002970916,843,337,1000
2019-06-30,2018-12-31,2014-01-31,2018-12-31,60,0.26735448258388844,0.566838620645972,1.1320931124935265,0.08748810989432478,0.5006760170867978,0.36763945074360216,0.039130490021800884,848,311,1000
2019-07-31,2019-01-31,2014-02-28,2019-01-31,60,0.26552048920573385,0.5663801223014334,1.1230889211275146,0.08648359668082604,0.5002091367103949,0.3693083722715573,0.03837370560418349,849,320,1000
2019-08-31,2019-02-28,2014-03-31,2019-02-28,60,0.2610727798738416,0.5652681949684604,1.1104435260869496,0.08367751153751918,0.5016588205227636,0.36808123738245213,0.037173352017247085,846,347,1000
2019-09-30,2019-03-31,2014-04-30,2019-03-31,60,0.26076343672977575,0.565190859182444,1.101284740635823,0.08190167249125423,0.5023062226895437,0.36479450939794533,0.03733110851952967,853,332,1000
2019-10-31,2019-04-30,2014-05-31,2019-04-30,60,0.2592072875172837,0.5648018218793209,1.1193913873371137,0.08376961492224379,0.5051487731866445,0.3698554172971308,0.038734259779675886,849,320,1000
2019-11-30,2019-05-31,2014-06-30,2019-05-31,60,0.26122983506399644,0.5653074587659992,1.1194817875786374,0.08407790032780106,0.5029416174894596,0.36693103181518627,0.03869258911623851,846,316,1000
2019-12-31,2019-06-30,2014-07-31,2019-06-30,60,0.26280874953089917,0.5657021873827248,1.1260299020243107,0.08507312418440373,0.5026393103910632,0.3692071746113237,0.03921658034813471,849,312,1000
2020-01-31,2019-07-31,2014-08-31,2019-07-31,60,0.26097847954749964,0.5652446198868749,1.1154197156209418,0.08267008191883375,0.5039622436382699,0.3678961400526392,0.038165633883667026,853,334,1000
2020-02-29,2019-08-31,2014-09-30,2019-08-31,60,0.2467537070052439,0.561688426751311,1.0279283234054735,0.06770976114182913,0.5029300396301645,0.3411608416587306,0.030294636137276537,859,392,1000
2020-03-31,2019-09-30,2014-10-31,2019-09-30,60,0.21740110866869292,0.5543502771671732,0.8930010379574755,0.043793403818253966,0.5014872549661364,0.2659449154270594,0.019248965275851834,854,542,1000
2020-04-30,2019-10-31,2014-11-30,2019-10-31,60,0.21997883598553197,0.554994708996383,0.9719255262320895,0.05369709554523598,0.5023929257425173,0.26599841917129025,0.023372661733456725,857,455,1000
2020-05-31,2019-11-30,2014-12-31,2019-11-30,60,0.2220823179006803,0.5555205794751701,1.0000608084229974,0.05809669066791313,0.5014739509653863,0.2674204828549308,0.024879520573077095,861,436,1000
2020-06-30,2019-12-31,2015-01-31,2019-12-31,60,0.2280228542034431,0.5570057135508607,1.0376927349944083,0.06512929661287109,0.49974867774612564,0.2782022508091782,0.027584109422157114,854,414,1000
2020-07-31,2020-01-31,2015-02-28,2020-01-31,60,0.2286372401680479,0.5571593100420119,1.0593536508498342,0.06795598700710158,0.4985620462515314,0.27863223788884844,0.028391414941982697,865,416,1000
2020-08-31,2020-02-29,2015-03-31,2020-02-29,60,0.2308489322619036,0.557712233065476,1.1181819251045448,0.07644859512219686,0.49968023607247475,0.2897378597328147,0.032220366954479454,857,386,1000
2020-09-30,2020-03-31,2015-04-30,2020-03-31,60,0.2327179953264515,0.5581794988316128,1.089479362864219,0.07316094170033649,0.4998281549011509,0.2886758354224558,0.030623897907815736,862,404,1000
2020-10-31,2020-04-30,2015-05-31,2020-04-30,60,0.23358611920455352,0.5583965298011384,1.0929665403841768,0.0731453540960039,0.4997435423230607,0.2850632266330434,0.030821729657903335,861,388,1000
2020-11-30,2020-05-31,2015-06-30,2020-05-31,60,0.23414589134640923,0.5585364728366023,1.1730886217108893,0.08536044778094938,0.5000631942861758,0.2852575441000696,0.035968133738214475,854,326,1000
2020-12-31,2020-06-30,2015-07-31,2020-06-30,60,0.23443212890258333,0.5586080322256458,1.1808686954882246,0.08708207677864525,0.5011182454536308,0.28536472856065087,0.036551362813910526,840,344,1000
2021-01-31,2020-07-31,2015-08-31,2020-07-31,60,0.23376865777909495,0.5584421644447738,1.226760887841192,0.093392215231993,0.497219105171527,0.29521991134414,0.038748421672618834,837,329,1000
2021-02-28,2020-08-31,2015-09-30,2020-08-31,60,0.23170848325380808,0.5579271208134521,1.2253502570081756,0.09175713250335474,0.49847660047254283,0.29105852202364246,0.03826988776308101,841,322,1000
2021-03-31,2020-09-30,2015-10-31,2020-09-30,60,0.2310476813017332,0.5577619203254333,1.2376184756865747,0.09274844560506061,0.49639286271383687,0.2917806776647044,0.03910691297545821,837,302,1000
2021-04-30,2020-10-31,2015-11-30,2020-10-31,60,0.23059241652423454,0.5576481041310587,1.241857200098279,0.09345175271544864,0.4936594495284249,0.2942546889796818,0.03931949336830132,834,303,1000
2021-05-31,2020-11-30,2015-12-31,2020-11-30,60,0.23090862747293345,0.5577271568682334,1.2520759231714162,0.09510660188295768,0.4943389095525857,0.2971100782705848,0.04017410408849837,834,297,1000
2021-06-30,2020-12-31,2016-01-31,2020-12-31,60,0.23233255151277848,0.5580831378781945,1.2665490410933802,0.09820141003456459,0.4953770585814155,0.2969876907152567,0.04073204090688717,822,303,1000
2021-07-31,2021-01-31,2016-02-29,2021-01-31,60,0.2348978357374961,0.5587244589343741,1.2751857911413185,0.1000532062108908,0.49494784850205326,0.29919366946513265,0.04113112376854983,826,286,1000
2021-08-31,2021-02-28,2016-03-31,2021-02-28,60,0.2349955906401024,0.5587488976600257,1.2767623566350814,0.09995046663490158,0.4963480046244356,0.297904312868996,0.041622797274830675,836,285,1000
2021-09-30,2021-03-31,2016-04-30,2021-03-31,60,0.23130600202728824,0.557826500506822,1.2628893531137366,0.09696167495477935,0.4954650608369771,0.2948396927534272,0.0402547637695882,829,286,1000
2021-10-31,2021-04-30,2016-05-31,2021-04-30,60,0.23496925761640525,0.5587423144041013,1.3335829257729135,0.10669827359952669,0.4955297695502801,0.3111719527257681,0.044516970999881084,830,270,1000
2021-11-30,2021-05-31,2016-06-30,2021-05-31,60,0.26050520054541265,0.5651263001363531,1.5918998789847012,0.14202125988030678,0.4875217856641351,0.4608703368127306,0.05674912347432176,829,228,1000
2021-12-31,2021-06-30,2016-07-31,2021-06-30,60,0.2746081355350889,0.5686520338837722,1.5393901982312417,0.13958757478221276,0.48467284250283443,0.46153321254752405,0.05594006604143037,827,233,1000
2022-01-31,2021-07-31,2016-08-31,2021-07-31,60,0.2622663352320032,0.5655665838080008,1.4201565149416135,0.12272264511982636,0.48590185307820827,0.4121319378738157,0.05057910199515219,842,244,1000
2022-02-28,2021-08-31,2016-09-30,2021-08-31,60,0.2667802728001686,0.5666950682000422,1.4048854885795599,0.12181746183995099,0.489645875927481,0.40964002627629703,0.050759427894942075,846,239,1000
2022-03-31,2021-09-30,2016-10-31,2021-09-30,60,0.27041393500824334,0.5676034837520608,1.3870012610901226,0.12037245586452629,0.4901336263803753,0.40828303248449227,0.050330289942750996,843,248,1000
2022-04-30,2021-10-31,2016-11-30,2021-10-31,60,0.25950175673176107,0.5648754391829403,1.3179843907179323,0.10923646816468702,0.49088665285838995,0.3836932055096493,0.04630093430701501,840,255,1000
2022-05-31,2021-11-30,2016-12-31,2021-11-30,60,0.2595651417178102,0.5648912854294525,1.3199927640512057,0.10969766440921756,0.4920205893188528,0.38637256947794746,0.04677279337545452,845,261,1000
2022-06-30,2021-12-31,2017-01-31,2021-12-31,60,0.2476953370737549,0.5619238342684386,1.2391710713614692,0.09750024993139837,0.4909244115100508,0.35981933452739023,0.04172104091164148,845,273,1000
2022-07-31,2022-01-31,2017-02-28,2022-01-31,60,0.25102794288195723,0.5627569857204893,1.1863648341709958,0.09096546074758721,0.49057130027211243,0.3579146458972122,0.03961177028411983,867,283,1000
