formation_month,reliability_start,reliability_end,reliability_months,finite_scores,buy_count,sell_count,hold_count,specialist_rankic__news,reliability_weight__news,specialist_rankic__fundamentals,reliability_weight__fundamentals,specialist_rankic__dynamics,reliability_weight__dynamics,specialist_rankic__macro,reliability_weight__macro
1999-07-31,1994-07-31,1999-06-30,60,851,333,318,200,-0.016593034849994533,0.19228920920561052,0.012565383163425146,0.25738801100344066,0.01770682391703075,0.2709675641722648,0.020755326113799506,0.279355215618684
1999-08-31,1994-08-31,1999-07-31,60,846,328,325,193,-0.016156838407691863,0.1942289527035862,0.010038124603769509,0.25239296602161876,0.019828313537316615,0.2783527380331856,0.01862572347986424,0.2750253432416096
1999-09-30,1994-09-30,1999-08-31,60,839,335,292,212,-0.015579277568364061,0.19398074527832726,0.00855644755417332,0.24693278009376612,0.02126308624316776,0.28039029438831353,0.02065705500806172,0.2786961802395932
1999-10-31,1994-10-31,1999-09-30,60,815,312,286,217,-0.01600802384603739,0.19341575891009344,0.003103615867276237,0.23414918626210823,0.02289604323631669,0.28539743968425113,0.02346909687233844,0.2870376151435472
1999-11-30,1994-11-30,1999-10-31,60,799,324,290,185,-0.01064740022785029,0.20123372963871375,0.0010002684173085355,0.22609239721741203,0.026356619055006844,0.2913447457698635,0.022858418693050254,0.2813291273740106
1999-12-31,1994-12-31,1999-11-30,60,784,328,282,174,-0.006024618276082328,0.20739891652115908,-0.001172610767880367,0.21771005329611784,0.029599135495415405,0.29615459825942375,0.023537639243486515,0.2787364319232992
2000-01-31,1995-01-31,1999-12-31,60,777,316,282,179,-0.002382420678032851,0.21234502750140885,-8.419375566449278e-05,0.2172817088738929,0.03266437589223471,0.30147298364409875,0.021230395773865776,0.26890027998059945
2000-02-29,1995-02-28,2000-01-31,60,748,301,309,138,0.004206991188836569,0.2214326622006746,-0.002299662412050249,0.20748353749152187,0.03906407589687641,0.313779146148541,0.019221218432467015,0.25730465415926257
2000-03-31,1995-03-31,2000-02-29,60,775,333,280,162,-0.004563468541398889,0.20641831401353133,1.677801111844383e-06,0.2160600166135142,0.03611714786004275,0.31004297731536057,0.021350046153312683,0.2674786920575939
2000-04-30,1995-04-30,2000-03-31,60,807,339,277,191,-0.0044271513750129225,0.20556894824901734,0.0044578442899102485,0.2246697281444002,0.03510196025441951,0.30523214204242277,0.020789856647971176,0.26452918156415967
2000-05-31,1995-05-31,2000-04-30,60,813,355,285,173,-0.004551980052289234,0.20540026537381062,0.007328298352898906,0.2313110573973932,0.034114109906241245,0.3023609459771906,0.019376308722283186,0.26092773125160573
2000-06-30,1995-06-30,2000-05-31,60,785,335,283,167,-0.005648450680375083,0.20582143284969961,0.003692477712599791,0.225973615295667,0.034821190139090435,0.3084949180895819,0.01760722850548408,0.2597100337650516
2000-07-31,1995-07-31,2000-06-30,60,798,348,274,176,-0.014936479202814905,0.1912857662930418,0.004165851123870337,0.23154905964468325,0.03363152326864606,0.3108929041518234,0.01813860958349845,0.26627226991045166
2000-08-31,1995-08-31,2000-07-31,60,792,338,265,189,-0.009928728440546758,0.19996702401107316,0.00573815499852125,0.2338830741605388,0.03424599869058537,0.3110332265707447,0.014428123312962568,0.25511667525764326
2000-09-30,1995-09-30,2000-08-31,60,805,349,268,188,-0.011196313934065893,0.1973105085830696,0.007136820434855478,0.23701182093427609,0.03654144059664846,0.31803333962382635,0.011525175412255869,0.24764433085882795
2000-10-31,1995-10-31,2000-09-30,60,826,349,264,213,-0.014708561432810494,0.1914388667594131,0.009859110524842781,0.24475194875336986,0.03568416808476878,0.3168713384838969,0.010748253099774003,0.24693784600332014
2000-11-30,1995-11-30,2000-10-31,60,851,346,271,234,-0.01765916987602096,0.183040391590953,0.014013493254566063,0.25124623617640623,0.03942868232439583,0.32394876467442474,0.010166601041746609,0.24176460755821597
2000-12-31,1995-12-31,2000-11-30,60,852,343,263,246,-0.014139110374710185,0.18747206902093666,0.015043546567430701,0.2510008783464185,0.04013196770747729,0.32257660725856663,0.010123521606275443,0.23895044537407814
2001-01-31,1996-01-31,2000-12-31,60,844,331,278,235,-0.015580276340647011,0.18903509090421,0.016948930594674318,0.26170678434712213,0.031640413161872896,0.3031232713797831,0.010814414276840363,0.24613485336888466
2001-02-28,1996-02-29,2001-01-31,60,869,386,289,194,-0.022666031335064847,0.17350831206589312,0.018669786992519165,0.26232486795401927,0.04010120457916145,0.3250236229025942,0.009417670371332681,0.23914319707749343
2001-03-31,1996-03-31,2001-02-28,60,884,363,298,223,-0.023501536581346193,0.16644143480105938,0.020777138895246294,0.2591560161692027,0.04530809853006761,0.33120577392977735,0.014421201930300295,0.24319677509996063
2001-04-30,1996-04-30,2001-03-31,60,879,345,289,245,-0.023984912897907544,0.17021278321962818,0.019596052744217617,0.26318546579649355,0.04118678986001142,0.3266098528247386,0.010370671575563673,0.23999189815913968
2001-05-31,1996-05-31,2001-04-30,60,878,363,304,211,-0.027905048766461212,0.1649067956470255,0.01888885178102668,0.26330668221876763,0.04179974063261096,0.33110261201505264,0.009905356925585087,0.24068391011915416
2001-06-30,1996-06-30,2001-05-31,60,869,328,304,237,-0.027938901771119663,0.16405499703717633,0.019235109539884006,0.2629441974070219,0.042071824740269846,0.3304016331257828,0.011181984814456421,0.24259917243001897
2001-07-31,1996-07-31,2001-06-30,60,886,386,292,208,-0.03013650104252805,0.15885336095857433,0.022037393408909017,0.2676607881802365,0.045201846221770065,0.33743233158391783,0.009471202693263592,0.23605351927727153
2001-08-31,1996-08-31,2001-07-31,60,891,365,292,234,-0.031594540181889494,0.15119920128275993,0.02370168592810914,0.26284393218950575,0.04951529369262445,0.3402554026765279,0.01695736543608076,0.2457014638512065
2001-09-30,1996-09-30,2001-08-31,60,906,381,323,202,-0.03194635685281409,0.14598616254549443,0.021647181429922693,0.249497082804882,0.05451065143959911,0.3465689965518716,0.024978166776575585,0.25794775809775206
2001-10-31,1996-10-31,2001-09-30,60,892,357,311,224,-0.03232662743467436,0.14977772303351236,0.027329092053479505,0.2719748349675518,0.04732967474647865,0.3321927492377788,0.017313521653902257,0.2460546927611572
2001-11-30,1996-11-30,2001-10-31,60,893,351,292,250,-0.032368987056926514,0.15506812449896135,0.027971782484321472,0.28351704042219067,0.04186354495938892,0.32576942746771115,0.009477376117550698,0.23564540761113678
2001-12-31,1996-12-31,2001-11-30,60,890,348,315,227,-0.030359530046335414,0.15693566871449174,0.029497732205211888,0.2855475572358978,0.04153045394477739,0.32205933793769936,0.010209889031411352,0.23545743611191117
2002-01-31,1997-01-31,2001-12-31,60,897,337,344,216,-0.030719765846526765,0.15467606595839672,0.03217455051585508,0.29011465201289416,0.0431412294153389,0.32374073201168085,0.00959133197795818,0.23146855001702826
2002-02-28,1997-02-28,2002-01-31,60,915,355,348,212,-0.026784501730873166,0.15788247253221022,0.035519911767573416,0.29438694648568114,0.04583652772182334,0.32637962770785983,0.007005353699345851,0.22135095327424892
2002-03-31,1997-03-31,2002-02-28,60,916,352,354,210,-0.027334164644839388,0.16079641573180747,0.03347409478698595,0.2953678889568542,0.041144173283193,0.3189143098537751,0.006227023046459167,0.22492138545756316
2002-04-30,1997-04-30,2002-03-31,60,922,369,358,195,-0.025518869148381022,0.16272142082203858,0.03380945913090136,0.2945129416928602,0.04266153167755461,0.3217721454452469,0.005090489785589401,0.2209934920398543
2002-05-31,1997-05-31,2002-04-30,60,926,360,359,207,-0.026320629351568533,0.1583299229185027,0.033225179862097005,0.28718857846550205,0.047443065922860676,0.3310660586470217,0.008114572861723807,0.22341543996897353
2002-06-30,1997-06-30,2002-05-31,60,926,392,333,201,-0.025858336606373707,0.15590127176215227,0.035082712073385626,0.28675649908153367,0.05161799079678812,0.33831797497428756,0.008137617372894146,0.21902425418202634
2002-07-31,1997-07-31,2002-06-30,60,936,400,337,199,-0.02611113458923675,0.15439732607904405,0.03491590948947422,0.28423454502461254,0.05152881026152099,0.3356029510157052,0.011885475798169752,0.22576517788063824
2002-08-31,1997-08-31,2002-07-31,60,933,386,336,211,-0.027771885034379034,0.1496229320121389,0.034455441396411664,0.2787712650255926,0.05497043865899588,0.34225003949881055,0.014943715729469318,0.22935576346345798
2002-09-30,1997-09-30,2002-08-31,60,938,368,354,216,-0.02658610907334015,0.14605035828980262,0.03876860246694647,0.28075954673327796,0.058779953054437624,0.34295941045857853,0.018926920968161526,0.2302306845183408
2002-10-31,1997-10-31,2002-09-30,60,938,366,377,195,-0.026923488362860182,0.14830163145975592,0.04013046492896593,0.28997299068636767,0.05576551168721522,0.33904683380704764,0.013724609118437602,0.22267854404682866
2002-11-30,1997-11-30,2002-10-31,60,934,367,361,206,-0.023920388496524825,0.16048910963552623,0.040200974612624396,0.30473413825451606,0.0465084701077501,0.3245743636149406,0.0030640848847155342,0.21020238849501727
2002-12-31,1997-12-31,2002-11-30,60,935,366,334,235,-0.028405471081738472,0.15056963097539483,0.04318231362715091,0.30806274771452496,0.046972444886133474,0.3199628198772574,0.010151235442930161,0.22140480143282276
2003-01-31,1998-01-31,2002-12-31,60,930,352,377,201,-0.02676777671446425,0.15330720684780094,0.03898446870763896,0.2958836345161741,0.0489483582711318,0.32688392747391387,0.01111906433614892,0.22392523116211113
2003-02-28,1998-02-28,2003-01-31,60,934,347,353,234,-0.02790113724433783,0.15003472188140393,0.03886822168246043,0.2925279845546011,0.05240198919410435,0.33492211454641,0.011511720062133284,0.22251517901758486
2003-03-31,1998-03-31,2003-02-28,60,940,357,374,209,-0.026094174887168375,0.1506943815398296,0.04296636951024547,0.30062368495940733,0.051320095345740335,0.32681573967622957,0.012587889824449756,0.22186619382453338
2003-04-30,1998-04-30,2003-03-31,60,942,360,378,204,-0.026891854815314625,0.15300984691715183,0.041252067147785856,0.30245771963124696,0.047741654624933925,0.32273687819832764,0.01023352088700116,0.2217955552532736
2003-05-31,1998-05-31,2003-04-30,60,945,351,382,212,-0.022555040240569167,0.16324437407422365,0.03839511111456208,0.30029034373804653,0.04179847106699771,0.31068620591385177,0.009875827461644976,0.22577907627387805
2003-06-30,1998-06-30,2003-05-31,60,939,364,386,189,-0.025503886185223743,0.1617665342007879,0.03932884573088216,0.30935251999291485,0.03596774674300992,0.29912767177443816,0.009581300082005268,0.22975327403185905
2003-07-31,1998-07-31,2003-06-30,60,941,370,372,199,-0.024626263708515492,0.16407742987330962,0.04132614956378174,0.3173047227004133,0.03181980608051654,0.2885300233684243,0.009185999290592632,0.23008782405785286
2003-08-31,1998-08-31,2003-07-31,60,940,369,369,202,-0.018453918925391683,0.17342818531222853,0.04061264681623014,0.3130707657383393,0.03088477280194981,0.28405006659863374,0.009538663671550087,0.22945098235079833
2003-09-30,1998-09-30,2003-08-31,60,943,368,349,226,-0.02048332677107814,0.17219636538945024,0.039795187933835866,0.31463732676154516,0.028576003219597246,0.2812457338200798,0.009292620715853624,0.23192057402892485
2003-10-31,1998-10-31,2003-09-30,60,942,362,369,211,-0.019031412337527507,0.16859019982680606,0.03779690386684185,0.29760112379758674,0.0377549073431941,0.29747616791165576,0.014745470709349767,0.23633250846395137
2003-11-30,1998-11-30,2003-10-31,60,941,368,364,209,-0.020737491459030557,0.16604723835935167,0.037509241636950415,0.2972993808021065,0.03925705741156319,0.30254130240009147,0.013615273748021616,0.23411207843845036
2003-12-31,1998-12-31,2003-11-30,60,937,368,371,198,-0.02601106829884449,0.1634966512966849,0.03667631874766433,0.3060248718567196,0.02861088120076378,0.2823117632621639,0.015719756076325257,0.2481667135844317
2004-01-31,1999-01-31,2003-12-31,60,938,373,372,193,-0.02887658574546533,0.16140779771955205,0.0365143422565103,0.31039427608677506,0.026081336464660335,0.2796428602102042,0.014296448935147189,0.24855506598346863
2004-02-29,1999-02-28,2004-01-31,60,932,358,349,225,-0.02773162164664305,0.16269903908202812,0.0377767214238381,0.3132449708316169,0.026606703668879954,0.2801388466882728,0.012761026678513915,0.2439171433980822
2004-03-31,1999-03-31,2004-02-29,60,938,352,366,220,-0.02910480395326585,0.16063558885048324,0.040309849592359406,0.32159240210730183,0.025746431076294835,0.2780082325042589,0.010946775839660439,0.23976377653795594
2004-04-30,1999-04-30,2004-03-31,60,937,379,364,194,-0.03092409281119706,0.1566826984175232,0.04403805468234858,0.331571743180327,0.02677803960189053,0.279009004433591,0.008644348497649883,0.23273655396855886
2004-05-31,1999-05-31,2004-04-30,60,944,387,360,197,-0.029124067049081593,0.15965533800754309,0.04159435750934859,0.3238244668088217,0.02784805351026344,0.2822345773931953,0.009228293511241463,0.23428561779043994
2004-06-30,1999-06-30,2004-05-31,60,943,367,365,211,-0.029167103221300218,0.15990295070380786,0.04132970952338042,0.32360874228997827,0.029661351731845587,0.2879686507455692,0.006538412434216434,0.22851965626064477
2004-07-31,1999-07-31,2004-06-30,60,941,360,361,220,-0.03014607110437927,0.1602145037104126,0.039641779054790716,0.3219486520513002,0.028245090002981484,0.287270757406878,0.006256325550705334,0.23056608683140925
2004-08-31,1999-08-31,2004-07-31,60,937,338,325,274,-0.03482515487089608,0.15584835933879426,0.03727998084751865,0.3205168458586217,0.025656443401226917,0.28534513902287134,0.007635194708294207,0.23828965577971267
2004-09-30,1999-09-30,2004-08-31,60,942,350,356,236,-0.03384970961790812,0.15763648009250822,0.03822114948882029,0.3240831810160985,0.025681025401107074,0.28588767059054804,0.004963975723587925,0.23239266830084526
2004-10-31,1999-10-31,2004-09-30,60,939,349,391,199,-0.0341997324889797,0.15706742629974457,0.040825108101074266,0.3325943522248488,0.0237203498346701,0.2803043573245323,0.003955402860275124,0.2300338641508744
2004-11-30,1999-11-30,2004-10-31,60,939,360,381,198,-0.03766988055602931,0.15396606800185075,0.04132546087577391,0.3392324802554069,0.022056028209229958,0.2797765721815381,0.0011628567021098192,0.22702487956120404
2004-12-31,1999-12-31,2004-11-30,60,936,348,366,222,-0.042999527650874086,0.14969164549866126,0.041871065806729245,0.3497726654460085,0.015103531170606865,0.2676307065968756,0.0012057811700122549,0.23290498245845467
2005-01-31,2000-01-31,2004-12-31,60,940,365,370,205,-0.044001851916747124,0.1474544964237973,0.04420588178612655,0.3562372588783692,0.016649123846895104,0.2704343545634968,-0.0013561313257490595,0.22587389013433665
2005-02-28,2000-02-29,2005-01-31,60,937,363,386,188,-0.0465175499482066,0.14414130087372154,0.04753396736885998,0.369189199237261,0.01334255528852613,0.26227540791039866,-0.0022565728787618737,0.22439409197861893
2005-03-31,2000-03-31,2005-02-28,60,936,369,375,192,-0.04218140733983412,0.15115915930860505,0.04330796395193171,0.355393998788777,0.016544606254698786,0.2719432630504839,-0.0039708643563928355,0.22150357885213398
2005-04-30,2000-04-30,2005-03-31,60,940,374,342,224,-0.04452608131557425,0.15218980904349885,0.036008907668314466,0.3405215372280885,0.016884480039221012,0.2812472284498407,-0.004967101850918519,0.2260414252785721
2005-05-31,2000-05-31,2005-04-30,60,946,361,353,232,-0.041758394499892014,0.15444371208911575,0.03605725340248127,0.3362941373956686,0.019206784545091612,0.28414409815637903,-0.004078871014728589,0.22511805235883647
2005-06-30,2000-06-30,2005-05-31,60,945,363,345,237,-0.04244835563256894,0.15315605174359628,0.03645076837633,0.3371232490671605,0.02052993934459347,0.2875050132305668,-0.005229243537582223,0.22221568595867638
2005-07-31,2000-07-31,2005-06-30,60,939,328,356,255,-0.034864846015702514,0.16347220711514862,0.037010612179009215,0.3354247270631585,0.019748831262110952,0.28224620618270435,-0.005687354181492711,0.21885685963898838
2005-08-31,2000-08-31,2005-07-31,60,933,354,366,213,-0.03816279266647635,0.15727250119173805,0.03835992780282877,0.3380545191974105,0.020706629084284743,0.28334753828720816,-0.0039973700345681045,0.2213254413236432
2005-09-30,2000-09-30,2005-08-31,60,938,360,360,218,-0.03337138188340275,0.1628745219960999,0.0387651479070753,0.33507198808837874,0.02083810330259522,0.2800799092161164,-0.0024135550552875596,0.22197358069940504
2005-10-31,2000-10-31,2005-09-30,60,938,363,373,202,-0.031650258815366775,0.1677329889943321,0.034854477317165435,0.3261706547236525,0.018674745172971265,0.27744519098196313,-0.0006678405447298468,0.22865116530005233
