formation_month,reliability_start,reliability_end,reliability_months,finite_scores,buy_count,sell_count,hold_count,specialist_rankic__news,reliability_weight__news,specialist_rankic__fundamentals,reliability_weight__fundamentals,specialist_rankic__dynamics,reliability_weight__dynamics,specialist_rankic__macro,reliability_weight__macro
2005-11-30,2000-11-30,2005-10-31,60,938,367,369,202,-0.027338518601052266,0.17501885067307132,0.03246430736719051,0.3182769596216708,0.01711981518596425,0.27300142750418127,0.0015771188641493705,0.23370276220107647
2005-12-31,2000-12-31,2005-11-30,60,940,368,373,199,-0.02719832588838845,0.1751351556957696,0.03468488763700721,0.3251836596572263,0.01567462398110209,0.26888599861269186,0.0003989423694812166,0.23079518603431223
2006-01-31,2001-01-31,2005-12-31,60,934,366,355,213,-0.02339998629626444,0.1772150321994922,0.03365896648453816,0.3135482934202032,0.026763073016020537,0.29265500546524087,-0.0033396029423424845,0.21658166891506384
2006-02-28,2001-02-28,2006-01-31,60,938,369,366,203,-0.019197331004018294,0.18837776816533136,0.029923999779866838,0.30786539543770647,0.017966134614871686,0.2731671852696265,0.0010217066951707834,0.2305896511273355
2006-03-31,2001-03-31,2006-02-28,60,936,368,354,214,-0.017180628919827197,0.19647462178291522,0.03043439592887569,0.31629759293833076,0.014052526694742298,0.26850373591710025,-0.006452867422399677,0.2187240493616537
2006-04-30,2001-04-30,2006-03-31,60,934,371,378,185,-0.01777958585554991,0.18982045377118276,0.0288541842659334,0.3026013753486201,0.020664781052567246,0.2788077048638985,0.0008844665288147414,0.22877046601629855
2006-05-31,2001-05-31,2006-04-30,60,928,362,348,218,-0.017354033400915878,0.19313934160169138,0.02856358736245832,0.3056950734862577,0.0159296229059519,0.26941379490150485,0.0008714688677276758,0.23175179001054605
2006-06-30,2001-06-30,2006-05-31,60,928,378,343,207,-0.013313195088192299,0.20061061805844668,0.029107605798615096,0.306609151550275,0.016425264752799946,0.2700886947246749,-0.0028710190749218273,0.2226915356666034
2006-07-31,2001-07-31,2006-06-30,60,933,356,332,245,-0.01148889310223296,0.20897579989441925,0.02580500710407212,0.3034319771415954,0.010923694448926045,0.2614764784238449,-0.003606037414987034,0.22611574454014036
2006-08-31,2001-08-31,2006-07-31,60,935,349,349,237,-0.012777845497128563,0.2133828690969418,0.024903756727568744,0.3110345756958344,0.004026495430606295,0.25242936547834766,-0.008300802951963253,0.22315318972887607
2006-09-30,2001-09-30,2006-08-31,60,930,350,343,237,-0.014780003901469833,0.21609599574785113,0.027300426877730762,0.3291544328882251,-0.0035672297519846593,0.24173702825498372,-0.01621717209189964,0.2130125431089401
2006-10-31,2001-10-31,2006-09-30,60,925,352,349,224,-0.012671820114236078,0.2165038470015753,0.024566192988283008,0.314187030578295,-0.00029364967853371277,0.2450322956169534,-0.009144539470383201,0.22427682680317645
2006-11-30,2001-11-30,2006-10-31,60,912,364,353,195,-0.009555598477284426,0.21709569456792976,0.02470448511371456,0.30580238143925254,0.0028451688090650957,0.2457576574342101,-0.003198729739600999,0.23134426655860757
2006-12-31,2001-12-31,2006-11-30,60,914,337,345,232,-0.013583999886076214,0.21038719667151154,0.018944487728195448,0.29126529043018634,0.006573666174802329,0.2573729723951501,-9.833870654038974e-06,0.24097454050315212
2007-01-31,2002-01-31,2006-12-31,60,918,350,354,214,-0.011190303001619455,0.2169750722550098,0.018989236637927565,0.29341203059362353,0.002770529041363439,0.249483004084834,-0.0010505504511986485,0.24012989306653257
2007-02-28,2002-02-28,2007-01-31,60,922,365,344,213,-0.011192976355993364,0.21967955551239163,0.016985191696246123,0.29118290207552955,-0.0008484298478419493,0.24362140069381902,-7.369867832947679e-05,0.2455161417182599
2007-03-31,2002-03-31,2007-02-28,60,921,377,345,199,-0.008403480928514439,0.2202243075837845,0.018432418866041512,0.2880129961980915,0.006421965598680917,0.25541791145552245,-0.0013389724888361113,0.2363447847626017
2007-04-30,2002-04-30,2007-03-31,60,912,365,338,209,-0.008446105021750824,0.22176803797180178,0.01843115527568185,0.290151895831121,0.0019811468952251284,0.24614098481686464,0.00025929528060744916,0.2419390813802125
2007-05-31,2002-05-31,2007-04-30,60,918,355,365,198,-0.007430116160520515,0.22544152183054514,0.017733824507775813,0.2899475966081631,0.0008533926549123812,0.24491124675542358,-0.0012975342330614947,0.23969963480586814
2007-06-30,2002-06-30,2007-05-31,60,921,374,346,201,-0.005293766923525823,0.23053681774869492,0.018563575905712,0.2926519467627516,-0.0030858507302692602,0.2356834854569312,-0.0008021372680763866,0.24112775003162232
2007-07-31,2002-07-31,2007-06-30,60,912,367,366,179,-0.0032397396377181237,0.2346137364029168,0.021156028490148488,0.2994352403281881,-0.0028137784861140126,0.23561523125153136,-0.005079967382160622,0.2303357920173638
2007-08-31,2002-08-31,2007-07-31,60,911,365,365,181,-0.0007166299448194503,0.23979963017557623,0.020983031282884576,0.2979126469962204,-0.0026421249235940173,0.2352264696177927,-0.006175018080711545,0.22706125321041082
2007-09-30,2002-09-30,2007-08-31,60,915,352,352,211,-0.0003534728472337707,0.24769502519863562,0.017562875910452254,0.2962968252552244,-0.005632640240170159,0.23495795385877294,-0.01173431752531364,0.22105019568736703
2007-10-31,2002-10-31,2007-09-30,60,909,355,335,219,0.003751824189712859,0.2499234752676041,0.016253643485561218,0.28320555168454703,0.00025884660381987287,0.24134440897706239,-0.0065198577415558154,0.22552656407078644
2007-11-30,2002-11-30,2007-10-31,60,896,369,325,202,0.00225134388854244,0.2336728634554001,0.016103516309692485,0.2683907234268002,0.01309080316397543,0.260425468421466,0.0038805026434829133,0.2375109446963337
2007-12-31,2002-12-31,2007-11-30,60,905,349,332,224,0.00945334515429506,0.25045079746936694,0.017210980631806223,0.27065334673695707,0.013215141415355125,0.26005169717923593,-0.00403691603960445,0.21884415861444007
2008-01-31,2003-01-31,2007-12-31,60,914,352,319,243,0.0047789733614786,0.24569875834161617,0.018868163993098732,0.2828730278935135,0.007715404922598405,0.2530205072004439,-0.006995296262955111,0.21840770656442646
2008-02-29,2003-02-28,2008-01-31,60,911,365,314,232,0.0033445167066962333,0.2389888889319175,0.02067401187043474,0.2842096052698834,0.010634599220360337,0.25706215043950653,-0.005052979834562609,0.21973935535869255
2008-03-31,2003-03-31,2008-02-29,60,907,369,307,231,0.0025243017619499047,0.23795339901232518,0.01742607838856446,0.27619098976314066,0.012258994826946985,0.26228239916088236,-0.0037092903242315857,0.22357321206365185
2008-04-30,2003-04-30,2008-03-31,60,911,389,325,197,0.003095327903801844,0.23657356389471368,0.01759646433542877,0.273491509167966,0.017268904723657094,0.27259712705927985,-0.00538531083026972,0.21733779987804053
2008-05-31,2003-05-31,2008-04-30,60,911,387,331,193,0.003986120001295346,0.23350175906025492,0.02124106701660975,0.2774772868596775,0.022872975561926294,0.2820426120648251,-0.008071425067045605,0.20697834201524248
2008-06-30,2003-06-30,2008-05-31,60,907,384,318,205,0.007831579380840493,0.23481919907790105,0.020987508941212478,0.2678360790405146,0.030844143384377472,0.2955805807128598,-0.007340066136853628,0.20176414116872457
2008-07-31,2003-07-31,2008-06-30,60,912,373,332,207,0.0045147496306795435,0.2289971781441427,0.020986338224188508,0.27000097413485746,0.029138639678955455,0.29293436727384353,-0.005069973234331454,0.20806748044715626
2008-08-31,2003-08-31,2008-07-31,60,918,385,356,177,-0.00011266696525321246,0.22512020001031194,0.02010022350790697,0.27554842557487563,0.023839329533472817,0.28604651767689604,-0.005513252365606547,0.21328485673791645
2008-09-30,2003-09-30,2008-08-31,60,919,389,352,178,0.0004672064647086661,0.22395806094836965,0.021047935988504202,0.27513615979374756,0.026830632401498453,0.2915154673985956,-0.0062586710595948225,0.2093903118592873
2008-10-31,2003-10-31,2008-09-30,60,928,370,345,213,0.001412324456316113,0.22314671435747668,0.021119251428617685,0.2717544053123413,0.02637836890068886,0.28642877788815285,-0.000614200994485703,0.21867010244202914
2008-11-30,2003-11-30,2008-10-31,60,931,369,357,205,0.0007676363439795881,0.2170887473410346,0.02014937435775906,0.2635185131093818,0.029862227571070415,0.2903979303775417,0.006106945551089254,0.22899480917204187
2008-12-31,2003-12-31,2008-11-30,60,931,364,360,207,0.0016104982423440308,0.21735728893037842,0.022117817050753975,0.2668310483530679,0.033313321931021204,0.2984405436410181,0.0016168609022976963,0.21737111907553547
2009-01-31,2004-01-31,2008-12-31,60,934,383,347,204,0.0017196179043247667,0.21474559974795973,0.024322190754613185,0.2692067842680366,0.034016557600374156,0.2966115788365439,0.0038802896035076695,0.21943603714745974
2009-02-28,2004-02-29,2009-01-31,60,936,389,340,207,0.0047479693799884985,0.21598095178325388,0.025865724543884677,0.26676490615678755,0.03702078008511285,0.29824590317073146,0.006139882580061174,0.21900823888922716
2009-03-31,2004-03-31,2009-02-28,60,936,384,345,207,0.004163314654453004,0.2200145924005169,0.02440937611931459,0.2693884763700584,0.03231161583186727,0.291539903026296,0.0037271371970188055,0.21905702820312878
2009-04-30,2004-04-30,2009-03-31,60,936,368,342,226,0.008046151247954072,0.2351482080790864,0.023133244196462597,0.2734412846647411,0.026233062817398182,0.2820502097152931,-0.003569779613768096,0.20936029754087943
2009-05-31,2004-05-31,2009-04-30,60,944,360,349,235,0.00965419863262823,0.2394302941177201,0.024717432204304095,0.2783542721626368,0.022738784813623045,0.2729007534940133,-0.0037881574009558123,0.20931468022562993
2009-06-30,2004-06-30,2009-05-31,60,942,340,353,249,0.006344998630797518,0.23254443702358793,0.023763238389118053,0.27679128303757417,0.022392398337369192,0.2730228061792426,-0.00027822542978889566,0.2176414737595953
2009-07-31,2004-07-31,2009-06-30,60,943,338,367,238,0.00665606885127509,0.2333152417279552,0.023203888493092503,0.27530200754647194,0.02036158380201024,0.26758724359019603,0.0024902900915638403,0.22379550713537671
2009-08-31,2004-08-31,2009-07-31,60,943,362,359,222,0.010261157076596675,0.2396753210523254,0.024233311091281174,0.2756154835055307,0.01893539527477892,0.2613936635541178,0.0031912104847822984,0.22331553188802614
2009-09-30,2004-09-30,2009-08-31,60,946,347,360,239,0.007539433693825572,0.2346988341328568,0.02427706138222526,0.2774607307190123,0.01581097189549323,0.2549375255715832,0.006771287119883552,0.23290290957654777
2009-10-31,2004-10-31,2009-09-30,60,945,345,345,255,0.003811795586763207,0.22584469695170178,0.02677663826948473,0.28414822137125983,0.01700649987112086,0.257699615153784,0.006633215542964318,0.2323074665232544
2009-11-30,2004-11-30,2009-10-31,60,943,364,358,221,0.002902299184602709,0.22187392488759855,0.026310224005996235,0.28039198283213057,0.01823350279234509,0.25863591799498614,0.010378791586141621,0.23909817428528474
2009-12-31,2004-12-31,2009-11-30,60,939,341,343,255,0.003252038559539408,0.222590007979978,0.02505107795618823,0.27680739627122813,0.020150982313566893,0.26357052720455787,0.009538427783705622,0.23703206854423597
2010-01-31,2005-01-31,2009-12-31,60,941,343,361,237,0.0036542827333060066,0.2270050058748595,0.023430215437018193,0.2766439766324632,0.014366649029896953,0.2526728913236335,0.010741895717999068,0.24367812616904386
2010-02-28,2005-02-28,2010-01-31,60,939,349,356,234,0.0006155579007197607,0.22151841600296385,0.0214610559292008,0.27286050899480657,0.014523618591518139,0.2545726699123914,0.01312956202548714,0.25104840508983806
2010-03-31,2005-03-31,2010-02-28,60,940,358,361,221,0.004018655778604365,0.22675642307788532,0.01922727447238257,0.26400356378107104,0.01541744294194491,0.2541346607386488,0.01579867490107945,0.25510535240239474
2010-04-30,2005-04-30,2010-03-31,60,950,367,375,208,0.006742317613690723,0.2281219545161973,0.0201317922300742,0.2608055525675209,0.016922268051071533,0.25256783814588035,0.019245650259035938,0.2585046547704014
2010-05-31,2005-05-31,2010-04-30,60,946,377,367,202,0.004300566446887173,0.22454208756513128,0.022018312418210454,0.2680679844803281,0.0160246388845641,0.25247289248034027,0.016988064354556614,0.2549170354742003
