file,sha256,role,sheet_count,sheets,sample_start,sample_end,unique_dates,dated_rows,quantile_tags,has_integrated_strategy_schema,covers_paper_test_window
AutoGPT/data/alpha-result/5.xlsx,697a16147ffc8e7109d7b9eeba1a5189377ddb5534356b170a9771f27055ff57,individual_factor_analysis_not_integrated_paper_portfolio,6,ic-summary;各期分组累计收益率序列;各期分组换手率;因子累计收益率;最大回撤值;因子收益率波动率,2022-09-30,2022-12-30,61,305,q1;q2;q3;q4;q5,False,False
AutoGPT/data/alpha-result/9.xlsx,16ba82fa289c68b80c043e48b95682ead14ab4146eeedbd8c2735157e92d8dcc,individual_factor_analysis_not_integrated_paper_portfolio,6,ic-summary;各期分组累计收益率序列;各期分组换手率;因子累计收益率;最大回撤值;因子收益率波动率,2022-09-30,2022-12-30,61,305,q1;q2;q3;q4;q5,False,False
AutoGPT/data/alpha-result/10.xlsx,5ff390d79926b6a34608b9471aecac695065b9795f603c7fcac120bf023555a6,individual_factor_analysis_not_integrated_paper_portfolio,6,ic-summary;各期分组累计收益率序列;各期分组换手率;因子累计收益率;最大回撤值;因子收益率波动率,2022-09-30,2022-12-30,61,305,q1;q2;q3;q4;q5,False,False
AutoGPT/data/alpha-result/11.xlsx,8cfe66a030a630bac26a33b038331b4babff9e271feedfa33d624b10fba2fd9a,individual_factor_analysis_not_integrated_paper_portfolio,6,ic-summary;各期分组累计收益率序列;各期分组换手率;因子累计收益率;最大回撤值;因子收益率波动率,2022-09-30,2022-12-30,61,305,q1;q2;q3;q4;q5,False,False
AutoGPT/data/alpha-result/13.xlsx,57402e4690d06b91bea56b7f978be12ea87b29c4b34253609946568733000709,individual_factor_analysis_not_integrated_paper_portfolio,6,ic-summary;各期分组累计收益率序列;各期分组换手率;因子累计收益率;最大回撤值;因子收益率波动率,2022-09-30,2022-12-30,61,305,q1;q2;q3;q4;q5,False,False
AutoGPT/data/alpha-result/20.xlsx,73cf2b2e85c5d51132995c80f104ac0ad1376b7025787fba7c75b3cfbdd430ef,individual_factor_analysis_not_integrated_paper_portfolio,6,ic-summary;各期分组累计收益率序列;各期分组换手率;因子累计收益率;最大回撤值;因子收益率波动率,2022-09-30,2022-12-30,61,305,q1;q2;q3;q4;q5,False,False
AutoGPT/data/alpha-result/30.xlsx,56bdc9cb7774ad70b77e89631e995a073c95d612debe03c81ecff1ec70dc7363,individual_factor_analysis_not_integrated_paper_portfolio,6,ic-summary;各期分组累计收益率序列;各期分组换手率;因子累计收益率;最大回撤值;因子收益率波动率,2022-09-30,2022-12-30,61,305,q1;q2;q3;q4;q5,False,False
