seed,lookback,regime,metric,paper_value,recomputed_value,absolute_error,display_match,action_sha256,action_counts
1,20,sideways,daily_return_std_pct,1.11,0.11361322968,0.99638677032,False,c6327a3fbbc159bd4fa251e8884b8476fd2e94f2b117dc3bf1d2e71071f9cdd8,"{""Sell"": 72}"
1,20,sideways,sharpe_ratio,0.15,0.152211133122,0.002211133122,True,c6327a3fbbc159bd4fa251e8884b8476fd2e94f2b117dc3bf1d2e71071f9cdd8,"{""Sell"": 72}"
1,30,bear,total_return_pct,-13.22,-13.223477672656,0.003477672656,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}"
1,30,bear,daily_return_mean_pct,-0.19,-0.186669798829,0.003330201171,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}"
1,30,bear,daily_return_std_pct,2.36,2.356217776528,0.003782223472,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}"
1,30,bear,sharpe_ratio,-0.08,-0.079224340249,0.000775659751,True,b23e292bb28051f0ad1995c0952a3d38c37ed0de65aaf1d9de909b8a6f563117,"{""Buy"": 65}"
1,30,bull,total_return_pct,22.12,10.970277898103,11.149722101897,False,411f5359ed306194e5f30feabf1c2c4aaf9f17512501321ea6db1fa3f91ad0b4,"{""Buy"": 53, ""Sell"": 8}"
1,30,bull,daily_return_mean_pct,0.36,0.196455576563,0.163544423437,False,411f5359ed306194e5f30feabf1c2c4aaf9f17512501321ea6db1fa3f91ad0b4,"{""Buy"": 53, ""Sell"": 8}"
1,30,bull,daily_return_std_pct,2.59,2.424818996186,0.165181003814,False,411f5359ed306194e5f30feabf1c2c4aaf9f17512501321ea6db1fa3f91ad0b4,"{""Buy"": 53, ""Sell"": 8}"
1,30,bull,sharpe_ratio,0.14,0.081018656185,0.058981343815,False,411f5359ed306194e5f30feabf1c2c4aaf9f17512501321ea6db1fa3f91ad0b4,"{""Buy"": 53, ""Sell"": 8}"
1,30,sideways,total_return_pct,1.27,1.265545864661,0.004454135339,True,c6327a3fbbc159bd4fa251e8884b8476fd2e94f2b117dc3bf1d2e71071f9cdd8,"{""Sell"": 72}"
1,30,sideways,daily_return_mean_pct,0.02,0.017293198427,0.002706801573,True,c6327a3fbbc159bd4fa251e8884b8476fd2e94f2b117dc3bf1d2e71071f9cdd8,"{""Sell"": 72}"
