trace_role,paper_variant,paper_expected_model,trace_declared_model,model_identity_status,paper_expected_asset,trace_dataset,asset_identity_status,period_start,period_end_exclusive,paper_period_status,paper_return_pct,trace_return_pct,paper_sharpe_ratio,trace_sharpe_ratio,paper_metric_cells_matching,recorded_actions,full_period_trace,historical_code_action_replay_exact,action_replay_maximum_absolute_state_error,author_commit,historical_replay_source_commit,author_blob,author_path,status,paper_method_faithful_credit
selected_numeric_correspondence,full,gpt-4o,gpt-3.5-turbo,mismatch,eth,btc,mismatch,2023-10-01,2023-12-01,not_disclosed,28.47,28.47,0.23,0.23,2,61,True,True,0.0,a27f56c93941c1d50ee73dda9d2dff3c8117182f,a27f56c93941c1d50ee73dda9d2dff3c8117182f,b68ddce85603ba02435749e14a1d344504ef92ef,logs/btc-bull.out,numeric_match_but_btc_main_table_trace_and_model_conflict,False
selected_numeric_correspondence,without_reflection,gpt-4o,gpt-3.5-turbo,mismatch,eth,eth,match,2023-08-01,2024-02-01,not_disclosed,17.14,17.14,0.06,0.06,2,184,True,True,0.0,2074e0498c2502ba934d68355d98c0eb69eb65e7,2074e0498c2502ba934d68355d98c0eb69eb65e7,22353ec7ca5b0f58b758f0afe4a4aa5a93044103,logs/run_agent-wo-reflection.out,numeric_match_and_historical_state_replay_but_model_conflict,False
selected_numeric_correspondence,without_news,gpt-4o,gpt-3.5-turbo,mismatch,eth,eth,match,2023-08-01,2024-02-01,not_disclosed,19.69,19.69,0.06,0.06,2,184,True,True,0.0,b1684705ff235cc216d6994e63f7166cc1f75538,2074e0498c2502ba934d68355d98c0eb69eb65e7,4872503f7114fc2e9c2a765a3675c1a06eaab052,logs/run_agent-wo-news.out,numeric_match_and_historical_state_replay_but_model_conflict,False
selected_numeric_correspondence,without_transaction_statistics,gpt-4o,gpt-3.5-turbo,mismatch,eth,eth,match,2023-08-01,2024-02-01,not_disclosed,12.7,12.7,0.05,0.05,2,184,True,True,0.0,308c661262edf26eb375e08a1cee265a4f5388dd,308c661262edf26eb375e08a1cee265a4f5388dd,e7fb06974c2b5343d72a5490470830f76209e135,logs/run_agent-wo-txnstat.out,numeric_match_and_historical_state_replay_but_model_conflict,False
selected_numeric_correspondence,without_technical,gpt-4o,gpt-3.5-turbo,mismatch,eth,eth,match,2023-08-01,2024-02-01,not_disclosed,17.27,17.27,0.05,0.05,2,184,True,True,0.0,308c661262edf26eb375e08a1cee265a4f5388dd,308c661262edf26eb375e08a1cee265a4f5388dd,90d1fb0ac5825d4f9334f04ea2cad43d75df86bc,logs/run_agent-wo-tech.out,numeric_match_and_historical_state_replay_but_model_conflict,False
selected_numeric_correspondence,base,gpt-4o,gpt-3.5-turbo,mismatch,eth,eth,match,2023-08-01,2024-02-01,not_disclosed,8.4,8.4,0.03,0.03,2,184,True,True,0.0,308c661262edf26eb375e08a1cee265a4f5388dd,308c661262edf26eb375e08a1cee265a4f5388dd,aeda712caf0c7411e9506996a45008b950f8e4e8,logs/run_agent-base.out,numeric_match_and_historical_state_replay_but_model_conflict,False
eth_full_prompt_context_candidate,full,gpt-4o,gpt-3.5-turbo,mismatch,eth,eth,match,2023-08-01,2024-02-01,not_disclosed,28.47,28.11,0.23,0.08,0,184,True,True,0.0,f26948fd8e7e2163d0a74eaf9cd299c8476dca01,f26948fd8e7e2163d0a74eaf9cd299c8476dca01,986266c278f520a6d205f336287d366aeea06eca,logs/run_agent-full-28.11.out,eth_full_prompt_context_trace_conflicts_with_table_value_and_model,False
