asset,strategy,regime,metric,paper_value,source_recomputed_value,absolute_error,display_tolerance,status,evidence
btc,timesnet,sideways,sharpe_ratio,-0.06,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,timesnet,bear,total_return_pct,-13.64,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,timesnet,bear,daily_return_mean_pct,-0.22,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,timesnet,bear,daily_return_std_pct,1.04,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,timesnet,bear,sharpe_ratio,-0.21,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,patchtst,bull,total_return_pct,1.79,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,patchtst,bull,daily_return_mean_pct,0.03,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,patchtst,bull,daily_return_std_pct,0.71,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,patchtst,bull,sharpe_ratio,0.04,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,patchtst,sideways,total_return_pct,-5.02,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,patchtst,sideways,daily_return_mean_pct,-0.07,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,patchtst,sideways,daily_return_std_pct,0.57,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,patchtst,sideways,sharpe_ratio,-0.13,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,patchtst,bear,total_return_pct,-21.94,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,patchtst,bear,daily_return_mean_pct,-0.37,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,patchtst,bear,daily_return_std_pct,1.05,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,patchtst,bear,sharpe_ratio,-0.35,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,gpt_3_5_turbo,bull,total_return_pct,18.84,,,0.0050000000010000005,unverifiable_no_recovered_author_trace,no_matching_trace_in_official_or_paper_author_history
btc,gpt_3_5_turbo,bull,daily_return_mean_pct,0.3,,,0.0050000000010000005,unverifiable_no_recovered_author_trace,no_matching_trace_in_official_or_paper_author_history
btc,gpt_3_5_turbo,bull,daily_return_std_pct,1.69,,,0.0050000000010000005,unverifiable_no_recovered_author_trace,no_matching_trace_in_official_or_paper_author_history
btc,gpt_3_5_turbo,bull,sharpe_ratio,0.18,,,0.0050000000010000005,unverifiable_no_recovered_author_trace,no_matching_trace_in_official_or_paper_author_history
btc,gpt_3_5_turbo,sideways,total_return_pct,0.33,,,0.0050000000010000005,unverifiable_no_recovered_author_trace,no_matching_trace_in_official_or_paper_author_history
btc,gpt_3_5_turbo,sideways,daily_return_mean_pct,0.01,,,0.0050000000010000005,unverifiable_no_recovered_author_trace,no_matching_trace_in_official_or_paper_author_history
btc,gpt_3_5_turbo,sideways,daily_return_std_pct,1.19,,,0.0050000000010000005,unverifiable_no_recovered_author_trace,no_matching_trace_in_official_or_paper_author_history
btc,gpt_3_5_turbo,sideways,sharpe_ratio,0.01,,,0.0050000000010000005,unverifiable_no_recovered_author_trace,no_matching_trace_in_official_or_paper_author_history
btc,gpt_3_5_turbo,bear,total_return_pct,-9.12,,,0.0050000000010000005,unverifiable_no_recovered_author_trace,no_matching_trace_in_official_or_paper_author_history
btc,gpt_3_5_turbo,bear,daily_return_mean_pct,-0.14,,,0.0050000000010000005,unverifiable_no_recovered_author_trace,no_matching_trace_in_official_or_paper_author_history
btc,gpt_3_5_turbo,bear,daily_return_std_pct,1.52,,,0.0050000000010000005,unverifiable_no_recovered_author_trace,no_matching_trace_in_official_or_paper_author_history
btc,gpt_3_5_turbo,bear,sharpe_ratio,-0.09,,,0.0050000000010000005,unverifiable_no_recovered_author_trace,no_matching_trace_in_official_or_paper_author_history
btc,gpt_4,bull,total_return_pct,26.35,26.345201839809018,0.004798160190983225,0.0050000000010000005,author_trace_exact_metric_and_native_state_replay,author_commit=e2c73a721cf136964432e81ef248bd5500c9a090;blob=30771c1576f2920da9bfb14488465dd6a127f3ed;path=logs/btc-bull-gpt4.out;model=match;full_period=True;state_replay=True
btc,gpt_4,bull,daily_return_mean_pct,0.4,0.39943980644946037,0.000560193550539656,0.0050000000010000005,author_trace_exact_metric_and_native_state_replay,author_commit=e2c73a721cf136964432e81ef248bd5500c9a090;blob=30771c1576f2920da9bfb14488465dd6a127f3ed;path=logs/btc-bull-gpt4.out;model=match;full_period=True;state_replay=True
btc,gpt_4,bull,daily_return_std_pct,1.76,1.7595412417397474,0.0004587582602526563,0.0050000000010000005,author_trace_exact_metric_and_native_state_replay,author_commit=e2c73a721cf136964432e81ef248bd5500c9a090;blob=30771c1576f2920da9bfb14488465dd6a127f3ed;path=logs/btc-bull-gpt4.out;model=match;full_period=True;state_replay=True
btc,gpt_4,bull,sharpe_ratio,0.23,0.2270136084190411,0.002986391580958897,0.0050000000010000005,author_trace_exact_metric_and_native_state_replay,author_commit=e2c73a721cf136964432e81ef248bd5500c9a090;blob=30771c1576f2920da9bfb14488465dd6a127f3ed;path=logs/btc-bull-gpt4.out;model=match;full_period=True;state_replay=True
btc,gpt_4,sideways,total_return_pct,-4.07,-4.067621464594506,0.0023785354054943753,0.0050000000010000005,author_trace_exact_metric_and_native_state_replay,author_commit=e2c73a721cf136964432e81ef248bd5500c9a090;blob=12fa12f385db64cc0d912cfb1f1e338af1f6fc64;path=logs/btc-sideways-gpt4.out;model=match;full_period=True;state_replay=True
btc,gpt_4,sideways,daily_return_mean_pct,-0.05,-0.049961830124468184,3.8169875531818276e-05,0.0050000000010000005,author_trace_exact_metric_and_native_state_replay,author_commit=e2c73a721cf136964432e81ef248bd5500c9a090;blob=12fa12f385db64cc0d912cfb1f1e338af1f6fc64;path=logs/btc-sideways-gpt4.out;model=match;full_period=True;state_replay=True
btc,gpt_4,sideways,daily_return_std_pct,1.43,1.4253945021517793,0.004605497848220619,0.0050000000010000005,author_trace_exact_metric_and_native_state_replay,author_commit=e2c73a721cf136964432e81ef248bd5500c9a090;blob=12fa12f385db64cc0d912cfb1f1e338af1f6fc64;path=logs/btc-sideways-gpt4.out;model=match;full_period=True;state_replay=True
btc,gpt_4,sideways,sharpe_ratio,-0.04,-0.035051229711525946,0.004948770288474055,0.0050000000010000005,author_trace_exact_metric_and_native_state_replay,author_commit=e2c73a721cf136964432e81ef248bd5500c9a090;blob=12fa12f385db64cc0d912cfb1f1e338af1f6fc64;path=logs/btc-sideways-gpt4.out;model=match;full_period=True;state_replay=True
btc,gpt_4,bear,total_return_pct,-11.72,-11.715907971529049,0.004092028470951803,0.0050000000010000005,author_trace_exact_metric_and_native_state_replay,author_commit=e2c73a721cf136964432e81ef248bd5500c9a090;blob=c3dd49e08622076f4da40de36b927cc98664f579;path=logs/btc-bear-gpt4.out;model=match;full_period=True;state_replay=True
btc,gpt_4,bear,daily_return_mean_pct,-0.18,-0.17758426695532947,0.0024157330446705205,0.0050000000010000005,author_trace_exact_metric_and_native_state_replay,author_commit=e2c73a721cf136964432e81ef248bd5500c9a090;blob=c3dd49e08622076f4da40de36b927cc98664f579;path=logs/btc-bear-gpt4.out;model=match;full_period=True;state_replay=True
btc,gpt_4,bear,daily_return_std_pct,1.67,1.6689865911682378,0.0010134088317621526,0.0050000000010000005,author_trace_exact_metric_and_native_state_replay,author_commit=e2c73a721cf136964432e81ef248bd5500c9a090;blob=c3dd49e08622076f4da40de36b927cc98664f579;path=logs/btc-bear-gpt4.out;model=match;full_period=True;state_replay=True
btc,gpt_4,bear,sharpe_ratio,-0.11,-0.10640245277886032,0.0035975472211396825,0.0050000000010000005,author_trace_exact_metric_and_native_state_replay,author_commit=e2c73a721cf136964432e81ef248bd5500c9a090;blob=c3dd49e08622076f4da40de36b927cc98664f579;path=logs/btc-bear-gpt4.out;model=match;full_period=True;state_replay=True
btc,gpt_4o,bull,total_return_pct,28.47,28.46586506115183,0.004134938848167735,0.0050000000010000005,unverifiable_trace_model_or_period_conflict,author_commit=a27f56c93941c1d50ee73dda9d2dff3c8117182f;blob=b68ddce85603ba02435749e14a1d344504ef92ef;path=logs/btc-bull.out;model=mismatch;full_period=True;state_replay=True
btc,gpt_4o,bull,daily_return_mean_pct,0.43,0.42899840438189096,0.0010015956181090302,0.0050000000010000005,unverifiable_trace_model_or_period_conflict,author_commit=a27f56c93941c1d50ee73dda9d2dff3c8117182f;blob=b68ddce85603ba02435749e14a1d344504ef92ef;path=logs/btc-bull.out;model=mismatch;full_period=True;state_replay=True
btc,gpt_4o,bull,daily_return_std_pct,1.89,1.8858059398117797,0.004194060188220217,0.0050000000010000005,unverifiable_trace_model_or_period_conflict,author_commit=a27f56c93941c1d50ee73dda9d2dff3c8117182f;blob=b68ddce85603ba02435749e14a1d344504ef92ef;path=logs/btc-bull.out;model=mismatch;full_period=True;state_replay=True
btc,gpt_4o,bull,sharpe_ratio,0.23,0.22748809690604158,0.002511903093958434,0.0050000000010000005,unverifiable_trace_model_or_period_conflict,author_commit=a27f56c93941c1d50ee73dda9d2dff3c8117182f;blob=b68ddce85603ba02435749e14a1d344504ef92ef;path=logs/btc-bull.out;model=mismatch;full_period=True;state_replay=True
btc,gpt_4o,sideways,total_return_pct,-5.08,-5.075266080998098,0.004733919001902009,0.0050000000010000005,unverifiable_trace_model_or_period_conflict,author_commit=8d1477eea6a32c5286f434e19ac4e8fa8dd8cdf4;blob=b24f2b400150ac2e9756496d995d7869a319cb75;path=logs/btc-sideways-gpt4o.out;model=mismatch;full_period=True;state_replay=True
btc,gpt_4o,sideways,daily_return_mean_pct,-0.07,-0.06897115014547522,0.0010288498545247826,0.0050000000010000005,unverifiable_trace_model_or_period_conflict,author_commit=8d1477eea6a32c5286f434e19ac4e8fa8dd8cdf4;blob=b24f2b400150ac2e9756496d995d7869a319cb75;path=logs/btc-sideways-gpt4o.out;model=mismatch;full_period=True;state_replay=True
btc,gpt_4o,sideways,daily_return_std_pct,1.14,1.1405931858909606,0.0005931858909606902,0.0050000000010000005,unverifiable_trace_model_or_period_conflict,author_commit=8d1477eea6a32c5286f434e19ac4e8fa8dd8cdf4;blob=b24f2b400150ac2e9756496d995d7869a319cb75;path=logs/btc-sideways-gpt4o.out;model=mismatch;full_period=True;state_replay=True
btc,gpt_4o,sideways,sharpe_ratio,-0.06,-0.06046954426752887,0.0004695442675288694,0.0050000000010000005,unverifiable_trace_model_or_period_conflict,author_commit=8d1477eea6a32c5286f434e19ac4e8fa8dd8cdf4;blob=b24f2b400150ac2e9756496d995d7869a319cb75;path=logs/btc-sideways-gpt4o.out;model=mismatch;full_period=True;state_replay=True
btc,gpt_4o,bear,total_return_pct,-13.71,-13.71443241356115,0.004432413561149318,0.0050000000010000005,author_trace_exact_metric_and_native_state_replay,author_commit=2ac2db026a308c538e287aa73407d39d67ecfe05;blob=1c69b074049ee6017dfaa755b95ad5d2d616f252;path=logs/btc-bear-4o.out;model=match;full_period=True;state_replay=True
