asset,strategy,regime,metric,paper_value,source_recomputed_value,absolute_error,display_tolerance,status,evidence
btc,buy_and_hold,bull,total_return_pct,39.66,39.66125534129479,0.0012553412947937659,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,buy_and_hold,bull,daily_return_mean_pct,0.56,0.5645050150586561,0.004505015058656081,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,buy_and_hold,bull,daily_return_std_pct,2.23,2.2279426983937474,0.002057301606252615,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,buy_and_hold,bull,sharpe_ratio,0.25,0.2533750151947985,0.003375015194798492,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,buy_and_hold,sideways,total_return_pct,-0.83,-0.8305610153416798,0.0005610153416798491,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,buy_and_hold,sideways,daily_return_mean_pct,0.0,0.003288310978977016,0.003288310978977016,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,buy_and_hold,sideways,daily_return_std_pct,1.74,1.742275969314574,0.002275969314573967,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,buy_and_hold,sideways,sharpe_ratio,0.0,0.0018873651688318155,0.0018873651688318155,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,buy_and_hold,bear,total_return_pct,-15.61,-15.60654600957373,0.003453990426269371,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,buy_and_hold,bear,daily_return_mean_pct,-0.24,-0.23533180975357687,0.004668190246423121,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,buy_and_hold,bear,daily_return_std_pct,2.07,2.0686592359504603,0.0013407640495395334,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,buy_and_hold,bear,sharpe_ratio,-0.11,-0.11376054869928927,0.003760548699289268,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,sma,bull,total_return_pct,22.58,22.58124966315105,0.0012496631510501288,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,sma,bull,daily_return_mean_pct,0.35,0.3464929209968017,0.003507079003198299,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,sma,bull,daily_return_std_pct,1.89,1.894696582776777,0.004696582776777092,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,sma,bull,sharpe_ratio,0.18,0.1828751495867471,0.0028751495867471166,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,sma,sideways,total_return_pct,3.65,3.646200020114465,0.003799979885534821,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,sma,sideways,daily_return_mean_pct,0.06,0.05837988940312463,0.0016201105968753696,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,sma,sideways,daily_return_std_pct,1.21,1.2131674227877673,0.003167422787767382,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,sma,sideways,sharpe_ratio,0.05,0.0481218736231575,0.0018781263768425024,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,sma,bear,total_return_pct,-21.74,-21.73748466373725,0.002515336262749912,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,sma,bear,daily_return_mean_pct,-0.36,-0.3627742355788462,0.002774235578846207,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,sma,bear,daily_return_std_pct,1.25,1.2490484806512125,0.0009515193487874551,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,sma,bear,sharpe_ratio,-0.29,-0.2904404762493348,0.000440476249334798,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,slma,bull,total_return_pct,38.53,38.527650228487964,0.00234977151203708,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,slma,bull,daily_return_mean_pct,0.55,0.5508122461383065,0.0008122461383064383,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,slma,bull,daily_return_std_pct,2.21,2.2059600763023908,0.0040399236976091935,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,slma,bull,sharpe_ratio,0.25,0.24969275376079006,0.00030724623920994065,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,slma,sideways,total_return_pct,-3.14,-3.1404368098728597,0.00043680987285954487,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,slma,sideways,daily_return_mean_pct,-0.04,-0.04214237104053475,0.0021423710405347463,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,slma,sideways,daily_return_std_pct,0.83,0.827793402002668,0.002206597997331916,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,slma,sideways,sharpe_ratio,-0.05,-0.05090928598679374,0.0009092859867937397,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,slma,bear,total_return_pct,-7.68,-7.6813545582097635,0.0013545582097638231,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,slma,bear,daily_return_mean_pct,-0.11,-0.11343247676792652,0.003432476767926518,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,slma,bear,daily_return_std_pct,1.23,1.2278984590689255,0.002101540931074508,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,slma,bear,sharpe_ratio,-0.09,-0.09237936242214898,0.0023793624221489784,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,macd,bull,total_return_pct,13.57,13.571613649303483,0.0016136493034828447,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,macd,bull,daily_return_mean_pct,0.22,0.21588244771086645,0.004117552289133547,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,macd,bull,daily_return_std_pct,1.45,1.4482887188580778,0.0017112811419222052,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,macd,bull,sharpe_ratio,0.15,0.14906036683147114,0.0009396331685288528,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,macd,sideways,total_return_pct,-6.71,-6.714746337799616,0.004746337799615752,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,macd,sideways,daily_return_mean_pct,-0.09,-0.09408358413384182,0.004083584133841828,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,macd,sideways,daily_return_std_pct,1.01,1.0127159031124036,0.0027159031124035504,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,macd,sideways,sharpe_ratio,-0.09,-0.09290224814747407,0.0029022481474740708,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,macd,bear,total_return_pct,-9.51,-9.511071508049474,0.0010715080494740903,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,macd,bear,daily_return_mean_pct,-0.14,-0.1391536905061197,0.0008463094938803151,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,macd,bear,daily_return_std_pct,1.56,1.55546583778376,0.004534162216240034,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,macd,bear,sharpe_ratio,-0.09,-0.08946110362949981,0.0005388963705001831,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,bollinger_bands,bull,total_return_pct,2.97,2.968077346691622,0.0019226533083780417,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,bollinger_bands,bull,daily_return_mean_pct,0.05,0.047698756093031515,0.002301243906968488,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,bollinger_bands,bull,daily_return_std_pct,0.32,0.3213487133918995,0.0013487133918995142,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,bollinger_bands,bull,sharpe_ratio,0.15,0.14843300783613436,0.0015669921638656326,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,bollinger_bands,sideways,total_return_pct,-3.19,-3.1863477649824445,0.0036522350175554052,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,bollinger_bands,sideways,daily_return_mean_pct,-0.04,-0.042426976505684874,0.0024269765056848733,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,bollinger_bands,sideways,daily_return_std_pct,0.87,0.8660168583786311,0.003983141621368924,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,bollinger_bands,sideways,sharpe_ratio,-0.05,-0.048990936025330105,0.0010090639746698979,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,bollinger_bands,bear,total_return_pct,-1.17,-1.1676860972044567,0.002313902795543221,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,bollinger_bands,bear,daily_return_mean_pct,-0.02,-0.01648153236867861,0.003518467631321392,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,bollinger_bands,bear,daily_return_std_pct,0.51,0.513738635494955,0.0037386354949550116,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,bollinger_bands,bear,sharpe_ratio,-0.03,-0.03208155125961995,0.0020815512596199515,0.0050000000010000005,exact_displayed_precision_match,pinned_native_environment_with_released_traditional_strategy_logic
btc,lstm,bull,total_return_pct,31.67,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,partial_lstm_code_only
btc,lstm,bull,daily_return_mean_pct,0.47,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,partial_lstm_code_only
btc,lstm,bull,daily_return_std_pct,2.11,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,partial_lstm_code_only
btc,lstm,bull,sharpe_ratio,0.22,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,partial_lstm_code_only
btc,lstm,sideways,total_return_pct,-4.13,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,partial_lstm_code_only
btc,lstm,sideways,daily_return_mean_pct,-0.05,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,partial_lstm_code_only
btc,lstm,sideways,daily_return_std_pct,1.62,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,partial_lstm_code_only
btc,lstm,sideways,sharpe_ratio,-0.03,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,partial_lstm_code_only
btc,lstm,bear,total_return_pct,-17.2,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,partial_lstm_code_only
btc,lstm,bear,daily_return_mean_pct,-0.28,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,partial_lstm_code_only
btc,lstm,bear,daily_return_std_pct,1.27,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,partial_lstm_code_only
btc,lstm,bear,sharpe_ratio,-0.22,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,partial_lstm_code_only
btc,informer,bull,total_return_pct,0.34,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,informer,bull,daily_return_mean_pct,0.01,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,informer,bull,daily_return_std_pct,0.82,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,informer,bull,sharpe_ratio,0.01,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,informer,sideways,total_return_pct,-2.33,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,informer,sideways,daily_return_mean_pct,-0.03,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,informer,sideways,daily_return_std_pct,0.54,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,informer,sideways,sharpe_ratio,-0.06,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,informer,bear,total_return_pct,-13.38,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,informer,bear,daily_return_mean_pct,-0.21,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,informer,bear,daily_return_std_pct,1.02,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,informer,bear,sharpe_ratio,-0.21,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,autoformer,bull,total_return_pct,14.73,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,autoformer,bull,daily_return_mean_pct,0.24,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,autoformer,bull,daily_return_std_pct,1.65,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,autoformer,bull,sharpe_ratio,0.14,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,autoformer,sideways,total_return_pct,-4.9,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,autoformer,sideways,daily_return_mean_pct,-0.07,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,autoformer,sideways,daily_return_std_pct,1.15,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,autoformer,sideways,sharpe_ratio,-0.06,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,autoformer,bear,total_return_pct,-12.72,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,autoformer,bear,daily_return_mean_pct,-0.2,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,autoformer,bear,daily_return_std_pct,1.13,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,autoformer,bear,sharpe_ratio,-0.18,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,timesnet,bull,total_return_pct,2.84,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,timesnet,bull,daily_return_mean_pct,0.05,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,timesnet,bull,daily_return_std_pct,1.06,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,timesnet,bull,sharpe_ratio,0.05,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,timesnet,sideways,total_return_pct,-5.12,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,timesnet,sideways,daily_return_mean_pct,-0.07,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
btc,timesnet,sideways,daily_return_std_pct,1.1,,,0.0050000000010000005,unverifiable_no_shipped_full_period_output,implementation_not_released
