head_commit,status,repository_count,branch_ref_count,example_repositories,paper_result_credit
01841ab876b2e1c51f1331bc21f371f8fee08f53,connected_divergent,1,1,career091101/TradingAgents,False
01941948cda06a94394ae8a603f1d092e285d184,connected_divergent,1,1,urbantest28/TradingAgents,False
01af935208d080c5618f2a2e8fc6c8a8927169f5,connected_divergent,1,1,Finnlul/TradingAgents,False
01b09ed585494dcd96ec0d4cb79f5bc6bdc98886,connected_divergent,1,1,loulanyue/TradingAgents,False
01b97b5103d06173ad418c6e4526318bf658b010,connected_divergent,1,1,hangeaiagent/TradingAgentsgithub,False
01bfd372a72f960a877a0fc6cf7a38c5b3e7e9dd,connected_divergent,1,1,Jeffs1922/TradingAgents,False
01c5b7c0d8c1d2b30cee50b38e8bf026e2fc4986,connected_divergent,1,1,dma9527/TradingAgents,False
01d4e51615a8c081dafa76108692c84f5d099c96,connected_divergent,1,1,idiotdj/TradingAgents,False
01ed883564472a9c045b49a64df378a8b2ebf778,connected_divergent,1,1,Manmade-Anyme/TradingAgents,False
01eecc44493704526ecf75028e7de8b30e3965b7,connected_divergent,1,1,ZacBi/TradingAgents,False
01f3833c7052c52e879807bc66df6adb9d02bed2,connected_divergent,1,1,MrAaronTran/TradingAgents,False
01f3c5d9816df8a8aeadbe22a5b952f5177dfa30,connected_divergent,1,1,pellera9/TradingAgents,False
01fa12fd01d729b3448c46f1b3fa94b5c92b791d,connected_divergent,1,1,dunkeke/TradingAgents-test,False
021163defc7be69c882a3b659882b2118b6c23c6,connected_divergent,1,1,Java-Edge/TradingAgents,False
021acd2ec9243a56db8232782b88b62103b79216,connected_divergent,1,1,taka-44report/TradingAgents,False
021ff1e590c3c51a5656fca6e4e0a66e19114c15,connected_divergent,1,1,lamper001/TradingAgents,False
022b1845e3b33812b1c89af0b3d2f48f260de303,connected_divergent,1,1,line0933892098-ops/TradingAgents,False
0236f5781dd4c7dfbe6363e5e343449c0507e664,connected_divergent,1,1,loulanyue/TradingAgents,False
023c4730effeb6e927e41200ebdfd137ae642392,connected_divergent,1,1,hpsoar/TradingAgents,False
023cdddce3679f7144ce9ea82e1eac0934e598ca,connected_divergent,1,1,MichitoSugawara/TradingAgents,False
025d3be467ed187905e37327e0cc1b1cff3c491c,connected_divergent,1,1,Kaairofelipe/TradingAgents,False
026aa70305f73b30f22e72b9236fccf4f8804b38,connected_divergent,1,1,hassanmuh467-design/TradingAgents,False
028d00159ca921da28586573bbf23df7d7a135ee,connected_divergent,1,1,lanraeee/AStrattonOak,False
028d4f71f71a0598eb83510cea1b972eda96c749,connected_divergent,1,1,anupamme/TradingAgents,False
0294c60572dd86e675d2d254a2f47d9b12129f14,connected_divergent,1,1,ALADIN99I/TradingAgents,False
02bf6a985c8bfe271c0383bd11ba015f04b83537,connected_divergent,1,1,DevErenOzcan/TradingAgents,False
02ce8bf519f01db21de40f58b90ac3c28568aec8,connected_divergent,1,1,1376524890/TradingAgents,False
02d63a5c0c50c3cead1135c4b9ab92bfd0fbf0aa,connected_divergent,1,1,Two-Trees-Digital/trading-agents-service,False
02e2271b462aa9685867c6e4658dca9d1546ac8a,connected_divergent,1,1,AyushKar2005/TradingAgents,False
02e9de938d6c51648bc54a72707a99383658370f,connected_divergent,1,1,ngcgiang/TradingAgents,False
02ebd1901f133c600b0b72a1d56128c8854cd836,connected_divergent,1,1,m1ngshum/tradingagents,False
02f7eef53c285ac38a32ea9647e3549a54cc0aac,connected_divergent,1,1,nvt-vijaytiwari/nvt-TradingAgents,False
02f80f14f92ff5610cccef32fd9bebc6695584ea,connected_divergent,1,1,kinwong-ds/TradingAgents,False
03072274af550f33f6432d14284a2abd9b606044,connected_divergent,1,1,agatha-miao/TradingAgents,False
030b434585b63a3d9934aaec90ef5cfdd84f87c3,official_history_reachable,11,11,AMRITJADHAV02/TradingAgents;Alilacream/TradingAgents;BlackRoad-OS-Forks/TradingAgents;Priteshpal25/TradingAgents;basudebpuhan1/TradingAlgo,False
032e337d373abd9afdf734bd032d9ae9d121b6cf,connected_divergent,1,1,registars/TradingAgents,False
0345d3ce2a6810f49e45cf6a7322970925483c06,connected_divergent,1,1,RuiZhang2016/TradingAgents,False
03600f3121071b35e21af477460d2fadc305d0b3,official_history_reachable,2,2,samimokadmi-byte/TradingAgents;yingfeng244-png/TradingAgents,False
03807312bb204089baad5111b229f3d67ba2f058,connected_divergent,1,1,voodoo12345/TradingAgents,False
03832ac9a1306364c132b6df9d12ee78b6378990,connected_divergent,1,1,RHODIZSECURITY/TradingAgents,False
038a09c73c35d243ff5f6d58b06808864a09d34a,connected_divergent,1,1,cyberstormdotmu/TradingAgents,False
038becb188236e0bdbc04b01f4bea23375f4b803,connected_divergent,1,1,rajatvarna/TradingAgents,False
038c632ad41b40d9f33eb080a9982cb316d40685,connected_divergent,1,1,arashi1996/TradingAgents,False
039665c5165d4f7bb4682f0dd6890d5fc0167a45,connected_divergent,1,1,Rickyvicky/TradingAgents,False
03a7da6869f67d865b6350be6fde446ded974237,connected_divergent,1,1,bgscr/TradingAgents,False
03c4f8d686296e4acda5b41cd0bf65321ab29ab6,connected_divergent,1,1,rbhaskar2/TradingAgents,False
03cca0e9276876b4088d1b4ffb34e0c63c6743e7,connected_divergent,1,1,Mgiri1234/TradingAgents_llm,False
03ce32df0b7b40d4aa8b1b7de407c9230d6f4a32,connected_divergent,1,1,gburd/TradingAgents,False
03f3ef5e0b065eb67b26f8030f100e775230c5cb,connected_divergent,1,1,rajatvarna/TradingAgents,False
03fea334a67cb0c064ce8629c475de3b7c85406e,connected_divergent,1,1,chenyuan99/TradingAgents,False
03ff5e771f9d2a57b405c478bce5139433220490,connected_divergent,1,1,raghavmehrotra-art/TradingAgents,False
040519a0cd185d1115890fe67e489bb92c28a649,connected_divergent,1,1,amirali204/TradingAgents,False
0408e07782f123edbb27e6c3afaf50164bdb4e82,connected_divergent,1,1,devtrack/TradingAgents,False
0448d7dbedcd5d68abb7ad200f669f837b574cb0,connected_divergent,1,1,auddk25/TradingAgents,False
04766a3d09cb02a4ea9de86d09a471a4a4e4be48,connected_divergent,1,1,eugenechin/TradingAgents,False
047b38971cba6b390d04bb73e7191f2c05ee135e,official_history_reachable,1,1,javierdejesusda/TradingAgents,False
0480f2b91b36bc912ed0b5951c975497739c7534,connected_divergent,1,1,dowithless/TradingAgents,False
04a18cb54e2d451fc3b4723c552f8eb92f93ebbf,connected_divergent,1,1,Kinokoztt/TradingAgents,False
04a6b0396a826ee8b45dfdfff8a12739623abce6,connected_divergent,1,1,coo1kid1412/TradingAgents,False
04aff202d72123aa1b3f7336dfcb991a4472b93e,connected_divergent,1,1,coo1kid1412/TradingAgents,False
04dccd5f942af44e1b84c97bb932bc53d2b62df0,connected_divergent,1,1,CWFred/TradingAgents,False
04f434e86db88e7707bf16db8ed7183f9764fe26,official_history_reachable,795,797,0x-CryptoPriest/TradingAgents;0x4B2E43/TradingAgents;114576u/TradingAgents;187286834/TradingAgents;1oaf13h/TradingAgents,False
051192160bab094e8b3b34a50800c283a9084797,connected_divergent,1,1,fanqingsong/TradingAgents,False
05139a5939320701ad1d18c7f042fa2725068dce,connected_divergent,1,1,DonaldChan608/TradingAgents,False
054954250fa1a3d4dcc654dbef215b32e62220ce,connected_divergent,1,1,zengxinhai/TradingAgents,False
0559fa1a7e3f03056d98fcc7838001e88bda9413,connected_divergent,1,1,yysu/TradingAgents,False
055d18cbfe251d496ad93003c63cd088479fc13b,connected_divergent,1,1,alefiaschi96/TradingAgents,False
055ddb00c8c3a97c5d746e1c1a15474204ee36ce,connected_divergent,1,1,a20020307/TradingAgents,False
055f8eb06f9eded1f07e66afef197b624a0c6d69,connected_divergent,1,1,dutch2005/TradingAgents,False
0571a305cdb2b9b8ec45f1d1b3483a50a5446dea,connected_divergent,1,1,4mophy/TradingAgents,False
05721a10d5402b575f83c64e96ca56cd08c4bed4,connected_divergent,1,1,cnshirui/TradingAgents,False
0585cb17f25493d4edf2463c4f2881e99866dfa2,connected_divergent,1,1,AyushKar2005/TradingAgents,False
0588a2e52f675261264ce4d56f4aa121e33167f9,connected_divergent,1,1,Vanszs/TradingAgents,False
058e77b8741f1f93c26ae3ec85de78e5f4e4f7e5,connected_divergent,1,1,rogercwchenhk/TradingAgents,False
05a586c78466908f915dc675f54fefad8761bd79,connected_divergent,1,1,remidurand13210-maker/TradingAgents,False
05b454de1aa27f292c077418d8ad81642c647801,connected_divergent,1,1,anointednetworks/TradingAgents,False
05bc6649cb6c60229cfd4f87769c1ab5ea6e13e2,connected_divergent,1,1,twmmason/TradingAgents,False
05c3602a770a6489f6417a8caf3f3d46500fa2f5,connected_divergent,1,1,anointednetworks/TradingAgents,False
05c3f7bdf44aeee70e509cca128ec4057d7e8497,connected_divergent,1,1,Rurdoo/TradingAgentsJules,False
05d7022c5a5e9d96a26bffb72d5f84ac2fffd5bd,connected_divergent,1,1,ywliow/tradingagents,False
05dfcf1725869786e18afc8e00d47392a0e7ca18,connected_divergent,1,1,rajatvarna/TradingAgents,False
05e3701fad6e9681c96aa15c7fadc5a7a520cdc4,connected_divergent,1,1,Rain1601/trading-agents.study,False
05ead94b2efdb42778f21b6150f306808541c493,connected_divergent,1,1,liuxi1211/TradingAgents,False
05ed839d88175310433a146a289cd9af4a405145,connected_divergent,1,1,GKV22/TradingAgents,False
05f548f1750a0ac7c2713bd8b836aea144d5e6be,connected_divergent,1,1,splumber/TradingAgents,False
05fc7be05788054814a55b8fff96fa1f704d9a49,connected_divergent,1,1,melonicecream/TradingAgents,False
05ff663a63f2fb3f4ebafffeb095b20f187c06c6,connected_divergent,1,1,autotntfan/TradingAgents,False
06032547d4701f88a294dd5b81e93eb992b2450c,connected_divergent,1,1,SteveTuking/TradingAgents,False
060ae8534ae5e62c985348695ce3d4e3455986a0,connected_divergent,1,1,jianyu95/TradingAgents,False
061db7ce7763047a60f4bab4dfc77b88a2792bb1,connected_divergent,1,1,franciiscocg/TradingAgents,False
062260fc307fc9f59a6a52e45a15cb92a024a599,connected_divergent,1,1,TeplrGuy/TradingAgents,False
062e6f1080168a720a4eed7a527bbd4e9b8735dd,connected_divergent,1,1,bgscr/TradingAgents,False
0646dcffd8a6f75b1066b58ea9ddb9083b163441,connected_divergent,1,1,Chicken2k/TradingAgents,False
0649bb153709210f62c7ba13ed8f6e829e056d99,connected_divergent,1,1,weijianz-opc/TradingAgents,False
065a0ba3a84c80ce95395c2be50cd00153f94b6c,connected_divergent,1,1,QuantumLeap-us/TradingAgents,False
06610d7aad93b6bf42528d248199a1d18c73c901,connected_divergent,1,1,flo007ro/TradingAgents,False
0669262fd6f445fdb722545bc13e9cc1807bd430,connected_divergent,1,1,CWFred/TradingAgents,False
0676e2f0f52475f9caff52b63b1b3c2b15a961db,connected_divergent,1,1,taka-44report/TradingAgents,False
06859104e8d866af043085e3c186578251644312,connected_divergent,1,1,yang1002378395-cmyk/TradingAgents,False
069b4abbe5dceaf2206c445b51e928761d3bb974,connected_divergent,1,1,cryptopepy/TradingAgents,False
06ab98d837da5b9fe93c7eefd76b5c6f3d137384,connected_divergent,1,1,samchenku/TradingAgents,False
06ac1254e6f0cd950072a2aa79318e88cacc018a,connected_divergent,1,1,SingTheCode/TradingAgents,False
06bf214d8098e623a4edd4bd7127a5366a64dd83,connected_divergent,1,2,exLgmFGWXauKFOH/TradingAgents-,False
06c5077f7d6e9bb8f666ff2b4867f82aa66f5eca,connected_divergent,1,1,damschmitty/TradingAgents,False
06e4b4945910530efbebc2cf0b1a6e59e7ea1430,connected_divergent,1,1,mamtho/TradingAgents,False
06ea485c7f5371307455158c4fa61f70a490ce1f,connected_divergent,1,1,wxx-neolix/MultiAgents,False
06fe81621d7caea753aa94015840cbd76e181b93,connected_divergent,1,1,gtpooniwala/TradingAgents,False
0708f41c62d1ab27905b5fae59ce57059eccd7d9,connected_divergent,1,1,ZQland/TradingAgents,False
07118312191f7c903e5143b65aa5092c97cc44c4,connected_divergent,1,1,Jackson2002/TradingAgents,False
071d5f8d0242eff98de89525f0086ce654fe7f5b,connected_divergent,1,1,jasonnickel-org/TradingAgents,False
07456d97b352bcdb1672bdb82029088c51053063,connected_divergent,1,1,thewebevangelist/TradingAgents,False
07712a97148c6a894b03f43df54f3d21e68cf787,connected_divergent,1,1,Team-boy/TradingAgents,False
077918abf503a3f54d00793206186c39a514c12e,connected_divergent,1,1,dandde/TradingAgents,False
07822fe46621e87fc2ad4325e6fdf52cc36448c8,connected_divergent,1,1,fedrick9000/TradingAgents,False
079274c819cafa8b146212c4cf766216cd844a82,connected_divergent,1,1,jepli-1225/TradingAgents,False
07b22c12179e7fac27faba77827db20c133a278e,connected_divergent,1,1,Chu-Wx/TradingAgents,False
07be703c6950671776aa0ff2132c11a89a8bdcd8,connected_divergent,1,1,hosamn/TradingAgents,False
07cc722e19ca33f06b9f347e9b1495b3c52b5602,connected_divergent,1,1,Andolini001/TradingAgents,False
07eb2156aa384cc476cd1fb7d5762369814ec5ca,connected_divergent,1,1,OliverPanda/TradingAgents,False
07ef817a0ebdef325c38a6426630e7f888f2d603,connected_divergent,1,1,gaobizz/TradingAgents,False
0806a8827d9fe597548a214dd5c7f24d7e81de38,connected_divergent,1,1,sunny-cloud01/TradingAgents,False
080f4f15888d73b8e053e21638494492c95411b0,connected_divergent,1,1,Amanzgr8/TradingAgents,False
0820d186d8777a481238e05d87929136e627d410,connected_divergent,1,1,Nanjiifr/TradingAgents,False
08230f4dcb1f2ea4f138579344c9535ed069ff6a,connected_divergent,1,1,zhangdongliang1025/TradingAgents,False
082b4be5383edf8f09efa345c8e39f808954ec7f,connected_divergent,1,1,AyushKar2005/TradingAgents,False
084b9cf45b0ee7ffd4c6bec9229842d6a5ab1a0d,connected_divergent,1,2,sidhunt/TradingAgents,False
084f9c5df8d329198355a76ccb0a1b67b0abf93a,connected_divergent,1,1,two2sides/TradingAgents,False
0868b07c9240118bfbd27d336a7a7594c54d7797,connected_divergent,1,1,taka-44report/TradingAgents,False
0873335c2625b7a59c97abe80c5d89becad1becc,connected_divergent,1,1,grandgen/TradingAgents,False
0876beda304ec8c7c7e019304ba84cfec54443b7,connected_divergent,1,1,landerhe/TradingAgents,False
087ffda1cc8b188b49340ce12f8c7adf918e6a98,connected_divergent,1,1,tiffanychum/TradingAgents,False
0892c5cad18736bba3caa1fc87c41205026ea10a,connected_divergent,1,1,agatha-miao/TradingAgents,False
089b1c373fc6af6043e4845e5cf7941e807251cb,connected_divergent,1,1,mgh3326/TradingAgents,False
08a106558107c6953b20256299394b7978694759,connected_divergent,1,1,LegrandT/TradingAgents,False
08a14c86a72ee5066ba0a472a10a31db49374a4d,connected_divergent,1,1,CWFred/TradingAgents,False
08ad353b4730fb923f496d99a48ffe03748c999c,connected_divergent,1,1,kennedy12335/TradingAgents,False
08d92496488c62e7ea1338778eed3f08d818f619,connected_divergent,1,1,EchoCharlie8/TradingAgents,False
08f0fec7892ad248d0e6484a161fa0a6d142c21c,connected_divergent,1,1,arghhhhh/TradingAgents,False
08fba71669e16e16917642e80a5c115a04ef93e2,connected_divergent,1,1,0x-genesys/TradingAgents,False
08fd17634bb1b367f09c86ff9fce2e60eedbc67f,connected_divergent,1,1,nornen0202/TradingAgents,False
090635ded5ae1676b3c19249a0112589ca739f94,connected_divergent,1,2,thanhtungbtlg-a11y/TradingAgents,False
0909b9b30bb8e69a6d56419743be9a0d2d9c23fb,connected_divergent,1,1,xaxy55/TradingAgents,False
09246607245b4c56a417d1fd8efb77b7eeb4dc9d,connected_divergent,1,1,selvakumarEsra/TradingAgents,False
095efbf98350513f94546a7f123de65500375fb4,connected_divergent,1,1,ZadbanoPaul/TradingAgents,False
09668128d5826da8d33cfebcd84c46d2b869fd7f,connected_divergent,1,1,Premkumar09/TradingAgents,False
0972084c18465c964204c1af6dbf5d30b7437d86,connected_divergent,1,1,aniketshukla1/TradingAgents,False
097ac50e4308164e3d256fd578b6ffe7b5f1cac5,connected_divergent,1,1,iks9245/TradingAgents,False
097aedce430119e6cd2dd7a0d96e8e40d553cc3c,connected_divergent,1,1,Mgiri1234/TradingAgents_llm,False
097e0020ca6447c04803024849401243afae5813,connected_divergent,1,1,xinleexin/TradingAgents,False
097e017a727925c968e1e2ae633b4eaae0180324,connected_divergent,1,1,z1r1f1/TradingAgents,False
098393fca27f421efbdeb3ac25bedab048777c00,connected_divergent,1,1,Zhangbu/TradingAgents,False
0994c7b7e43d33b060e0b872cc19c7b2211b9ce9,connected_divergent,1,1,makoc0704/TradingAgents,False
099a0c35b32def631cd1da2f49458b71c6f9466a,connected_divergent,1,1,Eddieargenal/TradingAgents,False
099ea7dc72a6f8b20f3db42763431bb9405ba88b,connected_divergent,1,1,haoyuhu/TradingAgents,False
09ac143d50c37e1d0425134b100838f3996aec7a,connected_divergent,1,1,noopy-li/TradingAgents,False
09c62fc04c7caef3a48adbc9606e18262f9e85b1,connected_divergent,1,1,executiveusa/cheggie-TradingAgents,False
09d03c5dafe2879709cd277e7195cef525cec152,connected_divergent,1,1,adeotale27/TradingAgents,False
09e9ed50112a66462dcb92bc7ee8f212cb3c3ca6,connected_divergent,1,1,taariqnazar/TradingAgents,False
09fa106532d0fa0a7c1966502097eb472a9d241c,connected_divergent,1,1,ndsgbm-web/TradingAgents,False
0a0b1f1ea6f510c023196755626eff2afe064964,connected_divergent,1,1,infinityat0/TradingAgents,False
0a4c7a02839714e353db027c4ca7227c7e494289,connected_divergent,1,1,CWFred/TradingAgents,False
0a630832a2859b30494a46de545c807ced750865,connected_divergent,1,1,Leathal1/TradingAgents,False
0a671ca58bf5ee992ae4adb185d35fe8bf393d7c,connected_divergent,1,1,avinash4code/TradingAgents,False
0a67b780fbac31cb75fc959e93ddf2e0aa145a4e,connected_divergent,1,1,kinglonghao/TradingAgents,False
0a6844e18b8a4c9d0d1d0861e8752af0d340ee5a,connected_divergent,1,1,zhanghualin0/TradingAgents,False
0a6f08094e21fa70b70e5968990a5fe3b37f84cf,connected_divergent,1,1,melonicecream/TradingAgents,False
0a8db900a21cb29ddf97b4d8070ba74ffb93a4f5,connected_divergent,271,272,00make/TradingAgents;020gzh/TradingAgents;1124322449/TradingAgents;2313424939/TradingAgents;5mehulhelp5/TradingAgents,False
0a915e5b1b03f81f2a5cb3f01e28ee920e10f345,connected_divergent,1,1,jerrylee529/TradingAgents,False
0a9f4d666576c7af86a83f136dcc779842d49220,connected_divergent,1,1,ehfazrezwan/tradingagents,False
0ab066ee966f9e7ec52bc2d258a86451ff3c25ec,connected_divergent,1,1,chitboon/TradingAgents,False
0ada48037f32a8fba4925a836b2187102c0b782e,connected_divergent,1,2,SpinStateLabs/TradingAgents,False
0ade7b87bf26753291ecdd1ba91e7340f25bfab3,connected_divergent,1,1,stratpicker/TradingAgents,False
0afc82882bcf4c347b839a3dcc00cb7216229fe7,connected_divergent,1,1,matsebas/TradingAgents,False
0b0185681b72fa2210359fae625f500199fa22de,connected_divergent,1,1,victorzhang674-crypto/TradingAgents,False
0b0584de3394a158646925a3293c0245a0e304ed,connected_divergent,1,1,mstxus/TradingAgents,False
0b13145dc0e145fad9e09298ae7c66ba729f38b0,official_history_reachable,9,9,Broodingspace/TradingAgents;MKSP2015/TradingAgents;SeamanPilot/TradingAgents;astabile/tradingagents;jaylfronteras/TradingAgents,False
0b257c7707308de41534b71ce61a596b69ad473d,connected_divergent,1,1,FreeRotate/TradingAgents,False
0b2d24a4acd1b47efe09f3c11c06d486bfb57689,connected_divergent,1,1,OldDriverPickMeUp/TradingAgents,False
0b3ab81e6b082c654deaff687f190ddf173b0e4f,connected_divergent,1,1,ohenak/TradingAgents,False
0b4be662e92f6ce268023159ba1abd3c0c8180d1,connected_divergent,1,1,rickieplin/TradingAgents,False
0b4e2d22908c9cd8748d47677cfa3de6c76f227c,connected_divergent,1,1,luohy15/TradingAgents,False
0b512927f1a073dc3bb41d418d4347ec0a516d61,connected_divergent,1,1,nornen0202/TradingAgents,False
0b5989ea6bf97766c8a51042f96de767b91e2052,connected_divergent,1,1,dunkeke/TradingAgents-test,False
0b61effd6cebc7ec27e6f8aab0ac2fb9188774f6,official_history_reachable,2,2,jejered89-byte/TradingAgents;yang63102625-spec/TradingAgents,False
0b6954f06f36bb5a84752b424d86581a101e7083,connected_divergent,1,1,ahmedRabieMohamed/TradingAgents,False
0b6ddfcb02f3de151e56dc3c7eb3878057561643,connected_divergent,1,1,Yansy22/TradingAgents,False
0b7619b501933083d33dc51b0a6d786569b98348,connected_divergent,1,1,yang1002378395-cmyk/TradingAgents,False
0b89963d42d2175d88b9a9ee205ac7fbe81379b5,connected_divergent,1,1,hongwangmeigu/TradingAgents,False
0b90bfaad6554e3344d610ab408b71d31638e9dd,connected_divergent,1,1,Shane-12138/TradingAgents,False
0b9404b33ed260db311de4b351aa8d1ed9351816,connected_divergent,1,1,mohitsudhakar/AgenticWhales,False
0b943002b37c6f4e1baf224aed1e0c3de8912a94,connected_divergent,1,1,vishalxtyagi/TradingAgents,False
0ba657ea871bb899ec3ecf237784f9b7acc2d27d,connected_divergent,1,1,fazliberkordek/TradingAgents,False
0ba9fee2414c6aa59f3a100b0aa7072d36bcc4f2,connected_divergent,1,1,utmagic/TradingAgents,False
0bb5cce35328908955bc8135f06847d212b90b77,connected_divergent,1,1,ivanleekk/TradingAgents,False
0bdba518e0a0e2b5d68dcb9e07b306be566adb33,connected_divergent,1,1,CWFred/TradingAgents,False
0be68da86773526887327d1082ec55eb171173ab,connected_divergent,1,1,joohans/TradingAgents,False
0bfc74f65dd7694efc2924831e03fd85ad859462,connected_divergent,1,1,jevans3/TradingAgents,False
0c1231a4057c4348d5f1fa1f45c1002921b0d035,official_history_reachable,8,8,bingka2004/TradingAgents;deep-innovator/TradingAgents;jzequn/TradingAgents;lynn8566/TradingAgents;lyx-IC/TradingAgents,False
0c2b04a04dfa612b0daecddc2b730e0b756dce8f,connected_divergent,1,1,yang1002378395-cmyk/TradingAgents,False
0c333243a168d3b6cb6d731fa11687964c44a212,connected_divergent,1,1,buster250/TradingAgents,False
0c49a861294f9732f36ac4c90d16387f041b9033,connected_divergent,1,1,immzz/TradingAgents,False
0c4ecdb205d02a761b2d19c2436eaec0404f60fe,connected_divergent,1,1,anointednetworks/TradingAgents,False
0c7530c4f2b3fb3cbdedb9f3e2522e0bf68dd91b,connected_divergent,1,1,agatha-miao/TradingAgents,False
0c866ffacdb0bba8f47154e53d3b1445bbf3ad4b,connected_divergent,1,1,t114368508-Andy/TradingAgents,False
0c867100bce26ce145c40bdc8bcf16898f56439b,connected_divergent,1,1,asadabbasi200/TradingAgents,False
0c93669886f30fd5006943b78eec10342fa4232f,connected_divergent,1,1,guiyu/TradingAgents,False
0ccfc00a2073894da123d3cde831f0bd5f0f6424,connected_divergent,1,1,KforKelvin/TradingAgents,False
0ce87b20e5b74f407adced22c47d61d5fad5ef85,connected_divergent,1,1,AINightCoder/contribute_TradingAgents,False
0ced629003d9bd32bceca8f0874c96201b215cf1,connected_divergent,1,1,LeonWTW/TradingAgents,False
0d2641596602eef754e26376f223c6bca4f7fe30,connected_divergent,1,1,allenchen6166/TradingAgents,False
0d31da3376d0d4f8cfc61f310da89d8f6faf17f6,connected_divergent,1,1,tmurphy86/TradingAgents,False
0d348dddc3be4736a5050fb6bec18fe6ac2fd12d,connected_divergent,1,1,mrbob-git/TradingAgents,False
0d5faf6382f07ae5e5ab449de44a92f53015b7ce,connected_divergent,1,1,langeandreas/TradingAgents,False
0d6c16e20c8998b4794e3c3b29a13b3d2d98a838,connected_divergent,1,1,hang666/TradingAgents,False
0d7667d64311444075a9c71c2fdf3d6c8698b55c,connected_divergent,1,1,rbhaskar2/TradingAgents,False
0d87fbf08fbe4d4e73b623b9794eb3fcae773b33,connected_divergent,1,1,zatmonkey/TradingAgents,False
0d9c1f3952364977c27260018aa29954bb7c7aaa,connected_divergent,1,1,viditaggarwal/TradingAgents,False
0d9d65df4caff00bb99dd643447cf7a277ac0431,connected_divergent,1,1,DANIELKILONZI/TradingAgents,False
0da6b1425792c2c0d9618c08ddd9eacd11a78036,connected_divergent,1,1,dunkeke/TradingAgents-test,False
0db027752a3af12208f3322f4cc84c91dea9a8b9,connected_divergent,1,1,sampadrout/TradingAgents,False
0db0c29ba68658a7c3882f7fffa9d882c3e001f1,connected_divergent,1,1,justinpreston/TradingAgents,False
0db66ab27f8bcd51b0faf89f42fb1241d1481bcc,connected_divergent,1,1,CWFred/TradingAgents,False
0dbd151bd93ae269b84789b1025e7683418121af,connected_divergent,1,1,qwikzotik/tradingagents,False
0dc7bae7562b3f0784951d70c78490c18370164a,connected_divergent,1,1,coo1kid1412/TradingAgents,False
0df1cbe998e51800d3b493b18064981d4b8af147,connected_divergent,1,1,yptse123/TradingAgents,False
0df5f8c8149b5a9c344fb03c3aef156edf776f66,disconnected_divergent,1,1,LingXuanTech/HeavenlyMechanicPavilion,False
