formation_month,specialist_count,round_robin_passes,speaking_turns,initial_disagreement_rate,final_disagreement_rate,unanimous_after_debate_rate,mean_absolute_opinion_change,finite_scores,buy_consensus_count,sell_consensus_count
2015-01-31,3,2,6,0.6992840095465394,0.27088305489260145,0.7291169451073986,0.25382411372641267,953,475,478
2015-02-28,3,2,6,0.7114014251781473,0.30641330166270786,0.6935866983372921,0.26423360325454026,955,473,482
2015-03-31,3,2,6,0.70260663507109,0.2985781990521327,0.7014218009478673,0.2539139696274442,958,473,485
2015-04-30,3,2,6,0.7125890736342043,0.32066508313539194,0.6793349168646081,0.2622917818227389,961,485,476
2015-05-31,3,2,6,0.6635071090047393,0.26303317535545023,0.7369668246445498,0.24590259299225,962,475,487
2015-06-30,3,2,6,0.6467780429594272,0.2756563245823389,0.7243436754176611,0.23916090928531258,961,496,465
2015-07-31,3,2,6,0.6383233532934132,0.25269461077844313,0.7473053892215569,0.2397142009770673,962,476,486
2015-08-31,3,2,6,0.6758373205741627,0.2799043062200957,0.7200956937799043,0.2524238319039957,964,479,485
2015-09-30,3,2,6,0.6674641148325359,0.28588516746411485,0.7141148325358851,0.24700464347146356,963,484,479
2015-10-31,3,2,6,0.7037037037037037,0.2998805256869773,0.7001194743130227,0.2615463907670464,967,470,497
2015-11-30,3,2,6,0.694047619047619,0.3202380952380952,0.6797619047619048,0.2559980841015795,971,479,492
2015-12-31,3,2,6,0.6789976133651552,0.28042959427207637,0.7195704057279236,0.2535238102753307,968,501,467
2016-01-31,3,2,6,0.6686251468860165,0.26321974148061106,0.736780258519389,0.2499951823446878,973,480,493
2016-02-29,3,2,6,0.6969339622641509,0.2865566037735849,0.7134433962264151,0.2579703900522301,969,487,482
2016-03-31,3,2,6,0.7494117647058823,0.3423529411764706,0.6576470588235294,0.27684923139025785,970,475,495
2016-04-30,3,2,6,0.7580452920143027,0.34088200238379024,0.6591179976162098,0.2804434063488434,970,468,502
2016-05-31,3,2,6,0.7284688995215312,0.3253588516746411,0.6746411483253588,0.26666293009890746,971,471,500
2016-06-30,3,2,6,0.7054631828978623,0.31235154394299286,0.6876484560570071,0.25861782449085624,973,490,483
2016-07-31,3,2,6,0.7282352941176471,0.28352941176470586,0.7164705882352941,0.2668462189881819,980,475,505
2016-08-31,3,2,6,0.6920332936979786,0.28656361474435194,0.713436385255648,0.25671495326298355,978,498,480
2016-09-30,3,2,6,0.6894484412470024,0.30455635491606714,0.6954436450839329,0.2574961838655221,972,490,482
2016-10-31,3,2,6,0.6967895362663495,0.27705112960760997,0.72294887039239,0.2559543019305831,978,483,495
2016-11-30,3,2,6,0.7070828331332533,0.28811524609843936,0.7118847539015606,0.25808096272085385,977,480,497
2016-12-31,3,2,6,0.75,0.3357487922705314,0.6642512077294686,0.26964055722181784,974,480,494
2017-01-31,3,2,6,0.7318235995232419,0.32419547079856975,0.6758045292014303,0.2648694772733916,973,473,500
2017-02-28,3,2,6,0.7410071942446043,0.3213429256594724,0.6786570743405276,0.26555257257064485,971,476,495
2017-03-31,3,2,6,0.7074910820451843,0.2734839476813318,0.7265160523186682,0.25041326366304745,972,460,512
2017-04-30,3,2,6,0.6737841043890866,0.27283511269276395,0.727164887307236,0.2455502921980243,973,461,512
2017-05-31,3,2,6,0.6819787985865724,0.24263839811542992,0.7573616018845701,0.2466156249293967,971,466,505
2017-06-30,3,2,6,0.7064439140811456,0.3042959427207637,0.6957040572792362,0.2646878431006731,962,462,500
2017-07-31,3,2,6,0.7142857142857143,0.3202380952380952,0.6797619047619048,0.2584017552424967,968,464,504
2017-08-31,3,2,6,0.6952380952380952,0.30357142857142855,0.6964285714285714,0.25442941636277144,968,456,512
2017-09-30,3,2,6,0.6931407942238267,0.309265944645006,0.690734055354994,0.25635780927092866,964,474,490
2017-10-31,3,2,6,0.6642685851318945,0.2865707434052758,0.7134292565947242,0.24374381137638995,966,470,496
2017-11-30,3,2,6,0.6855421686746987,0.28674698795180725,0.7132530120481928,0.25607563110341364,971,490,481
2017-12-31,3,2,6,0.6762936221419976,0.29001203369434414,0.7099879663056559,0.2524245797452378,972,475,497
2018-01-31,3,2,6,0.6255924170616114,0.24170616113744076,0.7582938388625592,0.23603195279273442,978,480,498
2018-02-28,3,2,6,0.638196915776987,0.25504151838671413,0.7449584816132859,0.2347908985453692,977,482,495
2018-03-31,3,2,6,0.6781883194278904,0.266984505363528,0.733015494636472,0.24925438867646543,973,477,496
2018-04-30,3,2,6,0.7014388489208633,0.26618705035971224,0.7338129496402878,0.25355487984173275,978,470,508
2018-05-31,3,2,6,0.6377858002406739,0.24067388688327315,0.7593261131167268,0.23939447038039544,972,478,494
2018-06-30,3,2,6,0.6852300242130751,0.2796610169491525,0.7203389830508474,0.25113154483574546,968,479,489
2018-07-31,3,2,6,0.6642424242424242,0.2884848484848485,0.7115151515151515,0.2498840919966973,974,478,496
2018-08-31,3,2,6,0.6224611708482676,0.24014336917562723,0.7598566308243727,0.2347641815055718,977,464,513
2018-09-30,3,2,6,0.6419161676646706,0.24311377245508983,0.7568862275449102,0.24270054742304284,973,474,499
2018-10-31,3,2,6,0.6992753623188406,0.2971014492753623,0.7028985507246377,0.253947061976703,970,476,494
2018-11-30,3,2,6,0.7048192771084337,0.3156626506024096,0.6843373493975904,0.26320295972349145,974,499,475
2018-12-31,3,2,6,0.6622754491017964,0.29221556886227545,0.7077844311377246,0.2547792033038065,971,485,486
2019-01-31,3,2,6,0.7783075089392133,0.35876042908224076,0.6412395709177592,0.28263684812073003,972,452,520
2019-02-28,3,2,6,0.7350835322195705,0.3221957040572792,0.6778042959427207,0.27355512797223785,970,480,490
2019-03-31,3,2,6,0.7187127532777116,0.3098927294398093,0.6901072705601907,0.2680820374572063,964,478,486
2019-04-30,3,2,6,0.7415865384615384,0.32091346153846156,0.6790865384615384,0.2704159258568697,965,464,501
2019-05-31,3,2,6,0.7278250303766707,0.30741190765492105,0.692588092345079,0.2652630728389826,963,467,496
2019-06-30,3,2,6,0.7703523693803159,0.3487241798298906,0.6512758201701093,0.28177702459545856,961,470,491
2019-07-31,3,2,6,0.7435897435897436,0.30036630036630035,0.6996336996336996,0.26751169318263,961,470,491
2019-08-31,3,2,6,0.7363304981773997,0.3001215066828676,0.6998784933171325,0.2595347969727811,963,470,493
2019-09-30,3,2,6,0.8,0.37575757575757573,0.6242424242424243,0.28987994168149445,966,484,482
2019-10-31,3,2,6,0.7295980511571255,0.27649208282582216,0.7235079171741778,0.2676333919552495,968,487,481
2019-11-30,3,2,6,0.705237515225335,0.30450669914738127,0.6954933008526187,0.2646300774732009,967,485,482
2019-12-31,3,2,6,0.7539585870889159,0.3105968331303289,0.6894031668696712,0.27262438896295543,966,473,493
2020-01-31,3,2,6,0.7078787878787879,0.2824242424242424,0.7175757575757575,0.2578751352576088,963,480,483
2020-02-29,3,2,6,0.6900726392251816,0.28329297820823246,0.7167070217917676,0.2517206310987431,957,461,496
2020-03-31,3,2,6,0.628361858190709,0.24572127139364303,0.7542787286063569,0.23593789168649998,948,467,481
