formation_month,specialist_count,round_robin_passes,speaking_turns,initial_disagreement_rate,final_disagreement_rate,unanimous_after_debate_rate,mean_absolute_opinion_change,finite_scores,buy_consensus_count,sell_consensus_count
2020-04-30,3,2,6,0.7158536585365853,0.2975609756097561,0.7024390243902439,0.2628733348441214,955,479,476
2020-05-31,3,2,6,0.6718938480096501,0.27020506634499397,0.729794933655006,0.24556987808234831,958,474,484
2020-06-30,3,2,6,0.6977025392986699,0.313180169286578,0.686819830713422,0.2537025847525036,958,466,492
2020-07-31,3,2,6,0.631578947368421,0.2284688995215311,0.7715311004784688,0.2261707038710465,961,462,499
2020-08-31,3,2,6,0.6559139784946236,0.25089605734767023,0.7491039426523297,0.2401287051031289,959,482,477
2020-09-30,3,2,6,0.6442307692307693,0.27884615384615385,0.7211538461538461,0.23762898728686174,951,466,485
2020-10-31,3,2,6,0.6847826086956522,0.27898550724637683,0.7210144927536232,0.2547029384284854,946,461,485
2020-11-30,3,2,6,0.7168674698795181,0.27951807228915665,0.7204819277108434,0.2649387204375205,940,451,489
2020-12-31,3,2,6,0.715158924205379,0.29706601466992666,0.7029339853300733,0.26294515171683647,933,453,480
2021-01-31,3,2,6,0.6344743276283619,0.2176039119804401,0.78239608801956,0.23721083183129238,930,466,464
2021-02-28,3,2,6,0.7210144927536232,0.3188405797101449,0.6811594202898551,0.26108383618954883,932,463,469
2021-03-31,3,2,6,0.6958637469586375,0.2895377128953771,0.7104622871046229,0.26369391450631074,932,451,481
2021-04-30,3,2,6,0.6840796019900498,0.27114427860696516,0.7288557213930348,0.2530407573434673,931,460,471
2021-05-31,3,2,6,0.667910447761194,0.26616915422885573,0.7338308457711443,0.25286910575003174,934,476,458
2021-06-30,3,2,6,0.6787954830614805,0.2685069008782936,0.7314930991217063,0.2480540380122501,922,453,469
2021-07-31,3,2,6,0.6153846153846154,0.2369727047146402,0.7630272952853598,0.2316494943516147,931,465,466
2021-08-31,3,2,6,0.6468401486988847,0.241635687732342,0.758364312267658,0.24076293046619487,929,469,460
2021-09-30,3,2,6,0.6947890818858561,0.31017369727047145,0.6898263027295285,0.253788194044584,929,481,448
2021-10-31,3,2,6,0.6448019801980198,0.24752475247524752,0.7524752475247525,0.2434727552098548,928,480,448
2021-11-30,3,2,6,0.6308068459657702,0.2396088019559902,0.7603911980440098,0.23765769656027275,937,467,470
2021-12-31,3,2,6,0.6805896805896806,0.2936117936117936,0.7063882063882064,0.2561791130348483,939,469,470
2022-01-31,3,2,6,0.7158403869407497,0.32043530834340994,0.6795646916565901,0.26415201578480546,953,465,488
2022-02-28,3,2,6,0.7294685990338164,0.33816425120772947,0.6618357487922706,0.26852302672933015,954,461,493
2022-03-31,3,2,6,0.7247596153846154,0.3269230769230769,0.6730769230769231,0.2686300039662729,952,462,490
2022-04-30,3,2,6,0.7049576783555018,0.32043530834340994,0.6795646916565901,0.25670287544033155,959,471,488
2022-05-31,3,2,6,0.762545899632803,0.3402692778457772,0.6597307221542228,0.2701409109113662,964,474,490
2022-06-30,3,2,6,0.7475609756097561,0.3378048780487805,0.6621951219512195,0.27611965304339187,969,492,477
2022-07-31,3,2,6,0.7401197604790419,0.3209580838323353,0.6790419161676646,0.26998525086435937,982,478,504
2022-08-31,3,2,6,0.7282479141835518,0.3170441001191895,0.6829558998808105,0.2697464729566399,981,476,505
2022-09-30,3,2,6,0.7142857142857143,0.2904761904761905,0.7095238095238096,0.26499936493364235,985,492,493
2022-10-31,3,2,6,0.7005988023952096,0.2754491017964072,0.7245508982035929,0.2531550669657955,988,475,513
2022-11-30,3,2,6,0.7205707491082045,0.31747919143876335,0.6825208085612366,0.2694383365238341,988,477,511
2022-12-31,3,2,6,0.7243436754176611,0.3162291169451074,0.6837708830548926,0.2664795706223162,982,484,498
2023-01-31,3,2,6,0.7585394581861012,0.31919905771495877,0.6808009422850412,0.2764432678576606,981,461,520
2023-02-28,3,2,6,0.7205188679245284,0.28891509433962265,0.7110849056603774,0.26140771024874315,982,499,483
2023-03-31,3,2,6,0.7016317016317016,0.30652680652680653,0.6934731934731935,0.2565490771129614,981,473,508
2023-04-30,3,2,6,0.7116060961313013,0.29425556858147717,0.7057444314185228,0.26462932084565893,985,474,511
2023-05-31,3,2,6,0.6948356807511737,0.3004694835680751,0.6995305164319249,0.26468031523986146,983,475,508
2023-06-30,3,2,6,0.6862514688601645,0.27614571092831963,0.7238542890716804,0.26195073739614355,981,477,504
2023-07-31,3,2,6,0.7053990610328639,0.2981220657276995,0.7018779342723005,0.26846759819032545,980,489,491
2023-08-31,3,2,6,0.6947368421052632,0.27251461988304093,0.7274853801169591,0.2614940865466071,984,491,493
2023-09-30,3,2,6,0.6960093896713615,0.28169014084507044,0.7183098591549296,0.2609230629881579,980,484,496
2023-10-31,3,2,6,0.7069167643610785,0.29308323563892147,0.7069167643610785,0.26179808097445856,979,473,506
2023-11-30,3,2,6,0.7122641509433962,0.3007075471698113,0.6992924528301887,0.2656277040375931,976,491,485
2023-12-31,3,2,6,0.7341176470588235,0.3341176470588235,0.6658823529411765,0.27482105847866106,976,495,481
2024-01-31,3,2,6,0.6658795749704841,0.26092089728453366,0.7390791027154664,0.2494892550170443,979,483,496
2024-02-29,3,2,6,0.6654888103651354,0.28032979976442873,0.7196702002355713,0.24866089980599218,979,485,494
2024-03-31,3,2,6,0.7056737588652482,0.2990543735224586,0.7009456264775413,0.26173943445507736,977,480,497
2024-04-30,3,2,6,0.7180094786729858,0.3033175355450237,0.6966824644549763,0.2636438484646394,978,482,496
2024-05-31,3,2,6,0.7212336892052195,0.30486358244365364,0.6951364175563464,0.26862803748581093,979,485,494
2024-06-30,3,2,6,0.7171597633136094,0.31479289940828403,0.685207100591716,0.2660199912817474,981,485,496
2024-07-31,3,2,6,0.7323113207547169,0.32075471698113206,0.6792452830188679,0.2713620821187472,982,487,495
2024-08-31,3,2,6,0.7429245283018868,0.3125,0.6875,0.27556354968586627,982,481,501
2024-09-30,3,2,6,0.7279151943462897,0.29328621908127206,0.7067137809187279,0.27052189950866234,980,483,497
2024-10-31,3,2,6,0.7134502923976608,0.2795321637426901,0.7204678362573099,0.26223017434661,979,481,498
2024-11-30,3,2,6,0.7122641509433962,0.30424528301886794,0.6957547169811321,0.26560613472219974,979,494,485
