month,candidate_excess_return
2022-04-30,-0.030459147145848523
2022-05-31,0.012392199175903213
2022-06-30,-0.04099887532842817
2022-07-31,0.03791498058189503
2022-08-31,-0.018846709370796775
2022-09-30,-0.01325482588776808
2022-10-31,0.029347274054594474
2022-11-30,0.04305700328956837
2022-12-31,-0.027729708908183076
2023-01-31,0.03740194033587157
2023-02-28,-0.0006528704015708635
2023-03-31,0.023550864528706014
2023-04-30,-0.012382460644369042
2023-05-31,0.010175979747128498
2023-06-30,0.02023887459358674
2023-07-31,0.017338398498102432
2023-08-31,-0.004957833399147178
2023-09-30,-0.011554660614635006
2023-10-31,-0.01726871693648631
2023-11-30,0.031135373147571168
2023-12-31,0.023537763538803384
2024-01-31,-0.0014843493201233313
2024-02-29,0.020568114597407018
2024-03-31,0.012181949452722884
2024-04-30,-0.016219826528193097
2024-05-31,0.012685462032074744
2024-06-30,0.001525062557492799
2024-07-31,0.004685557756192733
2024-08-31,0.006285158523068003
2024-09-30,0.0009436728682698317
2024-10-31,-0.006220055689742056
2024-11-30,0.007513061138421815
2024-12-31,-0.009851503658448148
2025-01-31,0.012110080616195592
2025-02-28,-0.004082055211859496
2025-03-31,-0.01576588574300449
