file,sha256,record_count,date_start,date_end,snapshot_or_update_date,paper_native_input_or_output,status
contest_trade/utils/cache/market_manager/csi1000_components_cache.json,60055fc13d91c6fc18171259e2ac98d82d5c3762c5d885a4f642bbc7824dd076,1000,20250630,20250630,20250630,False,released_market_metadata_cache_not_paper_experiment_panel
contest_trade/utils/cache/market_manager/csi300_components_cache.json,4aa8be5d68168dbc18318363073cdbbdf58da7d50568c148dfb759462ed0d062,300,20250630,20250630,20250630,False,released_market_metadata_cache_not_paper_experiment_panel
contest_trade/utils/cache/market_manager/csi500_components_cache.json,3dfebbe3adf2f6a0fd36d928dd72d6e134debb7d5e5bf83328a5db7801545a43,500,20250630,20250630,20250630,False,released_market_metadata_cache_not_paper_experiment_panel
contest_trade/utils/cache/market_manager/namechange_data.json,1a338a8c36f8038c989f7263c216248c2540d58442d7539cd37d2d14c97a52a6,9484,,,,False,released_market_metadata_cache_not_paper_experiment_panel
contest_trade/utils/cache/market_manager/stock_basic_cache.json,60f84fd67c4435f8b9f3cdd82bb66995d3658fdee4efb6b31f361f232dc1db2e,5426,,,,False,released_market_metadata_cache_not_paper_experiment_panel
contest_trade/utils/cache/market_manager/trade_calendar.json,490cc54361c085ab08a6936e4ec51b44ca8756dc0708cb966b7a39f08276f6e1,485,20240102,20251231,2025-08-20,False,released_market_metadata_cache_not_paper_experiment_panel
contest_trade/utils/cache/market_manager/us_stock_basic_cache.json,d1890e2bd9b51027eaba487b9c7c8f92e9cd6c81b72ab3a5ddaa13ea348fcf3a,123,,,,False,released_market_metadata_cache_not_paper_experiment_panel
