commit,committed_at,subject,tracked_files,data_contest_source_present,research_contest_source_present,native_structured_result_paths,native_structured_result_path_names,exact_original_v1_result_raster_paths,independently_regenerated_paper_results,paper_result_credit
b326a8acaccb9e4de66e8d21624154fc8c11ed82,2025-08-22T19:09:35+08:00,Merge branch 'dev',87,False,False,0,,assets/performance_comparison.jpg,0,False
92fce9cc479785044b2c930ab9458c80156d8402,2025-08-22T19:14:53+08:00,* add akshare check,87,False,False,0,,assets/performance_comparison.jpg,0,False
542f140bb0b14852ddcf26f5186cc6c3d57e4f77,2025-08-24T10:37:51+08:00,* fix akshare cache error,87,False,False,0,,assets/performance_comparison.jpg,0,False
7236f3310091ba66a55906b870711c65284feba2,2025-08-25T19:28:49+08:00,添加docker file,89,False,False,0,,assets/performance_comparison.jpg,0,False
01ce65b53015513af4f2d5e2f2bfda72dd4d4c5b,2025-08-26T14:20:06+08:00,feat: add DataContest system for factor evaluation and selection,93,True,False,0,,assets/performance_comparison.jpg,0,False
ec8139b838b356972338b3028d64bf461b2946d4,2025-08-26T19:38:59+08:00,Merge pull request #62 from lugesot/feature/add_docker,95,True,False,0,,assets/performance_comparison.jpg,0,False
4551aff132f3a2c3636fa0a37a1774ea7b9b05b9,2025-08-26T19:45:34+08:00,adjust dockerfile & readme,95,True,False,0,,assets/performance_comparison.jpg,0,False
184728eff2fe15a70b13ec4df53a176ea91b88a7,2025-08-26T19:47:28+08:00,Merge pull request #63 from iamzuoyou/zuoyou_dev,95,True,False,0,,assets/performance_comparison.jpg,0,False
86a80065261782f34bdc79b90912f4870c2f8eee,2025-08-26T19:51:18+08:00,update: integrate LightGBM predictor and fix selection logic,95,True,False,0,,assets/performance_comparison.jpg,0,False
76c02881613f8211e0f8973bd0eeeec7f6f4c5c7,2025-08-26T19:54:52+08:00,Merge pull request #65 from harooos/feat/add-data-contest-system,97,True,False,0,,assets/performance_comparison.jpg,0,False
9b5148b45ceb62713add983bc88e5a1a2cc227fd,2025-08-26T19:57:38+08:00,Merge pull request #66 from FinStep-AI/dev,97,True,False,0,,assets/performance_comparison.jpg,0,False
ae2623b8c3d453a4d5181e5603607f3f28fe8b65,2025-08-27T20:23:00+08:00,simplify main,97,True,False,0,,assets/performance_comparison.jpg,0,False
2ad4f371396ae21abd58ea5e9129f05dac8fb7cf,2025-08-27T20:26:23+08:00,add research_contest,100,True,True,0,,assets/performance_comparison.jpg,0,False
2c964c5213511e1bde5062f9b66ae18474a1f4c8,2025-08-27T20:36:44+08:00,Merge pull request #68 from iamzuoyou/zuoyou_dev,100,True,True,0,,assets/performance_comparison.jpg,0,False
16f88b9b748e4398e9a9327aa37e5f0d393e9c3b,2025-08-27T20:40:19+08:00,Merge pull request #69 from FinStep-AI/dev,100,True,True,0,,assets/performance_comparison.jpg,0,False
0ee264975c629315223d667ce536f2293e51b197,2025-08-28T18:08:10+08:00,update QR code,100,True,True,0,,assets/performance_comparison.jpg,0,False
d871477609a82bbb11c1ed70dfc5aa94686e6add,2025-08-28T19:57:34+08:00,fix main signal display,100,True,True,0,,assets/performance_comparison.jpg,0,False
5bf666fd9b0524d557c8bd5d02f2934774ceea6e,2025-08-28T20:02:54+08:00,Merge pull request #72 from iamzuoyou/zuoyou_dev,100,True,True,0,,assets/performance_comparison.jpg,0,False
97909e7d4fb8aa4b9fad87494f4bc02354ba4de5,2025-08-28T20:06:05+08:00,Merge pull request #73 from FinStep-AI/dev,100,True,True,0,,assets/performance_comparison.jpg,0,False
a56a1287f075d3fe5544f24507d304cfd22e242a,2025-08-28T20:58:22+08:00,fix: add prompt_toolkit version constraint for questionary compatibility,100,True,True,0,,assets/performance_comparison.jpg,0,False
aecd60d34acb78f2058f7e18979469abd9f8ac4d,2025-08-30T16:22:42+08:00,[feat] us data sources,103,True,True,0,,assets/performance_comparison.jpg,0,False
c35bf986ac32d18213411c6ddeaf0d9452ed1a4e,2025-08-30T16:24:05+08:00,Update fmp_utils.py,103,True,True,0,,assets/performance_comparison.jpg,0,False
e3194ba98617cf1069b7a192fe9bae964030751c,2025-08-30T19:53:22+08:00,删除新增sys path的逻辑,104,True,True,0,,assets/performance_comparison.jpg,0,False
2015725f5f71266680e721b305ee829bfc2b00b3,2025-08-31T04:16:49+08:00,Merge pull request #77 from stepfun-sunrui/us_feature_v1,104,True,True,0,,assets/performance_comparison.jpg,0,False
86d243e0170cc39c7e1b37ce13d62a1fcf0b4499,2025-08-31T04:18:46+08:00,* add us tools us config,112,True,True,0,,assets/performance_comparison.jpg,0,False
23f4fdae53f90df8ffbd165d7e41caca46f73553,2025-08-31T04:21:15+08:00,* update us config,112,True,True,0,,assets/performance_comparison.jpg,0,False
3eba9ba85f0093c4f15c7d1da8c60382eae730b8,2025-08-31T13:02:38+08:00,* fix some bugs in us market,112,True,True,0,,assets/performance_comparison.jpg,0,False
3a1387bc6e5356db7fe4e3c8237a9b4669adc777,2025-08-31T13:38:44+08:00,*  update config selection in cli,112,True,True,0,,assets/performance_comparison.jpg,0,False
eaf58f246521a37d26fedf12bd3bf56629789f64,2025-08-31T19:32:57+08:00,fix us_price_market language,112,True,True,0,,assets/performance_comparison.jpg,0,False
1001f573507228a20f062bc2dd8f414b1250cd55,2025-08-31T19:34:08+08:00,add english version cli,112,True,True,0,,assets/performance_comparison.jpg,0,False
c1085f2a482d4e47937729462b357ca0111dd04c,2025-09-01T14:51:14+08:00,update readme,117,True,True,0,,assets/performance_comparison.jpg,0,False
dd672d3a220607e98289047affca81c3652809a9,2025-09-01T14:59:00+08:00,Merge pull request #80 from iamzuoyou/zuoyou_dev,117,True,True,0,,assets/performance_comparison.jpg,0,False
81e65c40242cc4f9ae712bf018b0c9e872f93d22,2025-09-01T17:36:10+08:00,add version in cli,117,True,True,0,,assets/performance_comparison.jpg,0,False
7e960d01f7bba90c4e076fc8da59326838a861a5,2025-09-01T18:10:54+08:00,Merge pull request #82 from iamzuoyou/zuoyou_dev,117,True,True,0,,assets/performance_comparison.jpg,0,False
cea20fcbcda2614a80b7f487f73769321a293641,2025-09-12T16:09:37+08:00,Update config.yaml,117,True,True,0,,assets/performance_comparison.jpg,0,False
8e739c843ad0841991679cead3ba104538180c7e,2025-09-12T17:11:04+08:00,Add files via upload,117,True,True,0,,assets/performance_comparison.jpg,0,False
1a8893ba83d9a14506e96ddceb09f7c05a72dd6e,2025-09-12T17:31:00+08:00,add comments,117,True,True,0,,assets/performance_comparison.jpg,0,False
8714a802585b88c2ec9ceff2577aafc089700f5d,2025-09-12T19:17:39+08:00,update docker version to v2.0,117,True,True,0,,assets/performance_comparison.jpg,0,False
b017ffaa23eee5043163b4a11b5803b6da58fd0e,2025-09-12T19:18:58+08:00,Merge pull request #85 from iamzuoyou/zuoyou_dev,117,True,True,0,,assets/performance_comparison.jpg,0,False
02a533e3f03e1525a07873f358e6ab18cdfad7c2,2025-09-12T19:19:17+08:00,Merge pull request #86 from FinStep-AI/dev,117,True,True,0,,assets/performance_comparison.jpg,0,False
93e2299a2993f2c2d1bb6fbf9cfd1b51c998c385,2025-09-12T20:10:11+08:00,Add assertions for API key validation in LLM models,117,True,True,0,,assets/performance_comparison.jpg,0,False
98212162c7bc42f26ec740e90b594867919e87c0,2025-09-13T13:44:09+08:00,Merge pull request #84 from simon32123/main,117,True,True,0,,assets/performance_comparison.jpg,0,False
43a1ff3259648f984cdd8825b6f1b088bea520a3,2025-09-13T13:45:22+08:00,* update uv env,117,True,True,0,,assets/performance_comparison.jpg,0,False
79249b5ff48f115335041d2364f97fe370947daa,2025-09-13T20:16:30+08:00,* add default model provider,117,True,True,0,,assets/performance_comparison.jpg,0,False
5d9b6485446b4ced297b076e1e8416e68ebb31e2,2025-10-13T20:28:42+08:00,update report,117,True,True,0,,assets/performance_comparison.jpg,0,False
22432f9bbba5f1d6862d3b6b5508d4d882b40b94,2025-12-22T17:26:26+08:00,adjust defult readme,117,True,True,0,,assets/performance_comparison.jpg,0,False
