file,size_bytes,sha256,paper_result_artifact
contest_trade/tools/tool_prompts.py,5394,57f20cda855285c15aac77a19127043b142380af970a9b4ab329623730e842d5,False
contest_trade/tools/tool_utils.py,12382,269ac1733c5362d10f26d717557df7b34f569f923b8274a84035d94e47dcb47a,False
contest_trade/utils/akshare_utils.py,2106,a12b7a574c0883fd15ff59c8e6da4de2c530708a050c02de650ca19064517227,False
contest_trade/utils/alpha_vantage_utils.py,3795,38972d199316297f56c135972b33930be4d49027a6bc24dbabad3bd0183dd243,False
contest_trade/utils/cache/market_manager/csi1000_components_cache.json,114905,60055fc13d91c6fc18171259e2ac98d82d5c3762c5d885a4f642bbc7824dd076,False
contest_trade/utils/cache/market_manager/csi300_components_cache.json,34463,4aa8be5d68168dbc18318363073cdbbdf58da7d50568c148dfb759462ed0d062,False
contest_trade/utils/cache/market_manager/csi500_components_cache.json,57437,3dfebbe3adf2f6a0fd36d928dd72d6e134debb7d5e5bf83328a5db7801545a43,False
contest_trade/utils/cache/market_manager/namechange_data.json,301079,1a338a8c36f8038c989f7263c216248c2540d58442d7539cd37d2d14c97a52a6,False
contest_trade/utils/cache/market_manager/stock_basic_cache.json,1321685,60f84fd67c4435f8b9f3cdd82bb66995d3658fdee4efb6b31f361f232dc1db2e,False
contest_trade/utils/cache/market_manager/trade_calendar.json,8001,490cc54361c085ab08a6936e4ec51b44ca8756dc0708cb966b7a39f08276f6e1,False
contest_trade/utils/cache/market_manager/us_stock_basic_cache.json,14591,d1890e2bd9b51027eaba487b9c7c8f92e9cd6c81b72ab3a5ddaa13ea348fcf3a,False
contest_trade/utils/date_utils.py,1481,ead958aa95bcb17998d58ff342645734a2d074f997dcdcff39590d207d9dd55f,False
contest_trade/utils/finnhub_utils.py,8514,898b4b3ad1e47097442aca91f5e2479655d803558ed1fa90c10f71fc06e7cd53,False
contest_trade/utils/fmp_utils.py,16740,f3faedde92d5ad62bdd8fbbcdf319cdc80dee4b6f33e60f4bd434b23e7c4f41e,False
contest_trade/utils/llm_utils.py,442,df54b1ae4206563654d6ce6fb32706887f9315af4e6870a6cf9d7df12d9e73b6,False
contest_trade/utils/market_manager.py,40800,9ee554492cc6ea582ddf70ebf799a0a3fa5952ab722f28a7c63a243b627a040b,False
contest_trade/utils/market_utils.py,111,d0d347275a6ce1c4c88ec45b2aec9feb25503c4e104d07152f176c48796ec9c8,False
contest_trade/utils/polygon_utils.py,5818,330221d738417b5f70c6533d5d06224477101a4ffcfce3d3306fb7fa2b968a91,False
contest_trade/utils/stock_data_provider.py,24899,4a16e297d62dee23bf19ecfdbe9e9d95278c5cbebb49000ea33b8b1176d89384,False
contest_trade/utils/string_utils.py,605,3de213622c55ea3e466dc4c9c6904afc356ec0b960e2f3ed2db561e69767cff9,False
contest_trade/utils/tushare_provider.py,15313,f11f239b9a8390ba784407d42260f3d2bceadcd398fc1439012446ba7aa68390,False
contest_trade/utils/tushare_utils.py,14083,b104e5602afd35aff840116c42a44aed2415957bd91c254daa944f01c18d6e38,False
pyproject.toml,487,f74bad584b3d452aa9c5cabcb5983e5335db17f52ef19a0cd4e9fa1f51a9a90e,False
requirements.txt,183,bb4d9ae6afd058639137e0f37b2a7f8487957d7431728c88ef3e59b801943945,False
uv.lock,716311,5563509e7ae60e3c8e833ed54cc86d13fc1f9e503d074baf251a60fe861c1cb7,False
