paper_table,strategy_or_configuration,source_commit,source_path,source_sha256,source_function,yfinance_version_imported,live_yfinance_calls,price_input,price_input_sha256,action_evidence,native_cumulative_return_pct,native_sharpe_ratio,native_daily_volatility_pct,native_annualized_volatility_pct,native_max_drawdown_pct,maximum_absolute_error_against_audit_adapter,all_five_metrics_match_audit_adapter,paper_cells_matched,paper_cells_conflicted,paper_row_fully_matched,native_metric_function_evidence,native_agent_result_credit,parameterized_main_executed,parameterized_main_output_sha256,parameterized_main_warning_count,parameterized_main_stdout_nonempty,parameterized_main_maximum_function_error,parameterized_main_matches_calculate_metrics,parameterized_main_input_adapter,source_formula_changed,hardcoded_dunder_main_block_executed
3,buy_and_hold,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.py,ffec58d7bdc4b9e94e9bdcf2205c98ab9bef27ce8ddb95e377e154efeae15f21,calculate_metrics,0.2.32,0,TSLA_ablation.json,f360ce8c19140b159daaf50c4561a228eb46a05d6b3f26e0e0182f79ca75ec87,synthetic_all_ones_buy_and_hold_path,-66.9496688893161,-2.084456134662912,3.8049691964995698,60.40201344119471,67.32694356792757,9.947598300641403e-14,True,5,0,True,True,False,True,85f523f7c53c5b949ed981b844b2509ad42326a1c9e48357fe726618ab2cfbe2,5,True,0.0,True,get_price_rebound_to_pinned_TSLA_ablation_json;author_local_action_paths_rebound_to_exact_git_blobs,False,False
3,davinci_003,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.py,ffec58d7bdc4b9e94e9bdcf2205c98ab9bef27ce8ddb95e377e154efeae15f21,calculate_metrics,0.2.32,0,TSLA_ablation.json,f360ce8c19140b159daaf50c4561a228eb46a05d6b3f26e0e0182f79ca75ec87,0b7f499e556668bf49885fd8836efe85ef51558f:Visualize-metrics-test/LLM/dat_df_davicin003.csv,1.6307976010169096,0.8514770580719364,0.22689377715221143,3.601827050237163,0.8407578354357548,6.794564910705958e-14,True,5,0,True,True,False,True,85f523f7c53c5b949ed981b844b2509ad42326a1c9e48357fe726618ab2cfbe2,5,True,9.769962616701378e-15,True,get_price_rebound_to_pinned_TSLA_ablation_json;author_local_action_paths_rebound_to_exact_git_blobs,False,False
3,gpt_3_5_turbo,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.py,ffec58d7bdc4b9e94e9bdcf2205c98ab9bef27ce8ddb95e377e154efeae15f21,calculate_metrics,0.2.32,0,TSLA_ablation.json,f360ce8c19140b159daaf50c4561a228eb46a05d6b3f26e0e0182f79ca75ec87,0b7f499e556668bf49885fd8836efe85ef51558f:Visualize-metrics-test/LLM/dat_df_GPT3.5_turbo.csv,16.1500510550906,2.1588808127326673,0.8862182823444061,14.068279094412734,1.1072869479979652,6.394884621840902e-14,True,5,0,True,True,False,True,85f523f7c53c5b949ed981b844b2509ad42326a1c9e48357fe726618ab2cfbe2,5,True,6.106226635438361e-15,True,get_price_rebound_to_pinned_TSLA_ablation_json;author_local_action_paths_rebound_to_exact_git_blobs,False,False
3,gpt_4,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.py,ffec58d7bdc4b9e94e9bdcf2205c98ab9bef27ce8ddb95e377e154efeae15f21,calculate_metrics,0.2.32,0,TSLA_ablation.json,f360ce8c19140b159daaf50c4561a228eb46a05d6b3f26e0e0182f79ca75ec87,0b7f499e556668bf49885fd8836efe85ef51558f:Visualize-metrics-test/LLM/TSLA_GPT4.csv,62.61797663134977,2.2250730481295844,3.333882036143337,52.92373660836552,17.40123102985439,5.186961971048731e-13,True,5,0,True,True,False,True,85f523f7c53c5b949ed981b844b2509ad42326a1c9e48357fe726618ab2cfbe2,5,True,7.105427357601002e-15,True,get_price_rebound_to_pinned_TSLA_ablation_json;author_local_action_paths_rebound_to_exact_git_blobs,False,False
3,gpt_4_turbo,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.py,ffec58d7bdc4b9e94e9bdcf2205c98ab9bef27ce8ddb95e377e154efeae15f21,calculate_metrics,0.2.32,0,TSLA_ablation.json,f360ce8c19140b159daaf50c4561a228eb46a05d6b3f26e0e0182f79ca75ec87,0b7f499e556668bf49885fd8836efe85ef51558f:Visualize-metrics-test/LLM/Tsla_GPT4_turbo.csv,54.695812804392204,2.4960169667665686,2.5959840477024945,41.20996918626983,12.573427627177084,2.8421709430404007e-13,True,5,0,True,True,False,True,85f523f7c53c5b949ed981b844b2509ad42326a1c9e48357fe726618ab2cfbe2,5,True,4.440892098500626e-15,True,get_price_rebound_to_pinned_TSLA_ablation_json;author_local_action_paths_rebound_to_exact_git_blobs,False,False
3,llama2_70b_chat,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.py,ffec58d7bdc4b9e94e9bdcf2205c98ab9bef27ce8ddb95e377e154efeae15f21,calculate_metrics,0.2.32,0,TSLA_ablation.json,f360ce8c19140b159daaf50c4561a228eb46a05d6b3f26e0e0182f79ca75ec87,0b7f499e556668bf49885fd8836efe85ef51558f:Visualize-metrics-test/LLM/dat_df_llama.csv,-52.72333229530186,-2.8532485902843576,2.1890652758703157,34.750333941839145,44.71676651123333,6.394884621840902e-14,True,5,0,True,True,False,True,85f523f7c53c5b949ed981b844b2509ad42326a1c9e48357fe726618ab2cfbe2,5,True,7.105427357601002e-15,True,get_price_rebound_to_pinned_TSLA_ablation_json;author_local_action_paths_rebound_to_exact_git_blobs,False,False
4,buy_and_hold,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.py,ffec58d7bdc4b9e94e9bdcf2205c98ab9bef27ce8ddb95e377e154efeae15f21,calculate_metrics,0.2.32,0,TSLA_ablation.json,f360ce8c19140b159daaf50c4561a228eb46a05d6b3f26e0e0182f79ca75ec87,synthetic_all_ones_buy_and_hold_path,-66.9496688893161,-2.084456134662912,3.8049691964995698,60.40201344119471,67.32694356792757,9.947598300641403e-14,True,3,2,False,True,False,True,15f13301c590546bb7d35abba8f7e9f3d15c1d168ea97607f686c3cfdcaf0b2d,3,True,0.0,True,get_price_rebound_to_pinned_TSLA_ablation_json;author_local_action_paths_rebound_to_exact_git_blobs,False,False
4,risk_averse,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.py,ffec58d7bdc4b9e94e9bdcf2205c98ab9bef27ce8ddb95e377e154efeae15f21,calculate_metrics,0.2.32,0,TSLA_ablation.json,f360ce8c19140b159daaf50c4561a228eb46a05d6b3f26e0e0182f79ca75ec87,0b7f499e556668bf49885fd8836efe85ef51558f:Visualize-metrics-test/character/TSLA_averse_V6.csv,-12.467876535066285,-1.5783182164422775,0.9358223130107717,14.855718669430482,15.988210234507317,1.1901590823981678e-13,True,3,2,False,True,False,True,15f13301c590546bb7d35abba8f7e9f3d15c1d168ea97607f686c3cfdcaf0b2d,3,True,7.105427357601002e-15,True,get_price_rebound_to_pinned_TSLA_ablation_json;author_local_action_paths_rebound_to_exact_git_blobs,False,False
4,risk_seeking,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.py,ffec58d7bdc4b9e94e9bdcf2205c98ab9bef27ce8ddb95e377e154efeae15f21,calculate_metrics,0.2.32,0,TSLA_ablation.json,f360ce8c19140b159daaf50c4561a228eb46a05d6b3f26e0e0182f79ca75ec87,0b7f499e556668bf49885fd8836efe85ef51558f:Visualize-metrics-test/character/TSLA_seeking_V8.csv,-19.41323906462042,-0.786629987048378,2.9236338170840237,46.41124802773698,45.00007525606034,3.730349362740526e-13,True,3,2,False,True,False,True,15f13301c590546bb7d35abba8f7e9f3d15c1d168ea97607f686c3cfdcaf0b2d,3,True,3.552713678800501e-15,True,get_price_rebound_to_pinned_TSLA_ablation_json;author_local_action_paths_rebound_to_exact_git_blobs,False,False
4,self_adaptive,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.py,ffec58d7bdc4b9e94e9bdcf2205c98ab9bef27ce8ddb95e377e154efeae15f21,calculate_metrics,0.2.32,0,TSLA_ablation.json,f360ce8c19140b159daaf50c4561a228eb46a05d6b3f26e0e0182f79ca75ec87,0b7f499e556668bf49885fd8836efe85ef51558f:Visualize-metrics-test/character/TSLA_Bi.csv,54.695812804392204,2.4960169667665686,2.5959840477024945,41.20996918626983,12.573427627177084,2.8421709430404007e-13,True,3,2,False,True,False,True,15f13301c590546bb7d35abba8f7e9f3d15c1d168ea97607f686c3cfdcaf0b2d,3,True,4.440892098500626e-15,True,get_price_rebound_to_pinned_TSLA_ablation_json;author_local_action_paths_rebound_to_exact_git_blobs,False,False
