paper_table,scope,strategy_or_configuration,metric,paper_value,recomputed_value,absolute_error,display_tolerance,status,evidence,price_input,price_input_sha256
3,TSLA_ablation,buy_and_hold,cumulative_return_pct,-66.9497,-66.949668889316,3.111068400585282e-05,5.0000001000000005e-05,historical_action_exact_displayed_precision_match,synthetic_all_ones_buy_and_hold_path,TSLA_ablation.json,f360ce8c19140b159daaf50c4561a228eb46a05d6b3f26e0e0182f79ca75ec87
3,TSLA_ablation,buy_and_hold,sharpe_ratio,-2.0845,-2.0844561346629105,4.386533708933271e-05,5.0000001000000005e-05,historical_action_exact_displayed_precision_match,synthetic_all_ones_buy_and_hold_path,TSLA_ablation.json,f360ce8c19140b159daaf50c4561a228eb46a05d6b3f26e0e0182f79ca75ec87
3,TSLA_ablation,buy_and_hold,daily_volatility_pct,3.805,3.804969196499566,3.08035004339402e-05,5.0000001000000005e-05,historical_action_exact_displayed_precision_match,synthetic_all_ones_buy_and_hold_path,TSLA_ablation.json,f360ce8c19140b159daaf50c4561a228eb46a05d6b3f26e0e0182f79ca75ec87
3,TSLA_ablation,buy_and_hold,annualized_volatility_pct,60.402,60.402013441194654,1.3441194653296407e-05,5.0000001000000005e-05,historical_action_exact_displayed_precision_match,synthetic_all_ones_buy_and_hold_path,TSLA_ablation.json,f360ce8c19140b159daaf50c4561a228eb46a05d6b3f26e0e0182f79ca75ec87
3,TSLA_ablation,buy_and_hold,max_drawdown_pct,67.3269,67.32694356792754,4.356792754833805e-05,5.0000001000000005e-05,historical_action_exact_displayed_precision_match,synthetic_all_ones_buy_and_hold_path,TSLA_ablation.json,f360ce8c19140b159daaf50c4561a228eb46a05d6b3f26e0e0182f79ca75ec87
3,TSLA_ablation,gpt_3_5_turbo,cumulative_return_pct,16.1501,16.150051055090664,4.894490933438078e-05,5.0000001000000005e-05,historical_action_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f:Visualize-metrics-test/LLM/dat_df_GPT3.5_turbo.csv,TSLA_ablation.json,f360ce8c19140b159daaf50c4561a228eb46a05d6b3f26e0e0182f79ca75ec87
3,TSLA_ablation,gpt_3_5_turbo,sharpe_ratio,2.1589,2.1588808127326793,1.918726732075271e-05,5.0000001000000005e-05,historical_action_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f:Visualize-metrics-test/LLM/dat_df_GPT3.5_turbo.csv,TSLA_ablation.json,f360ce8c19140b159daaf50c4561a228eb46a05d6b3f26e0e0182f79ca75ec87
3,TSLA_ablation,gpt_3_5_turbo,daily_volatility_pct,0.8862,0.8862182823444047,1.828234440470755e-05,5.0000001000000005e-05,historical_action_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f:Visualize-metrics-test/LLM/dat_df_GPT3.5_turbo.csv,TSLA_ablation.json,f360ce8c19140b159daaf50c4561a228eb46a05d6b3f26e0e0182f79ca75ec87
3,TSLA_ablation,gpt_3_5_turbo,annualized_volatility_pct,14.0683,14.068279094412711,2.0905587289732352e-05,5.0000001000000005e-05,historical_action_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f:Visualize-metrics-test/LLM/dat_df_GPT3.5_turbo.csv,TSLA_ablation.json,f360ce8c19140b159daaf50c4561a228eb46a05d6b3f26e0e0182f79ca75ec87
3,TSLA_ablation,gpt_3_5_turbo,max_drawdown_pct,1.1073,1.1072869479979097,1.3052002090230275e-05,5.0000001000000005e-05,historical_action_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f:Visualize-metrics-test/LLM/dat_df_GPT3.5_turbo.csv,TSLA_ablation.json,f360ce8c19140b159daaf50c4561a228eb46a05d6b3f26e0e0182f79ca75ec87
