paper_table,scope,strategy_or_configuration,metric,paper_value,historical_notebook_value,absolute_error,display_tolerance,status,evidence_commit,evidence_path
2,MSFT,fingpt,daily_volatility_pct,1.6442,1.6441999999999999,2.220446049250313e-16,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,fingpt,annualized_volatility_pct,26.1008,26.100800000000003,3.552713678800501e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,fingpt,max_drawdown_pct,12.8459,12.845899999999999,1.7763568394002505e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,a2c,cumulative_return_pct,0.4598,0.4599,9.999999999998899e-05,5.0000001000000005e-05,author_output_one_last_decimal_unit_difference,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,a2c,sharpe_ratio,0.0261,0.026121,2.0999999999996716e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,a2c,daily_volatility_pct,2.2357,2.2357,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,a2c,annualized_volatility_pct,35.4913,35.491299999999995,7.105427357601002e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,a2c,max_drawdown_pct,23.6781,23.6781,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,ppo,cumulative_return_pct,12.8067,12.806600000000001,9.999999999799059e-05,5.0000001000000005e-05,author_output_one_last_decimal_unit_difference,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,ppo,sharpe_ratio,0.7282,0.728233,3.300000000006076e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,ppo,daily_volatility_pct,2.2333,2.2333,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,ppo,annualized_volatility_pct,35.4532,35.4532,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,ppo,max_drawdown_pct,19.5355,19.5355,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,dqn,cumulative_return_pct,14.7397,14.7397,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,dqn,sharpe_ratio,0.8385,0.838449,5.100000000002325e-05,5.0000001000000005e-05,author_output_one_last_decimal_unit_difference,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,dqn,daily_volatility_pct,2.2326,2.2325999999999997,4.440892098500626e-16,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,dqn,annualized_volatility_pct,35.4408,35.4408,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,MSFT,dqn,max_drawdown_pct,25.1845,25.1844,9.999999999976694e-05,5.0000001000000005e-05,author_output_one_last_decimal_unit_difference,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,COIN,buy_and_hold,cumulative_return_pct,-30.0071,-30.007099999999998,3.552713678800501e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,COIN,buy_and_hold,sharpe_ratio,-0.515,-0.514982,1.799999999996249e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,COIN,buy_and_hold,daily_volatility_pct,6.7517,6.7517,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,COIN,buy_and_hold,annualized_volatility_pct,107.1795,107.1795,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,COIN,buy_and_hold,max_drawdown_pct,60.5084,60.508399999999995,7.105427357601002e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,COIN,finmem,cumulative_return_pct,34.9832,34.9832,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,COIN,finmem,sharpe_ratio,0.717,0.716965,3.500000000000725e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,COIN,finmem,daily_volatility_pct,5.6538,5.6537999999999995,8.881784197001252e-16,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,COIN,finmem,annualized_volatility_pct,89.7515,89.7515,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,COIN,finmem,max_drawdown_pct,35.7526,35.7526,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,COIN,generative_agents,cumulative_return_pct,3.4627,3.4627,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,COIN,generative_agents,sharpe_ratio,0.0896,0.089594,6.0000000000060005e-06,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,COIN,generative_agents,daily_volatility_pct,4.4783,4.4783,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,COIN,generative_agents,annualized_volatility_pct,71.0908,71.0908,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,COIN,generative_agents,max_drawdown_pct,32.0957,32.0957,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,COIN,fingpt,cumulative_return_pct,-88.7805,-88.78049999999999,1.4210854715202004e-14,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,COIN,fingpt,sharpe_ratio,-1.9507,-1.950709,8.999999999925734e-06,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,COIN,fingpt,daily_volatility_pct,5.2736,5.2736,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,COIN,fingpt,annualized_volatility_pct,83.7153,83.7153,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
2,COIN,fingpt,max_drawdown_pct,73.5774,73.5774,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,buy_and_hold,cumulative_return_pct,-66.9497,-66.9497,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,buy_and_hold,sharpe_ratio,-2.0845,-2.084456,4.399999999993298e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,buy_and_hold,daily_volatility_pct,3.805,3.805,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,buy_and_hold,annualized_volatility_pct,60.402,60.402,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,buy_and_hold,max_drawdown_pct,67.3269,67.3269,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,gpt_3_5_turbo,cumulative_return_pct,16.1501,16.150100000000002,3.552713678800501e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,gpt_3_5_turbo,sharpe_ratio,2.1589,2.158881,1.8999999999991246e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,gpt_3_5_turbo,daily_volatility_pct,0.8862,0.8862,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,gpt_3_5_turbo,annualized_volatility_pct,14.0683,14.0683,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,gpt_3_5_turbo,max_drawdown_pct,1.1073,1.1073,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,gpt_4,cumulative_return_pct,62.618,62.617999999999995,7.105427357601002e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,gpt_4,sharpe_ratio,2.2251,2.225073,2.6999999999777202e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,gpt_4,daily_volatility_pct,3.3339,3.3339,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,gpt_4,annualized_volatility_pct,52.9237,52.9237,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,gpt_4,max_drawdown_pct,17.4012,17.4012,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,gpt_4_turbo,cumulative_return_pct,54.6958,54.695800000000006,7.105427357601002e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,gpt_4_turbo,sharpe_ratio,2.496,2.496017,1.700000000015578e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,gpt_4_turbo,daily_volatility_pct,2.596,2.596,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,gpt_4_turbo,annualized_volatility_pct,41.21,41.21,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,gpt_4_turbo,max_drawdown_pct,12.5734,12.573400000000001,1.7763568394002505e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,davinci_003,cumulative_return_pct,1.6308,1.6308,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,davinci_003,sharpe_ratio,0.8515,0.851477,2.2999999999995246e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,davinci_003,daily_volatility_pct,0.2269,0.22690000000000002,2.7755575615628914e-17,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,davinci_003,annualized_volatility_pct,3.6018,3.6018000000000003,4.440892098500626e-16,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,davinci_003,max_drawdown_pct,0.8408,0.8408000000000001,1.1102230246251565e-16,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,llama2_70b_chat,cumulative_return_pct,-52.7233,-52.723299999999995,7.105427357601002e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,llama2_70b_chat,sharpe_ratio,-2.8532,-2.853249,4.899999999974369e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,llama2_70b_chat,daily_volatility_pct,2.1891,2.1891000000000003,4.440892098500626e-16,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,llama2_70b_chat,annualized_volatility_pct,34.7503,34.7503,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
3,TSLA_ablation,llama2_70b_chat,max_drawdown_pct,44.7168,44.7168,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
4,TSLA_ablation,buy_and_hold,cumulative_return_pct,-66.9497,-66.9497,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
4,TSLA_ablation,buy_and_hold,sharpe_ratio,-2.0845,-2.084456,4.399999999993298e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
4,TSLA_ablation,buy_and_hold,daily_volatility_pct,3.9527,3.805,0.14769999999999994,5.0000001000000005e-05,paper_conflicts_with_preserved_author_output,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
4,TSLA_ablation,buy_and_hold,annualized_volatility_pct,3.805,60.402,56.597,5.0000001000000005e-05,paper_conflicts_with_preserved_author_output,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
4,TSLA_ablation,buy_and_hold,max_drawdown_pct,67.3269,67.3269,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
4,TSLA_ablation,self_adaptive,cumulative_return_pct,54.6958,54.695800000000006,7.105427357601002e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
4,TSLA_ablation,self_adaptive,sharpe_ratio,2.496,2.496017,1.700000000015578e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
4,TSLA_ablation,self_adaptive,daily_volatility_pct,2.7419,2.596,0.1458999999999997,5.0000001000000005e-05,paper_conflicts_with_preserved_author_output,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
4,TSLA_ablation,self_adaptive,annualized_volatility_pct,2.596,41.21,38.614000000000004,5.0000001000000005e-05,paper_conflicts_with_preserved_author_output,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
4,TSLA_ablation,self_adaptive,max_drawdown_pct,12.5734,12.573400000000001,1.7763568394002505e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
4,TSLA_ablation,risk_seeking,cumulative_return_pct,-19.4132,-19.4132,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
4,TSLA_ablation,risk_seeking,sharpe_ratio,-0.7866,-0.78663,3.0000000000085514e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
4,TSLA_ablation,risk_seeking,daily_volatility_pct,3.2722,2.9236,0.34860000000000024,5.0000001000000005e-05,paper_conflicts_with_preserved_author_output,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
4,TSLA_ablation,risk_seeking,annualized_volatility_pct,2.9236,46.4112,43.4876,5.0000001000000005e-05,paper_conflicts_with_preserved_author_output,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
4,TSLA_ablation,risk_seeking,max_drawdown_pct,45.0001,45.000099999999996,7.105427357601002e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
4,TSLA_ablation,risk_averse,cumulative_return_pct,-12.4679,-12.4679,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
4,TSLA_ablation,risk_averse,sharpe_ratio,-1.5783,-1.578318,1.8000000000073513e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
4,TSLA_ablation,risk_averse,daily_volatility_pct,1.7744,0.9358,0.8386,5.0000001000000005e-05,paper_conflicts_with_preserved_author_output,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
4,TSLA_ablation,risk_averse,annualized_volatility_pct,0.9358,14.855699999999999,13.919899999999998,5.0000001000000005e-05,paper_conflicts_with_preserved_author_output,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
4,TSLA_ablation,risk_averse,max_drawdown_pct,15.9882,15.988199999999999,1.7763568394002505e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,buy_and_hold,cumulative_return_pct,-66.9497,-66.9497,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,buy_and_hold,sharpe_ratio,-2.0845,-2.084456,4.399999999993298e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,buy_and_hold,daily_volatility_pct,3.805,3.805,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,buy_and_hold,annualized_volatility_pct,60.402,60.402,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,buy_and_hold,max_drawdown_pct,67.3269,67.3269,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,top_1,cumulative_return_pct,52.0936,52.093599999999995,7.105427357601002e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,top_1,sharpe_ratio,1.8642,1.864161,3.900000000012227e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,top_1,daily_volatility_pct,3.3105,3.3105,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,top_1,annualized_volatility_pct,52.5529,52.5529,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,top_1,max_drawdown_pct,25.2355,25.2355,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,top_3,cumulative_return_pct,29.443,29.443,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,top_3,sharpe_ratio,1.1214,1.121361,3.8999999999900226e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,top_3,daily_volatility_pct,3.1105,3.1105,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,top_3,annualized_volatility_pct,49.3779,49.377900000000004,7.105427357601002e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,top_3,max_drawdown_pct,27.0972,27.0972,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,top_5,cumulative_return_pct,54.6958,54.695800000000006,7.105427357601002e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,top_5,sharpe_ratio,2.496,2.496017,1.700000000015578e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,top_5,daily_volatility_pct,2.596,2.596,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,top_5,annualized_volatility_pct,41.21,41.21,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,top_5,max_drawdown_pct,12.5734,12.573400000000001,1.7763568394002505e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,top_10,cumulative_return_pct,79.4448,79.4448,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,top_10,sharpe_ratio,2.7469,2.746943,4.2999999999793204e-05,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,top_10,daily_volatility_pct,3.4262,3.4262,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,top_10,annualized_volatility_pct,54.3891,54.3891,0.0,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
5,TSLA_ablation,top_10,max_drawdown_pct,17.136,17.136000000000003,3.552713678800501e-15,5.0000001000000005e-05,author_output_exact_displayed_precision_match,0b7f499e556668bf49885fd8836efe85ef51558f,Visualize-metrics-test/metrics.ipynb
