version,submitted,title,authors,official_pages,source_files,rebuilt_pages,published_numeric_result_units,empirical_panels
v1,2026-05-21,MadEvolve: Evolutionary Optimization of Trading Systems with Large Language Models,4,46,19,46,214,21
