asset,decision_rows,window_start,window_end,paper_return_pct,organizer_replay_return_pct,paper_vs_buy_hold_pp,organizer_replay_vs_buy_hold_pp,paper_sharpe,organizer_replay_sharpe,paper_win_rate_pct,organizer_replay_win_rate_pct,organizer_replay_trade_count,paper_rank,historical_rank_reproducible,all_printed_live_metrics_match,boundary
TSLA,47,2026-05-11,2026-06-26,13.51,4.790982629154003,28.33,19.614257930012045,4.1,1.5780732521519591,88.0,45,11,1st / gold,False,False,official decisions + pinned organizer scorer replay; action-generation LLM calls not rerun
BTC,50,2026-05-11,2026-06-29,-5.3,-0.0975519159096015,17.63,26.312702377855476,-1.09,0.10794940528648504,36.0,40,10,13th,False,False,official decisions + pinned organizer scorer replay; action-generation LLM calls not rerun
