missing_return_policy,formation_month,month,path_status,gross_return,total_security_return,traded_notional,formation_universe,finite_signal_count,missing_forward_return_gross_weight,missing_total_return_gross_weight,n_long,n_short,max_abs_weight,weight_hhi,gross_exposure,net_return
zero,1999-07-31,1999-08-31,ok,0.04166113253858132,0.04166113253858132,2.0,1000,1000,0.0,0.0,100,100,0.09666288119711929,0.062126255673425335,2.0,0.03966113253858132
zero,1999-08-31,1999-09-30,ok,0.046802208229726805,0.0463580388111853,3.0011888751863687,1000,1000,0.00690010113740368,0.009166668845898607,100,100,0.09379568999282402,0.058694335364594355,2.0,0.043801019354540435
zero,1999-09-30,1999-10-31,ok,0.11426536863229018,0.11428352329915317,2.6447052284621115,1000,1000,0.002534859936190949,0.002534859936190949,100,100,0.09459406904793764,0.06571359804902498,2.0,0.11162066340382808
zero,1999-10-31,1999-11-30,ok,0.10289743264631107,0.10294756681019361,2.6004032127755474,1000,1000,0.008703385660405849,0.008703385660405849,100,100,0.13734231364785157,0.0777142557203429,2.0,0.10029702943353552
zero,1999-11-30,1999-12-31,ok,0.3049445855331636,0.30494023653383956,2.376973894181893,1000,1000,0.0005777097933058346,0.0005777097933058346,100,100,0.26290629272059873,0.13740831090076647,2.0,0.3025676116389817
zero,1999-12-31,2000-01-31,ok,0.06121964677032747,0.06127448997380436,2.574859633670118,1000,1000,0.006313976914217769,0.006313976914217769,100,100,0.21891482439286322,0.11230398267394902,2.0,0.058644787136657356
zero,2000-01-31,2000-02-29,ok,0.07092844694645604,0.07093785173342752,2.764230094000756,1000,1000,0.00109485296525195,0.00109485296525195,100,100,0.3503243165145527,0.1701172928808701,2.0,0.06816421685245529
zero,2000-02-29,2000-03-31,ok,-0.05279269239545817,-0.05283067322642073,2.7359616282021992,1000,1000,0.004338682997780714,0.004338682997780714,100,100,0.12556583918701403,0.05831148566255632,2.0,-0.05552865402366037
zero,2000-03-31,2000-04-30,ok,-0.03419260551949076,-0.03408695898316682,2.7391234826477815,1000,1000,0.01149581461631443,0.01149581461631443,100,100,0.12112324775267186,0.08035279170216186,2.0,-0.036931729002138536
zero,2000-04-30,2000-05-31,ok,-0.06543794857759483,-0.06545521473457594,2.741833337278848,1000,1000,0.0018053279988606116,0.0018053279988606116,100,100,0.14849289527856835,0.08359995711973209,2.0,-0.06817978191487367
zero,2000-05-31,2000-06-30,ok,0.16981899186034674,0.1698499075731988,2.8477825168719124,1000,1000,0.004814002034396724,0.004814002034396724,100,100,0.1495791985997572,0.07786309398570221,2.0,0.16697120934347484
zero,2000-06-30,2000-07-31,ok,0.0069193986503924354,0.0069023864039230816,2.8607006274309255,1000,1000,0.014931513415466679,0.014931513415466679,100,100,0.1489035582149762,0.08650123413564068,1.9999999999999998,0.00405869802296151
zero,2000-07-31,2000-08-31,ok,0.10895607040517694,0.10898366214291051,2.6632337652107614,1000,1000,0.0027580705451435835,0.0027580705451435835,100,100,0.18577265328023926,0.0972826325623739,2.0,0.10629283663996618
zero,2000-08-31,2000-09-30,ok,-0.05569203344131467,-0.05564101296625081,2.574083540392065,1000,1000,0.013854942291753675,0.013854942291753675,100,100,0.20807912674624882,0.11033899752331246,2.0,-0.05826611698170673
zero,2000-09-30,2000-10-31,ok,-0.1071595881552563,-0.1071812077457736,2.435138186447902,1000,1000,0.0020720328270397376,0.0020720328270397376,100,100,0.16412180613312935,0.0760854676379972,2.0,-0.1095947263417042
zero,2000-10-31,2000-11-30,ok,-0.254432104303097,-0.25443210430309704,2.7502985422736046,1000,1000,0.0,0.0,100,100,0.22890773264895733,0.15236620468890325,2.0,-0.2571824028453706
zero,2000-11-30,2000-12-31,ok,-0.015245475166644198,-0.015278042326028292,2.8817727322350093,1000,1000,0.003317086920358742,0.003317086920358742,100,100,0.28470336101966665,0.1456682076142553,1.9999999999999998,-0.018127247898879206
zero,2000-12-31,2001-01-31,ok,-0.11228018137374857,-0.11229193119173071,3.0004782472473774,1000,1000,0.0011205243164378808,0.0011205243164378808,100,100,0.18674875666244803,0.0980100064390487,2.0,-0.11528065962099594
zero,2001-01-31,2001-02-28,ok,0.12149393099767164,0.12148228190931731,2.9952693606052696,1000,1000,0.001594455017019524,0.001594455017019524,100,100,0.3060381262319182,0.14123719097506363,1.9999999999999996,0.11849866163706638
zero,2001-02-28,2001-03-31,ok,0.10196779142344996,0.10196314642845383,2.3509195602807793,1000,1000,0.0005376151615895126,0.0005376151615895126,100,100,0.23345101446927555,0.11071953921778274,2.0,0.09961687186316918
zero,2001-03-31,2001-04-30,ok,-0.04341253021577564,-0.04341253021577563,2.4189656163610023,1000,1000,0.0,0.0,100,100,0.15222838492396978,0.09902036609930134,2.0,-0.04583149583213664
zero,2001-04-30,2001-05-31,ok,0.12379404139423177,0.1238027126737102,2.2126255313931926,1000,1000,0.001362123700665739,0.001362123700665739,100,100,0.11194557517037605,0.07667781164003397,1.9999999999999991,0.12158141586283858
zero,2001-05-31,2001-06-30,ok,-0.00822755526485916,-0.008236386842035941,2.6490677246871757,1000,1000,0.0015895567272818012,0.0015895567272818012,100,100,0.21478253813570217,0.1329900528768397,2.0,-0.010876622989546336
zero,2001-06-30,2001-07-31,ok,0.12043797105464316,0.12040440433526267,2.7880256417300413,1000,1000,0.005596318669635784,0.005596318669635784,100,100,0.17832302504506234,0.08243674260996303,2.0,0.11764994541291311
zero,2001-07-31,2001-08-31,ok,0.09657339668581265,0.09656880378948533,2.6484359560088424,1000,1000,0.0007665047275267691,0.0007665047275267691,100,100,0.20420838926410795,0.09853125069894508,1.9999999999999998,0.0939249607298038
zero,2001-08-31,2001-09-30,ok,0.1759505551225367,0.1759611311588163,2.4485152290502845,1000,1000,0.004321941270318521,0.004321941270318521,100,100,0.21736331259271532,0.10097394570652167,1.9999999999999998,0.17350203989348642
zero,2001-09-30,2001-10-31,ok,-0.035027914881502704,-0.035033349516099176,2.7715423098567378,1000,1000,0.0012615214940759109,0.0012615214940759109,100,100,0.15203283250991717,0.09085387883871604,1.9999999999999996,-0.037799457191359444
zero,2001-10-31,2001-11-30,ok,-0.1497427190085347,-0.1497427190085347,2.645874247437125,1000,1000,0.0,0.0,100,100,0.22934625008340212,0.10977165908548783,2.0,-0.15238859325597182
zero,2001-11-30,2001-12-31,ok,0.08975247266538207,0.08975247266538205,2.775789033023674,1000,1000,0.0,0.0,100,100,0.197433015319652,0.10655475352175994,1.9999999999999996,0.0869766836323584
zero,2001-12-31,2002-01-31,ok,0.05219734227030662,0.052203470228194326,3.1094213010391516,1000,1000,0.002848777634574694,0.002848777634574694,100,100,0.17721888806384584,0.08228888023916547,2.0,0.049087920969267465
zero,2002-01-31,2002-02-28,ok,0.15620651075262046,0.15620651075262043,2.9976538065607876,1000,1000,0.0,0.0,100,100,0.19622245556802567,0.1379069617003069,1.9999999999999996,0.15320885694605968
zero,2002-02-28,2002-03-31,ok,-0.0222332689206151,-0.022233268920615102,2.9054089213963454,1000,1000,0.0,0.0,100,100,0.11428038109700761,0.06867627270549059,2.0,-0.025138677842011445
zero,2002-03-31,2002-04-30,ok,0.037114053625790684,0.03711405362579069,2.8836722748791837,1000,1000,0.0,0.0,100,100,0.2528427988351977,0.13386683232556493,1.9999999999999998,0.0342303813509115
zero,2002-04-30,2002-05-31,ok,0.08387421930554696,0.08387421930554698,2.412867662906244,1000,1000,0.0,0.0,100,100,0.09606078928502229,0.0701298383116021,2.0,0.08146135164264072
zero,2002-05-31,2002-06-30,ok,0.11176375673184176,0.1118077858179547,2.4564247915594613,1000,1000,0.016779377329622643,0.016779377329622643,100,100,0.18846599362422173,0.13008397507031547,2.0,0.1093073319402823
zero,2002-06-30,2002-07-31,ok,0.010283570094949356,0.010289387607133434,2.364686694877076,1000,1000,0.0019301632992934502,0.0019301632992934502,100,100,0.15687489018581455,0.09095652509263931,1.9999999999999996,0.007918883400072279
zero,2002-07-31,2002-08-31,ok,0.016365777223026685,0.016344489306364642,2.5460036729510387,1000,1000,0.007591981691171129,0.007591981691171129,100,100,0.16605637773073434,0.07308705312124907,1.9999999999999996,0.013819773550075647
