,"Standalone
Sharpe","FF5Mom
alpha","FF5Mom
t-stat","FF5Mom
IR","FF5Mom
GRS p","FF5Mom
span lift","TextBench
t-stat","TextBench
IR","Full span
t-stat","Full span
IR","Full span
GRS p","Full span
lift","Book
weight","Book
delta SR"
"Standalone
Sharpe",1.000000000000,0.600748036271,0.545410285000,0.547873708298,-0.356951302592,0.451568065493,0.957995008569,0.966291810369,0.120008949534,0.144476245556,-0.207092477037,0.153818280189,0.744830842235,0.638941050593
"FF5Mom
alpha",0.600748036271,1.000000000000,0.968368978188,0.970074173901,-0.639707594854,0.741128056952,0.419007726329,0.451704011300,0.367014141581,0.399810177042,-0.293472338494,0.277222964031,0.084519153137,-0.070270962394
"FF5Mom
t-stat",0.545410285000,0.968368978188,1.000000000000,0.997706017897,-0.644020286857,0.716953592090,0.364179057426,0.394626551416,0.406446711475,0.440830212377,-0.314124685720,0.311556367565,0.036280201119,-0.103780866415
"FF5Mom
IR",0.547873708298,0.970074173901,0.997706017897,1.000000000000,-0.633444383081,0.722036682320,0.366536470446,0.397888999455,0.418409773569,0.452764435651,-0.313414231688,0.313440542729,0.039779653818,-0.105704587297
"FF5Mom
GRS p",-0.356951302592,-0.639707594854,-0.644020286857,-0.633444383081,1.000000000000,-0.686825234971,-0.221777967784,-0.231407751896,-0.072521876629,-0.105230901874,0.222806947893,-0.152494013786,-0.051078750240,-0.015043699072
"FF5Mom
span lift",0.451568065493,0.741128056952,0.716953592090,0.722036682320,-0.686825234971,1.000000000000,0.286307091111,0.321760352283,0.275349851203,0.297185932161,-0.373188079440,0.320199705664,0.088009403392,-0.046689511551
"TextBench
t-stat",0.957995008569,0.419007726329,0.364179057426,0.366536470446,-0.221777967784,0.286307091111,1.000000000000,0.994673281857,-0.014292160856,0.002543512112,-0.070591980903,0.024915149169,0.827324643422,0.766873260077
"TextBench
IR",0.966291810369,0.451704011300,0.394626551416,0.397888999455,-0.231407751896,0.321760352283,0.994673281857,1.000000000000,0.020591654533,0.036068641163,-0.088752682608,0.054648675707,0.808908931037,0.731525281265
"Full span
t-stat",0.120008949534,0.367014141581,0.406446711475,0.418409773569,-0.072521876629,0.275349851203,-0.014292160856,0.020591654533,1.000000000000,0.992777310000,-0.731799913996,0.812300159425,0.070879716264,-0.202589262249
"Full span
IR",0.144476245556,0.399810177042,0.440830212377,0.452764435651,-0.105230901874,0.297185932161,0.002543512112,0.036068641163,0.992777310000,1.000000000000,-0.737531321985,0.802965194872,0.072392351588,-0.204623111113
"Full span
GRS p",-0.207092477037,-0.293472338494,-0.314124685720,-0.313414231688,0.222806947893,-0.373188079440,-0.070591980903,-0.088752682608,-0.731799913996,-0.737531321985,1.000000000000,-0.855572426808,-0.201050288059,0.057342277348
"Full span
lift",0.153818280189,0.277222964031,0.311556367565,0.313440542729,-0.152494013786,0.320199705664,0.024915149169,0.054648675707,0.812300159425,0.802965194872,-0.855572426808,1.000000000000,0.190915167852,-0.071051142325
"Book
weight",0.744830842235,0.084519153137,0.036280201119,0.039779653818,-0.051078750240,0.088009403392,0.827324643422,0.808908931037,0.070879716264,0.072392351588,-0.201050288059,0.190915167852,1.000000000000,0.925961762616
"Book
delta SR",0.638941050593,-0.070270962394,-0.103780866415,-0.105704587297,-0.015043699072,-0.046689511551,0.766873260077,0.731525281265,-0.202589262249,-0.204623111113,0.057342277348,-0.071051142325,0.925961762616,1.000000000000
