formation_month,regime,trailing_six_month_market_return,audit_start,audit_end,audit_history_months,regime_audit_months,regime_sparse_fallback,single_market_pool_count,admitted_pool_members,finite_scores,selected__trend,pool_performance__trend,pool_robustness__trend,router_weight__trend,selected__reversal,pool_performance__reversal,pool_robustness__reversal,router_weight__reversal,selected__breakout,pool_performance__breakout,pool_robustness__breakout,router_weight__breakout,selected__exposure_control,pool_performance__exposure_control,pool_robustness__exposure_control,router_weight__exposure_control
2006-05-31,bull,0.054159468268391686,1996-05-31,2006-04-30,120,91,False,12,20,979,trend__pair_mean|trend__secondary|trend__interaction|trend__risk_adjusted|trend__triple_mean,0.020048602460881772,0.5083333333333334,0.30736902917693903,reversal__interaction|reversal__primary|reversal__risk_adjusted|reversal__pair_mean|reversal__secondary,0.0053290833241819765,0.4999999999999999,0.22803338091043793,breakout__interaction|breakout__triple_mean|breakout__primary|breakout__pair_mean|breakout__secondary,-0.005309785338317921,0.5033333333333333,0.1846350767945368,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__triple_mean|exposure_control__secondary|exposure_control__primary,0.01562893432811576,0.49833333333333324,0.2799625131180863
2006-06-30,bull,0.055658647462748956,1996-06-30,2006-05-31,120,91,False,12,20,970,trend__secondary|trend__pair_mean|trend__interaction|trend__risk_adjusted|trend__triple_mean,0.021883714703276342,0.5083333333333333,0.3144737609740979,reversal__interaction|reversal__primary|reversal__risk_adjusted|reversal__pair_mean|reversal__secondary,0.003670978843355514,0.4999999999999999,0.2175609971483252,breakout__primary|breakout__triple_mean|breakout__interaction|breakout__risk_adjusted|breakout__pair_mean,-0.0002970213931737279,0.5199999999999999,0.20298239540519475,exposure_control__risk_adjusted|exposure_control__primary|exposure_control__interaction|exposure_control__pair_mean|exposure_control__triple_mean,0.013946937296439022,0.4833333333333332,0.2649828464723821
2006-07-31,sideways,0.025658243461629926,1996-07-31,2006-06-30,120,21,False,12,20,976,trend__secondary|trend__interaction|trend__pair_mean|trend__triple_mean|trend__primary,0.03130724957339944,0.505,0.26637752866590353,reversal__risk_adjusted|reversal__interaction|reversal__pair_mean|reversal__primary|reversal__secondary,0.028867835078040256,0.5149999999999999,0.25496500318970566,breakout__interaction|breakout__risk_adjusted|breakout__secondary|breakout__pair_mean|breakout__triple_mean,-0.03853424697247082,0.5083333333333333,0.06600637438825598,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__secondary|exposure_control__triple_mean|exposure_control__pair_mean,0.05306664174078254,0.51,0.4126510937561348
2006-08-31,bull,0.050011242912244125,1996-08-31,2006-07-31,120,90,False,12,20,974,trend__secondary|trend__pair_mean|trend__interaction|trend__risk_adjusted|trend__triple_mean,0.020906927054904142,0.5133333333333333,0.2998016102459172,reversal__interaction|reversal__primary|reversal__risk_adjusted|reversal__pair_mean|reversal__triple_mean,0.008526095981963553,0.49833333333333335,0.2322941218357702,breakout__triple_mean|breakout__primary|breakout__interaction|breakout__pair_mean|breakout__risk_adjusted,-8.023548490397023e-05,0.52,0.19769215326119013,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__pair_mean|exposure_control__primary|exposure_control__triple_mean,0.016336242239329574,0.4883333333333333,0.2702121146571224
2006-09-30,bull,0.058935711953346015,1996-09-30,2006-08-31,120,90,False,12,20,973,trend__risk_adjusted|trend__pair_mean|trend__interaction|trend__secondary|trend__triple_mean,0.01915277270653224,0.5133333333333334,0.2903854199554801,reversal__interaction|reversal__primary|reversal__risk_adjusted|reversal__pair_mean|reversal__triple_mean,0.009452116536849936,0.5183333333333333,0.2397737934355029,breakout__triple_mean|breakout__primary|breakout__pair_mean|breakout__risk_adjusted|breakout__interaction,-0.0009260770389569542,0.5149999999999999,0.19450646728900414,exposure_control__interaction|exposure_control__risk_adjusted|exposure_control__primary|exposure_control__triple_mean|exposure_control__pair_mean,0.016991622255857985,0.49333333333333335,0.27533431932001284
2006-10-31,bull,0.08152297102492168,1996-10-31,2006-09-30,120,90,False,12,20,973,trend__pair_mean|trend__risk_adjusted|trend__secondary|trend__interaction|trend__primary,0.02069332162118367,0.515,0.30221755003273604,reversal__interaction|reversal__primary|reversal__risk_adjusted|reversal__triple_mean|reversal__pair_mean,0.00957155976606109,0.5083333333333333,0.24114021081887593,breakout__primary|breakout__triple_mean|breakout__interaction|breakout__pair_mean|breakout__risk_adjusted,-0.00173896269594076,0.525,0.1939308080756424,exposure_control__interaction|exposure_control__primary|exposure_control__risk_adjusted|exposure_control__pair_mean|exposure_control__triple_mean,0.01423044264542065,0.4933333333333333,0.26271143107274564
2006-11-30,bull,0.13558921232532994,1996-11-30,2006-10-31,120,90,False,12,20,963,trend__secondary|trend__pair_mean|trend__primary|trend__interaction|trend__risk_adjusted,0.020113762868936055,0.5050000000000001,0.3067525486252742,reversal__interaction|reversal__risk_adjusted|reversal__primary|reversal__pair_mean|reversal__secondary,0.005519957263053163,0.5,0.2285294943027267,breakout__interaction|breakout__primary|breakout__risk_adjusted|breakout__triple_mean|breakout__pair_mean,-0.0019858051524988987,0.51,0.19766032587373614,exposure_control__interaction|exposure_control__risk_adjusted|exposure_control__pair_mean|exposure_control__primary|exposure_control__triple_mean,0.013351584048590008,0.49833333333333335,0.26705763119826287
2006-12-31,bull,0.1479593217185542,1996-12-31,2006-11-30,120,90,False,12,20,964,trend__secondary|trend__pair_mean|trend__interaction|trend__primary|trend__risk_adjusted,0.02121952568194873,0.5,0.3095396046629636,reversal__interaction|reversal__risk_adjusted|reversal__primary|reversal__secondary|reversal__pair_mean,0.005407577124661151,0.5149999999999999,0.22731735394995112,breakout__interaction|breakout__risk_adjusted|breakout__triple_mean|breakout__primary|breakout__pair_mean,-0.0013525333909784622,0.5149999999999999,0.19857063205932113,exposure_control__interaction|exposure_control__risk_adjusted|exposure_control__pair_mean|exposure_control__triple_mean|exposure_control__primary,0.013412638638538423,0.49833333333333335,0.26457240932776405
2007-01-31,bull,0.16632708255279072,1997-01-31,2006-12-31,120,90,False,12,20,972,trend__pair_mean|trend__secondary|trend__interaction|trend__primary|trend__triple_mean,0.019994292357871823,0.5066666666666666,0.3058351854423764,reversal__interaction|reversal__risk_adjusted|reversal__primary|reversal__triple_mean|reversal__pair_mean,0.009322752052634583,0.5083333333333334,0.24726209178751696,breakout__interaction|breakout__risk_adjusted|breakout__triple_mean|breakout__secondary|breakout__primary,-0.005742781640026232,0.5166666666666667,0.18370016073860138,exposure_control__interaction|exposure_control__risk_adjusted|exposure_control__secondary|exposure_control__triple_mean|exposure_control__pair_mean,0.012529838343607798,0.505,0.2632025620315053
2007-02-28,bull,0.11807119576635672,1997-02-28,2007-01-31,120,90,False,12,20,973,trend__pair_mean|trend__secondary|trend__interaction|trend__primary|trend__triple_mean,0.020428105308761647,0.5116666666666667,0.3128770539351592,reversal__interaction|reversal__risk_adjusted|reversal__primary|reversal__triple_mean|reversal__pair_mean,0.008874378123009966,0.5083333333333334,0.247910824795383,breakout__interaction|breakout__risk_adjusted|breakout__triple_mean|breakout__primary|breakout__secondary,-0.005440057129847886,0.5116666666666667,0.1865029516822398,exposure_control__interaction|exposure_control__risk_adjusted|exposure_control__triple_mean|exposure_control__pair_mean|exposure_control__secondary,0.009916221262714546,0.5050000000000001,0.2527091695872179
2007-03-31,bull,0.10381918058761985,1997-03-31,2007-02-28,120,90,False,12,20,970,trend__secondary|trend__interaction|trend__pair_mean|trend__risk_adjusted|trend__primary,0.022849137384952017,0.5149999999999999,0.32188589861427713,reversal__interaction|reversal__pair_mean|reversal__primary|reversal__triple_mean|reversal__risk_adjusted,0.006435715339519544,0.5033333333333333,0.2304641586396932,breakout__triple_mean|breakout__primary|breakout__interaction|breakout__risk_adjusted|breakout__pair_mean,0.0007158591056217695,0.485,0.20367621774264966,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__triple_mean|exposure_control__secondary|exposure_control__pair_mean,0.00874230760821,0.525,0.24397372500338008
2007-04-30,bull,0.11110043090979183,1997-04-30,2007-03-31,120,90,False,12,20,969,trend__interaction|trend__secondary|trend__pair_mean|trend__triple_mean|trend__primary,0.020787977896319285,0.5016666666666667,0.3162620440621811,reversal__interaction|reversal__primary|reversal__pair_mean|reversal__triple_mean|reversal__risk_adjusted,0.006494930116143584,0.49833333333333335,0.23723317092353038,breakout__interaction|breakout__triple_mean|breakout__secondary|breakout__risk_adjusted|breakout__primary,-0.002444603536813566,0.4916666666666666,0.19773336755095428,exposure_control__interaction|exposure_control__risk_adjusted|exposure_control__triple_mean|exposure_control__secondary|exposure_control__pair_mean,0.00845281203197355,0.515,0.2487714174633342
2007-05-31,bull,0.1283234291709976,1997-05-31,2007-04-30,120,90,False,12,20,985,trend__secondary|trend__pair_mean|trend__interaction|trend__primary|trend__risk_adjusted,0.02315599816896435,0.51,0.3261839510867367,reversal__interaction|reversal__primary|reversal__triple_mean|reversal__risk_adjusted|reversal__pair_mean,0.004405837505556107,0.49333333333333335,0.22232159122315573,breakout__interaction|breakout__triple_mean|breakout__primary|breakout__secondary|breakout__pair_mean,0.00026276292721298726,0.49833333333333335,0.20515451997788994,exposure_control__interaction|exposure_control__risk_adjusted|exposure_control__triple_mean|exposure_control__secondary|exposure_control__pair_mean,0.008618545833729988,0.53,0.2463399377122176
2007-06-30,bull,0.09607936172742515,1997-06-30,2007-05-31,120,90,False,12,20,984,trend__secondary|trend__pair_mean|trend__interaction|trend__risk_adjusted|trend__triple_mean,0.021162136876248683,0.5283333333333334,0.3219268575875254,reversal__interaction|reversal__primary|reversal__triple_mean|reversal__pair_mean|reversal__risk_adjusted,0.0028014885315380197,0.5066666666666666,0.22058388848182278,breakout__triple_mean|breakout__primary|breakout__secondary|breakout__pair_mean|breakout__interaction,0.0017896445786836366,0.47833333333333333,0.2131240783223592,exposure_control__interaction|exposure_control__risk_adjusted|exposure_control__triple_mean|exposure_control__secondary|exposure_control__pair_mean,0.007837438130809013,0.51,0.24436517560829266
2007-07-31,sideways,0.045510951263960875,1997-07-31,2007-06-30,120,22,False,12,20,972,trend__interaction|trend__secondary|trend__pair_mean|trend__primary|trend__triple_mean,0.021628321616371633,0.5149999999999999,0.2326066033105823,reversal__risk_adjusted|reversal__pair_mean|reversal__primary|reversal__interaction|reversal__secondary,0.03302630243931741,0.4999999999999999,0.2899789242286615,breakout__interaction|breakout__secondary|breakout__risk_adjusted|breakout__triple_mean|breakout__pair_mean,-0.03996974488854483,0.5083333333333333,0.06763015512909759,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__secondary|exposure_control__triple_mean|exposure_control__pair_mean,0.04994243847572291,0.5149999999999999,0.40978431733165854
2007-08-31,bull,0.07859179483187173,1997-08-31,2007-07-31,120,89,False,12,20,962,trend__secondary|trend__pair_mean|trend__interaction|trend__risk_adjusted|trend__primary,0.023988474513031065,0.51,0.32225660060853617,reversal__interaction|reversal__risk_adjusted|reversal__pair_mean|reversal__primary|reversal__triple_mean,0.0005057799737862457,0.5066666666666666,0.20114530695240407,breakout__triple_mean|breakout__primary|breakout__pair_mean|breakout__risk_adjusted|breakout__interaction,0.007521424642013351,0.51,0.2318306450965695,exposure_control__interaction|exposure_control__risk_adjusted|exposure_control__secondary|exposure_control__triple_mean|exposure_control__pair_mean,0.010486496551178627,0.5,0.24476744734249037
2007-09-30,bull,0.10773999792764388,1997-09-30,2007-08-31,120,89,False,12,20,969,trend__pair_mean|trend__secondary|trend__risk_adjusted|trend__interaction|trend__triple_mean,0.023871319820489068,0.5233333333333334,0.3236409897583209,reversal__interaction|reversal__risk_adjusted|reversal__primary|reversal__secondary|reversal__pair_mean,-0.0027365075912747366,0.5199999999999999,0.18976977563027433,breakout__triple_mean|breakout__primary|breakout__pair_mean|breakout__interaction|breakout__risk_adjusted,0.008474732037331992,0.505,0.2356944877180848,exposure_control__interaction|exposure_control__risk_adjusted|exposure_control__secondary|exposure_control__triple_mean|exposure_control__pair_mean,0.01122458670168551,0.5199999999999999,0.25089474689332003
2007-10-31,bull,0.0926025551546632,1997-10-31,2007-09-30,120,89,False,12,20,966,trend__secondary|trend__pair_mean|trend__risk_adjusted|trend__triple_mean|trend__interaction,0.025876189679313887,0.5283333333333333,0.33503886367564145,reversal__interaction|reversal__risk_adjusted|reversal__primary|reversal__secondary|reversal__pair_mean,-0.004602908998718614,0.5,0.1795579318267821,breakout__triple_mean|breakout__primary|breakout__pair_mean|breakout__risk_adjusted|breakout__interaction,0.010497233907192765,0.5149999999999999,0.2446921167520452,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__primary|exposure_control__pair_mean|exposure_control__triple_mean,0.010343733291533017,0.4883333333333333,0.2407110877455312
2007-11-30,sideways,0.01461290818365324,1997-11-30,2007-10-31,120,23,False,12,20,977,trend__interaction|trend__secondary|trend__pair_mean|trend__primary|trend__triple_mean,0.020480127107163994,0.5199999999999999,0.22128467283384523,reversal__risk_adjusted|reversal__pair_mean|reversal__primary|reversal__interaction|reversal__secondary,0.030009625793391007,0.5,0.2650821979166469,breakout__interaction|breakout__risk_adjusted|breakout__secondary|breakout__pair_mean|breakout__primary,-0.030128617363420825,0.5,0.07962077852810454,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__secondary|exposure_control__triple_mean|exposure_control__primary,0.05457794410362126,0.5033333333333333,0.4340123507214034
2007-12-31,sideways,0.029310597221632984,1997-12-31,2007-11-30,120,24,False,12,20,973,trend__interaction|trend__secondary|trend__triple_mean|trend__primary|trend__pair_mean,0.027810395582508935,0.505,0.2575751843326088,reversal__risk_adjusted|reversal__interaction|reversal__primary|reversal__pair_mean|reversal__secondary,0.0226559784592849,0.51,0.23292658381997688,breakout__interaction|breakout__secondary|breakout__pair_mean|breakout__risk_adjusted|breakout__triple_mean,-0.029887986540493707,0.4933333333333333,0.08076233288637207,exposure_control__risk_adjusted|exposure_control__secondary|exposure_control__interaction|exposure_control__triple_mean|exposure_control__pair_mean,0.05316186826958274,0.5100000000000001,0.4287358989610422
2008-01-31,sideways,0.001672116095604137,1998-01-31,2007-12-31,120,25,False,12,20,977,trend__interaction|trend__secondary|trend__triple_mean|trend__pair_mean|trend__primary,0.017600972916618888,0.51,0.20374317524132365,reversal__risk_adjusted|reversal__pair_mean|reversal__primary|reversal__interaction|reversal__triple_mean,0.035388464708111744,0.5083333333333333,0.29055031373236395,breakout__interaction|breakout__risk_adjusted|breakout__secondary|breakout__primary|breakout__triple_mean,-0.0274187695667657,0.5066666666666667,0.08266520199004196,exposure_control__triple_mean|exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__secondary|exposure_control__pair_mean,0.05400645170473838,0.515,0.4230413090362703
2008-02-29,sideways,-0.033692126435211134,1998-02-28,2008-01-31,120,26,False,12,20,974,trend__interaction|trend__secondary|trend__pair_mean|trend__triple_mean|trend__primary,0.026638270614031616,0.495,0.2337333794249065,reversal__risk_adjusted|reversal__primary|reversal__pair_mean|reversal__interaction|reversal__triple_mean,0.03545003620118654,0.5033333333333333,0.27994216828184104,breakout__interaction|breakout__secondary|breakout__primary|breakout__triple_mean|breakout__risk_adjusted,-0.026015962698959727,0.4966666666666667,0.08160819849289076,exposure_control__triple_mean|exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__secondary|exposure_control__pair_mean,0.054088528218510575,0.495,0.40471625380036164
2008-03-31,bear,-0.07225013396298763,1998-03-31,2008-02-29,120,120,True,12,20,969,trend__pair_mean|trend__secondary|trend__risk_adjusted|trend__interaction|trend__primary,0.02384965920708446,0.51,0.3168449442166209,reversal__interaction|reversal__primary|reversal__risk_adjusted|reversal__pair_mean|reversal__triple_mean,0.005379613737811127,0.5033333333333333,0.21825809325506568,breakout__triple_mean|breakout__interaction|breakout__primary|breakout__risk_adjusted|breakout__secondary,-0.00173500982461429,0.5116666666666666,0.19010042248885797,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__secondary|exposure_control__triple_mean|exposure_control__pair_mean,0.016480581716526624,0.5199999999999999,0.2747965400394555
2008-04-30,sideways,-0.04749910980000127,1998-04-30,2008-03-31,120,27,False,12,20,972,trend__secondary|trend__interaction|trend__pair_mean|trend__primary|trend__triple_mean,0.028790382103672737,0.495,0.23992625515382873,reversal__risk_adjusted|reversal__primary|reversal__pair_mean|reversal__interaction|reversal__triple_mean,0.03198195704809067,0.5133333333333334,0.2580955258140878,breakout__interaction|breakout__secondary|breakout__risk_adjusted|breakout__primary|breakout__triple_mean,-0.023465945150358873,0.5066666666666667,0.08486301720095245,exposure_control__risk_adjusted|exposure_control__triple_mean|exposure_control__interaction|exposure_control__secondary|exposure_control__primary,0.055983590825172104,0.5133333333333333,0.41711520183113104
2008-05-31,sideways,0.011542027502357888,1998-05-31,2008-04-30,120,28,False,12,20,975,trend__interaction|trend__secondary|trend__primary|trend__pair_mean|trend__triple_mean,0.031191149103125988,0.495,0.2607484161605034,reversal__risk_adjusted|reversal__pair_mean|reversal__interaction|reversal__primary|reversal__triple_mean,0.028326483771316965,0.5083333333333334,0.24787618803902545,breakout__interaction|breakout__secondary|breakout__primary|breakout__triple_mean|breakout__risk_adjusted,-0.018928195078414815,0.4966666666666667,0.09577507459050966,exposure_control__risk_adjusted|exposure_control__triple_mean|exposure_control__interaction|exposure_control__secondary|exposure_control__primary,0.05145023537034009,0.5183333333333332,0.3956003212099615
2008-06-30,bear,-0.05963605241908576,1998-06-30,2008-05-31,120,120,True,12,20,967,trend__pair_mean|trend__interaction|trend__secondary|trend__risk_adjusted|trend__primary,0.025310445838662946,0.525,0.32397113984156034,reversal__interaction|reversal__primary|reversal__pair_mean|reversal__risk_adjusted|reversal__secondary,0.0011271749352893088,0.5149999999999999,0.19873832689272564,breakout__interaction|breakout__primary|breakout__triple_mean|breakout__pair_mean|breakout__risk_adjusted,0.005002936592990074,0.5149999999999999,0.2147563763408602,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__triple_mean|exposure_control__secondary|exposure_control__pair_mean,0.014921783734823741,0.52,0.26253415692485377
2008-07-31,sideways,-0.0023583126748631944,1998-07-31,2008-06-30,120,29,False,12,20,967,trend__interaction|trend__secondary|trend__pair_mean|trend__primary|trend__risk_adjusted,0.04500178206423669,0.4833333333333333,0.32734552487530394,reversal__risk_adjusted|reversal__interaction|reversal__primary|reversal__pair_mean|reversal__secondary,0.014108968123830855,0.4999999999999999,0.17794834624686307,breakout__interaction|breakout__secondary|breakout__primary|breakout__risk_adjusted|breakout__pair_mean,-0.011417272496813563,0.5,0.10680112990892104,exposure_control__risk_adjusted|exposure_control__triple_mean|exposure_control__interaction|exposure_control__secondary|exposure_control__primary,0.0526139919440111,0.5183333333333333,0.3879049989689119
2008-08-31,sideways,0.0367664965715917,1998-08-31,2008-07-31,120,30,False,12,20,975,trend__interaction|trend__secondary|trend__primary|trend__risk_adjusted|trend__pair_mean,0.03573387770173822,0.47833333333333333,0.282756068758482,reversal__risk_adjusted|reversal__interaction|reversal__pair_mean|reversal__primary|reversal__triple_mean,0.02006073610285103,0.5083333333333334,0.2097930872380352,breakout__interaction|breakout__secondary|breakout__primary|breakout__risk_adjusted|breakout__pair_mean,-0.013396959760845158,0.5,0.10699703910727092,exposure_control__risk_adjusted|exposure_control__triple_mean|exposure_control__interaction|exposure_control__secondary|exposure_control__primary,0.05213456961039494,0.5183333333333333,0.40045380489621196
2008-09-30,sideways,-0.03452908854720893,1998-09-30,2008-08-31,120,30,False,12,20,971,trend__interaction|trend__pair_mean|trend__primary|trend__risk_adjusted|trend__triple_mean,0.03592853082967998,0.48666666666666664,0.26297211103125634,reversal__risk_adjusted|reversal__interaction|reversal__pair_mean|reversal__secondary|reversal__primary,0.016136482396715206,0.5,0.17819414940145406,breakout__interaction|breakout__risk_adjusted|breakout__primary|breakout__triple_mean|breakout__secondary,-0.006862045539998052,0.4866666666666667,0.11174689607080043,exposure_control__triple_mean|exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__pair_mean|exposure_control__secondary,0.062130441078725826,0.5,0.4470868434964891
2008-10-31,bear,-0.21974226549454323,1998-10-31,2008-09-30,120,120,True,12,20,973,trend__pair_mean|trend__secondary|trend__risk_adjusted|trend__primary|trend__interaction,0.0241339939057268,0.5049999999999999,0.30772329179309216,reversal__interaction|reversal__risk_adjusted|reversal__secondary|reversal__primary|reversal__pair_mean,0.0010485949424159475,0.5149999999999999,0.19490124543808893,breakout__triple_mean|breakout__primary|breakout__interaction|breakout__risk_adjusted|breakout__pair_mean,0.005811389877530408,0.4999999999999999,0.2127778992858071,exposure_control__interaction|exposure_control__risk_adjusted|exposure_control__triple_mean|exposure_control__secondary|exposure_control__pair_mean,0.01997775133186025,0.5149999999999999,0.2845975634830118
2008-11-30,bear,-0.2810223666032091,1998-11-30,2008-10-31,120,120,True,12,20,977,trend__risk_adjusted|trend__pair_mean|trend__secondary|trend__primary|trend__interaction,0.025455748036993388,0.5050000000000001,0.3096853388574326,reversal__interaction|reversal__risk_adjusted|reversal__secondary|reversal__primary|reversal__pair_mean,-0.0002616179789677144,0.52,0.18655188902441397,breakout__primary|breakout__triple_mean|breakout__interaction|breakout__pair_mean|breakout__risk_adjusted,0.007423255004389867,0.5,0.2153806408608643,exposure_control__interaction|exposure_control__risk_adjusted|exposure_control__triple_mean|exposure_control__pair_mean|exposure_control__secondary,0.021892233000055727,0.505,0.2883821312572891
2008-12-31,bear,-0.20754011129930594,1998-12-31,2008-11-30,120,12,False,12,20,986,trend__interaction|trend__primary|trend__pair_mean|trend__triple_mean|trend__secondary,-0.05345788960894809,0.5116666666666665,0.10928604429325971,reversal__risk_adjusted|reversal__triple_mean|reversal__pair_mean|reversal__interaction|reversal__primary,0.02968539731521622,0.5033333333333334,0.5740220305086682,breakout__interaction|breakout__risk_adjusted|breakout__secondary|breakout__pair_mean|breakout__triple_mean,-0.04219129805813693,0.5283333333333333,0.13805247531625062,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__triple_mean|exposure_control__secondary|exposure_control__primary,-0.028929515095398168,0.5133333333333332,0.17863944988182157
2009-01-31,bear,-0.2617808956812313,1999-01-31,2008-12-31,120,13,False,12,20,980,trend__interaction|trend__primary|trend__risk_adjusted|trend__triple_mean|trend__pair_mean,-0.05502456606382318,0.5116666666666666,0.07032712670067844,reversal__pair_mean|reversal__triple_mean|reversal__risk_adjusted|reversal__secondary|reversal__primary,0.06048526669036892,0.5149999999999999,0.7098267432765708,breakout__interaction|breakout__secondary|breakout__pair_mean|breakout__risk_adjusted|breakout__triple_mean,-0.04768103473882731,0.5183333333333333,0.08172513093786583,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__triple_mean|exposure_control__primary|exposure_control__secondary,-0.021317607180535967,0.5133333333333333,0.13812099908488498
2009-02-28,bear,-0.33755821895960836,1999-02-28,2009-01-31,120,14,False,12,20,982,trend__interaction|trend__primary|trend__pair_mean|trend__triple_mean|trend__risk_adjusted,-0.04517293917322241,0.5116666666666666,0.09791879895296338,reversal__risk_adjusted|reversal__pair_mean|reversal__secondary|reversal__primary|reversal__triple_mean,0.04580993364433794,0.485,0.5961323320806777,breakout__interaction|breakout__risk_adjusted|breakout__secondary|breakout__pair_mean|breakout__triple_mean,-0.03526489284389735,0.5233333333333332,0.120076953091354,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__triple_mean|exposure_control__secondary|exposure_control__primary,-0.013043642885860272,0.5083333333333333,0.18587191587500487
2009-03-31,bear,-0.2182601889550715,1999-03-31,2009-02-28,120,15,False,12,20,985,trend__interaction|trend__primary|trend__risk_adjusted|trend__triple_mean|trend__pair_mean,-0.05410686111336364,0.5116666666666667,0.08244385762935182,reversal__pair_mean|reversal__risk_adjusted|reversal__secondary|reversal__triple_mean|reversal__primary,0.04898880028775342,0.49499999999999994,0.6427124623401065,breakout__interaction|breakout__secondary|breakout__pair_mean|breakout__risk_adjusted|breakout__triple_mean,-0.03633212749469731,0.5283333333333334,0.1186224254952229,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__triple_mean|exposure_control__primary|exposure_control__secondary,-0.022440740149267033,0.5233333333333332,0.1562212545353188
2009-04-30,sideways,0.022924065641081848,1999-04-30,2009-03-31,120,29,False,12,20,987,trend__pair_mean|trend__primary|trend__risk_adjusted|trend__interaction|trend__secondary,0.05086371202888527,0.49833333333333324,0.272654534987645,reversal__risk_adjusted|reversal__interaction|reversal__secondary|reversal__pair_mean|reversal__triple_mean,-0.0065054916869759834,0.5166666666666667,0.08735568754399099,breakout__triple_mean|breakout__pair_mean|breakout__primary|breakout__interaction|breakout__risk_adjusted,0.019043440179627565,0.5,0.1444066749177629,exposure_control__risk_adjusted|exposure_control__triple_mean|exposure_control__pair_mean|exposure_control__interaction|exposure_control__secondary,0.08094852036247177,0.49000000000000005,0.495583102550601
2009-05-31,bull,0.15087277029824953,1999-05-31,2009-04-30,120,74,False,12,20,991,trend__secondary|trend__interaction|trend__pair_mean|trend__risk_adjusted|trend__triple_mean,0.02686601940221866,0.5133333333333333,0.33823307624469634,reversal__interaction|reversal__primary|reversal__risk_adjusted|reversal__secondary|reversal__pair_mean,-0.005490464249247986,0.5,0.1759040881542833,breakout__primary|breakout__triple_mean|breakout__interaction|breakout__pair_mean|breakout__risk_adjusted,0.01101934227619192,0.495,0.24411392531064643,exposure_control__interaction|exposure_control__triple_mean|exposure_control__risk_adjusted|exposure_control__secondary|exposure_control__pair_mean,0.009782572446062864,0.5249999999999999,0.241748910290374
2009-06-30,bull,0.13236357554344802,1999-06-30,2009-05-31,120,74,False,12,20,992,trend__secondary|trend__interaction|trend__pair_mean|trend__triple_mean|trend__risk_adjusted,0.026021791882906858,0.5133333333333334,0.32471250848746747,reversal__interaction|reversal__risk_adjusted|reversal__primary|reversal__pair_mean|reversal__triple_mean,-0.0006673489773106469,0.5016666666666667,0.1892982949499199,breakout__triple_mean|breakout__primary|breakout__pair_mean|breakout__risk_adjusted|breakout__interaction,0.010383476902876382,0.47999999999999987,0.23357593678574787,exposure_control__risk_adjusted|exposure_control__interaction|exposure_control__secondary|exposure_control__triple_mean|exposure_control__pair_mean,0.013761498340257762,0.5,0.2524132597768647
2009-07-31,bull,0.308572831709617,1999-07-31,2009-06-30,120,74,False,12,20,993,trend__secondary|trend__pair_mean|trend__interaction|trend__risk_adjusted|trend__triple_mean,0.02482129246456671,0.5183333333333333,0.3250707087142107,reversal__interaction|reversal__primary|reversal__risk_adjusted|reversal__pair_mean|reversal__triple_mean,0.00010338939361163361,0.5066666666666666,0.19712761860710712,breakout__triple_mean|breakout__primary|breakout__interaction|breakout__pair_mean|breakout__risk_adjusted,0.008505438042327859,0.49499999999999994,0.23184266391637698,exposure_control__interaction|exposure_control__risk_adjusted|exposure_control__triple_mean|exposure_control__primary|exposure_control__secondary,0.011377400817566144,0.49833333333333324,0.2459590087623054
2009-08-31,bull,0.49013015230598755,1999-08-31,2009-07-31,120,74,False,12,20,992,trend__secondary|trend__pair_mean|trend__interaction|trend__risk_adjusted|trend__triple_mean,0.022201953194617183,0.5333333333333334,0.31383055254423875,reversal__interaction|reversal__risk_adjusted|reversal__primary|reversal__triple_mean|reversal__pair_mean,0.0008465745850766889,0.5116666666666667,0.20253491534617837,breakout__triple_mean|breakout__primary|breakout__interaction|breakout__risk_adjusted|breakout__pair_mean,0.006214570684880022,0.52,0.22643068731224308,exposure_control__interaction|exposure_control__triple_mean|exposure_control__primary|exposure_control__pair_mean|exposure_control__secondary,0.01341940697373329,0.48666666666666664,0.2572038447973399
