missing_return_policy,formation_month,month,path_status,gross_return,total_security_return,traded_notional,formation_universe,finite_signal_count,missing_forward_return_gross_weight,missing_total_return_gross_weight,n_long,n_short,max_abs_weight,weight_hhi,gross_exposure
zero,1999-07-31,1999-08-31,ok,0.009210979093061285,0.009156258645633157,2.0000000000000004,1000,1000,0.007058881247178572,0.007058881247178572,100,100,0.14224896438644768,0.10096156917871678,2.0000000000000004
zero,1999-08-31,1999-09-30,ok,0.07593292480061418,0.07592013651616432,1.4648954304282342,1000,1000,0.0017258143657023716,0.0017258143657023716,100,100,0.20731864749882234,0.13460401541315664,2.0
zero,1999-09-30,1999-10-31,ok,-0.08044816698766485,-0.08043350152914848,1.2063112097457078,1000,1000,0.002047676419484485,0.002047676419484485,100,100,0.12818707337085944,0.09707115244864856,2.0
zero,1999-10-31,1999-11-30,ok,0.04458844477424707,0.04448934977609705,1.9748385702019164,1000,1000,0.013001180549726557,0.013001180549726557,100,100,0.1564851432352311,0.12563820273984067,2.0
zero,1999-11-30,1999-12-31,ok,0.1647347871811932,0.16471902533792296,1.8849731946216526,1000,1000,0.002093762389768156,0.002093762389768156,100,100,0.13431826253596896,0.09218299450461598,2.0
zero,1999-12-31,2000-01-31,ok,-0.011961624312128757,-0.011984909112453729,1.1271820652677658,1000,1000,0.0026807276450576682,0.0026807276450576682,100,100,0.1685838010001825,0.09079941161683162,1.9999999999999996
zero,2000-01-31,2000-02-29,ok,0.24415172437044907,0.2441081941213132,1.1812328159980798,1000,1000,0.0050675493755357745,0.0050675493755357745,100,100,0.18324150003825976,0.09531951991210555,2.0
zero,2000-02-29,2000-03-31,ok,-0.10797923581335664,-0.10799378562366943,1.7076543773118882,1000,1000,0.0016620756583068802,0.0016620756583068802,100,100,0.1261944003647913,0.08650001359639904,2.0
zero,2000-03-31,2000-04-30,ok,-0.11308289317368073,-0.1130983521908037,2.255943302487027,1000,1000,0.0016821563789957063,0.0016821563789957063,100,100,0.18070028125036502,0.11383562639871068,2.0
zero,2000-04-30,2000-05-31,ok,-0.11935256052906675,-0.119368188910138,1.788185542815745,1000,1000,0.0016340841772528288,0.0016340841772528288,100,100,0.2085594042714413,0.15988409394519548,2.0
zero,2000-05-31,2000-06-30,ok,0.01591666607814413,0.01580684420797183,1.3663473021321306,1000,1000,0.014666382234547744,0.014666382234547744,100,100,0.21732495194702103,0.15024376669279027,2.0
zero,2000-06-30,2000-07-31,ok,-0.020244548765723343,-0.020260391284954122,2.327954594445127,1000,1000,0.062256861841701316,0.062256861841701316,100,100,0.16585498774289914,0.12877868648716856,2.0
zero,2000-07-31,2000-08-31,ok,0.0537502628780214,0.05373057018456166,1.22354312480416,1000,1000,0.0019684819531926297,0.0019684819531926297,100,100,0.18100857922861446,0.1405514094761804,2.0
zero,2000-08-31,2000-09-30,ok,-0.07499336738653495,-0.07500023972106665,1.317562964024833,1000,1000,0.000674684324729896,0.000674684324729896,100,100,0.23673448060219618,0.15193301268541975,2.0
zero,2000-09-30,2000-10-31,ok,-0.05826386655742778,-0.05828570827793465,2.0397278970757733,1000,1000,0.0020933218810491924,0.0020933218810491924,100,100,0.16247522073075973,0.1281253340201159,2.0
zero,2000-10-31,2000-11-30,ok,-0.05383050990478962,-0.05381808248826313,2.1748694018226553,1000,1000,0.0012512501536938543,0.0012512501536938543,100,100,0.17288947288989856,0.1067041803461648,2.0
zero,2000-11-30,2000-12-31,ok,-0.029201018767328443,-0.029232942429506928,1.8830530632174396,1000,1000,0.0032515443245549644,0.0032515443245549644,100,100,0.23689013462346753,0.12348915211656888,2.0
zero,2000-12-31,2001-01-31,ok,-0.1479616572453937,-0.1480145526903646,1.5435986458420914,1000,1000,0.00504438727549521,0.00504438727549521,100,100,0.1982587167965699,0.09032399273049402,2.0
zero,2001-01-31,2001-02-28,ok,0.08017502697353836,0.08017502697353833,1.9345377084334066,1000,1000,0.0,0.0,100,100,0.1887841459032992,0.10786928035999438,1.9999999999999998
zero,2001-02-28,2001-03-31,ok,0.050088302421052486,0.05004595116478461,1.1231873637360983,1000,1000,0.004901765771745543,0.004901765771745543,100,100,0.18765386890265207,0.10489206063765893,2.0
zero,2001-03-31,2001-04-30,ok,-0.0738666439342125,-0.0738666439342125,1.500194331007034,1000,1000,0.0,0.0,100,100,0.1261481432884251,0.08897270394316475,2.0
zero,2001-04-30,2001-05-31,ok,0.0040746231929827716,0.00407730779173349,2.0697956555646986,1000,1000,0.0004217088832417212,0.0004217088832417212,100,100,0.10719540303965003,0.07127550566997662,1.9999999999999998
zero,2001-05-31,2001-06-30,ok,0.01844865404178977,0.018432353671965017,1.8029752656175626,1000,1000,0.004151098140880544,0.004151098140880544,100,100,0.11438172794320596,0.0796138851017214,2.0
zero,2001-06-30,2001-07-31,ok,-0.011849768934367809,-0.011902164474979595,1.2835389982990062,1000,1000,0.008735501935942623,0.008735501935942623,100,100,0.11752929064637167,0.07063986551198795,2.0
zero,2001-07-31,2001-08-31,ok,0.03209113802725288,0.03211971503344523,1.9205994964284074,1000,1000,0.004769193289780778,0.004769193289780778,100,100,0.1225345649773991,0.08390267334683765,2.0
zero,2001-08-31,2001-09-30,ok,0.07113934450713595,0.07098019162373347,1.4133888200658316,1000,1000,0.029148879744053106,0.029148879744053106,100,100,0.18582412941112939,0.10023965213305888,2.0
zero,2001-09-30,2001-10-31,ok,-0.06649436924261905,-0.06652445331893414,1.2985146433280748,1000,1000,0.006983304622816101,0.006983304622816101,100,100,0.19397987692841892,0.09286052055288331,2.0
zero,2001-10-31,2001-11-30,ok,-0.14211189787720616,-0.1421326419535163,2.3064577610082813,1000,1000,0.005930267670152839,0.005930267670152839,100,100,0.17456933376085107,0.11558598238761941,2.0
zero,2001-11-30,2001-12-31,ok,0.04557613509054942,0.045577530607165635,1.9441290891723022,1000,1000,0.0014907692068072951,0.0014907692068072951,100,100,0.19494128226108198,0.13037041871032584,2.0
zero,2001-12-31,2002-01-31,ok,0.005853089059593789,0.005840351436552883,2.418574141970229,1000,1000,0.004581878791690701,0.004581878791690701,100,100,0.15344220144044113,0.09616331788652442,2.0000000000000004
zero,2002-01-31,2002-02-28,ok,0.1075330307718837,0.1075307218689779,1.8873618630238906,1000,1000,0.0008984057999136179,0.0008984057999136179,100,100,0.15514403269009408,0.10493072865206929,1.9999999999999996
zero,2002-02-28,2002-03-31,ok,-0.021298539059610194,-0.021296848547071322,1.8586583419581884,1000,1000,0.0006303178743018422,0.0006303178743018422,100,100,0.2596664559028935,0.14744858677145858,2.0
zero,2002-03-31,2002-04-30,ok,0.04572655681123733,0.0457158905360178,1.1519065370818842,1000,1000,0.0034496362288230914,0.0034496362288230914,100,100,0.250613153880116,0.13287107021311384,1.9999999999999998
zero,2002-04-30,2002-05-31,ok,0.019729051346966064,0.01972905134696606,2.2000475050401063,1000,1000,0.0,0.0,100,100,0.17077098989954426,0.09867799514594011,1.9999999999999998
zero,2002-05-31,2002-06-30,ok,0.06380773272339267,0.06380269493880737,1.9874554018089217,1000,1000,0.0019198874181638877,0.0019198874181638877,100,100,0.15790149096251754,0.11357244268271932,1.9999999999999996
zero,2002-06-30,2002-07-31,ok,0.015979119292780734,0.015974173270170013,1.7331824549018084,1000,1000,0.0016410161283100587,0.0016410161283100587,100,100,0.16068501900326407,0.0931439505792028,2.0000000000000004
zero,2002-07-31,2002-08-31,ok,0.034309709939083236,0.034309564040029474,1.5229341244152814,1000,1000,0.005918309193130636,0.005918309193130636,100,100,0.2001288264921979,0.11842409257432418,2.0
zero,2002-08-31,2002-09-30,ok,0.06681224336308511,0.06681224336308506,1.941570788270464,1000,1000,0.0,0.0,100,100,0.1352118175975683,0.08140170194105346,1.9999999999999996
zero,2002-09-30,2002-10-31,ok,-0.14248646265630924,-0.14248646265630918,1.3590093378265835,1000,1000,0.0,0.0,100,100,0.13474694872634518,0.08422648654468069,2.0
zero,2002-10-31,2002-11-30,ok,-0.158747267805572,-0.15874933666604976,2.377222107757155,1000,1000,0.0008871614398461732,0.0008871614398461732,100,100,0.20814302856411912,0.10540108046870623,2.0
zero,2002-11-30,2002-12-31,ok,0.06693294322791651,0.06693294322791653,1.9042831997769702,1000,1000,0.0,0.0,100,100,0.2441262348410531,0.12924500985512297,2.0
zero,2002-12-31,2003-01-31,ok,-0.026776064603984507,-0.026776064603984497,1.9793661189725524,1000,1000,0.0,0.0,100,100,0.1786088795611044,0.08931432725048741,2.0
zero,2003-01-31,2003-02-28,ok,-0.010013588176541991,-0.010013588176541993,2.3868692707339783,1000,1000,0.0,0.0,100,100,0.1841104228210075,0.12386520991544808,2.0
zero,2003-02-28,2003-03-31,ok,0.006694601838343951,0.0068564688413556285,1.716803756128056,1000,1000,0.0,0.0008780036831147898,100,100,0.1685587443745162,0.10911014539102844,2.0
zero,2003-03-31,2003-04-30,ok,-0.05164478228487273,-0.05163015164380263,1.3151708543108156,1000,1000,0.007790543700802242,0.007790543700802242,100,100,0.17761151283622018,0.11528702849789864,1.9999999999999998
