formation_month,reflection_cutoff,long_reflection_start,long_reflection_end,long_reflection_months,short_reflection_months,buy_count,hold_count,sell_count,mean_absolute_position,mean_risk_cap,stale_position_resets,finite_scores,mean_consensus__fundamentals,high_consensus_count__fundamentals,reflection_rankic__fundamentals,reliability__fundamentals,mean_consensus__market,high_consensus_count__market,reflection_rankic__market,reliability__market,mean_consensus__news,high_consensus_count__news,reflection_rankic__news,reliability__news,mean_consensus__sentiment,high_consensus_count__sentiment,reflection_rankic__sentiment,reliability__sentiment
2000-05-31,1999-05-31,1994-06-30,1999-05-31,60,12,322,355,323,0.3361846332309981,0.5,10,1000,0.6606686293439498,377,-0.01311855076339018,0.039921640132684774,0.7309802554373123,603,0.12039974653809407,0.5766782481487915,0.7363361751018089,711,0.09962511841972743,0.3806163527875451,0.7386578851389395,700,-0.14627437017581676,0.0027837589309785975
2000-06-30,1999-06-30,1994-07-31,1999-06-30,60,12,315,342,343,0.34102697614450034,0.5,11,1000,0.6691234623869909,400,-0.021053002523589513,0.028674582029613958,0.7286502492610594,600,0.13133387318350126,0.6041053485929385,0.7318486701284981,670,0.106192680642103,0.36537519243085353,0.7936075285076006,828,-0.15823292788003893,0.0018448769465938602
2000-07-31,1999-07-31,1994-08-31,1999-07-31,60,12,324,355,321,0.34385642647433357,0.49999999999999994,11,1000,0.6684494093336598,397,-0.03317985331204235,0.018674339721955698,0.7170344441849839,556,0.14133343124413883,0.6124186181492884,0.7227817636368619,690,0.11583710317169715,0.3677816809430195,0.7494305670123063,736,-0.17363217011315557,0.0011253611857364365
2000-08-31,1999-08-31,1994-09-30,1999-08-31,60,12,312,361,327,0.33695367029683293,0.5,13,1000,0.6743719405640907,416,-0.04687518769227808,0.011228241716791156,0.7196087372262512,570,0.15490699616561313,0.6352863635522484,0.7342977777012047,657,0.12550944045686221,0.35287883320078445,0.7894102938904932,827,-0.19279425223277435,0.0006065615301759137
2000-09-30,1999-09-30,1994-10-31,1999-09-30,60,12,358,269,373,0.347586279491793,0.5,13,1000,0.6734883726799562,422,-0.06311761612662369,0.006720018592004686,0.7333786784231663,599,0.1684409517129224,0.6897038330544524,0.7338885968804366,714,0.12734046583072384,0.30315752664943396,0.7295257799350441,683,-0.20191154323822044,0.00041862170410903696
2000-10-31,1999-10-31,1994-11-30,1999-10-31,60,12,346,296,358,0.3459335007025904,0.5,10,1000,0.6593894874632286,383,-0.07243343677946656,0.004378242728843893,0.7229912865071105,529,0.18376817060305772,0.7355949209531213,0.7321198436127077,716,0.1317155557097745,0.2597260158520787,0.7524263828674463,733,-0.20632789134083623,0.0003008204659561289
2000-11-30,1999-11-30,1994-12-31,1999-11-30,60,12,373,270,357,0.3497940058227655,0.5,15,1000,0.6534792569599196,387,-0.07768646622949481,0.0036919049479880806,0.7231469579798712,562,0.18748102186401877,0.742106180089596,0.7298447797712005,728,0.13385801406552358,0.25392328067591613,0.6966055936880291,633,-0.20688635267941446,0.0002786342864998227
2000-12-31,1999-12-31,1995-01-31,1999-12-31,60,12,374,287,339,0.3530681795345739,0.5,8,1000,0.6592801936012246,389,-0.07645163823608792,0.004539188836595144,0.6988952679517328,494,0.17759809630460927,0.7305100702745289,0.7338448429243745,693,0.12680151792672445,0.2644921174075782,0.7588099163562897,748,-0.19106533990975427,0.0004586234812977831
2001-01-31,2000-01-31,1995-02-28,2000-01-31,60,12,345,338,317,0.3419879859729008,0.5,10,1000,0.6486235477155617,367,-0.07482739927916761,0.0045635721362593884,0.7104376309467808,501,0.17827234473131545,0.7206117905305431,0.7292527394227285,662,0.12998157946132727,0.27431724220014675,0.8043939758225327,869,-0.18465594447281372,0.0005073951330508063
2001-02-28,2000-02-29,1995-03-31,2000-02-29,60,12,361,301,338,0.33387435225911727,0.5,15,1000,0.643313482910469,367,-0.0592995997383882,0.01160407876103334,0.704193283432859,542,0.14337441736480477,0.6683667138287616,0.7302700588944312,717,0.10623005787886075,0.31796770021957477,0.7126765806367827,644,-0.145695564359578,0.0020615071906302522
2001-03-31,2000-03-31,1995-04-30,2000-03-31,60,12,357,325,318,0.3349643742592666,0.5,9,1000,0.6438222147028887,362,-0.05398363792763669,0.01934992464625583,0.6943171967527243,504,0.12096014337421424,0.6400614268844177,0.7301086850776392,711,0.08867696094246685,0.33559346526944434,0.7254630833704655,678,-0.12169435978447823,0.004995183199882175
2001-04-30,2000-04-30,1995-05-31,2000-04-30,60,12,335,333,332,0.3379647546020502,0.5,6,1000,0.6387507268766235,356,-0.050864487690017834,0.02885324855386724,0.6975595796051676,485,0.10211390344570179,0.615103416665866,0.7362316255262048,648,0.07334326552078342,0.3459788521899886,0.81400837834734,875,-0.10352498454966744,0.0100644825902781
2001-05-31,2000-05-31,1995-06-30,2000-05-31,60,12,340,355,305,0.3303077754712855,0.5,4,1000,0.6402737744128979,359,-0.04842336276209415,0.039163771364278635,0.7070625401991124,534,0.08620660569552085,0.5784496391901507,0.7315555551530438,701,0.06324265741755075,0.36542918903223104,0.7455724427604128,724,-0.09027575168556051,0.01695740041333958
2001-06-30,2000-06-30,1995-07-31,2000-06-30,60,12,291,418,291,0.3149719407053318,0.5,16,1000,0.6388832914983442,355,-0.03171978620615609,0.08129217796463335,0.7034154790836309,521,0.0629603225056379,0.5400447325396585,0.7362917673235655,695,0.037886327002271986,0.3270692964176226,0.7646364904558168,763,-0.054452207399164086,0.05159379307808556
2001-07-31,2000-07-31,1995-08-31,2000-07-31,60,12,350,326,324,0.3336347884257384,0.49999999999999994,11,1000,0.6357986732267034,354,-0.011830116886107921,0.15647582772671575,0.6982155274321508,485,0.03990953172541181,0.4404048928765811,0.7379338384253171,703,0.018992172121282253,0.28984529721971486,0.733537366435696,708,-0.02798471876279232,0.1132739821769883
2001-08-31,2000-08-31,1995-09-30,2000-08-31,60,12,359,341,300,0.3221991031794239,0.5,8,1000,0.6339747757435469,353,0.013738689729323688,0.2907403824116172,0.6987185342816861,493,0.005067401396623001,0.24444857159069022,0.7392252910769455,704,-0.012524903191098516,0.17194228254393026,0.7217510692061042,652,0.014103384233031466,0.2928687634537622
2001-09-30,2000-09-30,1995-10-31,2000-09-30,60,12,353,356,291,0.3242254955928746,0.49999999999999994,9,1000,0.6418135183705004,379,0.04009273725564839,0.38158075693793436,0.6900375577419962,475,-0.031034945168368838,0.09199818628035977,0.7478693227372224,768,-0.036874063088031636,0.08185803808925222,0.6993437907437499,597,0.04773120266814926,0.4445630186924537
2001-10-31,2000-10-31,1995-11-30,2000-10-31,60,12,389,271,340,0.343714101039477,0.5,5,1000,0.6379621025695191,366,0.06275789468825946,0.3964467118689824,0.682069509248312,446,-0.0626083532110581,0.032304827516031386,0.723476040674107,611,-0.06026420901564903,0.03385543547059275,0.8087585000745141,862,0.0779672987612172,0.5373930251443935
2001-11-30,2000-11-30,1995-12-31,2000-11-30,60,12,335,362,303,0.33269882691620567,0.5,8,1000,0.6374879128027638,371,0.07834463855704445,0.397880884946404,0.6973208271042897,475,-0.08822960950973477,0.014220260096489409,0.7114430329610429,599,-0.07636435521770803,0.018028841857168396,0.8108672500050398,858,0.09630741911669563,0.5698700130999382
2001-12-31,2000-12-31,1996-01-31,2000-12-31,60,12,332,380,288,0.3076395478722037,0.5,7,1000,0.6402643770046474,365,0.09380112627881527,0.4414966363481621,0.7133688130431265,549,-0.10169984984836102,0.008847641079321131,0.7195531515551908,626,-0.08603852324655849,0.012102080873300286,0.7735621679250928,783,0.10364403388921103,0.5375536416992165
2002-01-31,2001-01-31,1996-02-29,2001-01-31,60,12,349,352,299,0.31214125304472895,0.5,5,1000,0.6321945719712017,347,0.10349075289267114,0.3780754135466009,0.6940804408707796,501,-0.10280563461802167,0.006105353029886039,0.7343073659977185,671,-0.10766160333073069,0.005540288404564092,0.7460372068692804,707,0.12743187574777431,0.610278945018949
2002-02-28,2001-02-28,1996-03-31,2001-02-28,60,12,363,353,284,0.3171943431931482,0.5,12,1000,0.630714139630734,343,0.10331791907133264,0.45474449293150937,0.7057362462093133,491,-0.08670226686755006,0.010168879107956427,0.7283014402239784,661,-0.09847458888554073,0.00803563116517434,0.7460597108309298,690,0.11069599930875756,0.5270509967953598
2002-03-31,2001-03-31,1996-04-30,2001-03-31,60,12,345,379,276,0.31333861418090875,0.5000000000000001,6,1000,0.6332025071447265,355,0.10570790029232667,0.4992541581390982,0.7072522410100457,498,-0.07707882527958088,0.012901980021067112,0.7274851208515647,625,-0.0928178180902739,0.00941779451616641,0.8085610607815104,846,0.1035772197259366,0.4784260673236682
2002-04-30,2001-04-30,1996-05-31,2001-04-30,60,12,358,373,269,0.30869002252717687,0.5,12,1000,0.6302793312607132,343,0.10795724078651191,0.4740373841123751,0.6895955898468739,485,-0.062472019526612646,0.015684939457825394,0.7426469220062538,706,-0.09902866255200753,0.007550155214413256,0.7336046496084254,671,0.11089534718539214,0.5027275212153863
2002-05-31,2001-05-31,1996-06-30,2001-05-31,60,12,382,315,303,0.3239339851751398,0.5000000000000001,7,1000,0.6284546706664299,344,0.11477604657412808,0.4882333380383327,0.696929129134687,481,-0.0604651578528979,0.01467241726643779,0.7390733794524942,689,-0.1075910055910129,0.00571704692366082,0.7514062742560661,724,0.11509697723094052,0.4913771977715685
2002-06-30,2001-06-30,1996-07-31,2001-06-30,60,12,386,316,298,0.32364740740809905,0.49999999999999994,6,1000,0.6259551470995834,341,0.11437012309823553,0.49742802660450997,0.7132715939240116,518,-0.05488872680682533,0.016848706325058187,0.7490692849269751,735,-0.10633334994459516,0.006021771078473309,0.7201981668547157,672,0.11255578065378401,0.47970149599195877
2002-07-31,2001-07-31,1996-08-31,2001-07-31,60,12,384,309,307,0.3265481276642207,0.5,8,1000,0.6264800439130968,341,0.10976248385748846,0.45943781850835974,0.7105746422846559,515,-0.045063193341685806,0.020769593462794327,0.7445463814749717,734,-0.10177818147680073,0.006680483076034755,0.7227539553850497,693,0.11528702091142899,0.5131121049528112
2002-08-31,2001-08-31,1996-09-30,2001-08-31,60,12,387,290,323,0.3359956979489602,0.5,6,1000,0.6276242676201297,344,0.0995184384394941,0.4380860793828765,0.7027646037812013,495,-0.028638283413833388,0.03376014559181277,0.7369064395763685,702,-0.08754079590785785,0.010394020952302591,0.7487107634216591,737,0.10787323444492682,0.517759754073008
2002-09-30,2001-09-30,1996-10-31,2001-09-30,60,12,367,314,319,0.3290874334060572,0.5,7,1000,0.6274043639467006,339,0.09965308442462933,0.4944599723005403,0.701895087188767,510,-0.011734056719895719,0.05328865086266624,0.7483307897505107,738,-0.07683366503238498,0.01449394843270591,0.7196612920639515,648,0.09356302135216586,0.4377574284040876
2002-10-31,2001-10-31,1996-11-30,2001-10-31,60,12,357,310,333,0.3285155000256476,0.5,6,1000,0.6267514215422488,349,0.09490542791326231,0.5244420686035112,0.6990154147870163,486,-0.0026004330075256633,0.07460576272959404,0.7299533820951458,656,-0.06687693613800658,0.020628790352492925,0.7849972482952822,812,0.07883977368152571,0.3803233783144018
2002-11-30,2001-11-30,1996-12-31,2001-11-30,60,12,347,354,299,0.3235991696258935,0.5,6,1000,0.6284796271944888,343,0.09361393057100306,0.4951274430507976,0.7060272705616505,496,0.006947525965172655,0.0874867276644402,0.7204709130447227,610,-0.06046549280789599,0.022719571248316764,0.818425372172904,900,0.08227519563373434,0.39466625803644534
2002-12-31,2001-12-31,1997-01-31,2001-12-31,60,12,302,443,255,0.30186223461254535,0.5,12,1000,0.6297975608370228,345,0.08630460163053062,0.44135643012664705,0.7225156599957764,610,0.01388007294032232,0.10368549250795915,0.7423292485735312,743,-0.051249707341311554,0.028184342722553657,0.7214265478210167,649,0.084624661468086,0.4267737346428402
2003-01-31,2002-01-31,1997-02-28,2002-01-31,60,12,306,408,286,0.31129797297920403,0.5,7,1000,0.6275971806562609,341,0.08527256122348648,0.4550146115900525,0.711762915004498,555,0.007481961956170626,0.0960162594573382,0.7274417061972736,658,-0.032903436501413946,0.042811620695919254,0.7600964398329456,737,0.07959313641944432,0.40615750825669
2003-02-28,2002-02-28,1997-03-31,2002-02-28,60,12,323,377,300,0.3252519859673373,0.5,4,1000,0.6318772477902943,345,0.08090601566411608,0.4198651519321312,0.7202257319956971,564,0.008507709725724186,0.09868840616388434,0.727708248815773,700,-0.024137572648682576,0.051370384360049336,0.7577015016034363,728,0.08210743957209224,0.4300760575439352
2003-03-31,2002-03-31,1997-04-30,2002-03-31,60,12,336,351,313,0.32260800487218594,0.5,10,1000,0.6272513876801118,338,0.07990446909387497,0.3553739244921173,0.7412652686166357,620,0.016864305470212768,0.10072230463639006,0.7361273116698129,700,-0.019956772167117703,0.04822828710642612,0.7544642305806422,744,0.09654201421550619,0.49567548376506665
2003-04-30,2002-04-30,1997-05-31,2002-04-30,60,12,323,383,294,0.3240389445920115,0.5,6,1000,0.6320216356565049,337,0.07747592412086765,0.3652165458387255,0.7383998403503217,595,0.015510658319507879,0.10576134969696199,0.7231485170087725,651,-0.0073335368781888765,0.06697378230660604,0.8030639965310145,858,0.08923487537551751,0.4620483221577065
2003-05-31,2002-05-31,1997-06-30,2002-05-31,60,12,316,393,291,0.3140985002390617,0.5,5,1000,0.6307484294117593,339,0.0740839225438151,0.3315035560677291,0.7265932464893832,583,0.019914229676948947,0.11219570129028887,0.708001298964639,598,-0.0007377596758625972,0.07423271027942951,0.8121568493452715,871,0.09280625820879806,0.4820680323625526
2003-06-30,2002-06-30,1997-07-31,2002-06-30,60,12,285,459,256,0.2977535037768066,0.49999999999999994,5,1000,0.6321598311810132,341,0.06696777950377965,0.3062866723597563,0.7440454877865036,611,0.02071234825245792,0.1214390967929923,0.7220071999958291,632,0.011666437619666844,0.10134136439426691,0.7782488570031856,777,0.0884774819346116,0.47093286645298443
2003-07-31,2002-07-31,1997-08-31,2002-07-31,60,12,247,513,240,0.2923752492220562,0.5,13,1000,0.6360136534902985,352,0.06551443963711727,0.33834007336904764,0.7377678272436017,612,0.01570842726471062,0.1249522015344465,0.7369509122876535,670,0.016642089543158337,0.12730738570891964,0.7825220646070676,795,0.07504653855298835,0.4094003393875862
2003-08-31,2002-08-31,1997-09-30,2002-08-31,60,12,245,521,234,0.2884471134194297,0.5,12,1000,0.6387076238194667,348,0.0645575157116349,0.3814122412370602,0.7279401763935314,604,0.012161342726521047,0.13374798610234417,0.7262749906087868,618,0.023419250605996235,0.16752213404271402,0.80381974466581,824,0.05535864064048172,0.3173176386178815
2003-09-30,2002-09-30,1997-10-31,2002-09-30,60,12,227,561,212,0.28312223451257823,0.5,11,1000,0.636670224499003,343,0.05497935069578421,0.36626381707767586,0.7018987920743475,517,0.005789425309883151,0.13694171231094293,0.732484274860073,694,0.02263674932545313,0.19180934003832242,0.756516613181547,719,0.04582480758430792,0.30498513057305887
2003-10-31,2002-10-31,1997-11-30,2002-10-31,60,12,259,500,241,0.294390314829839,0.5,14,1000,0.6282073185786626,335,0.04604720298012833,0.35447940426480223,0.7325254997181504,609,-2.5045439090827515e-05,0.1410628136300582,0.7323970346239465,662,0.024387190459229196,0.22985530353517372,0.7933544315694365,791,0.033280916635274375,0.2746024785699658
2003-11-30,2002-11-30,1997-12-31,2002-11-30,60,12,267,465,268,0.3007666369055752,0.49999999999999994,7,1000,0.6277534947199646,329,0.03969778982150411,0.33528788203879495,0.7321761889022808,567,-0.0002095719268138431,0.1509339429509943,0.7383583212578374,702,0.02080417032593601,0.2297788034993065,0.7710758763994765,758,0.03139691547168652,0.2839993715109043
2003-12-31,2002-12-31,1998-01-31,2002-12-31,60,12,243,532,225,0.2909205670978782,0.5,11,1000,0.6293215150539127,337,0.029936134162874904,0.31258291282554157,0.7115201258627832,509,0.004499715073008757,0.18794349764754384,0.7331002163017393,712,0.02101052372318497,0.2614799339732905,0.772790024637026,786,0.01630484721045796,0.237993655553624
2004-01-31,2003-01-31,1998-02-28,2003-01-31,60,12,230,544,226,0.29306019735345684,0.5,11,1000,0.6327041169023876,340,0.023079149919581255,0.307887166118677,0.6977992558770378,505,0.004937601535311914,0.2141983391818353,0.7430050194620273,675,0.02057234563616007,0.2928314789590339,0.779638295261045,761,-0.002367295776575644,0.18508301574045372
2004-02-29,2003-02-28,1998-03-31,2003-02-28,60,12,260,480,260,0.29942040633159295,0.49999999999999994,10,1000,0.6306109496758482,341,0.020896228044980158,0.32168164254083464,0.7040391051042776,492,0.00254473618779481,0.2228574950557054,0.7474164306330158,711,0.020096607260107202,0.3165780937996299,0.7635793428079675,752,-0.021100381093626174,0.13888276860382995
2004-03-31,2003-03-31,1998-04-30,2003-03-31,60,12,270,449,281,0.30890765039490814,0.5,10,1000,0.6306222512885455,343,0.01746320641191674,0.33681866290721285,0.70638632017033,522,-0.006007615125305425,0.21063531275033406,0.7411949212652167,707,0.02076452804881284,0.3598082051479042,0.7558204714268002,709,-0.04702521008013567,0.09273781919454899
2004-04-30,2003-04-30,1998-05-31,2003-04-30,60,12,287,418,295,0.3118488829868889,0.5,11,1000,0.6299709466315644,337,0.01549194666747634,0.31961109392986325,0.7215659676435593,548,-0.005516241377197525,0.20996506596189068,0.742289259696036,711,0.027642355623919757,0.40752941101208534,0.7486423370056784,681,-0.06579041998527137,0.06289442909616065
2004-05-31,2003-05-31,1998-06-30,2003-05-31,60,12,280,423,297,0.3090472837307244,0.5,6,1000,0.6359911605610562,343,0.017413004582448776,0.316250963436146,0.7281835386653779,580,-0.007354968267206251,0.1927081039881634,0.7500785998015984,718,0.03465440683118777,0.4464663937159762,0.77071702414189,767,-0.08055565881990173,0.04457453885971431
2004-06-30,2003-06-30,1998-07-31,2003-06-30,60,12,319,359,322,0.31676586020485265,0.5,7,1000,0.6334175666118356,336,0.019358894808350156,0.3165792225163939,0.7322385214731333,575,-0.006379600559111125,0.18919980217334947,0.7522410620137916,709,0.03810099545170808,0.4605472845149223,0.777003378094937,763,-0.09268393891537463,0.033673690795334395
2004-07-31,2003-07-31,1998-08-31,2003-07-31,60,12,296,394,310,0.3199625173822828,0.5,10,1000,0.6309725808729281,344,0.020831689873696484,0.31396758746057707,0.731898116228373,566,-0.003239941763746681,0.1939997990394205,0.7429983213782301,720,0.03994346300928607,0.4601374359411135,0.743295799788191,707,-0.09351005668990428,0.031895177558889
2004-08-31,2003-08-31,1998-09-30,2003-08-31,60,12,317,394,289,0.3160658824288825,0.5000000000000001,10,1000,0.6321156274471503,347,0.022554406767649558,0.34192922408176674,0.725489091857673,555,-0.007718765836560527,0.18663228982184485,0.7456330788686173,719,0.03360414781091691,0.4264941239155617,0.7350518017383934,695,-0.07890451521715945,0.044944362180826584
2004-09-30,2003-09-30,1998-10-31,2003-09-30,60,12,319,367,314,0.31750808754307064,0.5,10,1000,0.6302885849810714,339,0.02460652239703391,0.3353588477827223,0.7153801825434724,551,-0.0021638902958097637,0.1963292098041231,0.7546196368925405,704,0.03597886819259796,0.4210064111013211,0.7949214023079232,791,-0.07332217341346332,0.04730553131183351
2004-10-31,2003-10-31,1998-11-30,2003-10-31,60,12,310,375,315,0.31627444952342787,0.5,9,1000,0.6234623444214528,327,0.03043846383907696,0.3706781349722807,0.7303947600035303,574,-0.00032274756100652587,0.20035882766624027,0.7556264978080847,698,0.029182321885071454,0.3614816524095934,0.7686300267803006,766,-0.05473565336008281,0.06748138495188562
2004-11-30,2003-11-30,1998-12-31,2003-11-30,60,12,282,412,306,0.3120388562407574,0.5,6,1000,0.6288182454777171,344,0.033787774749906116,0.4097675577437277,0.7260471139420309,567,-0.00958589957625728,0.17210703505110128,0.7511777997542742,706,0.024897822875908946,0.3430207802393944,0.7868528823015613,813,-0.05104762019996755,0.07510462696577662
2004-12-31,2003-12-31,1999-01-31,2003-12-31,60,12,259,467,274,0.303912394567707,0.5,6,1000,0.6278064555758981,332,0.0406340400214946,0.4507583344371907,0.7215347324685235,563,-0.016170297642879444,0.14472633275182187,0.7475882442882297,692,0.02351088140333709,0.32004710231752226,0.7734731641551146,772,-0.043093752923011985,0.08446823049346502
2005-01-31,2004-01-31,1999-02-28,2004-01-31,60,12,284,442,274,0.29918337473238354,0.5,5,1000,0.6341052227397704,343,0.049105895410014845,0.49679680871618154,0.7210032495518215,575,-0.01601244783749332,0.13507284722410992,0.7400741579312458,694,0.015660404222545776,0.2544924789183165,0.7613963715805744,732,-0.02465232140321129,0.1136378651413919
2005-02-28,2004-02-29,1999-03-31,2004-02-29,60,12,295,410,295,0.30188043553484334,0.5,5,1000,0.6298911896142287,335,0.05785977935302821,0.5344249237772335,0.7496923591330484,618,-0.018232269849210878,0.11667009789305889,0.7483215845562241,693,0.012004918651351552,0.21359763734502132,0.7871348303920751,770,-0.010822344104055748,0.13530734098468636
2005-03-31,2004-03-31,1999-04-30,2004-03-31,60,12,280,457,263,0.2993843951931778,0.5,5,1000,0.6294996350877793,334,0.06693430170016632,0.5760413361042727,0.7453788378730514,609,-0.019719664000026036,0.10180916282672899,0.7438270768802815,703,0.006382523725612548,0.1715961691836061,0.7608104012953216,721,-0.0001588001041989643,0.1505533318853923
2005-04-30,2004-04-30,1999-05-31,2004-04-30,60,12,265,480,255,0.29748054610057195,0.5,9,1000,0.629921929566673,341,0.07122875076852891,0.5846036524812637,0.7401429551693455,605,-0.018508962381967253,0.09714258401275098,0.7481322733298211,722,-0.0012996897171117412,0.1370526681189013,0.73940417422272,683,0.012662417682820174,0.18120109538708393
2005-05-31,2004-05-31,1999-06-30,2004-05-31,60,12,287,447,266,0.3024635451773595,0.5,7,1000,0.6308547432740764,337,0.07470007044512697,0.5950926622708399,0.7327151059727322,586,-0.016922456058660714,0.09522729360637892,0.7355390008925217,659,-0.008184155671842564,0.11341261244787405,0.7877236667724983,812,0.01923812285562282,0.1962674316749073
2005-06-30,2004-06-30,1999-07-31,2004-06-30,60,12,304,415,281,0.29809028224410666,0.5,5,1000,0.6299428379690473,342,0.07841584487113235,0.609320924426067,0.7454770658477916,604,-0.021353606288536213,0.0828437310891343,0.7439672175031132,682,-0.014839220126696386,0.09437194143937226,0.7791650443162049,766,0.025971860133995883,0.21346340304542638
2005-07-31,2004-07-31,1999-08-31,2004-07-31,60,12,282,454,264,0.2979617162377719,0.5,7,1000,0.6288242486448521,338,0.0812146148566951,0.6272260586160474,0.7540054541468295,617,-0.019474694057935508,0.08372359500067676,0.7396234509100936,665,-0.01616329351185352,0.08945617569678414,0.7990209809199146,827,0.023963571994791544,0.19959417068649157
2005-08-31,2004-08-31,1999-09-30,2004-08-31,60,12,247,498,255,0.2916229356048775,0.5,9,1000,0.6296021155195435,343,0.08461921125809044,0.6457373116223046,0.7425719715130583,601,-0.006398011144306395,0.10459004078102185,0.7414369745625035,682,-0.008544693985377497,0.10019463836200715,0.7862633496016299,782,0.011457036451271307,0.14947800923466645
2005-09-30,2004-09-30,1999-10-31,2004-09-30,60,12,284,429,287,0.2958135460802929,0.5,10,1000,0.6327746837083278,352,0.08536266501101847,0.6499639007160463,0.7529565171071526,594,-0.0015722037823305557,0.11423062693875803,0.746627592344717,690,-0.004514266545574179,0.10770308120034297,0.7891678813078711,781,0.004158317559875651,0.1281023911448527
2005-10-31,2004-10-31,1999-11-30,2004-10-31,60,12,278,463,259,0.2925463444213052,0.5,10,1000,0.6302809428109039,345,0.08582035940088233,0.6423856047091555,0.7498271744102554,612,0.00732435640994002,0.13365591432619647,0.7466101724086323,729,-0.0015818910389885886,0.11184832864221692,0.759024262519433,748,-0.0014649837451154377,0.11211015232243124
2005-11-30,2004-11-30,1999-12-31,2004-11-30,60,12,295,425,280,0.29909845392308604,0.5,5,1000,0.6320603586840597,350,0.08702606988190784,0.6335568409844603,0.7464542889299821,600,0.018298581192257638,0.1602603927823721,0.73101345891964,641,0.003890175995816234,0.12013689008457995,0.7875440113370532,804,-0.01279738628987927,0.08604587614858766
