formation_month,reflection_start,reflection_end,reflection_months,market_volatility,risk_choice,risk_multiplier,mean_bull_case,mean_bear_case,finite_scores,analyst_rankic__market,reliability_weight__market,analyst_rankic__social,reliability_weight__social,analyst_rankic__news,reliability_weight__news,analyst_rankic__fundamental,reliability_weight__fundamental
2009-03-31,2004-03-31,2009-02-28,60,0.10672091216165115,conservative,0.75,0.2500999741104175,-0.25030006025592294,997,0.036471076822794,0.304508506989103,-0.012115009412703215,0.1873237047872014,0.011937239847738736,0.23825955688560244,0.02440937611931459,0.2699082313380933
2009-04-30,2004-04-30,2009-03-31,60,0.18488352460098995,conservative,0.75,0.25015649632482423,-0.2501747152654081,996,0.027847814072103048,0.2826574724193451,-0.0035186248445985935,0.2065559728445068,0.011964451369613247,0.24114591163460103,0.023133244196462597,0.26964064310154706
2009-05-31,2004-05-31,2009-04-30,60,0.10591283875172873,conservative,0.75,0.2502502502502502,-0.2502502502502503,999,0.025334242696170493,0.27409424686607975,-0.0014551916096479667,0.20967897505233793,0.013629233518710438,0.24381796996264896,0.024717432204304095,0.27240880811893325
2009-06-30,2004-06-30,2009-05-31,60,0.07621113354667758,conservative,0.75,0.2502502502502503,-0.25025025025025033,999,0.026293111162920355,0.2814470282914996,-0.007957757311969979,0.1998237181321225,0.012143772428753778,0.2443131651155696,0.023763238389118053,0.27441608846080845
2009-07-31,2004-07-31,2009-06-30,60,0.10050821996090545,conservative,0.75,0.2502502502502503,-0.2502502502502503,999,0.020979990251327952,0.2705345182770528,-0.0029483719545622135,0.21296249645884463,0.008955841291291754,0.2398846564522628,0.023203888493092503,0.27661832881183973
2009-08-31,2004-08-31,2009-07-31,60,0.11002873712041761,conservative,0.75,0.2503445165982149,-0.25009935753252965,995,0.017155713905300084,0.2584636215271021,0.0029676405721573073,0.22427527903557504,0.009678074171053853,0.2398415645405064,0.024233311091281174,0.2774195348968164
2009-09-30,2004-09-30,2009-08-31,60,0.07351726266151626,neutral,1.0,0.24990796144909072,-0.2496636169044837,993,0.013953548531874497,0.25393085598484977,0.0024920880723250235,0.22643261719445829,0.007512291256640432,0.23809016266899174,0.02427706138222526,0.2815463641517002
2009-10-31,2004-10-31,2009-09-30,60,0.06873271831583466,neutral,1.0,0.2497464439214864,-0.25015913919372257,991,0.016754388812209916,0.26158651319706516,-0.0024233168580957984,0.2159372824499666,0.005316430028069363,0.2333140675574655,0.02677663826948473,0.28916213679550273
2009-11-30,2004-11-30,2009-10-31,60,0.06483675474584946,neutral,1.0,0.25013690805352623,-0.25001203296263136,993,0.01812886940652373,0.2648710299168696,-0.0032283523386741468,0.21393469620011968,0.005626393943006225,0.2337420772145644,0.026310224005996235,0.28745219666844635
2009-12-31,2004-12-31,2009-11-30,60,0.06988311097780896,neutral,1.0,0.25072029105421295,-0.24962512179820592,990,0.019356306452939336,0.26773834959529574,-0.002966185596261674,0.21417325186579175,0.0061692480205805195,0.2346604584822013,0.02505107795618823,0.2834279400567112
2010-01-31,2005-01-31,2009-12-31,60,0.06891634666891118,neutral,1.0,0.2503436184878637,-0.25016946925100053,997,0.01356730714528735,0.2582526232759852,-0.005124164175522324,0.21422429050475608,0.007273984517413942,0.2425008073287892,0.023430215437018193,0.28502227889046966
2010-02-28,2005-02-28,2010-01-31,60,0.05866661304970967,risk_seeking,1.25,0.2505229581428138,-0.2500607810333343,994,0.012338846216492597,0.26088942599593873,-0.006964850910645788,0.21509067665436876,0.00324541987239035,0.23821232526452266,0.0214610559292008,0.2858075720851699
2010-03-31,2005-03-31,2010-02-28,60,0.06762703041527647,neutral,1.0,0.2499548596476372,-0.2497175571177438,991,0.010579976725308474,0.2555945774005081,-0.0031621436965425472,0.2227770070743525,0.0055054891441017615,0.24294804922534924,0.01922727447238257,0.27868036629979015
2010-04-30,2005-04-30,2010-03-31,60,0.07027817191888674,neutral,1.0,0.24964249411579303,-0.25032728675484656,993,0.009239882969944409,0.24917160571890232,0.001473148015253385,0.2305515517182777,0.006498043447872763,0.24243252966098727,0.0201317922300742,0.27784431290183265
2010-05-31,2005-05-31,2010-04-30,60,0.05527239577550742,risk_seeking,1.25,0.2502422370644144,-0.2502627217696407,995,0.011885358029493717,0.25565152773858374,-0.0032191891335249597,0.21981138237558898,0.0062415117617928674,0.24162255892368348,0.022018312418210454,0.28291453096214375
2010-06-30,2005-06-30,2010-05-31,60,0.06327824378060101,neutral,1.0,0.24976607810910834,-0.25042935853336856,993,0.011830228148754214,0.2563027312245417,-0.008295894206280388,0.2095784361353945,0.0054686572743546935,0.24050564974358232,0.02542061884222694,0.29361318289648136
2010-07-31,2005-07-31,2010-06-30,60,0.06949716970422329,neutral,1.0,0.2505401068686712,-0.24955536840698156,994,0.010998180229049102,0.2601571033537991,-0.00972743931169126,0.21145865543385617,0.0015239380742250491,0.23664077421435614,0.022457098853796417,0.2917434669979886
2010-08-31,2005-08-31,2010-07-31,60,0.0725664810303378,neutral,1.0,0.25050261477938895,-0.2494738703320512,995,0.012185819786535075,0.26474060071615496,-0.013906431299473939,0.20394043593579064,0.0003941188031386086,0.23529345305575172,0.023355335053304286,0.2960255102923027
2010-09-30,2005-09-30,2010-08-31,60,0.064628401975719,neutral,1.0,0.2505208525910523,-0.2500705072304459,996,0.004275938380456738,0.24889997536064826,-0.013890182697170376,0.20755365812283122,-0.0013914936405131403,0.23518602345452022,0.02569773175517398,0.3083603430620004
2010-10-31,2005-10-31,2010-09-30,60,0.06359365680955197,neutral,1.0,0.2501284210364716,-0.25019836903805553,994,0.0069587398190136115,0.2501927839449088,-0.009843948170235765,0.21149574425898388,-0.0004430707637850105,0.2323427496570429,0.027083852321691807,0.30596872213906434
2010-11-30,2005-11-30,2010-10-31,60,0.06481350042405384,neutral,1.0,0.24950431238146467,-0.25042592638024985,984,0.007861070672069509,0.24886954156813323,-0.008734705829040885,0.21081291148268433,0.00340786955640609,0.23803002437805285,0.02730605029458091,0.3022875225711295
2010-12-31,2005-12-31,2010-11-30,60,0.07011572000241635,neutral,1.0,0.2508798656384112,-0.2491012138549496,993,0.0020084559001409892,0.2387056496446085,-0.00709355307286261,0.21793810745551934,0.004105227133902468,0.24376360258357185,0.024727704385603476,0.29959264031630023
2011-01-31,2006-01-31,2010-12-31,60,0.06362179154708933,neutral,1.0,0.24992150461593823,-0.24991358394773908,989,-0.00018709192862845353,0.23734339361126403,-0.009951327727000452,0.21526410135278937,0.004078667602570541,0.24768693899298738,0.023142161625546245,0.2997055660429592
2011-02-28,2006-02-28,2011-01-31,60,0.0614173415219673,risk_seeking,1.25,0.24975832733254288,-0.25034237028922124,994,0.0021462923387828266,0.23530826936707888,-0.004433275674264875,0.22032434562053457,0.006742501721246588,0.24637592819468293,0.025763130203804836,0.2979914568177036
2011-03-31,2006-03-31,2011-02-28,60,0.05631530583701408,risk_seeking,1.25,0.24955123635619353,-0.25006234134695327,990,0.003031186210387224,0.23923602018622422,-0.007474299417893402,0.21537824048586482,0.0072197276557887675,0.24946933735248272,0.024293825397723463,0.2959164019754281
2011-04-30,2006-04-30,2011-03-31,60,0.0560311222210626,risk_seeking,1.25,0.250501002004008,-0.2500947874804412,996,0.003061533987327539,0.2382818861225515,-0.008164050503570412,0.21298005512033305,0.006522953060773279,0.2466742299540335,0.026779932026730655,0.30206382880308197
2011-05-31,2006-05-31,2011-04-30,60,0.05283458023013954,risk_seeking,1.25,0.2501424314758746,-0.25042499425512216,996,0.003945577589632449,0.23720219250941205,-0.005336336339962664,0.2161761903131361,0.006543639399702727,0.2434456047561678,0.02848564014541115,0.30317601242128406
2011-06-30,2006-06-30,2011-05-31,60,0.042674903875103885,risk_seeking,1.25,0.2490224560826593,-0.2506717451082835,986,0.0060620028068681985,0.24197410636752423,-0.007594384960079787,0.21108625560547215,0.005575195434681433,0.24079902110040952,0.029583383495758054,0.30614061692659406
2011-07-31,2006-07-31,2011-06-30,60,0.07173071267737008,neutral,1.0,0.24994483626088607,-0.25042995157072273,989,0.006466062827345336,0.23912659507311085,-0.0015501615132935264,0.22070585779261964,0.00583677140626961,0.23762651680707522,0.029988443579618617,0.30254103032719426
2011-08-31,2006-08-31,2011-07-31,60,0.07484504310324175,neutral,1.0,0.2502502502502503,-0.2502502502502503,999,0.014346453307129138,0.25315255236243644,-0.0043196565861116035,0.21004697198905461,0.008031633349163713,0.23766071306066655,0.03103831498767175,0.29913976258784236
2011-09-30,2006-09-30,2011-08-31,60,0.08169734659526048,conservative,0.75,0.24878753133901457,-0.25068868903136315,988,0.022819039124806744,0.26856569566767186,-0.007448470084963092,0.19842684011228884,0.011907854310526659,0.24080409340486264,0.03125448658617474,0.2922033708151767
2011-10-31,2006-10-31,2011-09-30,60,0.09002681213781569,conservative,0.75,0.2502422812434827,-0.2499268843031497,990,0.016995771407371463,0.2590853503073058,-0.007449305827321514,0.20289868645018697,0.008741850864669784,0.23855940093757844,0.03147695417905541,0.2994565623049288
2011-11-30,2006-11-30,2011-10-31,60,0.0639759511715802,risk_seeking,1.25,0.24911242205813264,-0.25042495566414413,989,0.022826172340062543,0.27427601886521025,-0.013115589890778854,0.19146735902673878,0.008310327577312924,0.2372172812907431,0.030799134664101366,0.2970393408173078
2011-12-31,2006-12-31,2011-11-30,60,0.061403249907660225,risk_seeking,1.25,0.24948896844003945,-0.25065431765809343,988,0.022747652421327046,0.27203889307092716,-0.012553697387369564,0.19112574213392325,0.009284161226780314,0.2377715011645836,0.032218862022902015,0.299063863630566
2012-01-31,2007-01-31,2011-12-31,60,0.08613734074743079,conservative,0.75,0.2498817656352547,-0.24976876018056707,992,0.016883062979653748,0.2610072781950564,-0.011270978904856262,0.1969614203737832,0.007962366884239574,0.238731939824277,0.031900264692616066,0.30329936160688337
2012-02-29,2007-02-28,2012-01-31,60,0.06700598285752948,neutral,1.0,0.24990810948634712,-0.25009071707352826,993,0.014508652111608678,0.25212697583294297,-0.007805260450465278,0.20170247333769822,0.010065273152150545,0.24116926789599646,0.033546967109022115,0.30500128293336237
2012-03-31,2007-03-31,2012-02-29,60,0.055403107636683636,risk_seeking,1.25,0.251005174645381,-0.24902170884374658,989,0.01446024255572077,0.2558332596509995,-0.010593307460823521,0.19913647677832014,0.008116270912357688,0.24010736713091269,0.032013546886346035,0.3049228964397677
2012-04-30,2007-04-30,2012-03-31,60,0.055565820846740756,risk_seeking,1.25,0.24989483920673558,-0.25007781693880343,991,0.01946099299353284,0.2692333641770045,-0.014582371335815957,0.19154923646427835,0.008898964770649682,0.2422470918889443,0.02926635605497097,0.2969703074697729
2012-05-31,2007-05-31,2012-04-30,60,0.07186881326375294,neutral,1.0,0.2498466145892173,-0.2502674218051904,994,0.026539890803658726,0.2858713603008549,-0.020590055333236993,0.1784382243251821,0.011163685007233312,0.24512783807263835,0.02816759530511039,0.29056257730132456
2012-06-30,2007-06-30,2012-05-31,60,0.056639048697368,risk_seeking,1.25,0.2501147111429119,-0.25022109973636847,995,0.02663290963873399,0.28958417374251855,-0.02316522424146616,0.17599659909667678,0.01077197873069049,0.24711077089480457,0.02584394851749665,0.2873084562660001
2012-07-31,2007-07-31,2012-06-30,60,0.061269565663648766,risk_seeking,1.25,0.2500726652287249,-0.2502151810269367,992,0.0246710406228624,0.2894631403876957,-0.026201338671194525,0.1740433096600773,0.007911568904405421,0.24479796803447224,0.02543931697324974,0.2916955819177547
2012-08-31,2007-08-31,2012-07-31,60,0.05954301474187971,risk_seeking,1.25,0.2503387211674288,-0.25011152359046007,991,0.019574750211852274,0.2785957126147234,-0.022444102353377942,0.183015920539239,0.005051695075835209,0.24093594766252316,0.0261240106603718,0.2974524191835145
2012-09-30,2007-09-30,2012-08-31,60,0.046236941318333113,risk_seeking,1.25,0.25008215950292073,-0.2503256949303802,997,0.015756006591402364,0.2714128364877423,-0.023093645629617035,0.18403841654261727,0.004851542739321471,0.2433732821122394,0.026161205696091372,0.301175464857401
2012-10-31,2007-10-31,2012-09-30,60,0.06200152705399277,risk_seeking,1.25,0.24999155976081494,-0.2501051648484445,991,0.013435199083221522,0.27273772830209114,-0.027632349541487675,0.1808802382205439,0.00123987286153061,0.2414246386244193,0.02460134374507775,0.30495739485294565
2012-11-30,2007-11-30,2012-10-31,60,0.05700080570839359,risk_seeking,1.25,0.2500792770283599,-0.2502244626871026,995,0.007484513526382968,0.26015012198763077,-0.024475819231723296,0.1889827099384547,-0.0018942417985986118,0.23686048653597735,0.026300054308006086,0.31400668153793715
2012-12-31,2007-12-31,2012-11-30,60,0.05332628340849309,risk_seeking,1.25,0.25003199726051345,-0.25032921298170346,993,-0.00048186891441108124,0.24734354344567672,-0.021441282514596174,0.20057416897604016,-0.004811607354093075,0.2368627477659692,0.0237672424283626,0.3152195398123139
2013-01-31,2008-01-31,2012-12-31,60,0.06588429986811378,neutral,1.0,0.2499158860522108,-0.24987686197541453,989,0.003346789006386637,0.24926558768420967,-0.016113877689780707,0.20518505479819282,0.0003691594019012015,0.24195279597927835,0.023064866465144496,0.30359656153831915
2013-02-28,2008-02-29,2013-01-31,60,0.04994406686200185,risk_seeking,1.25,0.24937479748585273,-0.25011159011136475,988,0.0013917876635672632,0.24602622379505543,-0.014478151960347756,0.20992256713764942,0.0018008338500545068,0.24703464573091813,0.020226765164889013,0.29701656333637705
2013-03-31,2008-03-31,2013-02-28,60,0.04728996485041061,risk_seeking,1.25,0.24997500925089192,-0.24998651703739638,995,0.0008873045897956696,0.24406946297353332,-0.012482756597098478,0.21352464456549564,0.0036106458801163912,0.25080764280517026,0.018679717436625068,0.2915982496558008
2013-04-30,2008-04-30,2013-03-31,60,0.05900585206009594,risk_seeking,1.25,0.24992030160002285,-0.25025996313615595,994,0.0009020295258009629,0.24376325578230984,-0.0153369380839551,0.20722555029102357,0.005694633031074857,0.2557303390325692,0.019395350319091394,0.2932808548940974
2013-05-31,2008-05-31,2013-04-30,60,0.06919454978916675,neutral,1.0,0.24931240116185746,-0.25055076758537265,989,-0.0038697554408981963,0.23795015465429725,-0.014403750197606903,0.21415954399650172,0.0016787660996414563,0.2515260173549602,0.018083061489623117,0.29636428399424086
2013-06-30,2008-06-30,2013-05-31,60,0.04846633402953284,risk_seeking,1.25,0.24981520431277796,-0.2503449724670966,991,-0.009958344217568494,0.23324716165700046,-0.01813356503635955,0.21493732259064421,-0.0025039155864136106,0.2512988723546753,0.015382102496832398,0.3005166433976801
2013-07-31,2008-07-31,2013-06-30,60,0.0659516675975776,neutral,1.0,0.2498062255235315,-0.25010226601706737,987,-0.007469243376908488,0.23520504658628955,-0.013218643640840815,0.22206356500277305,-0.0019145451597313613,0.2486396487617199,0.014874165214990461,0.2940917396492176
2013-08-31,2008-08-31,2013-07-31,60,0.05216337218730235,risk_seeking,1.25,0.25027436523339114,-0.2495618600565725,993,-0.004238980236665096,0.24045738149939175,-0.011528020433820797,0.22355388114970293,-0.0016542617073947133,0.24675354654325427,0.014230749786587749,0.28923519080765114
2013-09-30,2008-09-30,2013-08-31,60,0.05540722340599502,risk_seeking,1.25,0.24952089271731864,-0.2506073625003008,992,-0.0055686870470037335,0.23454844688138435,-0.005991585915796558,0.23355863857199602,-0.0017934001355691786,0.24357259564900383,0.015072304694644687,0.2883203188976158
2013-10-31,2008-10-31,2013-09-30,60,0.057147697839409796,risk_seeking,1.25,0.25015692650421684,-0.24996345724487148,991,-0.010319576800614166,0.22639111983683202,-0.005295777056041649,0.23805509052263177,-0.004390429297844934,0.2402201026041271,0.01626459693460987,0.2953336870364091
2013-11-30,2008-11-30,2013-10-31,60,0.054272097283222014,risk_seeking,1.25,0.2504957154189078,-0.2498982631410901,991,-0.014105954338088209,0.2192813399040613,-0.0027819677214468925,0.24557328811547352,-0.006683985802043769,0.23617551773207046,0.016892764056843836,0.2989698542483948
