formation_month,annealing_start,annealing_end,annealing_history_months,annealing_iterations,accepted_proposals,final_objective,total_agent_selections,finite_scores,orientation__ret_12_1,type_weight__ret_12_1,orientation__ret_6_1,type_weight__ret_6_1,orientation__ret_1_0,type_weight__ret_1_0,orientation__be_me,type_weight__be_me,orientation__gp_at,type_weight__gp_at,orientation__ocf_at,type_weight__ocf_at,orientation__f_score,type_weight__f_score,orientation__z_score,type_weight__z_score,orientation__qmj_safety,type_weight__qmj_safety,orientation__qmj_prof,type_weight__qmj_prof,orientation__rvol_21d,type_weight__rvol_21d,orientation__beta_60m,type_weight__beta_60m,orientation__turnover_126d,type_weight__turnover_126d,orientation__prc_highprc_252d,type_weight__prc_highprc_252d,orientation__niq_su,type_weight__niq_su,orientation__saleq_su,type_weight__saleq_su
2005-03-31,2000-03-31,2005-02-28,60,100,87,-0.05816482374051899,2560,1000,-1,0.11559315721878782,1,0.0,-1,0.12793696873692706,1,0.0,1,0.04456519925585599,1,0.0,1,0.07679332074847195,-1,0.0,-1,0.15306246998356846,1,0.09697917075694688,-1,0.0,-1,0.026904318647194572,-1,0.08033546980008048,-1,0.03432164043782078,1,0.10106519093896539,-1,0.14244309347538062
2005-04-30,2000-04-30,2005-03-31,60,100,88,-0.04964320410221526,2560,1000,-1,0.0,1,0.08504800851864133,-1,0.03457651085423637,1,0.16342656907780231,1,0.0,1,0.08533356634496099,1,0.0,-1,0.017396421991234444,-1,0.16405959220748798,1,0.1306712161269408,-1,0.013251939559742076,-1,0.0,-1,0.0,-1,0.0,1,0.2614598740678906,-1,0.044776301251063015
2005-05-31,2000-05-31,2005-04-30,60,100,89,-0.04533119657026109,2560,1000,1,0.0,1,0.0,-1,0.09917615474844685,1,0.02348503016365966,1,0.0,1,0.0014520543413499565,1,0.0,-1,0.0,-1,0.33045333769905516,1,0.15086614568802156,-1,0.02895167914149924,-1,0.0,-1,0.0,-1,0.0,1,0.29470317939361723,-1,0.07091241882435043
2005-06-30,2000-06-30,2005-05-31,60,100,90,-0.05035684800497167,2560,1000,1,0.0,1,0.11073529758077605,-1,0.02916827402148473,1,0.13623981011458777,1,0.09283040880471737,1,0.1824849656093811,1,0.28355719868519547,-1,0.08190139159978257,-1,0.0,1,0.0,-1,0.0,-1,0.0,-1,0.05190666314532591,-1,0.0,1,0.0,-1,0.031175990438749024
2005-07-31,2000-07-31,2005-06-30,60,100,88,-0.051006681583103425,2560,1000,1,0.024796488765328906,1,0.0,-1,0.0,1,0.05586883643556281,1,0.0,1,0.20890798305849148,1,0.2666934895905219,-1,0.10387671420854369,-1,0.06853044434859311,1,0.024652037682325198,-1,0.0,-1,0.026443066634022426,-1,0.0,-1,0.057030435551918085,1,0.006893037162155469,-1,0.15630746656253694
2005-08-31,2000-08-31,2005-07-31,60,100,89,-0.04705713130918457,2560,1000,1,0.0,1,0.025769143065896782,-1,0.055486079628024605,1,0.05003273645212464,1,0.08687964384611094,1,0.03940011479496228,1,0.0,-1,0.0648609425690709,-1,0.16094594808236107,1,0.25012126563386744,-1,0.0,-1,0.0,-1,0.0,-1,0.06589645785201362,1,0.2006076680755678,-1,0.0
2005-09-30,2000-09-30,2005-08-31,60,100,86,-0.041845422665782325,2560,1000,1,0.0,1,0.08825274719845437,-1,0.09561799420590537,1,0.18901962558087548,1,0.005897636849709624,1,0.0,1,0.05765318735671354,-1,0.01568619595960115,-1,0.1528605017360165,1,0.025541083018349064,-1,0.0,-1,0.0,-1,0.0,-1,0.0,1,0.3532717264256453,-1,0.016199301668729616
2005-10-31,2000-10-31,2005-09-30,60,100,83,-0.04812009908461849,2560,1000,1,0.0,1,0.0,-1,0.0,1,0.18106445633451212,1,0.09720935544101793,1,0.024620300431202932,1,0.12396927408090024,-1,0.14281729282204186,-1,0.0,1,0.044792958955351514,-1,0.0,-1,0.0617258527643912,-1,0.044581191302511106,-1,0.0,1,0.24880263248513063,-1,0.03041668538294054
2005-11-30,2000-11-30,2005-10-31,60,100,89,-0.056544691644673614,2560,1000,1,0.061939651147695375,1,0.0,-1,0.22594542295883824,1,0.17154564529829214,1,0.0,1,0.06610889728961618,1,0.09802467332716855,-1,0.1897801585693003,-1,0.0,1,0.05743702065477252,-1,0.0592279065308181,-1,0.0,-1,0.03276016932054116,-1,0.01068176425239642,1,0.0008484047254251226,-1,0.025700285925135888
2005-12-31,2000-12-31,2005-11-30,60,100,86,-0.04710265585403365,2560,1000,1,0.0,1,0.0,-1,0.015978612670312642,1,0.18000336144727658,1,0.23375649639441579,1,0.012128619382228208,1,0.08393988720787918,-1,0.0,-1,0.13036227394260147,1,0.14966151607090514,-1,0.0,-1,0.0,-1,0.0,-1,0.0,1,0.11919147060186489,-1,0.07497776228251624
2006-01-31,2001-01-31,2005-12-31,60,100,89,-0.04488993686478098,2560,1000,1,0.10585884932892621,1,0.0,-1,0.12359670084141816,1,0.1104526640851127,1,0.0,1,0.18742058765990297,1,0.040331138233769805,-1,0.0012316172131302872,-1,0.10806098570234107,1,0.10761200543088606,-1,0.0,-1,0.0,-1,0.0,-1,0.0024119025846182974,1,0.21302354891989447,-1,0.0
2006-02-28,2001-02-28,2006-01-31,60,100,87,-0.05250592453788517,2560,1000,1,0.0,1,0.0,-1,0.0052928330383979205,1,0.0,1,0.2088021496692984,1,0.15033551969448797,1,0.0,-1,0.01688459949125977,-1,0.07897785193000229,1,0.22819674948460428,-1,0.0,-1,0.0,-1,0.0,-1,0.0,1,0.09656330848284224,-1,0.21494698820910718
2006-03-31,2001-03-31,2006-02-28,60,100,91,-0.05174741954546394,2560,1000,1,0.0,1,0.008259761162349366,-1,0.007928320481391526,1,0.04408171298512589,1,0.144099814167187,1,0.13174132956946924,1,0.09624809529186827,-1,0.10034125451238778,-1,0.18302744494581322,1,0.2511095543255519,-1,0.0,-1,0.0,-1,0.03316271255885583,-1,0.0,1,0.0,-1,0.0
2006-04-30,2001-04-30,2006-03-31,60,100,90,-0.06297111295601254,2560,1000,1,0.0,1,0.2478353722053019,-1,0.0,1,0.0033454148115771853,1,0.10143069070589088,1,0.18366102012552782,1,0.09697959554630979,-1,0.0,-1,0.0,1,0.2000260818720913,-1,0.024235275273459554,-1,0.0,-1,0.07013252426926798,-1,0.020391529020481983,1,0.0,-1,0.05196249617009167
2006-05-31,2001-05-31,2006-04-30,60,100,88,-0.04915697501888479,2560,1000,1,0.0,1,0.027124396180579848,-1,0.0451510712574395,1,0.12406648116266322,1,0.19497847984534994,1,0.013306223548435019,1,0.16236389637365845,-1,0.0,-1,0.1407275123814501,1,0.005324915529815705,-1,0.01022863697882391,-1,0.0,-1,0.0025268894649463775,-1,0.0430673325789625,1,0.23113416469787545,-1,0.0
2006-06-30,2001-06-30,2006-05-31,60,100,80,-0.05886862789514711,2560,1000,1,0.0,1,0.0,-1,0.0,1,0.1083114792313783,1,0.05105484315736091,1,0.04922889991004623,1,0.11893915678605775,-1,0.12392158782932752,-1,0.12501447529590354,1,0.041142504739435204,-1,0.0,-1,0.0,-1,0.2537046351535778,-1,0.06784629130680554,1,0.019819744622991117,-1,0.04101638196711611
2006-07-31,2001-07-31,2006-06-30,60,100,90,-0.05603251738228855,2560,1000,1,0.12769029731492898,1,0.032333542653911154,-1,0.0,1,0.22195529909304104,1,0.0,1,0.0,1,0.04188941765070068,-1,0.06637367893546789,-1,0.058712404340571435,1,0.04630628463910262,-1,0.11277694248559042,-1,0.0,-1,0.0,-1,0.04598866690791362,1,0.22748034201268508,-1,0.018493123966087082
2006-08-31,2001-08-31,2006-07-31,60,100,89,-0.06033816452048263,2560,1000,1,0.06464082857404002,1,0.0,-1,0.08285717849679994,1,0.05172775190247873,1,0.20466625449564066,1,0.0,1,0.0,-1,0.044851912175338376,-1,0.0,1,0.09855976571144778,-1,0.03364359150367442,-1,0.0,-1,0.0,-1,0.05887129249396032,1,0.3601814246466196,-1,0.0
2006-09-30,2001-09-30,2006-08-31,60,100,91,-0.06882589597499078,2560,1000,1,0.0,1,0.004299233897931877,-1,0.0,1,0.0015196119952403664,1,0.06430279606825212,1,0.0,1,0.1747030221548702,-1,0.06928903801602494,-1,0.2991145342017855,1,0.05448146075683179,-1,0.30499190727675235,-1,0.0,-1,0.0,-1,0.0,1,0.0,-1,0.027298395632310915
2006-10-31,2001-10-31,2006-09-30,60,100,83,-0.048590384008456396,2560,1000,1,0.0,1,0.0,-1,0.0,1,0.16564302892441032,1,0.0,1,0.03622824385592014,1,0.1261387748092332,-1,0.0,-1,0.255441643008109,1,0.2142887479506161,-1,0.040557556303531694,-1,0.0,-1,0.0,-1,0.0,1,0.16170200514817956,-1,0.0
2006-11-30,2001-11-30,2006-10-31,60,100,79,-0.05098784812343088,2560,1000,1,0.0,1,0.0,-1,0.0943973068304828,1,0.2328871332413771,1,0.0,1,0.0,1,0.05132076400596363,-1,0.11172306512138028,-1,0.16547531043426883,1,0.050673519877256705,-1,0.0,-1,0.0,-1,0.07887712945429148,-1,0.0,1,0.04656062459240608,-1,0.1680851464425731
2006-12-31,2001-12-31,2006-11-30,60,100,88,-0.060811401406992746,2560,1000,1,0.0,1,0.3370483813443528,-1,0.0029208770383526207,1,0.0385171746413293,1,0.0,1,0.01108649983959717,1,0.1084201070319141,-1,0.1480717062490128,-1,0.055880499749246276,-1,0.09267105719324402,-1,0.0,-1,0.0,-1,0.0,-1,0.0,1,0.15845914099592623,-1,0.04692455591702469
2007-01-31,2002-01-31,2006-12-31,60,100,86,-0.05622465882219005,2560,1000,1,0.16179109022330337,1,0.0,-1,0.0,1,0.1873286127873927,1,0.013302021734174897,1,0.0,1,0.0,-1,0.0,-1,0.22775991909458848,-1,0.1855207499809995,-1,0.0,-1,0.0016501263251348514,-1,0.0,-1,0.05631135646500611,1,0.09598192208414026,-1,0.0703542013052598
2007-02-28,2002-02-28,2007-01-31,60,100,90,-0.05348916790400796,2560,1000,1,0.0,1,0.0,-1,0.03343376410483122,1,0.10153037881132768,1,0.26320492416452124,1,0.025324923115996267,1,0.03300656767623675,-1,0.0974369130627889,-1,0.3960615751233311,-1,0.0,-1,0.05000095394096671,-1,0.0,-1,0.0,-1,0.0,1,0.0,-1,0.0
2007-03-31,2002-03-31,2007-02-28,60,100,88,-0.05688253340947453,2560,1000,1,0.20314005846275673,1,0.0,-1,0.0,1,0.0,1,0.24605797207627947,1,0.0,1,0.0673431643709946,-1,0.0,-1,0.035076956528135084,-1,0.12255491100272795,-1,0.0,-1,0.0,-1,0.0017415847058090753,-1,0.0,1,0.2895321708107398,1,0.034553182042557265
2007-04-30,2002-04-30,2007-03-31,60,100,85,-0.04411768427032253,2560,1000,1,0.0,1,0.0,-1,0.0,1,0.1462180085359515,1,0.005874464593446298,1,0.2627699647200179,1,0.0,-1,0.023542578361447908,-1,0.0,-1,0.10057889544403059,-1,0.03301156063405704,-1,0.017317625701030393,-1,0.028686648088477065,-1,0.004093462695390265,1,0.3089944836683719,-1,0.06891230755777905
2007-05-31,2002-05-31,2007-04-30,60,100,89,-0.041839662832473506,2560,1000,1,0.0,1,0.0,-1,0.0,1,0.17481351029358644,-1,0.05016877383883564,1,0.0,1,0.48084503635897125,-1,0.0,-1,0.1077854421817246,-1,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.03667994318705066,1,0.14505955983572463,-1,0.00464773430410674
2007-06-30,2002-06-30,2007-05-31,60,100,83,-0.05486113168153815,2560,1000,1,0.0,1,0.0003534999336772954,-1,0.1737377929499196,1,0.13227705952246308,-1,0.09756777761592779,1,0.08573208778619877,1,0.0,-1,0.07055642624634496,-1,0.05703580886430745,-1,0.15572709892815992,1,0.0,-1,0.0,-1,0.11516996396133168,-1,0.0,1,0.09668096312754546,-1,0.01516152106412405
2007-07-31,2002-07-31,2007-06-30,60,100,84,-0.04899730260678685,2560,1000,1,0.0,1,0.0,-1,0.016654952227065117,1,0.0,-1,0.0,1,0.0,1,0.14435012343742398,-1,0.23637190031451977,-1,0.2269946230370455,-1,0.0793223981688789,1,0.029967957292631922,1,0.0,-1,0.0,-1,0.0,1,0.17065673351022814,-1,0.09568131201220662
2007-08-31,2002-08-31,2007-07-31,60,100,87,-0.05052331321625992,2560,1000,-1,0.0,1,0.0054395297472569215,-1,0.17454103953194733,1,0.034980862236200706,-1,0.0,1,0.27013144706912473,1,0.10636332613669766,-1,0.04065368353709841,-1,0.11052905423172174,-1,0.06682321720746176,1,0.0,1,0.0,-1,0.0,-1,0.0,1,0.125,-1,0.06553784030249071
2007-09-30,2002-09-30,2007-08-31,60,100,87,-0.04503374750653946,2560,1000,-1,0.04511712854140426,1,0.0,-1,0.0,1,0.10570960525411667,-1,0.13079176824106375,1,0.3015721615216235,1,0.1213833092851154,-1,0.05447986605999067,-1,0.0011759104427938576,-1,0.03887294803636772,1,0.0,1,0.0,-1,0.045564055522283875,-1,0.0,1,0.15533324709524027,-1,0.0
2007-10-31,2002-10-31,2007-09-30,60,100,90,-0.05383950886074175,2560,1000,1,0.07384982085298512,1,0.0,-1,0.09737634525031567,1,0.04575445187189654,-1,0.05297596284584766,1,0.07780053079808494,1,0.0,-1,0.09376829386157867,-1,0.0,-1,0.2117417059196386,1,0.0,-1,0.0,-1,0.0,-1,0.10597226052132891,1,0.17463905874869315,-1,0.0661215693296307
2007-11-30,2002-11-30,2007-10-31,60,100,92,-0.05113816385399483,2560,1000,1,0.0,1,0.0,-1,0.0,1,0.0,-1,0.2682561227475064,1,0.048990945913049075,1,0.13237129409420129,-1,0.0,-1,0.13069658811628,-1,0.22259988312552886,-1,0.0,-1,0.0,-1,0.02819679445903496,-1,0.10233610513234939,1,0.03765958676969136,-1,0.028892679642358705
2007-12-31,2002-12-31,2007-11-30,60,100,88,-0.04605952573970731,2560,1000,1,0.0,1,0.005290413680004525,1,0.09662750544800408,1,0.08937663369014844,-1,0.08485664388965389,1,0.08766918850988217,1,0.0,-1,0.17789235862774846,-1,0.20591770127338913,-1,0.0,1,0.007989769413682757,-1,0.0,-1,0.0,1,0.00044922453258319176,1,0.24266244543812887,-1,0.0012681154967745468
2008-01-31,2003-01-31,2007-12-31,60,100,89,-0.045949508666669615,2560,1000,1,0.0,1,0.0,1,0.12744198399628448,1,0.09464750238903116,-1,0.0,1,0.05539155101821834,1,0.241000707426195,-1,0.10644334907980872,-1,0.08484422965734809,-1,0.0,1,0.0,-1,0.0,-1,0.07092845795041151,-1,0.0,1,0.2193022184827027,-1,0.0
2008-02-29,2003-02-28,2008-01-31,60,100,91,-0.05111149128329302,2560,1000,1,0.0,1,0.18574453475973546,-1,0.022404163535995184,1,0.06378624609160104,-1,0.0,1,0.07638970796461399,1,0.17868078196794424,-1,0.05437817278625373,-1,0.29731566792237185,-1,0.09728382849678945,1,0.0,-1,0.017981186818593037,-1,0.00603570965610202,-1,0.0,1,0.0,-1,0.0
2008-03-31,2003-03-31,2008-02-29,60,100,87,-0.04834263288035058,2560,1000,1,0.06762504343711764,1,0.021723582147524435,1,0.03799057767430497,1,0.10681052288209253,-1,0.12338589509270793,1,0.0,1,0.008469939566415105,-1,0.09128677465502788,-1,0.007166713161449425,-1,0.210771071037583,-1,0.0,-1,0.0,-1,0.08632368160508999,-1,0.0,1,0.12665436643338868,-1,0.11179183230729835
2008-04-30,2003-04-30,2008-03-31,60,100,87,-0.049289768890606406,2560,1000,1,0.0,1,0.10640872940934418,1,0.0,1,0.09258566429961305,-1,0.09352609269079645,1,0.0,1,0.10690575065370311,-1,0.16109921320273635,-1,0.0,-1,0.11767495764826393,-1,0.05832050918119028,-1,0.0,-1,0.1462305635775462,1,0.0,1,0.11724851933680648,-1,0.0
2008-05-31,2003-05-31,2008-04-30,60,100,89,-0.04463112854739523,2560,1000,1,0.09447979941213686,1,0.16179168414660994,1,0.0,-1,0.010134848422664848,-1,0.0,1,0.14038430876687283,1,0.20751376867962307,-1,0.06389152016346328,-1,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,1,0.03920431341307848,1,0.22174862868317025,-1,0.06085112831238046
2008-06-30,2003-06-30,2008-05-31,60,100,91,-0.05157294805167395,2560,1000,1,0.007556678940080698,1,0.0,1,0.0,-1,0.0,-1,0.02718319958362513,1,0.23991587800320052,1,0.08773290725391769,-1,0.0636342450548845,-1,0.12297281462593498,-1,0.03503975182224152,-1,0.0,-1,0.055953577651733255,-1,0.2398866728036366,1,0.07677415493568966,1,0.014113359170007722,-1,0.029236760155047718
2008-07-31,2003-07-31,2008-06-30,60,100,87,-0.04934504264895506,2560,1000,1,0.0,1,0.04966454325894502,1,0.07716300196252317,-1,0.0,-1,0.1983810540475359,1,0.15234749557646243,1,0.09305052215972649,-1,0.10824182540562323,-1,0.04159681183992314,-1,0.06802141271662801,-1,0.05870805383746925,-1,0.0,-1,0.0,1,0.0,1,0.0,-1,0.15282527919516337
2008-08-31,2003-08-31,2008-07-31,60,100,92,-0.056990138004607685,2560,1000,1,0.0018529483785508505,1,0.0,-1,0.13700789662517557,1,0.0,-1,0.0,1,0.206668551279599,1,0.06942733340992031,-1,0.01686045992611276,-1,0.2964425066858924,-1,0.04693661433169671,-1,0.0,-1,0.1580313221843164,-1,0.019733551287141483,1,0.0,1,0.04703881589159451,-1,0.0
2008-09-30,2003-09-30,2008-08-31,60,100,89,-0.04904479384387691,2560,1000,1,0.0,1,0.0,1,0.09400380934506963,1,0.0,-1,0.10759000021704197,1,0.0,1,0.1202985075872231,-1,0.21593816321309986,-1,0.0,1,0.059742153851982865,-1,0.05363632329114988,-1,0.0,-1,0.08821544740875123,1,0.17797148423013953,1,0.08260411085554187,-1,0.0
2008-10-31,2003-10-31,2008-09-30,60,100,90,-0.043542325295768555,2560,1000,1,0.07289311214817318,1,0.0,1,0.0,1,0.06008143866801164,-1,0.04158871000196496,1,0.04266285772918836,1,0.0,-1,0.3489289927841387,-1,0.013850161554739338,1,0.0,-1,0.0,-1,0.012138691385089752,-1,0.0,1,0.0,1,0.15437069456881505,-1,0.25348534115987903
2008-11-30,2003-11-30,2008-10-31,60,100,88,-0.04726169218974755,2560,1000,1,0.0,1,0.06242907703076164,1,0.0,-1,0.0,-1,0.038748266739668136,1,0.23605379963257417,1,0.0,-1,0.03017806462486221,-1,0.0,1,0.02806184344615551,-1,0.10883765927289656,-1,0.0,-1,0.17921360973518882,1,0.008828733409764426,1,0.07187639754890783,-1,0.23577254855922064
2008-12-31,2003-12-31,2008-11-30,60,100,91,-0.054596299413948474,2560,1000,1,0.07308827575383608,1,0.02278705807067205,1,0.0,-1,0.0,-1,0.11023424104518346,1,0.035400541979451375,1,0.022609224272480355,-1,0.02807938766037842,-1,0.11530729049611375,1,0.0,-1,0.0,-1,0.16952958238351076,-1,0.044554013371398415,1,0.09584709989546776,1,0.08878869330979029,-1,0.19377459176171735
2009-01-31,2004-01-31,2008-12-31,60,100,92,-0.04656072038558305,2560,1000,1,0.0,1,0.0,1,0.0,-1,0.0,-1,0.007332098961834144,1,0.008451710423818093,1,0.11655027621424528,-1,0.06317768150785809,-1,0.13031030516289596,1,0.08673023465814947,-1,0.0,-1,0.06002777067328756,-1,0.0,1,0.2567542583913279,1,0.18443790875955773,-1,0.08622775524702578
2009-02-28,2004-02-29,2009-01-31,60,100,95,-0.05667589115150104,2560,1000,1,0.2813959155035209,1,0.0,1,0.0,-1,0.008238579853116856,1,0.0,1,0.0,1,0.08470295796850962,-1,0.0,-1,0.0,1,0.01083098394291242,-1,0.013269505051899368,-1,0.09752899199664325,-1,0.0,1,0.21236876310039382,1,0.04666031995430192,-1,0.24500398262870193
2009-03-31,2004-03-31,2009-02-28,60,100,95,-0.05186097111686019,2560,1000,1,0.0,1,0.028859080382389612,1,0.0,-1,0.0,1,0.0,1,0.0,1,0.2205410978688886,-1,0.0,-1,0.17159779741702585,1,0.020564344699337253,-1,0.22500201352187404,-1,0.0,-1,0.0,1,0.3172882324248469,1,0.0,-1,0.016147433685637713
2009-04-30,2004-04-30,2009-03-31,60,100,81,-0.052948060098932444,2560,1000,1,0.0,1,3.3958564109304315e-05,1,0.16439881556086072,-1,0.061609177230387994,-1,0.01529424898602011,1,0.030923971355592002,1,0.027081070872340726,-1,0.09423164030662225,-1,0.03783919092875669,-1,0.3070421200023995,-1,0.09321374779998005,-1,0.0,-1,0.04060309392881864,1,0.0,1,0.1277289644641119,-1,0.0
2009-05-31,2004-05-31,2009-04-30,60,100,81,-0.046456683259836075,2560,1000,1,0.0,1,0.0,1,0.0,-1,0.04750971999986828,-1,0.08961959284892107,1,0.00557408312430447,1,0.18531807840532433,-1,0.0897682744727833,-1,0.0,-1,0.018149089690376957,-1,0.023130099875084728,-1,0.0,-1,0.2276105280952981,1,0.0,1,0.25264358691333705,-1,0.060676946574701726
2009-06-30,2004-06-30,2009-05-31,60,100,87,-0.0579913432062288,2560,1000,1,0.0,1,0.0,1,0.0,-1,0.1268200512134198,-1,0.0,1,0.02711639564430065,1,0.0,-1,0.09274871895708328,-1,0.08616480686458336,1,0.10627934178035095,-1,0.06338950282964317,-1,0.0,-1,0.06880087269112811,1,0.13233873950210948,1,0.21961906681083118,-1,0.07672250370655004
2009-07-31,2004-07-31,2009-06-30,60,100,86,-0.04727153259678335,2560,1000,1,0.0015063864986042952,1,0.02166097327023513,1,0.0,-1,0.14445342400571426,-1,0.0,1,0.0,1,0.37688838754489706,-1,0.0899098474890684,-1,0.038990956731785056,1,0.0,-1,0.004670855054398715,1,0.0,-1,0.04325028445374875,1,0.0,1,0.2786688849515483,-1,0.0
2009-08-31,2004-08-31,2009-07-31,60,100,87,-0.05933775202773141,2560,1000,1,0.18331368761703817,1,0.03300814690458856,1,0.0,-1,0.0,1,0.03564133345656506,1,0.16311068191209208,1,0.05143426071266195,-1,0.20446185356479418,-1,0.09693442326813881,-1,0.012928672739519555,-1,0.0010855925273212334,1,0.0,-1,0.0,1,0.0,1,0.009770090191206955,-1,0.2083112571060735
2009-09-30,2004-09-30,2009-08-31,60,100,86,-0.05408793354614042,2560,1000,-1,0.0,1,0.0,1,0.0,-1,0.0,1,0.08200659701671942,1,0.05021370398475922,1,0.14173913196732527,-1,0.17481463530011623,-1,0.13421551092824335,-1,0.12907158951115683,-1,0.16332583345079715,1,0.0,-1,0.09179205302844233,1,0.0,1,0.03282094481244017,-1,0.0
2009-10-31,2004-10-31,2009-09-30,60,100,86,-0.054160499968300385,2560,1000,-1,0.031301007000582956,1,0.05143514297152355,1,0.0,-1,0.0,1,0.11315518929709106,1,0.17523618062020205,1,0.0442015664925543,-1,0.10940642745464349,-1,0.0,1,0.0,-1,0.008398685144862217,1,0.03140321762943867,-1,0.0,1,0.06679639347657366,1,0.27897695622413343,-1,0.08968923368839464
2009-11-30,2004-11-30,2009-10-31,60,100,92,-0.055438092811595376,2560,1000,-1,0.10409747018375054,1,0.0019536143281646766,1,0.169530708479697,-1,0.0,1,0.0,1,0.06595393571345586,1,0.18639824466979474,-1,0.03442804465787362,-1,0.0,1,0.00563592076616718,-1,0.06796325774415822,1,0.0,-1,0.061010324584161994,1,0.0,1,0.14602591053418748,-1,0.1570025683385887
2009-12-31,2004-12-31,2009-11-30,60,100,84,-0.05596969991012198,2560,1000,1,0.0037759855763614737,1,0.00919740418009099,1,0.0,-1,0.0134265704786099,-1,0.08255761269014314,1,0.12284799572849249,1,0.07534057861698043,-1,0.0439376402098174,-1,0.0,1,0.008368955480307305,-1,0.10250837408647935,1,0.0,-1,0.15516983808193582,1,0.08531074591228734,1,0.013398785265319754,-1,0.28415951369317466
2010-01-31,2005-01-31,2009-12-31,60,100,93,-0.05747408172112517,2560,1000,-1,0.002265940132726896,1,0.0013573217271174477,1,0.0,-1,0.16903292247302487,-1,0.0,1,0.02420567589648819,1,0.03365405521656298,-1,0.23720615545499335,-1,0.024392860447433794,1,0.08396168578323365,-1,0.0,1,0.06232069316469513,-1,0.23558281886977644,1,0.01614811558576945,1,0.006358469598593555,-1,0.10351328564958427
2010-02-28,2005-02-28,2010-01-31,60,100,90,-0.04981541847993217,2560,1000,-1,0.0,1,0.0,1,0.0,-1,0.0,-1,0.1188264935117583,1,0.08309479639827463,1,0.027381167537842116,-1,0.23291237989942443,-1,0.09540355596921693,1,0.19594699913385252,-1,0.0,1,0.0,-1,0.0,1,0.0,1,0.11432266687197695,-1,0.13211194067765406
2010-03-31,2005-03-31,2010-02-28,60,100,93,-0.054716027245674974,2560,1000,-1,0.020172130050105874,1,0.0,1,0.07127442677922709,-1,0.0,-1,0.2681204431522717,1,0.07271972753338393,1,0.12989432712822532,-1,0.0,-1,0.20912648969165848,1,0.0,-1,0.0,1,0.034497220391896934,-1,0.0,-1,0.008673732679770646,1,0.01712825305948955,-1,0.16839324953397045
2010-04-30,2005-04-30,2010-03-31,60,100,89,-0.05072432804905682,2560,1000,1,0.0,1,0.0,1,0.00930839919742551,-1,0.011764037816847673,-1,0.33187744221235627,1,0.21435071079642995,1,0.10799999399657867,-1,0.0,-1,0.0,1,0.06644570663044583,-1,0.0,1,0.06312365844602628,-1,0.0,-1,0.0,1,0.18387488531540536,-1,0.011255165588484484
2010-05-31,2005-05-31,2010-04-30,60,100,89,-0.054816657180034804,2560,1000,-1,0.0,1,0.11181559056632956,1,0.0,-1,0.0,1,0.0,1,0.2742064065020861,1,0.20309980024952412,-1,0.0,-1,0.3392454224081077,1,0.016440389080567858,-1,0.0,1,0.0,-1,0.0,1,0.02578923613392893,1,0.023907352073171087,-1,0.005495802986284659
2010-06-30,2005-06-30,2010-05-31,60,100,79,-0.04602050707310723,2560,1000,-1,0.0,1,0.0,1,0.0,-1,0.0,1,0.0483396905415398,1,0.38293336318231136,1,0.04422414324890331,-1,0.11177138450508983,-1,0.013776081213925852,1,0.10129712483804199,-1,0.0,1,0.0,-1,0.08436683945797137,1,0.0,-1,0.14255093755234768,-1,0.07074043545986876
2010-07-31,2005-07-31,2010-06-30,60,100,91,-0.05524732576450567,2560,1000,-1,0.041535555846958144,1,0.0,1,0.0,-1,0.15999624043846145,1,0.10120522408319224,1,0.019102122295081042,1,0.08156136305341845,-1,0.08280528324501357,-1,0.0,1,0.10175093534679834,-1,0.10931313381396797,1,0.024733254344323875,-1,0.008641397209762092,1,0.0,-1,0.0,-1,0.2693554903230228
2010-08-31,2005-08-31,2010-07-31,60,100,86,-0.04846643152430606,2560,1000,-1,0.0,1,0.0,1,0.00392515628402168,-1,0.05509823417447205,1,0.1479906619481032,1,0.16331215724828774,1,0.181293797681377,-1,0.0784361203574478,-1,0.0,1,0.10282104529769287,-1,0.00923156087478508,-1,0.009316510308961447,-1,0.0,1,0.06037123170887019,-1,0.0883322103374279,-1,0.09987131377855318
2010-09-30,2005-09-30,2010-08-31,60,100,92,-0.05066268666733196,2560,1000,-1,0.0,-1,0.12196489760994376,1,0.0,-1,0.011680487708804666,1,0.19317118536804556,1,0.2982576049957595,1,0.0,-1,0.0,-1,0.006949745303611712,1,0.32585202269643904,-1,0.0,1,3.6138846885327286e-05,-1,0.01225186216542025,-1,0.0,-1,0.029836055305090193,-1,0.0
2010-10-31,2005-10-31,2010-09-30,60,100,86,-0.048331032880707496,2560,1000,-1,0.0,1,0.0024971758250339707,1,0.0,-1,0.10172787336601533,1,0.0775235038506366,1,0.28493645723943284,1,0.07361739110229538,-1,0.0,-1,0.11880861546699688,1,0.056172848655627855,-1,0.007671249539967596,1,0.03672578717974921,-1,0.057306577919914795,-1,0.0,-1,0.02258885725464732,-1,0.16042366259968233
2010-11-30,2005-11-30,2010-10-31,60,100,84,-0.05628873786944401,2560,1000,-1,0.019182561299968027,1,0.014122662831314602,1,0.0,-1,0.0,1,0.10122127380623908,1,0.11557645833317046,1,0.09263306821452426,1,0.1507624431362939,-1,0.06895243238654425,1,0.03162651959190829,-1,0.0,1,0.1287488354882202,-1,0.0,-1,0.0,-1,0.12439574937457906,-1,0.15277799553723792
