paper_versions,method,metric,paper_value,source_value,display_decimals,rounded_match,source_commit,source_path,source_blob_sha256,source_num_factors,filename_method_alignment,evidence_role,independently_regenerated,paper_result_credit
v1;v2,row_11:Alpha158(20),IC,0.0051,0.005071733580974592,4,True,8a034319ff925d9dc621077ebf97d48e1890dad2,backtest_v2_results/alpha158_20_backtest_metrics.json,b65acee35cb9917b16a0f721b884ef2e42366e62087b3975be4e21e399327101,20,exact_method_filename,native_aggregate_author_output_correspondence,False,False
v1;v2,row_11:Alpha158(20),ICIR,0.0329,0.03287938627233083,4,True,8a034319ff925d9dc621077ebf97d48e1890dad2,backtest_v2_results/alpha158_20_backtest_metrics.json,b65acee35cb9917b16a0f721b884ef2e42366e62087b3975be4e21e399327101,20,exact_method_filename,native_aggregate_author_output_correspondence,False,False
v1;v2,row_11:Alpha158(20),Rank_IC,0.0184,0.01838526953812549,4,True,8a034319ff925d9dc621077ebf97d48e1890dad2,backtest_v2_results/alpha158_20_backtest_metrics.json,b65acee35cb9917b16a0f721b884ef2e42366e62087b3975be4e21e399327101,20,exact_method_filename,native_aggregate_author_output_correspondence,False,False
v1;v2,row_11:Alpha158(20),Rank_ICIR,0.1177,0.11770777250034052,4,True,8a034319ff925d9dc621077ebf97d48e1890dad2,backtest_v2_results/alpha158_20_backtest_metrics.json,b65acee35cb9917b16a0f721b884ef2e42366e62087b3975be4e21e399327101,20,exact_method_filename,native_aggregate_author_output_correspondence,False,False
v1;v2,row_11:Alpha158(20),IR,0.5044,0.5043710541234939,4,True,8a034319ff925d9dc621077ebf97d48e1890dad2,backtest_v2_results/alpha158_20_backtest_metrics.json,b65acee35cb9917b16a0f721b884ef2e42366e62087b3975be4e21e399327101,20,exact_method_filename,native_aggregate_author_output_correspondence,False,False
v1;v2,row_11:Alpha158(20),CR,0.2087,0.20865323814507272,4,True,8a034319ff925d9dc621077ebf97d48e1890dad2,backtest_v2_results/alpha158_20_backtest_metrics.json,b65acee35cb9917b16a0f721b884ef2e42366e62087b3975be4e21e399327101,20,exact_method_filename,native_aggregate_author_output_correspondence,False,False
v1;v2,row_11:Alpha158(20),ARR_pct,4.63,4.6299283295780835,2,True,8a034319ff925d9dc621077ebf97d48e1890dad2,backtest_v2_results/alpha158_20_backtest_metrics.json,b65acee35cb9917b16a0f721b884ef2e42366e62087b3975be4e21e399327101,20,exact_method_filename,native_aggregate_author_output_correspondence,False,False
v1;v2,row_11:Alpha158(20),MDD_pct,22.19,22.189582921109423,2,True,8a034319ff925d9dc621077ebf97d48e1890dad2,backtest_v2_results/alpha158_20_backtest_metrics.json,b65acee35cb9917b16a0f721b884ef2e42366e62087b3975be4e21e399327101,20,exact_method_filename,native_aggregate_author_output_correspondence,False,False
v1;v2,row_19:Qwen3-235B,IC,0.0952,0.10520393275939664,4,False,8a034319ff925d9dc621077ebf97d48e1890dad2,backtest_v2_results/RANKIC_desc_80_AA_qwen_123_csi300_backtest_metrics.json,b9f3d8971c8ad9e56079f0f76b8ce8d5cc45a12c05ac15be2537afc87c6306b4,100,exact_method_filename,nearby_native_aggregate_author_output,False,False
v1;v2,row_19:Qwen3-235B,ICIR,0.6632,0.6632090263728843,4,True,8a034319ff925d9dc621077ebf97d48e1890dad2,backtest_v2_results/RANKIC_desc_80_AA_qwen_123_csi300_backtest_metrics.json,b9f3d8971c8ad9e56079f0f76b8ce8d5cc45a12c05ac15be2537afc87c6306b4,100,exact_method_filename,native_aggregate_author_output_correspondence,False,False
