month,candidate_excess_return
2022-04-30,-0.03667009055270882
2022-05-31,0.008844298877124247
2022-06-30,-0.035309861797404446
2022-07-31,0.032779559063602845
2022-08-31,-0.01904964418503466
2022-09-30,-0.01866463944977322
2022-10-31,0.0204201092618362
2022-11-30,0.03565599312669212
2022-12-31,-0.02663765179543005
2023-01-31,0.037332739376641555
2023-02-28,-0.0006707005227252944
2023-03-31,0.026177499593636248
2023-04-30,-0.005982495049112382
2023-05-31,0.024860908485601883
2023-06-30,0.014788072284497494
2023-07-31,0.0104966358921498
2023-08-31,-0.004171355913481984
2023-09-30,-0.018056489993055987
2023-10-31,-0.00958283776055106
2023-11-30,0.038172592044192905
2023-12-31,0.02030104238030442
2024-01-31,0.0032832445537667202
2024-02-29,0.020572232591375635
2024-03-31,0.003455774218065069
2024-04-30,-0.018515434187823945
2024-05-31,0.019785103132513623
2024-06-30,0.015062015993246514
2024-07-31,-0.0077882883851834875
2024-08-31,0.004749810833879271
2024-09-30,0.0022742225367629286
2024-10-31,-0.004791297604303101
2024-11-30,0.020197657318696414
2024-12-31,-0.007016373410897272
2025-01-31,0.009719862235713618
2025-02-28,-0.007363535068970991
2025-03-31,-0.020150356975254972
