formation_month,training_months,training_rows,intercept,moving_average_trend_reversal,candlestick_volume_momentum,amplitude_risk_momentum,trading_volume_pattern,volume_spike_confirmation,stable_mean_reversion
2003-05-31,46,45689,-0.002437182277770505,-0.003441520885984269,-0.0005123641737381758,-0.0009050950573069276,0.0020158853460640717,-0.008841826787601188,0.003958142895291826
2003-06-30,47,46688,-0.0021439617949441576,-0.00297795186596822,-0.0010704118468316682,-0.001042391359303579,0.0019395198342081093,-0.008578492024462514,0.0034784076285837994
2003-07-31,48,47685,-0.0014339937219804558,-0.003080711968569327,-0.0010350258813584194,-0.0007981202108277317,0.0016212859442218395,-0.008399516159364101,0.003088913745800002
2003-08-31,49,48683,-0.0004947995409623943,-0.002342745233624056,-0.0013497929249214932,-0.0007347237340918648,0.0013995919737707584,-0.008244692206724,0.0029804083416861697
2003-09-30,50,49679,-0.0008401233805008956,-0.0023842702198569,-0.0013802291554134783,-0.0007528725625730281,0.0016669001146309265,-0.007830460619843202,0.002649158317355299
2003-10-31,51,50676,0.0006905483305507357,-0.0020885697661945273,-0.0013428153042572323,-0.0006342920845065442,0.0014457867252411264,-0.007492697268528819,0.00264339274820345
2003-11-30,52,51672,0.0011672232108953552,-0.0014570114879690944,-0.0020348324710407167,-0.0005201657210383489,0.0012074466884092207,-0.0071641842160252885,0.002530839055742241
2003-12-31,53,52670,0.001703177066105426,-0.0006954007238022206,-0.0025829522793981018,-0.0008208928496805818,0.0011839034757578778,-0.007235545065370106,0.0022925723183538217
2004-01-31,54,53664,0.002152900397529228,-0.0008385229308672502,-0.0022423934896510923,-0.0007966301946405802,0.0011442577210947305,-0.007007264905283347,0.0018582558893056559
2004-02-29,55,54662,0.002511542276234143,-0.0009275960688198718,-0.0023642255879638982,-0.0008606440936296454,0.0010581154099866842,-0.007067728078906498,0.0016881271427020854
2004-03-31,56,55658,0.0024073883687343554,-0.0010980033941988486,-0.0024495625253079857,-0.0009602622105462413,0.0010047868261302208,-0.006917341859578972,0.0017085849123388462
2004-04-30,57,56654,0.0018559173154779984,-0.00018369180948905203,-0.00381878211173387,-0.0011460555590658255,0.000962134895663345,-0.007103823334610923,0.001763850079372526
2004-05-31,58,57646,0.0021236030916156148,-0.0008009874462209868,-0.0030040219751483795,-0.0009785376484610481,0.0009492184706376032,-0.006944722980570698,0.0014257688020377422
2004-06-30,59,58644,0.0025157116356250026,-0.0002459395701335022,-0.0036547934304216215,-0.0008959322276160053,0.00083699793630319,-0.0066876747302690885,0.0015816087559279016
2004-07-31,60,59638,0.001674618356196007,0.0003945444866947059,-0.004805110129512866,-0.000921820159018454,0.00067649295540895,-0.006767503907811154,0.0016977512159291454
2004-08-31,61,60635,0.0015526504671141983,-0.00041441400167770533,-0.0042630058695074784,-0.0010624307534699816,0.0008431176364962571,-0.006915001870833325,0.0017541716554498293
2004-09-30,62,61629,0.002044296781698235,-0.00029158751473379546,-0.004194561801747894,-0.0008846387336365707,0.0008124652548144833,-0.006599669791637024,0.0017652043866262723
2004-10-31,63,62624,0.0023447882176124792,-0.00011135390675395982,-0.004137520597133753,-0.0008123023603392486,0.0007730419384533689,-0.006559151280602523,0.0015770619058524471
2004-11-30,64,63620,0.0032385394784262404,8.52592816842993e-05,-0.004220663595216997,-0.0008325598425993014,0.0008920149932705825,-0.006192305862497158,0.001560108472563214
2004-12-31,65,64617,0.003759069096673542,0.00012455930181141912,-0.004048345721117482,-0.0008841113301165889,0.0008727807556985245,-0.006226856896501727,0.0013270575027954585
2005-01-31,66,65614,0.0032957169348896403,-0.000357930712788352,-0.0038111883849322567,-0.0007299149569447015,0.0008377597342920357,-0.006116043242797514,0.0013730582993049928
2005-02-28,67,66611,0.0035901754443712097,-0.0010625002817636077,-0.003082705136597904,-0.0005670234131257576,0.000847016739959904,-0.005763518955163694,0.0014060902524713121
2005-03-31,68,67608,0.003296414858211317,-0.0013320902877317832,-0.002808014501736383,-0.00045336081934456754,0.0007147143608945694,-0.005879220547990669,0.001542632183025891
2005-04-30,69,68603,0.0027175463659932842,-0.0015252830793873059,-0.0026435047590859435,-0.0004094572200575157,0.0006566117791253949,-0.005884698829363595,0.0014625689574609758
2005-05-31,70,69598,0.0033318861590053714,-0.0013255465627332486,-0.002587515918844499,-0.0005221470374015457,0.000764637939104297,-0.005786795783500209,0.0013970734928302087
2005-06-30,71,70597,0.0035524489138899296,-0.0012150072511980044,-0.0027015025189719645,-0.00032579462621488883,0.0008081439209594041,-0.005588212411317104,0.0013969202276014822
2005-07-31,72,71593,0.0041677052430914505,-0.0009989517744701955,-0.0026721055142530877,-0.00025737316800227467,0.0008997453500475631,-0.005352140755629104,0.001363620535760278
2005-08-31,73,72586,0.003969838894109483,-0.0009032932205683578,-0.002598367397548492,-0.00011601439182540268,0.0010736562557768874,-0.005038287374717884,0.0013237497670642278
2005-09-30,74,73575,0.003998839978976083,-0.0007618396293727166,-0.002583947395150696,4.788993111232604e-05,0.001167237051921599,-0.004831153014143872,0.0015090361672139075
2005-10-31,75,74571,0.003562176259078918,-0.0010636817909993978,-0.002338454397635999,1.6195570755098254e-05,0.0010291966772879033,-0.00515615362380539,0.0013787390353344855
2005-11-30,76,75568,0.0040780340206564595,-0.0008458056770835514,-0.0024394451029650767,-1.797488938552775e-05,0.0009822864946043737,-0.00511564990539156,0.0013311722772468824
2005-12-31,77,76563,0.0040801392454287285,-0.000724774980371562,-0.0023924251737260918,4.7992219534615446e-05,0.0009960580208856434,-0.005010572973374642,0.001346846798337209
2006-01-31,78,77554,0.004577378432695588,0.00044179300764584674,-0.00334211048349505,9.569702216242408e-05,0.0012454237100795588,-0.004533379352707501,0.0014117298841980759
2006-02-28,79,78542,0.004505144772041363,0.0005514394562775053,-0.0036264810540454586,0.00010040188548251902,0.0010495582632661057,-0.00481064171742861,0.0014027856050790395
2006-03-31,80,79537,0.004735231749864506,0.0004021078209758748,-0.003485197698455735,0.00010403494019647901,0.00112788328921253,-0.0046092720179770124,0.0013753327636186795
2006-04-30,81,80526,0.004763311503325942,0.0004645340889410653,-0.0034011637475555552,0.00016246666283545783,0.001217858340477526,-0.004439324465807145,0.001342199603428946
2006-05-31,82,81523,0.004202812486966432,0.00022678394239285764,-0.0032786922325294247,0.00012097475038443614,0.0011725372156009182,-0.004572689022695717,0.0012181204154606995
2006-06-30,83,82514,0.004106757204926808,0.0005937643374067944,-0.003685523769378447,0.00015269209578704538,0.001141379262108908,-0.004398900412124088,0.0012927201033523905
2006-07-31,84,83507,0.003697282204575794,0.0008788569818447481,-0.003991503982309112,0.0001846755521230974,0.0009538162672577806,-0.004467020863733974,0.0012535892135255961
2006-08-31,85,84506,0.003871814267263176,0.0004522042821400142,-0.003435153473603516,0.0002568654480905026,0.0007849367495853641,-0.004782596151421195,0.0010719792348084594
2006-09-30,86,85502,0.0039940439015394725,0.0006060379248006861,-0.0034656217726555458,0.000311007255814386,0.0007117599469533653,-0.004871017474993078,0.0009355333334710727
2006-10-31,87,86499,0.004345674669415249,0.00042527347968979065,-0.003219697987247428,0.00020832085376939281,0.0008165432882162603,-0.004734493487532916,0.0007862769557173417
2006-11-30,88,87494,0.004601780047200239,0.000579950306716299,-0.0033235126476360375,4.182900749767641e-05,0.0008793975158299537,-0.004519795660323905,0.0006612182119713386
2006-12-31,89,88484,0.004569373058148675,0.00013949278791572421,-0.0029146972150041655,0.00019413454960298592,0.0007495911837295361,-0.004604087631099047,0.0007211163170337921
2007-01-31,90,89477,0.004815319534715676,5.1285015057354975e-05,-0.002803246587494831,0.00021455603997247387,0.0008442236256208157,-0.004426764833254889,0.0005286298087760242
2007-02-28,91,90467,0.0047497955004262215,9.706464230791597e-06,-0.0028302142010835983,0.00013471568136038563,0.0008976574277976337,-0.004368997685824059,0.00043465485313335013
2007-03-31,92,91465,0.004795005916958757,0.0006280900587998954,-0.0034369980062292733,0.00014411664283449867,0.0009156440521368357,-0.00410986189037794,0.00048463123601225674
2007-04-30,93,92458,0.005110658913998583,0.000897999423166259,-0.003574376254809662,8.550125412651284e-05,0.0009761427331531374,-0.004058698994387395,0.0005002598608779143
2007-05-31,94,93448,0.005479327581897751,0.0012321845422053645,-0.003923373919687251,9.62920117317759e-06,0.0010632228478317323,-0.004024419653905401,0.00048484592770788905
2007-06-30,95,94441,0.005229798887254718,0.0013792279911823263,-0.004073853015943621,2.6950530670960325e-05,0.0010638787376574406,-0.003993128933934659,0.0004913482788401642
2007-07-31,96,95436,0.004728010599441298,0.001338317158358876,-0.004045041917549403,3.36122993807512e-05,0.0011486789623470918,-0.0040096023272219415,0.0005907787342429413
2007-08-31,97,96421,0.0046429932452483735,0.00129627639612592,-0.003995436625959767,0.00012842373590798192,0.0009985777666799186,-0.004016194946033201,0.0006170298437776383
2007-09-30,98,97410,0.004871496948407719,0.001277834590308813,-0.0038815389300670975,0.00019650102705906074,0.0010148546452985374,-0.003960550506759591,0.0007872041563511423
2007-10-31,99,98401,0.0050061215135057905,0.0007797767664420669,-0.0034059034709922817,0.00032280081150363516,0.0009302304886958495,-0.0038794271394388723,0.0010134872142625985
2007-11-30,100,99388,0.004393665235259723,0.0006789234907769487,-0.0033949593263761808,0.0005211634879491666,0.0008679672646744601,-0.0037107866676741852,0.0012333035699827726
2007-12-31,101,100366,0.004221808858177743,0.0009465608535156881,-0.0037281020409099157,0.0005793440666117249,0.0006259523633309677,-0.003670220404228104,0.0014800773227995549
2008-01-31,102,101357,0.003615238377827983,0.0004567278914285232,-0.003207734008588317,0.00037416684781333586,0.0007581952571923451,-0.003624489351574026,0.0011346772119489158
2008-02-29,103,102351,0.003330812850898687,0.0009988336367345604,-0.003802161471998378,0.000454885919409628,0.0004930239374440844,-0.003761393714458889,0.0012682453025650018
2008-03-31,104,103344,0.0031197875258392074,0.0009396119717160587,-0.003840552569180471,0.0006084270783217263,0.0004053816650321407,-0.00371104202679523,0.0012372313527060639
2008-04-30,105,104339,0.0036715398354449508,0.0006372171791668702,-0.003570585008693359,0.0006279892026892959,0.0002771601480406489,-0.003840314614997959,0.0012461380301009067
2008-05-31,106,105333,0.004018068484178728,0.0014348237860192315,-0.004462366020159663,0.0006101316288309268,0.00027554967338691566,-0.0038679668322120593,0.0012856733703134164
2008-06-30,107,106324,0.0031907563249675155,0.0008862676462696184,-0.004105078853905051,0.000993368041662181,1.5385470199529102e-05,-0.003934446418867177,0.0017806839201626398
2008-07-31,108,107316,0.0030381813334305736,0.0004044874037086203,-0.003728358508383742,0.0007482637667908931,0.0003062985678763393,-0.004048029830615781,0.0013262417128938433
2008-08-31,109,108306,0.0031934414037233304,0.000728444150425582,-0.0040194284552858665,0.0005813061869508096,0.000263256826908597,-0.004134516635431943,0.0011735294672134595
2008-09-30,110,109299,0.0020859852556183466,0.00031047536133995226,-0.0038477712512346727,0.0008472000847377013,0.00029652402750073297,-0.004012829604963802,0.0011801142900542106
2008-10-31,111,110288,0.0002395246888888018,-2.6692829404356882e-05,-0.00350468364037919,0.001244620850741716,0.000366642488779117,-0.003727055311231082,0.0014671023840656786
2008-11-30,112,111278,-0.0006104707885330734,0.000410178612786675,-0.004232732371887577,0.0013038140877305586,0.00036276739604541576,-0.0036890983517030825,0.0014068320261528917
2008-12-31,113,112269,-0.00024698986960428287,0.0004963570815478046,-0.004311593265150363,0.0010209106111900574,0.00034290976689120247,-0.003841031025439762,0.0012915097684866753
2009-01-31,114,113257,-0.0008823166164524884,0.00028130814306310734,-0.004039356889947536,0.0006793720054341842,0.00026034199165034835,-0.004382866515811102,0.00123524745546138
2009-02-28,115,114251,-0.0017746223814244068,0.00035239349589701,-0.004114990845586993,0.0008386210894977995,7.941443603975995e-05,-0.0044488969583794885,0.00122942471941474
2009-03-31,116,115247,-0.0009491685069059308,0.000671625810015595,-0.004091646628022376,0.0006628282451754088,7.918722748235419e-05,-0.004391365568241391,0.0013874050975506177
2009-04-30,117,116245,0.00033156964841105655,0.0006692841863252157,-0.0036546144266267865,0.00017134961876491344,-0.0002767303413800942,-0.0045104081539394545,0.0015859934014062155
2009-05-31,118,117242,0.0007446016423744777,0.0012243110118606163,-0.0038551730688895385,-0.00016358267598654827,-0.00026146906343674665,-0.0043386468039165365,0.0014848799039934467
2009-06-30,119,118242,0.0007600502332692818,0.0007381269392698407,-0.0035131371097714445,-6.856971920887189e-05,-0.00028275023756093123,-0.0043463516562644005,0.0012604852818925384
2009-07-31,120,119241,0.0014779756643835639,0.0007956604943697382,-0.0033876840226135523,-5.536811727185944e-05,-0.00034786102656841835,-0.004156203679110547,0.0012312625527521781
2009-08-31,120,119246,0.002047231572766863,0.0016302818665834896,-0.004132510224351392,-0.0002776210183801058,-0.0005780799025447642,-0.0038212969100545765,0.001109803184738769
2009-09-30,120,119252,0.0027660611449734276,0.0020315628245660675,-0.004462059472214137,-0.00039402669444117884,-0.0005775796493801825,-0.004027217474836398,0.0009295252614797489
2009-10-31,120,119256,0.0019532685956885018,0.0026282722945368104,-0.005279828415517304,-0.00032184146795400417,-0.0004098927236539894,-0.0042612559690986115,0.00082879629832204
2009-11-30,120,119259,0.0019939187464382744,0.004046258638381965,-0.006858738970019879,-0.0004116239859294229,-0.0006921513043385584,-0.004531021650651825,0.0006930757785908705
2009-12-31,120,119267,0.001770849383967478,0.0035115800399782016,-0.006532049285766832,-0.0008148379759508487,-0.0012684868336549692,-0.0051773549325250835,0.00040560519286465807
2010-01-31,120,119263,0.001889209433975282,0.005047937092952633,-0.008064739334077368,-0.0006563078163520875,-0.001365412972518389,-0.004968687799129269,0.00018446553954435665
2010-02-28,120,119268,0.0017137465055819742,0.005476623548549191,-0.008528987610843267,-0.0011113264750390209,-0.002126376181504577,-0.006111205065646918,-0.0005062128856863108
2010-03-31,120,119264,0.002175905097582542,0.005094786924599551,-0.008351557691359802,-0.0003835589748663288,-0.00170521395429241,-0.005284014989817441,-0.00035727578280725906
2010-04-30,120,119269,0.003028223591644489,0.006793575518484324,-0.010114802647824465,-0.00038833962432227316,-0.0014941160429543909,-0.0045732463360895525,-0.00019223259911243964
2010-05-31,120,119270,0.0026759309870782754,0.006831056655975322,-0.010135986100348526,-0.00041615949955320505,-0.0011400224277131922,-0.004172224538975241,4.978579414692667e-05
2010-06-30,120,119273,0.0017515249798179663,0.009260531109402512,-0.012806578488455102,-9.997696698628862e-05,-0.0017337160911233683,-0.0046076798737583425,-5.589447584118198e-05
2010-07-31,120,119287,0.002550087508199358,0.010593426941572087,-0.01387938441459075,-0.00015156401738369976,-0.0015302568095890382,-0.004228090011238391,-2.6905842289696182e-05
2010-08-31,120,119288,0.0013773756789287285,0.013484972043653247,-0.017017854322709337,-7.393044774116673e-05,-0.0017314389157553941,-0.004248580873740188,-9.24796626406766e-05
2010-09-30,120,119294,0.0026394863946192174,0.013138611456098093,-0.016450998790813784,-5.677381736317081e-05,-0.0016918835624433293,-0.004003172002280675,-0.0005522981211143409
2010-10-31,120,119293,0.003198536532565977,0.012843233057211785,-0.015970508887077784,0.00010356455196965869,-0.0016033611427696021,-0.0037046759750642357,-0.0005289025283018878
2010-11-30,120,119296,0.0043200650819595135,0.00932585705930354,-0.012125986106230675,-7.456874802549897e-05,-0.0011562989616885687,-0.003070019652129014,-0.0009324122278930431
2010-12-31,120,119298,0.00437072883002998,0.009251464680377268,-0.011600713573067611,-0.00023041158499565454,-0.0012499776753049578,-0.0032732410366367974,-0.000954801350207379
2011-01-31,120,119304,0.0042596924080215695,0.008320305970956829,-0.01139913258366694,0.00010746923338839968,-0.0009576965987847428,-0.0030775289676654677,-0.00025353663563359904
2011-02-28,120,119303,0.005376952954958393,0.006501569277437304,-0.009006843547445255,-0.00014342457155239782,-0.0009409696896086387,-0.002417415833783823,-0.0006306892013740854
2011-03-31,120,119310,0.0061881048023840445,0.005859885309318265,-0.008330406018320389,-0.00022744575934475453,-0.0009090618233019085,-0.0021960289723240768,-0.0009367027135574142
2011-04-30,120,119309,0.005651074863383665,0.00615211395607056,-0.00903944203819231,-2.5455592269031307e-05,-0.0008305617516206691,-0.002376548980311913,-0.0007547084892500286
2011-05-31,120,119312,0.005467585015734778,0.0060254303763216015,-0.00861719344023998,6.53083109908913e-05,-0.0008918289894746329,-0.002039021831558658,-0.0007138495103112439
2011-06-30,120,119311,0.0054662937767219364,0.004414451594929789,-0.00697722269871035,0.0003065354229801771,-0.0008732764808417701,-0.0020769611603452896,-0.0006360260166979068
2011-07-31,120,119307,0.0054015239947993,0.003526999089734307,-0.005805397464411726,0.00028766001533603514,-0.0011011804575863848,-0.0019056507651595324,-0.0006638632406227621
2011-08-31,120,119306,0.005238497283964459,0.0029643994406668714,-0.005068590714589289,0.00025911478876803755,-0.0013137009805496262,-0.0017230298567779158,-0.0005607085070123578
2011-09-30,120,119315,0.005454382619696204,0.003750845921875885,-0.0053159121510974305,0.00019731363041610735,-0.001583594885937003,-0.001416923506126055,-0.0003856847410639677
2011-10-31,120,119307,0.006259926516306021,0.002199552541595457,-0.004237656893251134,-8.708623526369545e-05,-0.0013409440498079461,-0.0017532512622240913,-0.0005777363066576612
2011-11-30,120,119311,0.005542009292961977,0.001343801392542817,-0.003890027263832039,0.00036527158818178807,-0.001061626575593529,-0.00180631908698189,-0.0004601437113401524
2011-12-31,120,119309,0.005197907255124742,0.0020338681897210283,-0.004409529388723394,0.00034198837906772815,-0.0011989747573946253,-0.00170694144853408,-0.0003300796381812449
2012-01-31,120,119310,0.005814361639824749,0.0020641347096026674,-0.004206003212187374,0.0002715675816845898,-0.0011904036861872698,-0.0016089671831209951,-0.0008435890377741339
2012-02-29,120,119315,0.006360425068105315,0.0017886302417357666,-0.0033646084399825,0.00023242731906728334,-0.0015780405169567014,-0.001353368381235991,-0.0009934374866331225
2012-03-31,120,119312,0.005985657773294873,0.0022270599222977325,-0.003948719467623197,0.00026881847654312987,-0.0014156467315373327,-0.001323781459663789,-0.0006454196340249461
2012-04-30,120,119306,0.006118094651148325,0.0022979126094856512,-0.003577804724424098,0.00038636290096745143,-0.0017557029355491775,-0.0013477316447879065,-0.001003937381187315
2012-05-31,120,119300,0.005686524398537092,0.0014057006155113506,-0.002692987840855711,0.0005243507158493821,-0.0019830260628765457,-0.001208731552027053,-0.0010400613388541731
2012-06-30,120,119299,0.006636649855006354,0.0013056628749753619,-0.0021389434845762935,0.00048050698683376895,-0.002188182404634114,-0.0012993245007382856,-0.0013446462598009662
2012-07-31,120,119299,0.007430259763379024,0.0015607346347483644,-0.002145950419658256,0.0006057547338864727,-0.0022116247399727933,-0.0012880645760846407,-0.0014054707615876747
2012-08-31,120,119296,0.007672072919987683,0.0020316868369634387,-0.0024399824142091017,0.0005412788182447808,-0.0022957876790897338,-0.001177156526281309,-0.0014955930469811487
2012-09-30,120,119294,0.008702491981952774,0.0025959174621998445,-0.0026232855236711407,0.0005675902236968832,-0.0024165376372853316,-0.0015179801078876775,-0.0017529672133553766
2012-10-31,120,119287,0.008179156708597146,0.002452539163922781,-0.0030417904750963494,0.0005477547446190107,-0.002038972484997258,-0.0013825941668896993,-0.0017315025879243219
2012-11-30,120,119290,0.007672300465994176,0.0011685137697606313,-0.0024314025793876347,0.00040270426392854773,-0.0015445429185061384,-0.0008759951454060894,-0.0015041015324338501
2012-12-31,120,119291,0.008270738143215996,0.001378036188179625,-0.0021039644340051108,0.0005787355716040646,-0.0018803429126508775,-0.0008797468239895029,-0.001395650560232298
2013-01-31,120,119286,0.009039291467274453,0.001760347919168517,-0.0025158207816649196,0.00048269294462830874,-0.0016840126227318291,-0.000919500474505286,-0.0014447690909153012
2013-02-28,120,119286,0.00931811715310251,0.001393546277813889,-0.0021969279901268516,0.00045662247016007315,-0.0015331864129335014,-0.0010082066210462014,-0.0013947372868447242
2013-03-31,120,119281,0.009645213907341785,0.0007647589204460854,-0.0015458011580183194,0.0005421492718196881,-0.0015202818120348567,-0.0011428965295092266,-0.0013902668331155638
2013-04-30,120,119283,0.009004401236197047,-0.00025045047145314203,-0.0006404846344292201,0.0007362290221854295,-0.0015040254384062171,-0.0011104399740278139,-0.0014215244411838754
2013-05-31,120,119284,0.008561452403558427,-0.0003339821940544485,-0.0008624911120264057,0.0007286415596972428,-0.0012938227650841983,-0.0009361758726617572,-0.0014180726682408212
2013-06-30,120,119276,0.008377725314520947,-0.0004698218165757903,-0.0007193747171498629,0.0008026137404485314,-0.001258619767683797,-0.0009421285634245848,-0.0012657619119702218
2013-07-31,120,119275,0.008663031725602599,-0.0008051308481768969,-0.00037976982009902777,0.0007074075853384807,-0.0011119785486416423,-0.0010138611141210384,-0.0011972064078941064
2013-08-31,120,119270,0.008084929562293492,-0.0012385625495442544,-0.0001325637407045399,0.0006888280094903878,-0.0009729560560820752,-0.0009942826276191693,-0.0011901291168777673
2013-09-30,120,119274,0.008641870062767412,-0.0015451326764331112,0.000189006234892836,0.0007447369651878295,-0.0010442870083448349,-0.001091144340297256,-0.0010759909989569937
2013-10-31,120,119272,0.00829956078736813,-0.0016699988931794345,0.00018743211531969522,0.0007094260901353269,-0.001050021301461104,-0.0012195472918718891,-0.0011368166732065733
2013-11-30,120,119273,0.008289766726900849,-0.0019121462027039092,0.0005178579658866234,0.0007651372560037492,-0.000942341689644399,-0.0013285243916653364,-0.0011278932829903057
2013-12-31,120,119271,0.008303591341542328,-0.002620765521915765,0.0011832291356872204,0.0008548611806022236,-0.0008805650339121376,-0.0012421027806868907,-0.0010410800575369698
2014-01-31,120,119268,0.007877841986836215,-0.002919431397818356,0.0014364546489765504,0.0009394921279272123,-0.0007837454620963572,-0.001268874149637468,-0.0009043077178431761
2014-02-28,120,119264,0.008160117033006245,-0.002471974375059116,0.0011257857434556944,0.0010588742840234413,-0.0007529135605775652,-0.0011358496587512222,-0.0008238266382622327
2014-03-31,120,119264,0.008161609903000768,-0.002985419351719916,0.0018094237297624411,0.0009561869666425991,-0.000747451172643256,-0.0013632950331177005,-0.0007263047742609674
2014-04-30,120,119266,0.008294983991207424,-0.0040897981354163365,0.0032480571556257444,0.0009244190626667357,-0.0008402093542631278,-0.001291469009944511,-0.0007339414706285681
2014-05-31,120,119272,0.00829815454285006,-0.00371542225406567,0.002879491023465012,0.0009156153630486753,-0.0007672493542833672,-0.0012965213568813022,-0.0005859319675822272
2014-06-30,120,119271,0.008442551271555876,-0.004004215572708494,0.0031950222232479085,0.0008514265651383761,-0.0006199053507668962,-0.0013313470810018065,-0.0007147871917616826
2014-07-31,120,119275,0.008551080395447256,-0.004345580477779534,0.003940904903566278,0.0008632072382133259,-0.0005873887619513141,-0.0012354404791781032,-0.000875334604312035
2014-08-31,120,119276,0.009007163780550092,-0.0037203324956201255,0.0034573824021855316,0.0009476316241863451,-0.0006775327362280517,-0.0010372325723073483,-0.0009503484570751259
2014-09-30,120,119276,0.00844059387466805,-0.004002154496897125,0.0037402812173834956,0.0009013988008705502,-0.0006991772856785004,-0.0012232841488415396,-0.0008888758972757938
2014-10-31,120,119276,0.008502161461073384,-0.003908799435387222,0.0033317192089110065,0.0008728881309172158,-0.0007930308019337946,-0.0012054437146823082,-0.000855936062780255
2014-11-30,120,119274,0.008192162617020693,-0.003287451563856238,0.002746429521385438,0.0009755825806932618,-0.0008857760564623714,-0.0013053294259346812,-0.0007012885741950807
2014-12-31,120,119271,0.00791301212747314,-0.003015307234888478,0.00236036185445644,0.0010130319082599414,-0.0008849922991495789,-0.0011398454771470445,-0.0004836412620033024
2015-01-31,120,119264,0.00793187686812244,-0.0019513852792857156,0.0013760556514017313,0.0010531520218696935,-0.0008418864351629531,-0.0010215566491312354,-0.00047714594251748544
2015-02-28,120,119256,0.008303071831575644,-0.0020359860064336163,0.0014956140366514255,0.000893119490123997,-0.0008352574653726331,-0.001389396197460144,-0.0006843723303589373
2015-03-31,120,119252,0.008449257545701225,-0.0013668486274477634,0.0007023275495880856,0.0009228374395925965,-0.0008165891334690032,-0.001227737743358381,-0.0006885730189907767
2015-04-30,120,119252,0.008734872236756026,-0.0015375921926238571,0.0010662530830089544,0.0007338809708675385,-0.000694680292752962,-0.0010941473485683775,-0.0009144543066541078
