case,month,net_return,factor_replication_return,residual,selected_lambda
zero_cost_0,2009-08-31,-0.06252991067604928,-0.023460326174146173,-0.03906958450190311,1000.0
zero_cost_0,2009-09-30,0.00616510144882256,-0.004407554385523182,0.010572655834345742,100.0
zero_cost_0,2009-10-31,0.05026931733295444,0.005348723956982375,0.04492059337597207,1000.0
zero_cost_0,2009-11-30,-0.04104161531785923,-0.011372095363766132,-0.029669519954093095,100.0
zero_cost_0,2009-12-31,0.059101024406395725,0.01306344013199983,0.046037584274395894,100.0
zero_cost_0,2010-01-31,-0.02928014453562885,-0.013174183704923894,-0.01610596083070496,100.0
zero_cost_0,2010-02-28,0.0015825476992397927,-0.006658491844202691,0.008241039543442484,100.0
zero_cost_0,2010-03-31,0.01195236174142365,-0.026563161737742903,0.03851552347916655,100.0
zero_cost_0,2010-04-30,0.029149672048954748,0.006412394078117486,0.02273727797083726,100.0
zero_cost_0,2010-05-31,-0.008731393416709967,0.028712336993884712,-0.03744373041059468,100.0
zero_cost_0,2010-06-30,0.020917113396431878,0.009696389003291363,0.011220724393140515,1000.0
zero_cost_0,2010-07-31,-0.0005140518701738877,-0.01214829700130368,0.011634245131129792,1000.0
zero_cost_0,2010-08-31,-0.009706948828680355,0.02059778624298128,-0.030304735071661634,1000.0
zero_cost_0,2010-09-30,0.0036962749707096735,-5.47481051945076e-05,0.003751023075904181,1000.0
zero_cost_0,2010-10-31,-0.031300290442784394,-0.000591613538031105,-0.03070867690475329,1000.0
zero_cost_0,2010-11-30,0.024901747318122225,0.009759163660890394,0.01514258365723183,1000.0
zero_cost_0,2010-12-31,-0.004794932684852128,-0.03451914477702987,0.029724212092177744,1000.0
zero_cost_0,2011-01-31,-0.008047267985510408,-0.01006936280942022,0.0020220948239098122,1000.0
zero_cost_0,2011-02-28,0.023255597602745003,0.008060978680293096,0.015194618922451907,1000.0
zero_cost_0,2011-03-31,0.01918456191154614,0.024219898395144563,-0.005035336483598423,1000.0
zero_cost_0,2011-04-30,0.006692935319556203,0.006110026845050525,0.0005829084745056778,1000.0
zero_cost_0,2011-05-31,-0.020654493027863215,0.014292595252313278,-0.034947088280176494,1000.0
zero_cost_0,2011-06-30,0.02291952819109038,0.009417015959156403,0.013502512231933978,1000.0
zero_cost_0,2011-07-31,-0.005153601702620634,0.001874973020383271,-0.007028574723003905,1000.0
zero_cost_0,2011-08-31,0.020024501475955532,0.013298805824358847,0.006725695651596685,1000.0
zero_cost_0,2011-09-30,-0.0235135958442215,0.006843866390912759,-0.03035746223513426,1000.0
zero_cost_0,2011-10-31,0.023832400247738698,-0.014869631383655458,0.03870203163139416,1000.0
zero_cost_0,2011-11-30,0.03465438873725134,0.031190496169203653,0.003463892568047685,1000.0
zero_cost_0,2011-12-31,-0.04044238805331569,0.00597627736544997,-0.04641866541876566,1000.0
