case,primary,missing_return_policy,cost_bps_one_way,full_months,full_arithmetic_annualized_return,full_cagr,full_cumulative_return,full_annualized_volatility,full_annualized_sharpe,full_maximum_drawdown,evaluation_months,evaluation_start,evaluation_end,jkp_residual_mean_annualized,jkp_residual_se_annualized,jkp_residual_t_hac,jkp_residual_p_two_sided,exploratory_bonferroni69_p,hac_lags,average_traded_notional,annualized_linear_cost_drag,cash_warmup_months,scored_months,maximum_missing_forward_gross_weight
zero_cost_0,False,zero,0.0,305,-0.003302083145639367,-0.011156084900176721,-0.24809403590600854,0.12513676091679618,-0.02638779461324664,-0.5482097611318222,185,2009-08-31,2024-12-31,0.005268436420811698,0.022309118920975212,0.2361561852565263,0.8133114770846354,1.0,4,1.1809421553200732,0.0,24,281,0.03694287962540216
zero_cost_5,False,zero,5.0,305,-0.010387736077559804,-0.018157389952681124,-0.3723305264091288,0.12517079429306444,-0.08298849692715718,-0.5935431255920791,185,2009-08-31,2024-12-31,-0.003511108677253209,0.02240053829583993,-0.15674215641082462,0.8754480616797189,1.0,4,1.1809421553200732,0.007085652931920439,24,281,0.03694287962540216
zero_cost_10,True,zero,10.0,305,-0.017473389009480242,-0.02511423158108428,-0.4761093462768604,0.12521284973925267,-0.1395494874996248,-0.6417377766519234,185,2009-08-31,2024-12-31,-0.012663437133535575,0.02252253137198867,-0.5622563878092817,0.5739413478361304,1.0,4,1.1809421553200732,0.014171305863840878,24,281,0.03694287962540216
zero_cost_25,False,zero,25.0,305,-0.038730347805241566,-0.045720478652643726,-0.6956161520475401,0.12538706007950454,-0.308886321927348,-0.7656021069253364,185,2009-08-31,2024-12-31,-0.03450763487390327,0.023356639068775772,-1.4774229619378185,0.1395622948040986,1.0,4,1.1809421553200732,0.03542826465960219,24,281,0.03694287962540216
zero_cost_50,False,zero,50.0,305,-0.07415861246484376,-0.07919812894989153,-0.8771927307078587,0.1258368004777786,-0.5893237286968319,-0.8999175515326779,185,2009-08-31,2024-12-31,-0.07650771130009094,0.023868587760475353,-3.205372352476679,0.0013488786086397675,0.09307262399614395,4,1.1809421553200732,0.07085652931920439,24,281,0.03694287962540216
adverse_100_cost_10,False,adverse_100,10.0,305,-0.07187328961792251,-0.07759803417636413,-0.8716520544548723,0.13015503315000154,-0.5522129100846198,-0.8890196465029727,185,2009-08-31,2024-12-31,-0.08049342913473154,0.023330458682852724,-3.4501434467678123,0.0005602887511375085,0.03865992382848808,4,1.1809421553200732,0.014171305863840878,24,281,0.03694287962540216
