paper_version,experimental_lineage,table,category,strategy_or_variant,subgroup,regime_or_portfolio,metric,published_value,cell_kind,native_maci_output,duplicate_measurement_group,author_output_verified,native_regenerated_value,paper_result_credit,note
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,crypto_prediction,single_gpt4o_raw,Crypto Factor,test,Accuracy,0.5145,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,crypto_prediction,single_gpt4o_raw,Crypto Factor,test,MCC,0.0239,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,crypto_prediction,single_gpt4o_fine_tuned,Crypto Factor,test,Accuracy,0.5111,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,crypto_prediction,single_gpt4o_fine_tuned,Crypto Factor,test,MCC,0.0053,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,crypto_prediction,multi_agent,Crypto Factor,test,Accuracy,0.5177,direct_result,True,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,crypto_prediction,multi_agent,Crypto Factor,test,MCC,0.0247,direct_result,True,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,crypto_prediction,single_gpt4o_raw,Technical,test,Accuracy,0.4637,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,crypto_prediction,single_gpt4o_raw,Technical,test,MCC,-0.0312,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,crypto_prediction,single_gpt4o_fine_tuned,Technical,test,Accuracy,0.4906,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,crypto_prediction,single_gpt4o_fine_tuned,Technical,test,MCC,-0.0216,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,crypto_prediction,multi_agent,Technical,test,Accuracy,0.5118,direct_result,True,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,crypto_prediction,multi_agent,Technical,test,MCC,0.0169,direct_result,True,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,crypto_prediction,single_gpt4o_raw,Collaboration,test,Accuracy,0.4834,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,crypto_prediction,single_gpt4o_raw,Collaboration,test,MCC,-0.0341,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,crypto_prediction,single_gpt4o_fine_tuned,Collaboration,test,Accuracy,0.5133,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,crypto_prediction,single_gpt4o_fine_tuned,Collaboration,test,MCC,0.0191,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,crypto_prediction,multi_agent,Collaboration,test,Accuracy,0.5248,direct_result,True,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,crypto_prediction,multi_agent,Collaboration,test,MCC,0.0428,direct_result,True,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,market_prediction,single_gpt4o_raw,Market Factor,test,Accuracy,0.5814,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,market_prediction,single_gpt4o_raw,Market Factor,test,MCC,0.1612,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,market_prediction,single_gpt4o_fine_tuned,Market Factor,test,Accuracy,0.5581,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,market_prediction,single_gpt4o_fine_tuned,Market Factor,test,MCC,0.1141,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,market_prediction,multi_agent,Market Factor,test,Accuracy,0.5814,direct_result,True,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,market_prediction,multi_agent,Market Factor,test,MCC,0.1649,direct_result,True,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,market_prediction,single_gpt4o_raw,News,test,Accuracy,0.4651,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,market_prediction,single_gpt4o_raw,News,test,MCC,-0.0831,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,market_prediction,single_gpt4o_fine_tuned,News,test,Accuracy,0.5814,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,market_prediction,single_gpt4o_fine_tuned,News,test,MCC,0.1993,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,market_prediction,multi_agent,News,test,Accuracy,0.5581,direct_result,True,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,market_prediction,multi_agent,News,test,MCC,0.1306,direct_result,True,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,market_prediction,single_gpt4o_raw,Collaboration,test,Accuracy,0.5116,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,market_prediction,single_gpt4o_raw,Collaboration,test,MCC,0.0217,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,market_prediction,single_gpt4o_fine_tuned,Collaboration,test,Accuracy,0.5581,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,market_prediction,single_gpt4o_fine_tuned,Collaboration,test,MCC,0.1307,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,market_prediction,multi_agent,Collaboration,test,Accuracy,0.5814,direct_result,True,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,classification,market_prediction,multi_agent,Collaboration,test,MCC,0.1612,direct_result,True,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,market_rise_fall,market_team_financial_significance,single_gpt4o_raw,market_prediction,Rise,weekly_mean_return,0.021,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,market_rise_fall,market_team_financial_significance,single_gpt4o_fine_tuned,market_prediction,Rise,weekly_mean_return,0.0186,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,market_rise_fall,market_team_financial_significance,multi_agent,market_prediction,Rise,weekly_mean_return,0.0264,direct_result,True,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,market_rise_fall,market_team_financial_significance,single_gpt4o_raw,market_prediction,Fall,weekly_mean_return,0.0104,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,market_rise_fall,market_team_financial_significance,single_gpt4o_fine_tuned,market_prediction,Fall,weekly_mean_return,0.0051,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,market_rise_fall,market_team_financial_significance,multi_agent,market_prediction,Fall,weekly_mean_return,0.0032,direct_result,True,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,market_rise_fall,market_team_financial_significance,single_gpt4o_raw,market_prediction,Diff,weekly_mean_return,0.0106,derived_difference,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,market_rise_fall,market_team_financial_significance,single_gpt4o_fine_tuned,market_prediction,Diff,weekly_mean_return,0.0135,derived_difference,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,market_rise_fall,market_team_financial_significance,multi_agent,market_prediction,Diff,weekly_mean_return,0.0232,derived_difference,True,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,portfolio,portfolio_performance,Ours,weekly,All,Mean,0.0172,direct_result,True,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,portfolio,portfolio_performance,Ours,weekly,All,Std,0.0805,direct_result,True,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,portfolio,portfolio_performance,Ours,weekly,All,Sharpe,1.5425,direct_result,True,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,portfolio,portfolio_performance,Market,weekly,All,Mean,0.0131,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,portfolio,portfolio_performance,Market,weekly,All,Std,0.0683,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,portfolio,portfolio_performance,Market,weekly,All,Sharpe,1.3781,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,portfolio,portfolio_performance,1/N,weekly,All,Mean,0.0082,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,portfolio,portfolio_performance,1/N,weekly,All,Std,0.0834,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,portfolio,portfolio_performance,1/N,weekly,All,Sharpe,0.707,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,portfolio,portfolio_performance,Bitcoin,weekly,All,Mean,0.0144,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,portfolio,portfolio_performance,Bitcoin,weekly,All,Std,0.0677,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,portfolio,portfolio_performance,Bitcoin,weekly,All,Sharpe,1.534,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,portfolio,portfolio_performance,Ours,weekly,Boom,Mean,0.0428,direct_result,True,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,portfolio,portfolio_performance,Ours,weekly,Boom,Std,0.0802,direct_result,True,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,portfolio,portfolio_performance,Ours,weekly,Boom,Sharpe,3.843,direct_result,True,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,portfolio,portfolio_performance,Market,weekly,Boom,Mean,0.0422,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,portfolio,portfolio_performance,Market,weekly,Boom,Std,0.063,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,portfolio,portfolio_performance,Market,weekly,Boom,Sharpe,4.8279,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,portfolio,portfolio_performance,1/N,weekly,Boom,Mean,0.0391,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,portfolio,portfolio_performance,1/N,weekly,Boom,Std,0.0758,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
v1/v2,v1_v2_gpt4o_four_expert_2023_2024,portfolio,portfolio_performance,1/N,weekly,Boom,Sharpe,3.7195,direct_result,False,,False,,False,Printed paper value only; no released input-to-result lineage regenerates this cell.
