formation_month,reliability_start,reliability_end,reliability_months,six_month_market_return,selected_mode,buy_count,hold_count,sell_count,finite_scores,source_rankic__price,source_reliability__price,source_rankic__news,source_reliability__news,source_rankic__annual_report,source_reliability__annual_report
2011-02-28,2006-02-28,2011-01-31,60,0.31596117333360985,free,397,189,414,1000,0.0034749788875388416,0.3076884428538319,0.003906690171086904,0.3090196399763866,0.02544589517252538,0.3832919171697815
2011-03-31,2006-03-31,2011-02-28,60,0.20741455146703736,free,399,190,411,1000,0.004392244122430846,0.3111843089874659,0.0028540323395567836,0.30643426183119726,0.024995568732433367,0.3823814291813369
2011-04-30,2006-04-30,2011-03-31,60,0.19587494314451592,free,374,217,409,1000,0.004327994490173917,0.30777509903743816,0.0017136340966312665,0.2998330184068302,0.028617166740299724,0.39239188255573165
2011-05-31,2006-05-31,2011-04-30,60,0.17566795980760386,free,383,216,401,1000,0.005478008820983193,0.30513021169535787,0.0035198977768098414,0.29921353986953775,0.031458725388236665,0.39565624843510433
2011-06-30,2006-06-30,2011-05-31,60,0.08123422364083344,free,405,175,420,1000,0.00653171533962267,0.3063843825590021,0.0019661723695586493,0.2927107839716103,0.033420076371130286,0.40090483346938766
2011-07-31,2006-07-31,2011-06-30,60,0.03719721645216567,guided,387,230,383,1000,0.007786183619874492,0.3052438427626561,0.004688599870489503,0.2959335998012933,0.03452674943090883,0.3988225574360506
2011-08-31,2006-08-31,2011-07-31,60,-0.050556787263155045,strict,418,181,401,1000,0.015047460705247203,0.31955562935555193,0.0048688646623604726,0.2886299483295451,0.03543315498354551,0.39181442231490293
2011-09-30,2006-09-30,2011-08-31,60,-0.11757442191584366,strict,418,170,412,1000,0.02377228165099751,0.33709416758452176,0.0068013386397344534,0.2844771375525625,0.03533881625492193,0.3784286948629158
2011-10-31,2006-10-31,2011-09-30,60,-0.04519728338828022,strict,433,139,428,1000,0.016959886856530063,0.3223327428924615,0.005344985884654049,0.28698655423124947,0.036190510324049706,0.3906807028762889
2011-11-30,2006-11-30,2011-10-31,60,-0.03492928895471803,strict,418,145,437,1000,0.021925291831554217,0.3364143867258916,0.0022614076647452736,0.27636013503490553,0.035991637888263,0.38722547823920284
2011-12-31,2006-12-31,2011-11-30,60,-0.009045090456075044,strict,423,164,413,1000,0.022888793832530636,0.33589084019432747,0.0030140902280487,0.275348946802254,0.037506444606097596,0.3887602130034184
2012-01-31,2007-01-31,2011-12-31,60,0.06348212199478231,free,385,194,421,1000,0.016791894069544577,0.3237584966083893,0.0024355729793490545,0.2804609910966694,0.03687808793889594,0.3957805122949413
2012-02-29,2007-02-28,2012-01-31,60,0.17542183886435736,free,359,235,406,1000,0.015089186705908652,0.31657700177279524,0.0052415014707202,0.2868873560779562,0.03760912924865787,0.39653564214924863
2012-03-31,2007-03-31,2012-02-29,60,0.29948098026844905,free,358,230,412,1000,0.0140027986005016,0.3161747171328372,0.0029442413359495583,0.2830742952194887,0.037707327887804516,0.4007509876476742
2012-04-30,2007-04-30,2012-03-31,60,0.15736625767171963,free,365,224,411,1000,0.01844611478006373,0.32880500861840994,0.002041432258051367,0.27905756058149095,0.036060861883461345,0.39213743080009916
2012-05-31,2007-05-31,2012-04-30,60,0.09154478521442799,free,366,218,416,1000,0.025163612722585382,0.3448773596897515,0.0010908754403461485,0.27109288245687435,0.03591672965473474,0.3840297578533741
2012-06-30,2007-06-30,2012-05-31,60,0.12374292082375349,free,360,233,407,1000,0.024963306315277045,0.34889962668630076,0.00020685472589573861,0.27238588679034237,0.03316313724064943,0.3787144865233568
2012-07-31,2007-07-31,2012-06-30,60,0.08039181565260778,free,359,234,407,1000,0.022333871212931684,0.34685744569989335,-0.002345495098851982,0.27100037729494114,0.032021756637413634,0.38214217700516556
2012-08-31,2007-08-31,2012-07-31,60,0.058792581189368365,free,394,189,417,1000,0.01707549149679738,0.3332890383087921,-0.0023106300651295534,0.2745542520069641,0.033340634806412146,0.3921567096842437
2012-09-30,2007-09-30,2012-08-31,60,0.053533067010853363,free,375,221,404,1000,0.0134358047146436,0.3258879061855462,-0.0030542412916029892,0.2763458099687809,0.03336691772459526,0.39776628384567303
2012-10-31,2007-10-31,2012-09-30,60,0.044731714901384834,guided,376,247,377,1000,0.009785247659666136,0.32455928742905077,-0.007197604258968525,0.2738662104777085,0.03107773287574539,0.40157450209324075
2012-11-30,2007-11-30,2012-10-31,60,0.118216636469191,free,403,195,402,1000,0.0041778831990912585,0.30798544851106263,-0.007482396964867208,0.27408814044712226,0.03470316621142884,0.4179264110418151
2012-12-31,2007-12-31,2012-11-30,60,0.08740859161129788,free,400,235,365,1000,-0.003255783158351229,0.29679284557871166,-0.008570417497371967,0.2814312139828639,0.031888198881227174,0.42177594043842453
2013-01-31,2008-01-31,2012-12-31,60,0.13523226092457374,free,378,252,370,1000,0.0022431809405579826,0.30486419447613833,-0.0030915204756192323,0.2890267947676228,0.030918701893210887,0.40610901075623895
2013-02-28,2008-02-29,2013-01-31,60,0.12042809931916154,free,371,239,390,1000,0.0003732086999668071,0.30381209887746463,-0.0022123990318514727,0.29605739489216076,0.027911343196209682,0.4001305062303746
2013-03-31,2008-03-31,2013-02-28,60,0.13441288967052656,free,359,251,390,1000,0.0003020422120947677,0.3058246662794011,-0.0004067611678450144,0.30366463493906104,0.02474638369552323,0.39051069878153793
2013-04-30,2008-04-30,2013-03-31,60,0.1729440310958963,free,375,230,395,1000,0.0004142687364728833,0.30571044279305265,0.0005396498031386758,0.3060939862022986,0.024301356040056097,0.38819557100464874
2013-05-31,2008-05-31,2013-04-30,60,0.1955998137599022,free,370,243,387,1000,-0.005203667240090056,0.2977770684478027,-0.0019004934903604797,0.30777741759787475,0.022909923007458803,0.3944455139543226
2013-06-30,2008-06-30,2013-05-31,60,0.1680625072347659,free,368,233,399,1000,-0.012456602424674041,0.2900646615237786,-0.006445892373914381,0.30803424732491014,0.020153612328896075,0.4019010911513113
2013-07-31,2008-07-31,2013-06-30,60,0.16815705089484867,free,377,232,391,1000,-0.010113425497791036,0.29264590461669926,-0.0037981627700448195,0.3117233166584264,0.02003837828800573,0.3956307787248743
2013-08-31,2008-08-31,2013-07-31,60,0.12276462317646075,free,377,216,407,1000,-0.007394689015478541,0.29737825957191943,-0.0024776427731206026,0.3123659421876102,0.019785059717659263,0.3902557982404704
2013-09-30,2008-09-30,2013-08-31,60,0.11947871844485425,free,380,218,402,1000,-0.008254016245809842,0.2927977169929513,0.00010567219456869755,0.3183269086333438,0.02012367705673252,0.3888753743737049
2013-10-31,2008-10-31,2013-09-30,60,0.14820457995869818,free,391,207,402,1000,-0.013284585980922773,0.2832892827761575,-0.0008904078589171959,0.32066929466802935,0.02022043722140678,0.3960414225558132
2013-11-30,2008-11-30,2013-10-31,60,0.15062480254706268,free,387,207,406,1000,-0.01769720757987906,0.2732046348355443,-0.0003969215367849145,0.3248046591878071,0.020923580054815576,0.40199070597664854
2013-12-31,2008-12-31,2013-11-30,60,0.199223231244831,free,392,200,408,1000,-0.016162119980864323,0.2777830789108953,0.0005422780835502315,0.3282857762358459,0.018771441754422708,0.3939311448532588
2014-01-31,2009-01-31,2013-12-31,60,0.10124212802361687,free,377,228,395,1000,-0.01617017131317125,0.28118879005652603,0.0010240657339532632,0.33394244739795065,0.015217439206129,0.38486876254552327
2014-02-28,2009-02-28,2014-01-31,60,0.18451509622532924,free,386,216,398,1000,-0.017420298147184533,0.2808464488854236,0.0012103221916794841,0.3383613063033408,0.013024288099074514,0.38079224481123547
2014-03-31,2009-03-31,2014-02-28,60,0.1494076436943066,free,373,240,387,1000,-0.015879867087777715,0.28747249429355753,-0.0009774782822645086,0.33366952988801934,0.011723554634785647,0.3788579758184232
2014-04-30,2009-04-30,2014-03-31,60,0.10332302520207914,free,381,237,382,1000,-0.007813847293786761,0.30805356320929805,-0.002517000993673551,0.32481056562056587,0.009731985339650435,0.367135871170136
2014-05-31,2009-05-31,2014-04-30,60,0.09405339923868072,free,384,209,407,1000,-0.0024913901150989213,0.32000038135778935,-0.0035227208595841625,0.3167170789978438,0.01019447889511808,0.3632825396443668
2014-06-30,2009-06-30,2014-05-31,60,0.08934258275516194,free,377,213,410,1000,-0.0054220149132147965,0.3129772614671593,0.0006050256989770191,0.3324205708688142,0.0070645816641544575,0.35460216766402636
2014-07-31,2009-07-31,2014-06-30,60,0.1051275610939888,free,392,222,386,1000,-0.003427929153607906,0.314682291531501,0.0005907387499533627,0.3275858671796268,0.009394083597446623,0.3577318412888721
2014-08-31,2009-08-31,2014-07-31,60,0.09947497634454461,free,390,217,393,1000,-0.0030958790043127096,0.31534202159062075,-0.0008890883780687866,0.32237831231636727,0.010779984916394005,0.36227966609301193
2014-09-30,2009-09-30,2014-08-31,60,0.07492330217577137,free,394,207,399,1000,0.0013173600296537543,0.32758906152549006,-0.002476934974983076,0.3153922214233573,0.009920184772191937,0.3570187170511527
2014-10-31,2009-10-31,2014-09-30,60,0.09871468618350687,free,398,195,407,1000,0.001350689842962153,0.3279979009663478,0.0004057034604064744,0.3249129645387385,0.007008130826302537,0.34708913449491363
2014-11-30,2009-11-30,2014-10-31,60,0.1074696230289387,free,391,187,422,1000,0.002890609460006094,0.32537180480143335,0.002534355013037028,0.3242147155923139,0.01030513789011698,0.3504134796062527
2014-12-31,2009-12-31,2014-11-30,60,0.07843066064813242,free,385,218,397,1000,0.006035637527515901,0.3325466891558679,0.00254266428920448,0.3211314485562437,0.010094468700404084,0.3463218622878884
2015-01-31,2010-01-31,2014-12-31,60,0.06656492605432196,free,399,192,409,1000,0.0138281093199147,0.3465034606964092,0.003674140938305425,0.3130469321727706,0.012065540499727597,0.34044960713082023
2015-02-28,2010-02-28,2015-01-31,60,0.08668165708490072,free,381,224,395,1000,0.0073112048690942375,0.33476410536357154,0.002348059041706027,0.31855484641056525,0.010809111587270239,0.34668104822586326
2015-03-31,2010-03-31,2015-02-28,60,0.09110835112943905,free,384,218,398,1000,0.01031291331235664,0.3438105343656481,0.0013951609491420034,0.31447771333116137,0.009700595183304154,0.3417117523031905
2015-04-30,2010-04-30,2015-03-31,60,0.07461123038084194,free,366,243,391,1000,0.002665743211230746,0.32793043320409815,-0.00010865951084022875,0.31895737232434623,0.010064177791298689,0.3531121944715557
2015-05-31,2010-05-31,2015-04-30,60,0.05800407730264001,free,395,188,417,1000,0.0069982218701375755,0.34097996478784465,0.0010611216309200102,0.32132488653412133,0.006030205894588362,0.3376951486780341
2015-06-30,2010-06-30,2015-05-31,60,0.042887840215249495,guided,365,244,391,1000,0.009425762253235461,0.34329281975041726,0.0047037487490879555,0.32745925981456747,0.0052484862203027996,0.3292479204350152
2015-07-31,2010-07-31,2015-06-30,60,0.09562308645710416,free,395,179,426,1000,0.017111620030659767,0.3586333040997873,0.005914223565685786,0.32064239400715927,0.005939765236889798,0.32072430189305345
2015-08-31,2010-08-31,2015-07-31,60,-0.029175475130937656,strict,430,167,403,1000,0.015009812825213865,0.3520127807195759,0.007494942833715086,0.3265290059713299,0.005929820552583475,0.3214582133090943
2015-09-30,2010-09-30,2015-08-31,60,-0.0428372916158275,strict,420,191,389,1000,0.024885587298460375,0.38111345873103736,0.005099883818551158,0.3126986940041642,0.002995754379962688,0.3061878472647984
2015-10-31,2010-10-31,2015-09-30,60,0.02576547454548961,guided,386,213,401,1000,0.02096426035534932,0.37722275679726325,0.0009417393355380471,0.30877432479286887,0.0026209003926322204,0.31400291840986794
2015-11-30,2010-11-30,2015-10-31,60,0.016273428800126055,guided,383,213,404,1000,0.02142130113432459,0.38518913262989724,-0.0014257671106702797,0.306514108341982,-0.0008458633462923615,0.30829675902812076
2015-12-31,2010-12-31,2015-11-30,60,0.015487975347591387,guided,376,214,410,1000,0.029127555624376092,0.4021118725099092,-0.0032335073655374038,0.2909407708421243,0.0021221472681188605,0.3069473566479665
2016-01-31,2011-01-31,2015-12-31,60,-0.0556745392545156,strict,415,169,416,1000,0.03446460688747769,0.4123950410534452,-0.0050033493065848155,0.2779113465489687,0.005824780304551831,0.3096936123975861
2016-02-29,2011-02-28,2016-01-31,60,0.005898037909344511,guided,395,199,406,1000,0.030973529123523184,0.4020184890645754,-0.005768277218034921,0.27840587106786974,0.008023120127331593,0.3195756398675549
2016-03-31,2011-03-31,2016-02-29,60,0.10463309094890283,free,381,247,372,1000,0.02453851717109144,0.39213202690258553,-0.008106186926503242,0.2829164276664445,0.005746266553597823,0.32495154543097005
2016-04-30,2011-04-30,2016-03-31,60,0.032077947941768103,guided,410,184,406,1000,0.019760288100073527,0.38681319374554046,-0.007393767253307341,0.2948307077142954,0.00028315710040573703,0.318356098540164
2016-05-31,2011-05-31,2016-04-30,60,0.04674737153481656,guided,392,228,380,1000,0.020705913790087672,0.3895900196837559,-0.005925117654503718,0.29850439017134867,-0.0015335270382513754,0.31190559014489533
2016-06-30,2011-06-30,2016-05-31,60,0.06784508885899165,free,405,200,395,1000,0.024246785176049716,0.4006471424153314,-0.008260073440352116,0.2894586660132328,-0.0014382322360964018,0.30989419157143583
2016-07-31,2011-07-31,2016-06-30,60,0.1671676721428239,free,392,204,404,1000,0.016357774546068973,0.38032465249341174,-0.009052544557150231,0.2949842737530176,0.0005426696802691801,0.3246910737535707
2016-08-31,2011-08-31,2016-07-31,60,0.17093700035857928,free,395,202,403,1000,0.009552487412060436,0.3646616735453444,-0.0071268630463756566,0.30864029264933945,-0.001440882757094046,0.32669803380531626
2016-09-30,2011-09-30,2016-08-31,60,0.09772716660969594,free,387,216,397,1000,0.0036018939079946926,0.35440733085947757,-0.007801234338971138,0.3162128685082297,-0.003721647054233218,0.3293798006322927
2016-10-31,2011-10-31,2016-09-30,60,0.06857126276143699,free,387,219,394,1000,0.011002573153412767,0.3748273934561129,-0.00927261587598454,0.30603936748712895,-0.005083121148012276,0.3191332390567581
2016-11-30,2011-11-30,2016-10-31,60,0.10192076356009183,free,378,213,409,1000,0.006801604025783335,0.3672638958286886,-0.008979025502173462,0.3136489467758575,-0.007260032545660866,0.31908715739545385
2016-12-31,2011-12-31,2016-11-30,60,0.11882268882271285,free,376,238,386,1000,0.0038668708237034376,0.3599749356906168,-0.008647778161839115,0.31763023273996127,-0.007158871831594321,0.32239483156942195
2017-01-31,2012-01-31,2016-12-31,60,0.10010940134665658,free,379,210,411,1000,0.008983020850508356,0.3716593118806351,-0.00850376239453377,0.3120332566381494,-0.0071432772787459855,0.31630743148121543
2017-02-28,2012-02-29,2017-01-31,60,0.1359584756237595,free,377,229,394,1000,0.010328752285744631,0.3786493801579688,-0.011693592565318373,0.30380535297501726,-0.007270275474252075,0.31754526686701395
2017-03-31,2012-03-31,2017-02-28,60,0.13536498251775986,free,376,218,406,1000,0.00644499663041254,0.36494077818707593,-0.009832782347650164,0.31011937347904156,-0.005164503942155399,0.32493984833388245
2017-04-30,2012-04-30,2017-03-31,60,0.16711901452298483,free,380,200,420,1000,0.005523756526001896,0.357148158560061,-0.00896295148205136,0.30898218625583446,-0.0012162477530952944,0.33386965518410444
2017-05-31,2012-05-31,2017-04-30,60,0.12767688030949764,free,391,184,425,1000,0.0027833900575090875,0.3467751176006045,-0.007818854526806106,0.3118910873724148,0.0012018276347795104,0.3413337950269808
2017-06-30,2012-06-30,2017-05-31,60,0.1167234541186628,free,386,216,398,1000,-0.0017164394793591858,0.3401048047854775,-0.01061619771445728,0.3111441274457824,0.0007940180559594616,0.34875106776874015
2017-07-31,2012-07-31,2017-06-30,60,0.11528207743435215,free,372,225,403,1000,-0.0012164168569782164,0.3432041172499187,-0.010859144904097652,0.31165539796958414,-0.000653799635124858,0.3451404847804972
2017-08-31,2012-08-31,2017-07-31,60,0.07963771626115035,free,380,220,400,1000,0.006366140113443404,0.36228882853642697,-0.01194695426701017,0.30166309608462927,-0.0011526130235343993,0.3360480753789438
2017-09-30,2012-09-30,2017-08-31,60,0.1038658131282344,free,393,193,414,1000,0.0036040440563096057,0.3550554359230485,-0.01184580427128529,0.30422740104900553,-0.0005180795073492422,0.340717163027946
2017-10-31,2012-10-31,2017-09-30,60,0.12178166773400201,free,378,209,413,1000,0.008233706921350281,0.35877388610560096,-0.010070467093226659,0.298762996787492,0.003580868750157823,0.342463117106907
2017-11-30,2012-11-30,2017-10-31,60,0.14149983828158752,free,385,223,392,1000,0.008546963902328737,0.3597351493588123,-0.009619636775537252,0.2999758758797574,0.0029896756952663786,0.3402889747614303
2017-12-31,2012-12-31,2017-11-30,60,0.14579508928045293,free,401,203,396,1000,0.0089969501077093,0.3541981193091273,-0.006620867249377438,0.30298346773117973,0.00573139841278326,0.34281841295969284
2018-01-31,2013-01-31,2017-12-31,60,0.1914950538900695,free,386,206,408,1000,0.009719673379344158,0.35328132417370633,-0.007537700903825283,0.29728490320186124,0.008624609386703057,0.3494337726244324
2018-02-28,2013-02-28,2018-01-31,60,0.14629999917315262,free,391,189,420,1000,0.009293599486297795,0.348476903469393,-0.006378376456618879,0.29792810364357525,0.01075162112538903,0.3535949928870318
2018-03-31,2013-03-31,2018-02-28,60,0.09291321632477878,free,389,197,414,1000,0.009059101876766645,0.3451172873360568,-0.007823940717598715,0.29150404920088546,0.014215213681571498,0.36337866346305775
2018-04-30,2013-04-30,2018-03-31,60,0.0696477593750302,free,358,221,421,1000,0.011136242763172412,0.35183068867418854,-0.00856323830090144,0.28892156536509633,0.013222461648277896,0.359247745960715
2018-05-31,2013-05-31,2018-04-30,60,0.06458277536488488,free,396,182,422,1000,0.016079940262370356,0.35928735099052583,-0.006483041509577932,0.28671614117701505,0.014596396191978285,0.353996507832459
2018-06-30,2013-06-30,2018-05-31,60,0.059604332444852526,free,381,205,414,1000,0.012835342979891105,0.34805269152478,-0.006347215684139841,0.28730038156761967,0.017492911094093462,0.3646469269076003
2018-07-31,2013-07-31,2018-06-30,60,0.034475278503270035,guided,384,203,413,1000,0.012192159404398844,0.3495980458660209,-0.00936120056118089,0.2818148949375062,0.0174814476540045,0.3685870591964729
2018-08-31,2013-08-31,2018-07-31,60,0.11175878859600186,free,370,203,427,1000,0.016378800305009225,0.3575144144388074,-0.008228816256009009,0.27952717521224174,0.017890057727982675,0.3629584103489508
2018-09-30,2013-09-30,2018-08-31,60,0.14379010477961773,free,400,169,431,1000,0.01580527899976505,0.35796378330246725,-0.009107551033511293,0.2790255952862844,0.01720530665968238,0.3630106214112484
2018-10-31,2013-10-31,2018-09-30,60,0.061103013588200694,free,383,191,426,1000,0.014996406577027286,0.36046336444780647,-0.012131385188389531,0.2748189204336347,0.016169740961786427,0.3647177151185589
2018-11-30,2013-11-30,2018-10-31,60,0.05664059278202549,free,387,214,399,1000,0.014892168021675648,0.3611352303699831,-0.012820431119294094,0.27372569618804243,0.01599474968061756,0.36513907344197444
2018-12-31,2013-12-31,2018-11-30,60,-0.0454573675881107,strict,404,180,416,1000,0.01938376472260855,0.36825961224191167,-0.012894359095559808,0.2666686614235915,0.01851433345163954,0.3650717263344967
2019-01-31,2014-01-31,2018-12-31,60,0.006931368473499733,guided,384,234,382,1000,0.011429093123880286,0.3507668574359405,-0.014659725678146109,0.2702192295742025,0.019174206644095755,0.37901391298985704
2019-02-28,2014-02-28,2019-01-31,60,0.005066137600764575,guided,391,210,399,1000,0.00999808030699412,0.35045562079324755,-0.015801615666677774,0.27076116487391283,0.01777107690510363,0.37878321433283957
2019-03-31,2014-03-31,2019-02-28,60,0.01686584385169021,guided,380,229,391,1000,0.015610457614184366,0.3591194040989835,-0.014283999559410065,0.2663231346402224,0.01981948668019522,0.37455746126079414
2019-04-30,2014-04-30,2019-03-31,60,0.1387358555282281,free,369,200,431,1000,0.014276884104021583,0.3584520138597949,-0.015022239685618714,0.2674154818288042,0.0185584066783933,0.3741325043114009
2019-05-31,2014-05-31,2019-04-30,60,0.04263885152696423,guided,383,230,387,1000,0.019503994234486857,0.37677234735202525,-0.017797443689722917,0.25946628536298877,0.01598968587326945,0.363761367284986
2019-06-30,2014-06-30,2019-05-31,60,0.22816387519490888,free,393,203,404,1000,0.015127799049097368,0.3632056838828455,-0.021477941153914864,0.2518697009409357,0.02093562048075533,0.38492461517621884
2019-07-31,2014-07-31,2019-06-30,60,0.14171334314051776,free,367,218,415,1000,0.016797290558860645,0.3682690679306767,-0.019551437937284345,0.2560381735757556,0.01879307494237066,0.3756927584935676
2019-08-31,2014-08-31,2019-07-31,60,0.08096457468691098,free,398,202,400,1000,0.024889502648754162,0.386396891125008,-0.01979529124954772,0.24715535773308303,0.019588591940163245,0.36644775114190903
2019-09-30,2014-09-30,2019-08-31,60,0.08132130419388939,free,379,266,355,1000,0.016393650443208264,0.3709238510313209,-0.022687558481745588,0.25093268075761993,0.018321338531913964,0.37814346821105915
2019-10-31,2014-10-31,2019-09-30,60,0.05995255928702825,free,401,195,404,1000,0.014652452415429047,0.3654698283590571,-0.02200415404615773,0.2533109187849577,0.01887154737438177,0.3812192528559851
2019-11-30,2014-11-30,2019-10-31,60,0.17640175114484413,free,372,217,411,1000,0.008190229970430183,0.3532430821613899,-0.021623103231806436,0.2621778541109971,0.01668952569259642,0.384579063727613
2019-12-31,2014-12-31,2019-11-30,60,0.129052494139966,free,375,226,399,1000,0.0033727841672732558,0.34316959698491434,-0.022925225906742216,0.2638140967387188,0.016935416766263863,0.3930163062763669
2020-01-31,2015-01-31,2019-12-31,60,0.1182041460595491,free,405,181,414,1000,0.0015205884827476312,0.3428115522608702,-0.023899726605133304,0.26586209513084313,0.01475668722123599,0.39132635260828663
2020-02-29,2015-02-28,2020-01-31,60,0.051448145567648984,free,390,188,422,1000,0.009173106809979419,0.35389325231112184,-0.020421425478819494,0.2632357445069976,0.01704338737192583,0.38287100318188055
2020-03-31,2015-03-31,2020-02-29,60,-0.07891242334296356,strict,405,186,409,1000,0.010594376165127973,0.3502254970589889,-0.019527142342444705,0.25913833711974726,0.021514314189852068,0.39063616582126387
2020-04-30,2015-04-30,2020-03-31,60,0.02539710520848182,guided,391,194,415,1000,0.013748881536468726,0.35434939607769134,-0.019174850312699845,0.2549445581380381,0.023516087059802338,0.39070604578427043
2020-05-31,2015-05-31,2020-04-30,60,0.04380571355165319,guided,395,188,417,1000,0.011799785152263232,0.3434101362739835,-0.015804996867512845,0.2605715910762241,0.02605327393432671,0.3960182726497925
2020-06-30,2015-06-30,2020-05-31,60,0.04487811006451947,guided,408,188,404,1000,0.005523170270927776,0.32717689364552066,-0.01515415695895144,0.26606156024364536,0.02729578508723007,0.40676154611083404
2020-07-31,2015-07-31,2020-06-30,60,0.10539040515329723,free,409,165,426,1000,0.005662961482159044,0.3239648222037367,-0.013907955793816873,0.26638050690028675,0.02913092170546255,0.4096546708959765
2020-08-31,2015-08-31,2020-07-31,60,0.2995270910314205,free,419,184,397,1000,0.004008326783452068,0.32042563835926363,-0.013073801690469207,0.2701099091521754,0.028528312840927213,0.40946445248856084
2020-09-30,2015-09-30,2020-08-31,60,0.4115503823555535,free,424,175,401,1000,0.0006607766840259937,0.3138684415208652,-0.012366195923576453,0.2755321161894317,0.027525199107781728,0.4105994422897031
2020-10-31,2015-10-31,2020-09-30,60,0.2136769302258461,free,396,194,410,1000,0.002032922764964254,0.31755342282775545,-0.010629122477894838,0.2797861643421381,0.025777672125133138,0.4026604128301064
2020-11-30,2015-11-30,2020-10-31,60,0.2961692815411825,free,380,207,413,1000,-0.0033479432609553115,0.3114292102863989,-0.014177234283004303,0.2794655831722817,0.02393208609589365,0.40910520654131927
2020-12-31,2015-12-31,2020-11-30,60,0.31967270949767634,free,369,231,400,1000,-0.007105355673166495,0.3036017581079504,-0.011783501046383777,0.2897259228977088,0.022123735502323705,0.4066723189943407
2021-01-31,2016-01-31,2020-12-31,60,0.25430474131797,free,389,198,413,1000,-0.01249780381046985,0.29111207768257574,-0.0077537608533337155,0.30525538962632237,0.02018185137004892,0.4036325326911019
2021-02-28,2016-02-29,2021-01-31,60,0.1944564631039607,free,382,216,402,1000,-0.012122142929618223,0.2992338979699823,-0.01017758009203054,0.3051096326747879,0.015809936879568942,0.3956564693552299
2021-03-31,2016-03-31,2021-02-28,60,0.27899692786859864,free,370,232,398,1000,-0.010055064248712596,0.29994301103229565,-0.010334779296517127,0.29910519758699766,0.0189698063211355,0.40095179138070663
2021-04-30,2016-04-30,2021-03-31,60,0.3738504678775276,free,390,205,405,1000,-0.0038041668835063955,0.3076152382001386,-0.01053734205233154,0.2875848720285998,0.02365014014173326,0.40479988977126163
2021-05-31,2016-05-31,2021-04-30,60,0.22015900328669646,free,409,213,378,1000,-0.0014197634665121593,0.3134467474358381,-0.011472025958068422,0.2834701583542276,0.02373156141281767,0.4030830942099342
2021-06-30,2016-06-30,2021-05-31,60,0.2014482148910759,free,398,189,413,1000,-0.01409634471097845,0.2833633633044771,-0.00891341298494919,0.2984371508040361,0.024826506721416397,0.41819948589148676
2021-07-31,2016-07-31,2021-06-30,60,0.2093911152340877,free,395,176,429,1000,-0.0070718668536809215,0.2953829923302811,-0.009833298916859775,0.2873377843802545,0.02747641360043904,0.4172792232894644
2021-08-31,2016-08-31,2021-07-31,60,0.2078371834626107,free,382,209,409,1000,-0.0019207432214642611,0.30454745309221976,-0.007946057768432156,0.28673939414877553,0.027497922538649897,0.4087131527590047
2021-09-30,2016-09-30,2021-08-31,60,0.11689715152579017,free,378,239,383,1000,-0.00404310763351439,0.3039760234560857,-0.008960365759766886,0.28939028576490483,0.025053285310232303,0.40663369077900957
2021-10-31,2016-10-31,2021-09-30,60,0.14171170695430857,free,402,178,420,1000,-0.0001396593860482571,0.3069804683130714,-0.0054211944490399075,0.2911879030696731,0.026785244830429992,0.4018316286172556
2021-11-30,2016-11-30,2021-10-31,60,0.130951085598493,free,396,175,429,1000,0.003758803282039507,0.3081932840093228,-0.005442805925860855,0.28110015787777104,0.03247398901560212,0.4107065581129062
2021-12-31,2016-12-31,2021-11-30,60,0.1368183797713578,free,388,179,433,1000,0.002302310623472162,0.30098360244757044,-0.005024471572760355,0.27971968155255367,0.03545461419327664,0.41929671599987584
2022-01-31,2017-01-31,2021-12-31,60,0.057090285666597795,free,384,225,391,1000,0.006274413932727067,0.3155598285063817,-0.00579171462340499,0.2796914438280231,0.031166229360450274,0.4047487276655952
2022-02-28,2017-02-28,2022-01-31,60,0.004315466720857142,guided,384,243,373,1000,0.008779274087919509,0.32127528032696784,-0.0028465003946148686,0.2860139488727046,0.028856780290265283,0.39271077080032757
2022-03-31,2017-03-31,2022-02-28,60,0.08703038332154489,free,372,237,391,1000,0.012887607739488728,0.3356480063072658,-0.0030564143851590985,0.2861805167973137,0.0248160802159761,0.37817147689542047
2022-04-30,2017-04-30,2022-03-31,60,-0.07743754042123996,strict,418,170,412,1000,0.015249541677979817,0.3456564688304262,-0.00507036458911637,0.28209569420240627,0.022660986043850927,0.37224783696716746
2022-05-31,2017-05-31,2022-04-30,60,-0.07025638523704358,strict,437,138,425,1000,0.014174908290256687,0.34753605742261473,-0.006359500546032713,0.28302191523169457,0.020287449412281597,0.36944202734569076
2022-06-30,2017-06-30,2022-05-31,60,-0.17452225484398942,strict,446,142,412,1000,0.019894091701055827,0.36004163961363683,-0.008818122707000543,0.2701824701948248,0.02256183465972802,0.3697758901915384
2022-07-31,2017-07-31,2022-06-30,60,-0.040404874029931315,strict,407,148,445,1000,0.01237894720705834,0.3372067602511447,-0.007854138874044785,0.2754387864911062,0.02624333716896995,0.38735445325774914
2022-08-31,2017-08-31,2022-07-31,60,-0.055254817760054364,strict,412,157,431,1000,0.012039983354161803,0.34122405929804933,-0.007367462108029396,0.28103096873395966,0.022207979722993616,0.37774497196799106
2022-09-30,2017-09-30,2022-08-31,60,-0.16902976495415045,strict,415,181,404,1000,0.020141726241623917,0.35931175801131626,-0.008208147699113832,0.2706135203834704,0.023093177959157645,0.3700747216052134
