formation_month,training_start,training_end,training_months,training_observations,critic_r2,raw_gradient_norm,clipped_gradient_norm,parameter_delta_norm,finite_current_scores,action_memory_weight,actor_weight__be_me,actor_weight__ret_12_1,actor_weight__ret_1_0,actor_weight__rvol_21d,critic_weight__intercept,critic_weight__be_me,critic_weight__ret_12_1,critic_weight__ret_1_0,critic_weight__rvol_21d
2006-09-30,2001-09-30,2006-08-31,60,57646,0.0016488708708731759,0.0013597766796180405,0.0013597766796180405,6.798883398090203e-07,959,0.2,0.5547072682961163,0.5546409905435224,0.2772888629458696,-0.5546041300801084,0.00893533293807605,0.005293054156977512,0.0017043551507110945,-0.004292565812799306,0.0013126853266079588
2006-10-31,2001-10-31,2006-09-30,60,57646,0.0014521675424011837,0.002418075304790544,0.002418075304790544,1.2090376523952717e-06,958,0.2,0.5547076328290029,0.5546406218436274,0.2772878773116444,-0.5546036594705239,0.008769972730772726,0.005614338282048102,0.003102533927766719,-0.002414769854269594,0.00015848111972832684
2006-11-30,2001-11-30,2006-10-31,60,57646,0.0018864359996857427,0.0017701418893985301,0.0017701418893985301,8.85070944699265e-07,948,0.2,0.5547078667223149,0.5546401888680674,0.2772874362089923,-0.5546030707387424,0.007825941680966992,0.005823145190135018,0.0041485986327591306,-0.002784991432118033,-0.0007395693870137243
2006-12-31,2001-12-31,2006-11-30,60,57638,0.001942062706401182,0.001614510430973222,0.001614510430973222,8.07255215486611e-07,949,0.2,0.5547080475926615,0.5546397942846146,0.2772870041990379,-0.5546025447936894,0.007198861230606775,0.0056597057465090205,0.004141771138110296,-0.0030000404175794366,-0.0011961795557494813
2007-01-31,2002-01-31,2006-12-31,60,57635,0.001698622902200686,0.0016219442868442627,0.0016219442868442627,8.109721434221314e-07,954,0.2,0.5547082224927873,0.5546393918621128,0.27728660315609904,-0.5546019931539025,0.007822703313397768,0.005377303876838857,0.0034125607751334477,-0.0032375369893147717,-0.0003192454941590074
2007-02-28,2002-02-28,2007-01-31,60,57633,0.0014144624547121065,0.0012723670039910117,0.0012723670039910117,6.361835019955059e-07,959,0.2,0.5547083335338867,0.5546393221651708,0.2772860695145165,-0.5546016725789188,0.008094997291910344,0.004832957620200337,0.0021465744391235245,-0.003449943460380879,0.0011175909213612743
2007-03-31,2002-03-31,2007-02-28,60,57628,0.0012738952370675571,0.001832998911262975,0.001832998911262975,9.164994556314875e-07,959,0.2,0.5547085400157241,0.5546391802786859,0.2772853114665802,-0.5546012225033089,0.007164422936260148,0.004661065011051025,0.003123757650954693,-0.0025437199169996423,0.00027664505185918443
2007-04-30,2002-04-30,2007-03-31,60,57623,0.001012956766477613,0.0018206633577589918,0.0018206633577589918,9.103316788794959e-07,941,0.2,0.5547086759563861,0.5546390793357114,0.27728449120724763,-0.5546008658395383,0.008166174472893323,0.004392926201901678,0.0018516206253640995,-0.0021702477584560776,0.0015476643085612176
2007-05-31,2002-05-31,2007-04-30,60,57603,0.0011081272407159615,0.0014334233174669387,0.0014334233174669387,7.167116587334693e-07,948,0.2,0.554708722935359,0.5546390520065195,0.27728380479501263,-0.5546006669427389,0.00915132273999461,0.004404674751503788,0.0013807739305306515,-0.0021584034418595196,0.0025802631118224
2007-06-30,2002-06-30,2007-05-31,60,57586,0.0015022843662926277,0.0010470262666008778,0.0010470262666008778,5.235131333004389e-07,950,0.2,0.5547086612355442,0.554639190607141,0.27728330375821036,-0.5546006636074534,0.010265546421930625,0.004277305195385565,0.00020147058767493268,-0.0024971027152034357,0.004128192533345764
2007-07-31,2002-07-31,2007-06-30,60,57571,0.0018710721678889541,0.0014541667222142684,0.0014541667222142684,7.270833611071342e-07,946,0.2,0.5547081409976594,0.5546394134079886,0.2772828543453847,-0.5546007435490049,0.011220184139658303,0.004481132864403216,-0.0001705074207969129,-0.0022901403459574285,0.004967811712472539
2007-08-31,2002-08-31,2007-07-31,60,57544,0.0015319734625847126,0.0015565395726632853,0.0015565395726632853,7.782697863316426e-07,945,0.2,0.5547076909541583,0.5546396424947154,0.2772822772675654,-0.5546008764593864,0.011076288119404304,0.0038935904770598497,-0.00034577339106763537,-0.001781368315835497,0.0047113605867277475
2007-09-30,2002-09-30,2007-08-31,60,57516,0.0023715443876818343,0.001512802691090665,0.001512802691090665,7.564013455453326e-07,951,0.2,0.5547071813644291,0.5546399482777703,0.2772819001302855,-0.5546011534530667,0.013194475170319206,0.004200305983375198,-0.0013536862683630733,-0.0019257416947316569,0.006023078718679687
2007-10-31,2002-10-31,2007-09-30,60,57490,0.001485422670421288,0.00125128218566679,0.00125128218566679,6.25641092833395e-07,949,0.2,0.5547068364669568,0.5546401657342749,0.27728144033337304,-0.5546012708071403,0.012576656377992228,0.004002129619539555,-0.00014537214819971214,-0.0005354088644713699,0.004583135391728258
2007-11-30,2002-11-30,2007-10-31,60,57465,0.000591221981581791,0.0007476866581542471,0.0007476866581542471,3.738433290771236e-07,943,0.2,0.5547067808000328,0.5546404656567215,0.27728127895228527,-0.5546014145523968,0.010312763866143134,0.002807710566538975,0.0022762013657257755,-0.0008115816752129473,0.0012708934974946242
2007-12-31,2002-12-31,2007-11-30,60,57436,0.0005879375220074756,0.0013972432868546397,0.0013972432868546397,6.986216434273199e-07,950,0.2,0.5547068580051548,0.5546407643956904,0.27728067503759185,-0.5546015823428652,0.010960910265960418,0.0024696086091763976,0.001595669762334488,0.0008453528068053881,0.002306863777299893
2008-01-31,2003-01-31,2007-12-31,60,57412,0.0007307595133352329,0.0015128280829987983,0.0015128280829987983,7.564140414993992e-07,958,0.2,0.554706789229534,0.5546409765188673,0.2772799628429401,-0.5546017056905524,0.010467016006548025,0.003226221815024497,0.0006695485472762465,0.0002606923428780848,0.0027654951224881817
2008-02-29,2003-02-28,2008-01-31,60,57403,0.000628519206784639,0.0015688257383911785,0.0015688257383911785,7.844128691955893e-07,953,0.2,0.554706746535344,0.5546411862823912,0.2772792138909919,-0.5546017981621638,0.010402434766344906,0.0031188724582095297,0.0014565340794190842,-0.00024116175433168782,0.002168232298057417
2008-03-31,2003-03-31,2008-02-29,60,57389,0.0005678930442343244,0.00159784240911976,0.00159784240911976,7.989212045598799e-07,953,0.2,0.5547068499150797,0.5546413561127823,0.2772784454342497,-0.5546018888241457,0.010002271940775222,0.003112732734346852,0.0017312904845115105,3.273731132060072e-05,0.0016580196320874583
2008-04-30,2003-04-30,2008-03-31,60,57376,0.0005578033081310441,0.0018216798510081434,0.0018216798510081434,9.108399255040718e-07,953,0.2,0.5547071338178546,0.5546416381950803,0.2772776399286495,-0.5546020324169366,0.00959075424518813,0.002510225091230342,0.0028375220355688555,0.00012199471739443247,0.0008442478054744518
2008-05-31,2003-05-31,2008-04-30,60,57362,0.0007859781673084099,0.0019803598860180776,0.0019803598860180776,9.901799430090387e-07,952,0.2,0.5547074668178219,0.5546419586443035,0.2772767851516994,-0.5546022227745007,0.008815189588716648,0.001953317243942845,0.004024836118786435,0.0002820397863622491,-0.00016273666345251634
2008-06-30,2003-06-30,2008-05-31,60,57345,0.0014011182652404752,0.002030599853064702,0.002030599853064702,1.0152999265323509e-06,952,0.2,0.5547079904265263,0.5546423932223459,0.2772760735219856,-0.5546024705504903,0.0072274630465237666,0.0015008035719211237,0.00548369961839786,0.0014244915968937098,-0.0008021034170042096
2008-07-31,2003-07-31,2008-06-30,60,57330,0.0012438928102369573,0.0022727523975837674,0.0022727523975837674,1.1363761987918836e-06,953,0.2,0.5547085079551997,0.5546427541099211,0.27727517948086855,-0.5546027770885409,0.006493164211792143,0.0018009712772545918,0.005224206379444641,0.0005293338248922839,-0.001625313167854623
2008-08-31,2003-08-31,2008-07-31,60,57314,0.0010554122738869465,0.0021530121679043572,0.0021530121679043572,1.0765060839521787e-06,961,0.2,0.5547090394588591,0.5546430684655881,0.27727434847476573,-0.5546030720098534,0.00607533727294163,0.001960057107057596,0.004484052627189772,0.0008004109476564793,-0.0021574848017805385
2008-09-30,2003-09-30,2008-08-31,60,57308,0.001255114562066506,0.0020304290244136836,0.0020304290244136836,1.0152145122068418e-06,958,0.2,0.5547096864529381,0.5546433906951755,0.27727367357955596,-0.5546033016698548,0.004393344524567117,0.002016510916105437,0.004344690715460429,0.0021531136333314115,-0.002974031019133085
2008-10-31,2003-10-31,2008-09-30,60,57301,0.0018797997460521243,0.0019439708263753169,0.0019439708263753169,9.719854131876586e-07,962,0.2,0.5547101762306506,0.5546439989659887,0.2772732278376266,-0.5546036707148195,-0.00028158537539813846,0.0016726062439213765,0.00426191539253238,0.0037769636943032134,-0.004702219894093596
2008-11-30,2003-11-30,2008-10-31,60,57292,0.0025326844744354426,0.002084465131374255,0.002084465131374255,1.0422325656871275e-06,966,0.2,0.5547107208931905,0.5546446673305098,0.2772727413749574,-0.5546039966509743,-0.0023122169930286664,0.0014044619154057803,0.004741758921711777,0.00451605852037844,-0.005812265227167344
2008-12-31,2003-12-31,2008-11-30,60,57288,0.0020067895485139653,0.0019062090344256846,0.0019062090344256846,9.531045172128423e-07,968,0.2,0.5547110696776839,0.5546453828701693,0.27727237255230286,-0.5546043691163324,-0.0021277224175297723,0.0010805808312472325,0.004530133753575145,0.004017990641147861,-0.005013062574311138
2009-01-31,2004-01-31,2008-12-31,60,57285,0.0022471143084439316,0.0018346994863588952,0.0018346994863588952,9.173497431794476e-07,969,0.2,0.5547112423914365,0.5546461425045845,0.2772721623333413,-0.5546048055382089,-0.0037928337172533433,0.00039759844361719705,0.004062831867624697,0.003951434180207522,-0.006199137212877085
2009-02-28,2004-02-29,2009-01-31,60,57286,0.0026235703812120814,0.0019070521309413066,0.0019070521309413066,9.535260654706534e-07,970,0.2,0.554711520414821,0.5546469127422085,0.2772720118730683,-0.5546052703076833,-0.005938681186288065,-0.0005850371843757526,0.004227283495416008,0.004716534729843915,-0.006473630746888726
2009-03-31,2004-03-31,2009-02-28,60,57295,0.001782821658207312,0.0016992565764326283,0.0016992565764326283,8.496282882163142e-07,971,0.2,0.5547115751307291,0.5546475886033143,0.2772719231161486,-0.5546057744984926,-0.004266098589996828,-0.0002551728666435639,0.0030975231516390755,0.0044686791959137676,-0.005276976233538428
2009-04-30,2004-04-30,2009-03-31,60,57301,0.0008861766706342866,0.0011598411216720513,0.0011598411216720513,5.799205608360257e-07,967,0.2,0.5547114572617743,0.5546479648861312,0.2772718234963777,-0.5546061879013341,-0.0012359172896202035,0.0011278539795753454,0.000888087723595546,0.005113557185910593,-0.0019234053663993442
2009-05-31,2004-05-31,2009-04-30,60,57310,0.0010651127698549923,0.0011801496471553726,0.0011801496471553726,5.900748235776862e-07,972,0.2,0.5547113213071744,0.5546483046383663,0.2772715434653684,-0.5546065564874119,-0.0006939797342097741,0.0015054017508463302,-0.0005454217385868798,0.005810407926025912,-0.001561541270803375
2009-06-30,2004-06-30,2009-05-31,60,57320,0.0009220361392018317,0.001155325944544364,0.001155325944544364,5.776629722721819e-07,971,0.2,0.5547111286026344,0.5546486885897488,0.27727133820769206,-0.5546068836113822,-0.0010518600232541254,0.0010221129941942336,-0.00027321500835544794,0.005182773303134626,-0.0024394697694637368
2009-07-31,2004-07-31,2009-06-30,60,57335,0.0005631343450008819,0.0014135965848739549,0.0014135965848739549,7.067982924369774e-07,973,0.2,0.554710929089082,0.5546491495427025,0.2772713917830733,-0.5546073779900039,0.0012442767338824688,0.0006911722553354687,-0.0008963869487162979,0.00427959848578034,-0.0009615922585282533
2009-08-31,2004-08-31,2009-07-31,60,57351,0.0005561502312808608,0.0015173814091966294,0.0015173814091966294,7.586907045983148e-07,970,0.2,0.5547106635783823,0.5546495147697232,0.27727156764721206,-0.5546079617679425,0.002008574366794365,0.0010880082109256143,-0.0012583402345626067,0.00415096286960235,0.0002624422179252764
2009-09-30,2004-09-30,2009-08-31,60,57368,0.0006645908496369923,0.001499809255211547,0.001499809255211547,7.499046276057735e-07,966,0.2,0.5547103749051467,0.5546498278346501,0.2772716731654394,-0.5546085699463447,0.0024686955070250655,0.0007609609781200213,-0.002235473711410243,0.004240840970590225,0.0002603096856707239
2009-10-31,2004-10-31,2009-09-30,60,57380,0.0005744654140222849,0.0012236526169364847,0.0012236526169364847,6.118263084682424e-07,965,0.2,0.5547101293502357,0.5546500379090327,0.2772718459719122,-0.5546090598860288,0.0014034696651280168,0.0006407170723276903,-0.0019334140724771782,0.004052991242936462,-0.0006882656301704128
2009-11-30,2004-11-30,2009-10-31,60,57388,0.0006480225887154356,0.0011697325702170068,0.0011697325702170068,5.848662851085033e-07,964,0.2,0.5547098587110724,0.5546501746458327,0.27727208590411034,-0.5546094987010269,0.0012581356119068016,0.0002512842960035323,-0.0021847045516039513,0.004264309432848315,-0.0010322201062114111
2009-12-31,2004-12-31,2009-11-30,60,57399,0.0005748173877034857,0.0011955078698588997,0.0011955078698588997,5.977539349294499e-07,956,0.2,0.5547095767155841,0.5546503133059609,0.2772722008531021,-0.5546099940275954,0.0015938078827675332,0.0006111424449587359,-0.001505712549289246,0.004264218284278658,-0.0007130215746740165
2010-01-31,2005-01-31,2009-12-31,60,57397,0.0006013002750703267,0.001326869218399983,0.001326869218399983,6.634346091999916e-07,958,0.2,0.5547092518828824,0.5546505146910252,0.2772723250888375,-0.5546105218900155,0.0014765525396034133,0.0005144639908687966,-0.0025000859700238572,0.003874988959177415,-0.0007634531828472945
2010-02-28,2005-02-28,2010-01-31,60,57397,0.0004309140765762498,0.0011897657579706578,0.0011897657579706578,5.948828789853289e-07,954,0.2,0.5547089497106756,0.554650674947282,0.27727238151814004,-0.5546110053269432,0.001842483068642448,0.00019868777730680677,-0.002453442662001495,0.0030697926858136984,-0.0005855323345156256
2010-03-31,2005-03-31,2010-02-28,60,57387,0.0003669918593751653,0.0013820145523505316,0.0013820145523505316,6.910072761752659e-07,954,0.2,0.5547086764200522,0.5546508807148258,0.27727241543179565,-0.5546116047540637,0.003281331344405263,0.00021855374496264105,-0.0020807898006962983,0.002989303561872898,7.349527842679475e-05
2010-04-30,2005-04-30,2010-03-31,60,57383,0.00034590200425832496,0.0014855573675130723,0.0014855573675130723,7.427786837565361e-07,958,0.2,0.5547083536968259,0.5546510146249807,0.2772724319512374,-0.5546122600136083,0.004506767022130264,0.0005095003163770439,-0.0016409856190759118,0.0029771476846191156,0.000696108290186637
2010-05-31,2005-05-31,2010-04-30,60,57383,0.00036047088275592554,0.0014759909313281526,0.0014759909313281526,7.379954656640764e-07,958,0.2,0.5547080401381475,0.554651174584865,0.27727247522798093,-0.5546129072061773,0.002463789192422795,0.0003453153605669049,-0.0018954003340187335,0.0030907059918340984,-7.896502603102074e-05
2010-06-30,2005-06-30,2010-05-31,60,57380,0.0005810292471721823,0.0016037389568369998,0.0016037389568369998,8.018694784184998e-07,955,0.2,0.5547076671434473,0.5546513594112521,0.27727256555416163,-0.5546135865808911,0.001087086703970381,-0.0002196566754706,-0.0028699453970233582,0.0035806662889542873,-0.0012044783356747893
2010-07-31,2005-07-31,2010-06-30,60,57373,0.0004646578935071366,0.0015109910686068808,0.0015109910686068808,7.554955343034405e-07,951,0.2,0.5547073060979048,0.554651531085612,0.27727255664816164,-0.5546142275709189,0.0014859614195849636,-6.809685377088112e-06,-0.002553483328504446,0.003215393494081125,-0.0009324506865077029
2010-08-31,2005-08-31,2010-07-31,60,57362,0.0005038093794441645,0.0015553340968726837,0.0015553340968726837,7.776670484363418e-07,954,0.2,0.5547068613858607,0.554651735778696,0.277272495048532,-0.5546148286561567,0.0008095928858650616,-0.00033233012880663174,-0.002829168398544898,0.00306928645683376,-0.0014892757420235598
2010-09-30,2005-09-30,2010-08-31,60,57360,0.0004025475902570408,0.0015381224162275887,0.0015381224162275887,7.690612081137943e-07,955,0.2,0.55470638097112,0.5546519107064343,0.2772723368547353,-0.5546153809530224,0.0025386281223102134,-0.0007907178996644961,-0.003317454567871745,0.0020737840560428634,-0.0009096514447684627
2010-10-31,2005-10-31,2010-09-30,60,57349,0.0003272386010607642,0.0015095682553803707,0.0015095682553803707,7.547841276901854e-07,955,0.2,0.554705838380341,0.5546521099329179,0.27727228818649213,-0.5546158638966385,0.0036130103320111385,-0.0005862214547582297,-0.0026799319109172296,0.00232099152399687,-0.0005499411537199608
2010-11-30,2005-11-30,2010-10-31,60,57342,0.00028507357024654123,0.001498327500326579,0.001498327500326579,7.491637501632895e-07,948,0.2,0.5547052480548292,0.5546522901134266,0.27727223426163955,-0.5546162850726222,0.003260380766045872,-0.0004617629057715846,-0.0021217519384158596,0.0025573072470566303,-0.00021683822588346977
2010-12-31,2005-12-31,2010-11-30,60,57325,0.00035737232141885844,0.0014080552198504459,0.0014080552198504459,7.040276099252229e-07,956,0.2,0.5547046854610841,0.5546524069656498,0.2772722120672933,-0.5546166912697694,0.004340260831503036,-0.0001972836338344925,-0.0026367915451102858,0.0026551855522854275,-2.8377104258183883e-05
2011-01-31,2006-01-31,2010-12-31,60,57318,0.000495966906785994,0.0013477396943060258,0.0013477396943060258,6.738698471530128e-07,954,0.2,0.5547041635548142,0.5546524616863021,0.27727216168921404,-0.5546171110103033,0.003976938454967811,-0.00025760784853677825,-0.003504695072024603,0.0026162163376542485,-0.0007208422133481546
2011-02-28,2006-02-28,2011-01-31,60,57317,0.0004604756239792174,0.001336697958403643,0.001336697958403643,6.683489792018215e-07,956,0.2,0.5547036673035637,0.5546526057069964,0.2772721527722012,-0.5546175348069301,0.004743732058765879,-0.00026180413088553074,-0.00284220158673649,0.0031271798965947332,-6.221315386003548e-05
2011-03-31,2006-03-31,2011-02-28,60,57309,0.0004674477779722519,0.0014423033892972722,0.0014423033892972722,7.211516946486361e-07,948,0.2,0.5547031484363627,0.5546527749271417,0.2772721249626317,-0.554618005368047,0.004659106343235246,-0.0002550561342818858,-0.0028989875759728,0.0031263296324972652,-0.00040064465745162783
2011-04-30,2006-04-30,2011-03-31,60,57305,0.0004873583505079493,0.0014492624523549822,0.0014492624523549822,7.246312261774912e-07,951,0.2,0.5547026512978436,0.5546529478200413,0.27727210201864216,-0.5546185028872178,0.005074831523187201,-0.0007170835328380266,-0.0030054704700501027,0.0031521486646299834,-0.0005987186092625219
2011-05-31,2006-05-31,2011-04-30,60,57296,0.00043041570088964143,0.0014295909588509328,0.0014295909588509328,7.147954794254664e-07,949,0.2,0.554702141636579,0.5546530945054919,0.27727210175435857,-0.5546189821171016,0.005595644520171203,-0.0010342012285612272,-0.00265405442666088,0.003068550359480916,-0.00021305628542237588
2011-06-30,2006-06-30,2011-05-31,60,57291,0.0004160223099044513,0.0014520525729850523,0.0014520525729850523,7.260262864925262e-07,946,0.2,0.55470162570953,0.5546532718540831,0.2772721328724174,-0.5546194601470089,0.005373415443375577,-0.0012342187171461006,-0.0026483685719782013,0.002940875483722651,-0.00034011881442076193
2011-07-31,2006-07-31,2011-06-30,60,57282,0.00042041019836669413,0.001359849528390976,0.001359849528390976,6.79924764195488e-07,950,0.2,0.5547011238910686,0.5546534736978649,0.2772721532695961,-0.5546198716308599,0.00526087596051213,-0.001599364991247442,-0.0023280917775242347,0.0029948848481094743,0.0004396242351242557
2011-08-31,2006-08-31,2011-07-31,60,57270,0.00043891028884368577,0.001529541410408903,0.001529541410408903,7.647707052044515e-07,956,0.2,0.554700532787545,0.5546537502942983,0.2772721485864571,-0.5546202703078434,0.0037559248909572024,-0.0015957321282177258,-0.001957279583012234,0.003368336186600292,-0.0005137782246380475
2011-09-30,2006-09-30,2011-08-31,60,57264,0.0007359137709397334,0.0015208516364138165,0.0015208516364138165,7.604258182069083e-07,948,0.2,0.5546999474581942,0.5546540491386659,0.2772721557175366,-0.5546206527711328,0.0018814333565773328,-0.0017880658450743086,-0.0022984566008093362,0.004334587227140071,-0.0019099133523307321
2011-10-31,2006-10-31,2011-09-30,60,57252,0.00035107647553722643,0.0015775504715767497,0.0015775504715767497,7.887752357883748e-07,950,0.2,0.554699328628581,0.5546543151381211,0.27727203229190744,-0.5546210442129373,0.0036301935825976783,-0.001635733525971976,-0.0023386957095336385,0.0027239315789791734,-0.0005485760859389269
2011-11-30,2006-11-30,2011-10-31,60,57247,0.00030801698481996986,0.0015199340978214334,0.0015199340978214334,7.599670489107166e-07,950,0.2,0.5546986850133123,0.5546544839196741,0.2772718939837345,-0.5546213843495835,0.0031599079175643795,-0.0016169694477829153,-0.0018297955835883991,0.0025737693892976853,-0.0011005439897706789
2011-12-31,2006-12-31,2011-11-30,60,57250,0.00037616334701895404,0.001451254565788922,0.001451254565788922,7.25627282894461e-07,951,0.2,0.5546980843469854,0.5546546536448487,0.27727166307385126,-0.5546216735016342,0.003111097597810061,-0.0015540874041329942,-0.0019425232312263935,0.0029534787117046005,-0.001320506395601471
2012-01-31,2007-01-31,2011-12-31,60,57253,0.00037342957736952176,0.0014958529546339435,0.0014958529546339435,7.479264773169719e-07,953,0.2,0.5546974859505889,0.5546548226443706,0.2772714724114377,-0.5546220428290956,0.003702146446891148,-0.0018953272921578015,-0.002748622249214832,0.0025238620086077156,-0.0005792717999327135
2012-02-29,2007-02-28,2012-01-31,60,57256,0.00041928087894615995,0.0015106882393746415,0.0015106882393746415,7.553441196873208e-07,953,0.2,0.5546968560724611,0.5546549489728299,0.27727131109381914,-0.554622405893869,0.004474216241623144,-0.0019816233899436412,-0.002880844317789715,0.0027517445314699605,-0.000232629451004868
2012-03-31,2007-03-31,2012-02-29,60,57249,0.0004476851127406256,0.0014198849273740922,0.0014198849273740922,7.099424636870462e-07,950,0.2,0.5546963028595455,0.5546550907879618,0.2772711433806824,-0.5546227928493496,0.0046290555912736125,-0.0023199219174312646,-0.0031663523938249578,0.002529664130209614,-0.0005778726219210821
2012-04-30,2007-04-30,2012-03-31,60,57242,0.00039704388203609664,0.0013980377581772436,0.0013980377581772436,6.990188790886219e-07,945,0.2,0.5546957329686089,0.5546551582644266,0.27727090915220615,-0.5546231160144176,0.0038978487665044925,-0.0022395424086345747,-0.0025138369163878863,0.0025520894031785687,-0.0011234573212108281
2012-05-31,2007-05-31,2012-04-30,60,57244,0.00042362391064842964,0.001398168275455937,0.001398168275455937,6.990841377279684e-07,945,0.2,0.5546951328132229,0.5546551714619885,0.2772706819289374,-0.554623393011809,0.002083283666576338,-0.0019274223185019627,-0.0016232662935150577,0.0028445037010421496,-0.0021373316414974213
2012-06-30,2007-06-30,2012-05-31,60,57242,0.000428372254754561,0.001354619196961569,0.001354619196961569,6.773095984807846e-07,950,0.2,0.5546945741674711,0.5546551996687047,0.2772704195600894,-0.5546236705549318,0.0028806352324993205,-0.0017593363531434071,-0.00167705807589006,0.002808895503998376,-0.0023462799529227543
2012-07-31,2007-07-31,2012-06-30,60,57243,0.0003460535584716151,0.0012814963188734682,0.0012814963188734682,6.407481594367341e-07,951,0.2,0.5546940522838518,0.5546551801364443,0.2772701244992041,-0.5546238958397658,0.00353055238037456,-0.0011450243798457535,-0.0015287441600334002,0.0022935365345644106,-0.0025889943648389783
2012-08-31,2007-08-31,2012-07-31,60,57250,0.00020915478063476822,0.0011256815617193135,0.0011256815617193135,5.628407808596569e-07,950,0.2,0.5546936086264183,0.5546551486135094,0.27726993556471097,-0.5546241844015237,0.004168270600254951,-0.0011059767530356885,-0.0017992624024231396,0.0016852413675082225,-0.0016726226177712386
2012-09-30,2007-09-30,2012-08-31,60,57257,0.0002382645714092968,0.0011442064119000616,0.0011442064119000616,5.721032059500309e-07,956,0.2,0.5546931520993166,0.5546551118079793,0.2772697495975495,-0.554624472406127,0.0041196025642173985,-0.0007327832195978736,-0.002213650872792177,0.0015971830473493244,-0.0018603304584025517
2012-10-31,2007-10-31,2012-09-30,60,57262,0.000262199859702994,0.0011922978501368768,0.0011922978501368768,5.961489250684385e-07,953,0.2,0.5546926876507926,0.5546550043048176,0.27726952950692774,-0.5546247546902,0.0036713329815632185,-0.00022063453016865918,-0.0026692110680017213,0.0009394981624583615,-0.0019835802513845473
2012-11-30,2007-11-30,2012-10-31,60,57270,0.00021186663117633842,0.0012678740509807361,0.0012678740509807361,6.33937025490368e-07,957,0.2,0.5546921996414543,0.5546548505849248,0.2772693124163331,-0.55462505959167,0.004879273407008596,-0.0002891178697242994,-0.0028361310483401765,0.0004082676643792658,-0.0011809707995176738
2012-12-31,2007-12-31,2012-11-30,60,57287,0.00033534651825328776,0.0013803915985571647,0.0013803915985571647,6.901957992785824e-07,957,0.2,0.5546916793613667,0.5546547372540187,0.27726909457080406,-0.5546254408767377,0.005479665802140531,-9.8572029116241e-05,-0.0037107899761191524,3.3228059793615873e-06,-0.0007447795773545736
2013-01-31,2008-01-31,2012-12-31,60,57295,0.00020874722266472912,0.0014397251178102104,0.0014397251178102104,7.198625589051053e-07,956,0.2,0.5546911683149096,0.5546546858991374,0.27726887162675307,-0.5546258933060125,0.0075519143855262314,-0.0002941735084545614,-0.0027949889154551956,0.000856275755900893,-0.0007730046321056582
2013-02-28,2008-02-29,2013-01-31,60,57296,0.00033814951552590955,0.0013781502294259963,0.0013781502294259963,6.890751147129982e-07,951,0.2,0.5546906946456064,0.5546545603094482,0.2772686081067022,-0.5546262998110157,0.008170078461114156,2.392666179770352e-05,-0.003362722917432606,0.0014449162051774725,-0.000658250209347629
2013-03-31,2008-03-31,2013-02-28,60,57295,0.00036116304602418214,0.001461587717610316,0.001461587717610316,7.307938588051581e-07,959,0.2,0.5546901978509908,0.5546544709170609,0.27726830139671266,-0.5546267301512968,0.009231504992776739,0.00020309698686806383,-0.0034401466063722426,0.0014572384253704615,-0.0003451090952879834
2013-04-30,2008-04-30,2013-03-31,60,57301,0.0004540073087916374,0.0015431586655538724,0.0015431586655538724,7.715793327769362e-07,954,0.2,0.5546896784004538,0.5546542803746248,0.27726794224863277,-0.554627130416263,0.008364714636929815,0.0003834491990875183,-0.0037243771243416616,0.0016608887612814597,-0.0009173517181757775
2013-05-31,2008-05-31,2013-04-30,60,57304,0.0004983414746311254,0.0016399758708800368,0.0016399758708800368,8.199879354400184e-07,948,0.2,0.5546891834681381,0.5546540983565983,0.2772675568948038,-0.5546276261925046,0.008256634049960082,0.00043537457921555007,-0.004166176241802607,0.0010068537767388662,-0.00034271353538151215
2013-06-30,2008-06-30,2013-05-31,60,57299,0.0009044585426024598,0.0017668109328793649,0.0017668109328793649,8.834054664396824e-07,949,0.2,0.5546886005469918,0.5546538680807889,0.2772671457694986,-0.5546280936935103,0.009473815830516649,0.0008183637302330593,-0.0056077445399931375,-0.00011147408279795248,-0.0004784618658835368
2013-07-31,2008-07-31,2013-06-30,60,57298,0.0006930310029596987,0.0016629890079880847,0.0016629890079880847,8.314945039940424e-07,944,0.2,0.5546880078914042,0.554653768866954,0.27726685423974273,-0.5546285889807815,0.010776283170927905,0.0007225620814228001,-0.004781751236562826,0.0005227345350499025,0.000512956176299059
2013-08-31,2008-08-31,2013-07-31,60,57289,0.0005097905463118391,0.0016847318490024524,0.0016847318490024524,8.423659245012263e-07,951,0.2,0.5546874043486915,0.5546537161320368,0.2772665126940832,-0.5546290642513736,0.010036054308192068,0.0002383548509906946,-0.0041939197742902785,0.0002949628878985331,0.0007512774599324652
2013-09-30,2008-09-30,2013-08-31,60,57281,0.000534987866138259,0.0018958865098942812,0.0018958865098942812,9.479432549471406e-07,945,0.2,0.554686710225678,0.5546536124752037,0.27726613524195887,-0.554629577646749,0.012829514253633654,-0.0001845651428913383,-0.0037368830501546433,-0.00041254733427932425,0.002260093730077999
2013-10-31,2008-10-31,2013-09-30,60,57268,0.0009041285595398074,0.00199360181449513,0.00199360181449513,9.96800907247565e-07,950,0.2,0.5546860825880906,0.5546532490311119,0.27726559370911225,-0.554629995179593,0.01681106902591127,0.000246321255828319,-0.004033616040003941,-0.0016442870411793819,0.0031518569906576967
