git_blob_sha1,blob_sha256,identified_as_current_public_artifact,strategy,sheet,sample_start,sample_end,metric,paper_label,paper_value,historical_workbook_value,absolute_error,rounding_tolerance,rounding_match,paper_result_credit,note
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Benjamin Graham,Benjamin_Graham_Returns,2022-04-01,2025-03-31,cagr_pct,CAGR,28.7401,15.000637235121594,13.739462764878407,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Benjamin Graham,Benjamin_Graham_Returns,2022-04-01,2025-03-31,mean_daily,mean (daily),0.0008,0.00046981119470832405,0.000330188805291676,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Benjamin Graham,Benjamin_Graham_Returns,2022-04-01,2025-03-31,std_daily,std (daily),0.0119,0.012765139586730619,0.0008651395867306181,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Benjamin Graham,Benjamin_Graham_Returns,2022-04-01,2025-03-31,mean_annualized,mean (ann.),0.1921,0.11839242106649767,0.07370757893350233,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Benjamin Graham,Benjamin_Graham_Returns,2022-04-01,2025-03-31,std_annualized,std (ann.),0.1896,0.20264030878509026,0.013040308785090271,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Benjamin Graham,Benjamin_Graham_Returns,2022-04-01,2025-03-31,sharpe_daily,Sharpe,0.0638,0.036804234808109224,0.026995765191890772,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Benjamin Graham,Benjamin_Graham_Returns,2022-04-01,2025-03-31,sharpe_annualized,Sharpe (ann.),1.0132,0.5842491149777042,0.42895088502229595,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Benjamin Graham,Benjamin_Graham_Returns,2022-04-01,2025-03-31,max_drawdown_pct,MDD,-23.8873,-27.04681175015693,3.1595117501569305,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Benjamin Graham,Benjamin_Graham_Returns,2022-04-01,2025-03-31,var_90_pct,VaR0.9,-1.0563,-1.3372956189916696,0.2809956189916696,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Benjamin Graham,Benjamin_Graham_Returns,2022-04-01,2025-03-31,cvar_90_pct,CVaR0.9,-2.1079,-2.3637607355483174,0.25586073554831756,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Warren Buffett,Warren_Buffett_Returns,2022-04-01,2025-03-31,cagr_pct,CAGR,42.2341,20.68513689434315,21.54896310565685,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Warren Buffett,Warren_Buffett_Returns,2022-04-01,2025-03-31,mean_daily,mean (daily),0.001,0.0005851818397071013,0.0004148181602928987,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Warren Buffett,Warren_Buffett_Returns,2022-04-01,2025-03-31,std_daily,std (daily),0.0117,0.01118645463592595,0.0005135453640740511,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Warren Buffett,Warren_Buffett_Returns,2022-04-01,2025-03-31,mean_annualized,mean (ann.),0.2603,0.14746582360618954,0.11283417639381044,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Warren Buffett,Warren_Buffett_Returns,2022-04-01,2025-03-31,std_annualized,std (ann.),0.186,0.1775794621149939,0.008420537885006102,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Warren Buffett,Warren_Buffett_Returns,2022-04-01,2025-03-31,sharpe_daily,Sharpe,0.0881,0.05231164464098892,0.03578835535901108,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Warren Buffett,Warren_Buffett_Returns,2022-04-01,2025-03-31,sharpe_annualized,Sharpe (ann.),1.3991,0.8304216143570484,0.5686783856429516,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Warren Buffett,Warren_Buffett_Returns,2022-04-01,2025-03-31,max_drawdown_pct,MDD,-22.344,-25.596183491588775,3.2521834915887737,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Warren Buffett,Warren_Buffett_Returns,2022-04-01,2025-03-31,var_90_pct,VaR0.9,-0.8934,-1.1967849419131138,0.3033849419131138,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Warren Buffett,Warren_Buffett_Returns,2022-04-01,2025-03-31,cvar_90_pct,CVaR0.9,-1.995,-2.087766051528658,0.09276605152865791,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Joel Greenblatt,Joel_Greenblatt_Returns,2022-04-01,2025-03-31,cagr_pct,CAGR,19.3799,15.181309741357252,4.1985902586427475,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
