git_blob_sha1,blob_sha256,identified_as_current_public_artifact,strategy,sheet,sample_start,sample_end,metric,paper_label,paper_value,historical_workbook_value,absolute_error,rounding_tolerance,rounding_match,paper_result_credit,note
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Joel Greenblatt,Joel_Greenblatt_Returns,2022-04-01,2025-03-31,mean_daily,mean (daily),0.0005,0.0004504934455930164,4.950655440698359e-05,5.0000001000000005e-05,True,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Joel Greenblatt,Joel_Greenblatt_Returns,2022-04-01,2025-03-31,std_daily,std (daily),0.0098,0.010751725179306228,0.0009517251793062283,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Joel Greenblatt,Joel_Greenblatt_Returns,2022-04-01,2025-03-31,mean_annualized,mean (ann.),0.1342,0.11352434828944014,0.020675651710559878,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Joel Greenblatt,Joel_Greenblatt_Returns,2022-04-01,2025-03-31,std_annualized,std (ann.),0.1551,0.17067834593613374,0.015578345936133747,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Joel Greenblatt,Joel_Greenblatt_Returns,2022-04-01,2025-03-31,sharpe_daily,Sharpe,0.0545,0.04189964290196685,0.01260035709803315,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Joel Greenblatt,Joel_Greenblatt_Returns,2022-04-01,2025-03-31,sharpe_annualized,Sharpe (ann.),0.8652,0.6651362108461017,0.20006378915389822,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Joel Greenblatt,Joel_Greenblatt_Returns,2022-04-01,2025-03-31,max_drawdown_pct,MDD,-20.7409,-19.256379502097907,1.4845204979020927,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Joel Greenblatt,Joel_Greenblatt_Returns,2022-04-01,2025-03-31,var_90_pct,VaR0.9,-0.9877,-1.1513732262752232,0.16367322627522318,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Joel Greenblatt,Joel_Greenblatt_Returns,2022-04-01,2025-03-31,cvar_90_pct,CVaR0.9,-1.7126,-1.9551424087448768,0.24254240874487687,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Joseph Piotroski,Joseph_Piotroski_Returns,2022-04-01,2025-03-31,cagr_pct,CAGR,30.93,12.514872182039639,18.41512781796036,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Joseph Piotroski,Joseph_Piotroski_Returns,2022-04-01,2025-03-31,mean_daily,mean (daily),0.0008,0.0003916993001544822,0.00040830069984551786,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Joseph Piotroski,Joseph_Piotroski_Returns,2022-04-01,2025-03-31,std_daily,std (daily),0.0111,0.011313836254186586,0.0002138362541865852,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Joseph Piotroski,Joseph_Piotroski_Returns,2022-04-01,2025-03-31,mean_annualized,mean (ann.),0.2014,0.0987082236389295,0.10269177636107049,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Joseph Piotroski,Joseph_Piotroski_Returns,2022-04-01,2025-03-31,std_annualized,std (ann.),0.1762,0.17960158261610554,0.003401582616105542,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Joseph Piotroski,Joseph_Piotroski_Returns,2022-04-01,2025-03-31,sharpe_daily,Sharpe,0.072,0.03462126296989116,0.037378737030108834,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Joseph Piotroski,Joseph_Piotroski_Returns,2022-04-01,2025-03-31,sharpe_annualized,Sharpe (ann.),1.1432,0.549595511359809,0.593604488640191,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Joseph Piotroski,Joseph_Piotroski_Returns,2022-04-01,2025-03-31,max_drawdown_pct,MDD,-23.0692,-19.245298427584125,3.823901572415874,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Joseph Piotroski,Joseph_Piotroski_Returns,2022-04-01,2025-03-31,var_90_pct,VaR0.9,-1.025,-1.291849645716334,0.26684964571633407,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Joseph Piotroski,Joseph_Piotroski_Returns,2022-04-01,2025-03-31,cvar_90_pct,CVaR0.9,-1.9732,-2.1661433309841702,0.19294333098417016,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Edward Altman,Edward_Altman_Returns,2022-04-01,2025-03-31,cagr_pct,CAGR,25.7406,12.138188305019092,13.602411694980908,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Edward Altman,Edward_Altman_Returns,2022-04-01,2025-03-31,mean_daily,mean (daily),0.0007,0.00039270246866749916,0.00030729753133250083,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Edward Altman,Edward_Altman_Returns,2022-04-01,2025-03-31,std_daily,std (daily),0.0114,0.012196716839975431,0.0007967168399754306,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Edward Altman,Edward_Altman_Returns,2022-04-01,2025-03-31,mean_annualized,mean (ann.),0.1744,0.09896102210420979,0.07543897789579021,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Edward Altman,Edward_Altman_Returns,2022-04-01,2025-03-31,std_annualized,std (ann.),0.1817,0.1936168774202914,0.011916877420291405,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Edward Altman,Edward_Altman_Returns,2022-04-01,2025-03-31,sharpe_daily,Sharpe,0.0605,0.032197391627589035,0.028302608372410963,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Edward Altman,Edward_Altman_Returns,2022-04-01,2025-03-31,sharpe_annualized,Sharpe (ann.),0.9598,0.5111177466693226,0.44868225333067735,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Edward Altman,Edward_Altman_Returns,2022-04-01,2025-03-31,max_drawdown_pct,MDD,-21.7132,-26.77158280079006,5.05838280079006,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Edward Altman,Edward_Altman_Returns,2022-04-01,2025-03-31,var_90_pct,VaR0.9,-1.1024,-1.3100307473861768,0.2076307473861767,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,Edward Altman,Edward_Altman_Returns,2022-04-01,2025-03-31,cvar_90_pct,CVaR0.9,-2.0331,-2.306473192194758,0.27337319219475775,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,NASDAQ 100,Benchmark_QQQ,2022-04-01,2025-03-31,cagr_pct,CAGR,29.3611,9.775502207541354,19.585597792458646,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,NASDAQ 100,Benchmark_QQQ,2022-04-01,2025-03-31,mean_daily,mean (daily),0.0011,0.00047692379123107206,0.000623076208768928,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,NASDAQ 100,Benchmark_QQQ,2022-04-01,2025-03-31,std_daily,std (daily),0.0135,0.014423440461736135,0.0009234404617361348,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,NASDAQ 100,Benchmark_QQQ,2022-04-01,2025-03-31,mean_annualized,mean (ann.),0.2827,0.12018479539023016,0.16251520460976984,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,NASDAQ 100,Benchmark_QQQ,2022-04-01,2025-03-31,std_annualized,std (ann.),0.215,0.22896501907020267,0.013965019070202672,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,NASDAQ 100,Benchmark_QQQ,2022-04-01,2025-03-31,sharpe_daily,Sharpe,0.0828,0.033065882754971014,0.049734117245028985,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,NASDAQ 100,Benchmark_QQQ,2022-04-01,2025-03-31,sharpe_annualized,Sharpe (ann.),1.3151,0.5249046159028357,0.7901953840971643,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,NASDAQ 100,Benchmark_QQQ,2022-04-01,2025-03-31,max_drawdown_pct,MDD,-22.7683,-29.201262400932706,6.4329624009327055,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,NASDAQ 100,Benchmark_QQQ,2022-04-01,2025-03-31,var_90_pct,VaR0.9,-1.3911,-1.7536834604941673,0.36258346049416734,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,NASDAQ 100,Benchmark_QQQ,2022-04-01,2025-03-31,cvar_90_pct,CVaR0.9,-2.429,-2.6693007361247925,0.24030073612479264,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,S&P 500,Benchmark_SPY,2022-04-01,2025-03-31,cagr_pct,CAGR,26.3131,8.876465577487846,17.436634422512153,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,S&P 500,Benchmark_SPY,2022-04-01,2025-03-31,mean_daily,mean (daily),0.001,0.0003976902600168232,0.0006023097399831768,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,S&P 500,Benchmark_SPY,2022-04-01,2025-03-31,std_daily,std (daily),0.0107,0.010741920850232215,4.192085023221534e-05,5.0000001000000005e-05,True,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,S&P 500,Benchmark_SPY,2022-04-01,2025-03-31,mean_annualized,mean (ann.),0.25,0.10021794552423945,0.14978205447576054,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,S&P 500,Benchmark_SPY,2022-04-01,2025-03-31,std_annualized,std (ann.),0.1698,0.17052270703712366,0.0007227070371236544,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,S&P 500,Benchmark_SPY,2022-04-01,2025-03-31,sharpe_daily,Sharpe,0.0928,0.037022266833052125,0.05577773316694787,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,S&P 500,Benchmark_SPY,2022-04-01,2025-03-31,sharpe_annualized,Sharpe (ann.),1.4728,0.5877102660727846,0.8850897339272155,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,S&P 500,Benchmark_SPY,2022-04-01,2025-03-31,max_drawdown_pct,MDD,-18.7552,-21.284756875487954,2.5295568754879554,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,S&P 500,Benchmark_SPY,2022-04-01,2025-03-31,var_90_pct,VaR0.9,-0.9144,-1.2430263237643835,0.3286263237643835,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,False,S&P 500,Benchmark_SPY,2022-04-01,2025-03-31,cvar_90_pct,CVaR0.9,-1.8389,-1.9814310325471534,0.14253103254715338,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
4dd8abf36db181bbcaf2e6c41dd8886fb036170f,23760bbc2f92e9aa976bd54224c9063b6b533f180060fbe4bb6e1bfc7d1207bc,False,Benjamin Graham,Benjamin_Graham_Returns,2022-04-01,2025-06-29,cagr_pct,CAGR,28.7401,17.51268663359882,11.227413366401183,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
4dd8abf36db181bbcaf2e6c41dd8886fb036170f,23760bbc2f92e9aa976bd54224c9063b6b533f180060fbe4bb6e1bfc7d1207bc,False,Benjamin Graham,Benjamin_Graham_Returns,2022-04-01,2025-06-29,mean_daily,mean (daily),0.0008,0.000536313991168229,0.000263686008831771,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
4dd8abf36db181bbcaf2e6c41dd8886fb036170f,23760bbc2f92e9aa976bd54224c9063b6b533f180060fbe4bb6e1bfc7d1207bc,False,Benjamin Graham,Benjamin_Graham_Returns,2022-04-01,2025-06-29,std_daily,std (daily),0.0119,0.01331806745378317,0.0014180674537831693,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
4dd8abf36db181bbcaf2e6c41dd8886fb036170f,23760bbc2f92e9aa976bd54224c9063b6b533f180060fbe4bb6e1bfc7d1207bc,False,Benjamin Graham,Benjamin_Graham_Returns,2022-04-01,2025-06-29,mean_annualized,mean (ann.),0.1921,0.13515112577439373,0.056948874225606266,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
4dd8abf36db181bbcaf2e6c41dd8886fb036170f,23760bbc2f92e9aa976bd54224c9063b6b533f180060fbe4bb6e1bfc7d1207bc,False,Benjamin Graham,Benjamin_Graham_Returns,2022-04-01,2025-06-29,std_annualized,std (ann.),0.1896,0.21141776656016087,0.02181776656016088,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
4dd8abf36db181bbcaf2e6c41dd8886fb036170f,23760bbc2f92e9aa976bd54224c9063b6b533f180060fbe4bb6e1bfc7d1207bc,False,Benjamin Graham,Benjamin_Graham_Returns,2022-04-01,2025-06-29,sharpe_daily,Sharpe,0.0638,0.04026965571614387,0.023530344283856128,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
4dd8abf36db181bbcaf2e6c41dd8886fb036170f,23760bbc2f92e9aa976bd54224c9063b6b533f180060fbe4bb6e1bfc7d1207bc,False,Benjamin Graham,Benjamin_Graham_Returns,2022-04-01,2025-06-29,sharpe_annualized,Sharpe (ann.),1.0132,0.639260966442644,0.37393903355735614,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
4dd8abf36db181bbcaf2e6c41dd8886fb036170f,23760bbc2f92e9aa976bd54224c9063b6b533f180060fbe4bb6e1bfc7d1207bc,False,Benjamin Graham,Benjamin_Graham_Returns,2022-04-01,2025-06-29,max_drawdown_pct,MDD,-23.8873,-27.04681175015693,3.1595117501569305,5.0000001000000005e-05,False,False,non-current historical variants are not identified as the reported paper run
