git_blob_sha1,blob_sha256,bytes,identified_as_current_public_artifact,commits_containing_blob,first_seen_commit,first_seen_author_date,last_seen_commit,last_seen_author_date,paths_in_history,tip_locations,sample_start_min,sample_end_max,paper_table_rounding_matches,paper_table_cells_total,paper_table_cells_with_result_credit,complete_paper_table_reproduced
0290c8949158c606af5bee0a8e81941eaef59aca,c7844c18c4e1c383de129603d6fca337607222847dc1e883e58f187fa35d46a9,367291,False,9,49ced76002cc824de9ccc0bd5d46207d7b28af23,2025-08-18T21:42:38+09:00,74ad2e6ce2e604c73a6fc2829d48ab58fe6be050,2025-08-31T14:37:52+09:00,results/multi_agent_backtest_results.xlsx; results_22_24/multi_agent_backtest_results.xlsx,refs/heads/main:results_22_24/multi_agent_backtest_results.xlsx,2022-04-01,2025-03-31,2,70,0,False
4dd8abf36db181bbcaf2e6c41dd8886fb036170f,23760bbc2f92e9aa976bd54224c9063b6b533f180060fbe4bb6e1bfc7d1207bc,465479,False,2,fab11f118e36044be6cd3acbffcce97c8e7fc3bc,2025-08-24T10:02:09Z,e28ec1ebdf9d8576d5f366de72755bd1ba0bcc28,2025-08-26T13:02:31Z,results/multi_agent_backtest_results.xlsx,,2022-04-01,2025-06-30,1,70,0,False
bad9ea010714fd13258b2cff593a507af2642eb1,6b018122f9ef42f8b81c4f49e0f81415bb21329c53dc5939aab9389fa4e5d0a9,422705,False,1,df8c7d70ab4668ecfc2acae76fc561933a74fe7f,2025-08-26T13:27:59Z,df8c7d70ab4668ecfc2acae76fc561933a74fe7f,2025-08-26T13:27:59Z,results/multi_agent_backtest_results.xlsx,refs/heads/develop:results/multi_agent_backtest_results.xlsx,2022-04-01,2025-03-31,2,70,0,False
d27dc2a7f206562e1add949b39f8d27f8997f8f6,45d4a4d7abb5ab89b83966c2474fc8de231fa544f5b3e436f6b06e79ae18e91d,205421,True,2,017550adc5e0c6f04408a5af092fc852ba027bfb,2025-08-31T14:32:25+09:00,74ad2e6ce2e604c73a6fc2829d48ab58fe6be050,2025-08-31T14:37:52+09:00,results/multi_agent_backtest_results.xlsx,refs/heads/main:results/multi_agent_backtest_results.xlsx,2024-01-01,2025-06-30,2,70,2,False
