missing_return_policy,formation_month,month,path_status,gross_return,total_security_return,traded_notional,formation_universe,finite_signal_count,missing_forward_return_gross_weight,missing_total_return_gross_weight,n_long,n_short,max_abs_weight,weight_hhi,gross_exposure
zero,1999-07-31,1999-08-31,ok,-0.028607160889485974,-0.028682788100968144,2.0,1000,956,0.014202403652752667,0.014202403652752667,95,95,0.23685231765208042,0.09233607912942238,2.0
zero,1999-08-31,1999-09-30,ok,0.038460481441753076,0.03853816290878357,3.713728033682159,1000,937,0.005378943750226922,0.005950913843126869,93,93,0.2767284815228521,0.1666611522263747,2.0
zero,1999-09-30,1999-10-31,ok,-0.02745572313600499,-0.02744504971741464,1.6296637872513025,1000,922,0.0014902846398137655,0.0014902846398137655,92,92,0.17944160146894805,0.10864965012852465,1.9999999999999998
zero,1999-10-31,1999-11-30,ok,0.1113627723156948,0.11135940108063067,1.3904193767784518,1000,899,0.00044230320967636943,0.00044230320967636943,89,89,0.19406738041172986,0.11435863412360261,2.0
zero,1999-11-30,1999-12-31,ok,0.2622375988912779,0.26222744229601225,1.7051118892392259,1000,887,0.001349175779172654,0.001349175779172654,88,88,0.2018874081754693,0.13096108483852792,2.0
zero,1999-12-31,2000-01-31,ok,-0.043312602062608875,-0.0433126020626089,0.7345506019443082,1000,879,0.0,0.0,87,87,0.2356330982816825,0.13605417986941568,2.0
zero,2000-01-31,2000-02-29,ok,0.4305558278218125,0.4305558278218125,2.0342787934974282,1000,881,0.0,0.0,88,88,0.10407510666588575,0.07188707696125216,2.0
zero,2000-02-29,2000-03-31,ok,-0.23070386229370138,-0.23072239424503316,1.0965632209798566,1000,864,0.0021169695375553525,0.0021169695375553525,86,86,0.11340438506857017,0.07296336603550208,2.0
zero,2000-03-31,2000-04-30,ok,-0.07749406109653226,-0.07750300654911842,1.8346132208707533,1000,878,0.0009733898352739366,0.0009733898352739366,87,87,0.2598763903524773,0.11263937704356439,2.0
zero,2000-04-30,2000-05-31,ok,-0.16374689913897642,-0.16374689913897647,2.1236937372367666,1000,923,0.0,0.0,92,92,0.11026592033272783,0.0769940231859838,2.0
zero,2000-05-31,2000-06-30,ok,-0.05824646328828711,-0.05830868101099071,3.616985894906565,1000,924,0.008308990745674314,0.008308990745674314,92,92,0.21621740121408384,0.1396456201874713,2.0
zero,2000-06-30,2000-07-31,ok,0.052002550899123305,0.05177737904087833,2.8587926624446856,1000,901,0.023593027896583105,0.023593027896583105,90,90,0.24622382703299034,0.12972876997039015,2.0000000000000004
zero,2000-07-31,2000-08-31,ok,0.10367017272859064,0.10363392025109688,2.171404260095503,1000,914,0.003623798230082152,0.003623798230082152,91,91,0.2162485364218991,0.14637850717157636,2.0
zero,2000-08-31,2000-09-30,ok,0.06955139673811017,0.06953033308591826,1.8772952455372436,1000,916,0.009002311229134242,0.009002311229134242,91,91,0.13566280821510965,0.08018404323824496,2.0
zero,2000-09-30,2000-10-31,ok,-0.008866864078789243,-0.008919655131299614,1.5727188008312003,1000,925,0.005798810503472858,0.005798810503472858,92,92,0.17841461371994272,0.10623898091627716,2.0000000000000004
zero,2000-10-31,2000-11-30,ok,0.13645216983320785,0.13633043723150703,1.8809694530247874,1000,940,0.012256605084659186,0.012256605084659186,94,94,0.18018798602513114,0.09544711300501572,2.0
zero,2000-11-30,2000-12-31,ok,0.04604110394350262,0.04595699685183806,2.406928153928808,1000,969,0.00856662168105214,0.00856662168105214,96,96,0.13701714539467832,0.08654734572203322,2.0
zero,2000-12-31,2001-01-31,ok,-0.25540700332385513,-0.2556432918373959,2.612839624513518,1000,971,0.0225337129068112,0.0225337129068112,97,97,0.1499450299283933,0.07341813937021334,2.0
zero,2001-01-31,2001-02-28,ok,0.2270881512671713,0.2272542027230922,3.632245861155916,1000,988,0.022728094158356558,0.022728094158356558,98,98,0.14987787356701093,0.10956518594676107,2.0000000000000004
