case,month,net_return,factor_replication_return,residual,selected_lambda
zero_cost_0,2009-08-31,-0.030738251288947464,-0.07466825574025882,0.04393000445131135,1000.0
zero_cost_0,2009-09-30,-0.053264150242888476,-0.019205711078940653,-0.03405843916394782,1000.0
zero_cost_0,2009-10-31,0.058645237694501404,0.04823187808491346,0.010413359609587947,1000.0
zero_cost_0,2009-11-30,-0.03969253181028494,-0.007759471593422389,-0.03193306021686255,1000.0
zero_cost_0,2009-12-31,0.004021563706241202,0.014237853220791657,-0.010216289514550454,1000.0
zero_cost_0,2010-01-31,-0.03302654437136636,-0.02006887148402377,-0.012957672887342588,1000.0
zero_cost_0,2010-02-28,-0.033098122119093576,0.010632826622658001,-0.043730948741751575,1000.0
zero_cost_0,2010-03-31,0.009388820724640399,-0.012382857580077731,0.02177167830471813,1000.0
zero_cost_0,2010-04-30,0.02461176199933554,0.006448170422230509,0.01816359157710503,1000.0
zero_cost_0,2010-05-31,0.04215022114685259,0.029376624248592505,0.012773596898260083,1000.0
zero_cost_0,2010-06-30,0.02277805138736349,0.010078591923417285,0.012699459463946204,1000.0
zero_cost_0,2010-07-31,-0.07369653070510981,-0.01813214007012462,-0.055564390634985195,1000.0
zero_cost_0,2010-08-31,0.01637947634202139,0.02620753491245378,-0.00982805857043239,1000.0
zero_cost_0,2010-09-30,0.01438609337737154,-0.008907798992986852,0.023293892370358393,1000.0
zero_cost_0,2010-10-31,0.004245671140713198,0.009007596462700716,-0.0047619253219875176,1000.0
zero_cost_0,2010-11-30,0.035735375275263714,0.029365341191284672,0.006370034083979043,1000.0
zero_cost_0,2010-12-31,-0.06094632756571818,-0.0644487994612578,0.0035024718955396147,1000.0
zero_cost_0,2011-01-31,-0.009202808468628315,-0.024422891140778367,0.015220082672150052,1000.0
zero_cost_0,2011-02-28,0.005018367695365015,0.0005305126501387586,0.0044878550452262566,100.0
zero_cost_0,2011-03-31,-0.0054276445588472486,0.020567697605040295,-0.025995342163887544,1000.0
zero_cost_0,2011-04-30,0.005470436475557593,-0.002219509704691956,0.007689946180249549,1000.0
zero_cost_0,2011-05-31,0.0066397871706717895,0.0003634693471672314,0.006276317823504558,1000.0
zero_cost_0,2011-06-30,-0.000557535147820124,0.016002149612502275,-0.0165596847603224,100.0
zero_cost_0,2011-07-31,0.07131643977005968,0.03609370802000292,0.03522273175005676,100.0
zero_cost_0,2011-08-31,0.04790673955687075,0.04395002615352477,0.003956713403345975,100.0
zero_cost_0,2011-09-30,0.06858418113783005,0.03682688537268642,0.03175729576514363,100.0
zero_cost_0,2011-10-31,-0.06750454277433943,-0.07680267039689762,0.009298127622558189,100.0
zero_cost_0,2011-11-30,0.02556762516954445,0.030602886507265274,-0.005035261337720823,100.0
zero_cost_0,2011-12-31,0.011988196429411716,-0.005340681831529325,0.017328878260941042,100.0
zero_cost_0,2012-01-31,-0.08370347212936328,-0.055818079141459316,-0.02788539298790397,100.0
zero_cost_0,2012-02-29,0.011254199613917097,-0.00027493041335708505,0.011529130027274181,100.0
zero_cost_0,2012-03-31,0.020062840443846194,-0.011270961307325838,0.031333801751172036,100.0
zero_cost_0,2012-04-30,0.009914270916460731,0.034665004704144915,-0.024750733787684186,100.0
zero_cost_0,2012-05-31,0.06315850958161076,0.07218370574109094,-0.009025196159480178,100.0
zero_cost_0,2012-06-30,0.006969237168868705,-0.013149785486424799,0.020119022655293504,100.0
zero_cost_0,2012-07-31,0.014523927549605268,0.02023363397927526,-0.005709706429669991,100.0
zero_cost_0,2012-08-31,0.0061949985647386935,-0.009352577775309437,0.01554757634004813,100.0
zero_cost_0,2012-09-30,0.0026566255911719024,-0.016759140957197795,0.019415766548369698,100.0
zero_cost_0,2012-10-31,-0.044780963869683124,-0.03456698927470539,-0.010213974594977734,1000.0
zero_cost_0,2012-11-30,0.009098263969885275,0.009773583831992113,-0.0006753198621068379,100.0
zero_cost_0,2012-12-31,-0.04775537724349003,-0.04772710883230741,-2.8268411182620634e-05,100.0
zero_cost_0,2013-01-31,-0.01614511391449165,-0.03348873643812712,0.01734362252363547,100.0
zero_cost_0,2013-02-28,0.013430541599011995,0.003859100099389266,0.009571441499622729,100.0
zero_cost_0,2013-03-31,0.007455781691449383,-0.0005030607947570326,0.007958842486206416,100.0
zero_cost_0,2013-04-30,-0.0001095492747649464,0.004315965774650331,-0.004425515049415277,100.0
zero_cost_0,2013-05-31,-0.03893408892933105,-0.02731151625198861,-0.011622572677342437,100.0
zero_cost_0,2013-06-30,0.0027779018678740215,0.007147775064280539,-0.004369873196406518,100.0
zero_cost_0,2013-07-31,-0.004192549725347258,-0.007636867147601715,0.003444317422254457,100.0
zero_cost_0,2013-08-31,-0.02058157387489091,-0.010447807875786275,-0.010133765999104634,100.0
zero_cost_0,2013-09-30,-0.005472455427437259,0.0185309772596826,-0.02400343268711986,100.0
zero_cost_0,2013-10-31,0.015472949609998567,-0.01077084072698921,0.026243790336987777,100.0
zero_cost_0,2013-11-30,0.02503312020913554,-0.004508676539440605,0.029541796748576148,100.0
zero_cost_0,2013-12-31,-0.030431992814225053,-0.05514082289453498,0.024708830080309926,10.0
zero_cost_0,2014-01-31,0.030702272829072765,0.03233307958835998,-0.001630806759287215,10.0
zero_cost_0,2014-02-28,0.030570118782225684,-0.0071893686901921714,0.037759487472417856,100.0
zero_cost_0,2014-03-31,-0.027376146527073934,-0.03180101822190236,0.004424871694828424,100.0
zero_cost_0,2014-04-30,-0.00695449710152401,-0.005063715318181207,-0.0018907817833428032,100.0
zero_cost_0,2014-05-31,-0.0025561427759550827,0.010108471568478071,-0.012664614344433153,100.0
zero_cost_0,2014-06-30,-0.007143691126862174,-0.008905220897784562,0.001761529770922388,100.0
zero_cost_0,2014-07-31,-0.003197294365010356,0.0031730720173784185,-0.006370366382388774,100.0
zero_cost_0,2014-08-31,-0.001557418119282498,-0.0037115898102049647,0.0021541716909224667,100.0
zero_cost_0,2014-09-30,0.014501854027234867,0.012513642563375824,0.0019882114638590433,100.0
zero_cost_0,2014-10-31,0.019255697917274765,0.0010695936798341076,0.01818610423744066,100.0
zero_cost_0,2014-11-30,0.04791850127840624,0.00876011847177296,0.03915838280663328,100.0
zero_cost_0,2014-12-31,-0.01938591151096568,-0.004312778897253447,-0.015073132613712235,10.0
zero_cost_0,2015-01-31,0.05581011978813945,0.04360963501507455,0.012200484773064901,100.0
zero_cost_0,2015-02-28,-0.016934174940649825,-0.040458057711769656,0.02352388277111983,100.0
zero_cost_0,2015-03-31,0.014440346578540422,-0.006941709186076929,0.021382055764617353,10.0
zero_cost_0,2015-04-30,-0.05515442610730106,-0.05179899046483566,-0.003355435642465404,100.0
zero_cost_0,2015-05-31,0.039714332347366696,0.032998564963347854,0.006715767384018842,100.0
zero_cost_0,2015-06-30,0.023497558703051025,0.014237294404584483,0.009260264298466542,100.0
zero_cost_0,2015-07-31,0.027212876657632626,0.05356634257489839,-0.026353465917265763,100.0
zero_cost_0,2015-08-31,-0.00876301948961855,0.005970391642802017,-0.014733411132420566,100.0
zero_cost_0,2015-09-30,0.05158973046409427,0.04399362262405341,0.007596107840040861,100.0
zero_cost_0,2015-10-31,-0.0481759362877478,-0.024543918610641348,-0.023632017677106452,100.0
zero_cost_0,2015-11-30,0.01653484845503424,0.011753987086625589,0.004780861368408652,100.0
zero_cost_0,2015-12-31,0.03434976643864685,0.03458583063012283,-0.00023606419147597507,100.0
