asset,metric,paper_value,pinned_current_yahoo_value,match_at_paper_precision,observations,test_start,test_end,response_sha256,price_field,return_annualization_days,volatility_annualization_days,verification_class,paper_time_snapshot,paper_result_credit,native_flag_trader_result_credit
TSLA,CR_pct,39.244,39.243875147,True,150,2020-10-01,2021-05-06,f10236dca00f66b36460b6c3ab91d7649b0bbf794c157fb9472e60f7bbf1bf3d,unadjusted_close,252,,pinned_current_response_matches_not_paper_time_input_lineage,False,False,False
TSLA,SR,0.869,0.869170899,True,150,2020-10-01,2021-05-06,f10236dca00f66b36460b6c3ab91d7649b0bbf794c157fb9472e60f7bbf1bf3d,unadjusted_close,252,365,pinned_current_response_matches_not_paper_time_input_lineage,False,False,False
TSLA,AV_pct,75.854,75.853563811,True,150,2020-10-01,2021-05-06,f10236dca00f66b36460b6c3ab91d7649b0bbf794c157fb9472e60f7bbf1bf3d,unadjusted_close,252,365,pinned_current_response_matches_not_paper_time_input_lineage,False,False,False
TSLA,MDD_pct,37.975,37.975318670,True,150,2020-10-01,2021-05-06,f10236dca00f66b36460b6c3ab91d7649b0bbf794c157fb9472e60f7bbf1bf3d,unadjusted_close,252,,pinned_current_response_matches_not_paper_time_input_lineage,False,False,False
