date,net_liquidation,daily_return,rolling_sharpe_20d_sample_sd,rolling_sharpe_20d_population_sd
2025-01-01,1000000.0,,,
2025-01-02,999604.3861160278,-0.0003956138839721346,,
2025-01-03,1009281.1155524827,0.009680559200079042,10.343535369432843,14.62796800233773
2025-01-06,1008424.8506825636,-0.0008483908563475806,7.499722830578874,9.185247073609887
2025-01-07,1006780.5266097258,-0.0016305866240056144,5.054537717469619,5.836477423620401
2025-01-08,1007952.0211337279,0.0011636046715632897,5.460092908201605,6.104569453101655
2025-01-10,994086.0013163756,-0.013756626830070728,-2.0378056046293267,-2.232304194931872
2025-01-13,1000864.6664622496,0.006818992659485934,0.31356857591835435,0.33869277194931235
2025-01-14,1010305.703962631,0.009432881204361587,2.7145136350026764,2.9019371411160995
2025-01-15,1022860.0884612272,0.01242632249759179,5.010382125835887,5.314312766271637
2025-01-16,1029853.1518424223,0.006836774120021927,6.114501302184371,6.4452502903227
2025-01-17,1035536.5495579909,0.005518648659180947,6.909169546523556,7.246398153901659
2025-01-21,1046901.4480498503,0.010974888811708716,8.297459049326845,8.666413330171261
2025-01-22,1041101.4875519942,-0.0055401208095186005,6.60512497272163,6.874832038969641
2025-01-23,1046696.3072283934,0.005373942639881113,7.202281277410074,7.4741605053937645
2025-01-24,1044936.1159299086,-0.0016816638086224467,6.610538077256729,6.842556983754143
2025-01-27,1043487.6360037993,-0.0013861899345112283,6.138113666904747,6.339416535746727
2025-01-28,1040128.9845097731,-0.0032186787635439806,5.398783144024528,5.564938288154333
2025-01-29,1034516.3581422041,-0.005396086880719242,4.382021119412165,4.509062532262675
2025-01-30,1044592.2444623183,0.009739707101595219,5.296358777391821,5.441491368683631
2025-01-31,1034986.6669533919,-0.00919552826459158,3.8246728159070673,3.9240315129292194
2025-02-03,1029863.3563979338,-0.004950122276008773,3.262292080528972,3.3470410528015635
2025-02-04,1030075.7787755202,0.00020626268161372252,2.323417364029521,2.3837759183530403
2025-02-05,1036038.3886845778,0.005788515788756277,3.035533245306931,3.1143913967197046
2025-02-06,1033965.1263850401,-0.0020011442840163207,2.991084712092901,3.068788163860172
2025-02-07,1027793.8593419264,-0.005968544669093245,2.1504867194745527,2.2063528206275107
2025-02-10,1031410.7620757292,0.0035190935428615067,4.5305501331827,4.648246359681962
2025-02-11,1031788.1493781279,0.00036589428409605773,3.8042925273215253,3.903121778031205
2025-02-12,1024548.1849091719,-0.007016909889224432,1.7782990905626952,1.824496370450042
2025-02-13,1035101.5947726439,0.010300550056030477,1.561640211686181,1.602209050935699
2025-02-14,1034945.1732724379,-0.00015111705072812232,0.6914781800050394,0.7094416436244119
2025-02-18,1043299.4564212034,0.008072198764258909,1.0023740755586115,1.028414102214504
2025-02-19,1045972.0963881682,0.002561718929800394,-0.08031127522501598,-0.08239762980921916
2025-02-20,1040763.4852812956,-0.004979684567932852,-0.002482226774264816,-0.0025467109353618637
2025-02-21,1024802.3713114928,-0.01533596652412239,-2.536330940177292,-2.602220638345688
2025-02-24,1025724.52680809,0.0008998373953967853,-2.2162935314776595,-2.273869185162436
2025-02-25,1025453.3400119017,-0.00026438560168995373,-2.079124577296113,-2.133136807594009
2025-02-26,1023734.3742812346,-0.001676298339081117,-1.896728126604749,-1.9460019976875016
2025-02-27,1017315.2574904631,-0.0062702952563045145,-1.9928552970988873,-2.0446263936616864
2025-02-28,1028813.6378453444,0.01130267168433674,-1.7641942854177768,-1.8100251457109764
2025-03-03,1018016.0586989592,-0.010495174975517108,-1.892849092309271,-1.9420221924733458
2025-03-04,1000382.1470483015,-0.017321840357994,-2.9516457120277515,-3.028324603565444
2025-03-05,1006086.6886151503,0.005702362425879404,-2.3333794715059537,-2.3939968249650065
2025-03-06,994854.9375985335,-0.01116380043957943,-3.99102624320935,-4.094706528136532
2025-03-07,1002939.7889712523,0.008126663563870595,-2.8643827563789523,-2.938794700130809
2025-03-10,990249.6352599333,-0.012652956688791517,-3.37618819016509,-3.4638959956749384
2025-03-11,978791.2321799467,-0.01157122676140021,-4.681506169891584,-4.803123985461849
2025-03-12,975136.8168938826,-0.0037336003489989444,-5.0679553880318275,-5.199612517453972
2025-03-13,965547.0459378432,-0.009834282523129234,-5.267501884798236,-5.404342903370737
2025-03-14,984773.9525740813,0.01991296717972224,-3.9660423184890847,-4.069073562223415
2025-03-17,998312.2769959639,0.013747646743189179,-2.662807608858388,-2.7319829624563385
2025-03-18,995729.8278392027,-0.002586814983916663,-3.5629733044988843,-3.6555334794731613
2025-03-19,1005842.8517821501,0.01015639349168973,-2.877414172717548,-2.9521646511912163
2025-03-20,1002875.970375366,-0.0029496470562249133,-2.729453737921924,-2.800360448125799
2025-03-21,997444.2415002058,-0.005416152181936473,-2.066233793687961,-2.119911142670631
2025-03-24,1013715.0517142485,0.016312501027195836,-0.7871167548112626,-0.8075647509998736
2025-03-25,1011573.1057894896,-0.0021129664802123083,-0.9229461144667969,-0.9469227335840402
2025-03-26,1009731.6313479613,-0.0018204066824129006,-0.9334979203263013,-0.957748657971297
2025-03-27,1007089.3107588957,-0.0026168543274593947,-0.6686145148429962,-0.685984018118832
2025-03-28,993887.1853268812,-0.013109190308122631,-2.4836633110599275,-2.548184791015622
2025-03-31,1001931.3863633345,0.008093676178959397,-1.1024100709039666,-1.1310488678681294
2025-04-01,1003698.390162773,0.001763597611062151,0.33881846166994534,0.34762040696015745
2025-04-02,1013622.0702527235,0.009887113685956184,0.6616846352128831,0.6788741116357802
2025-04-03,964621.5459397505,-0.04834200610959061,-1.549669376047382,-1.5899272327139222
2025-04-04,907708.6416495512,-0.05900024162818562,-3.9322521405393007,-4.034405571133831
2025-04-07,900723.1968653868,-0.007695690515262643,-3.7433110484116505,-3.8405561007915354
2025-04-08,886373.2414787482,-0.015931593009459566,-3.9009903962776833,-4.0023316982729895
2025-04-09,955465.5431378554,0.07794944434901896,-0.40255816680348966,-0.4130159645954649
2025-04-10,925988.9103835295,-0.03085054502072504,-0.9960450349908255,-1.0219206436024868
2025-04-11,939339.6844680975,0.01441785526247652,-1.1626402245020069,-1.1928437016024824
2025-04-14,950697.8364337157,0.012091634318686095,-1.2127615023010194,-1.2442670476031157
2025-04-15,948249.0434811781,-0.0025757847117056087,-1.212441633969512,-1.2439388696194718
2025-04-16,936896.7595952223,-0.01197183795121981,-1.8601070396258976,-1.9084295552173725
2025-04-17,943604.9047616194,0.0071599619677362725,-1.5600861562132935,-1.6006146236625773
2025-04-21,922700.635412998,-0.02215362514876118,-2.0204904006788422,-2.072979411692351
2025-04-22,943397.4844506453,0.022430730231786766,-1.8277901558038532,-1.8752731320091045
2025-04-23,955612.8981841276,0.012948321290675802,-1.3886521123029223,-1.4247270058001205
2025-04-24,974506.9485905836,0.01977165695686911,-0.7688814396899128,-0.7888557124419175
2025-04-25,973949.2606023024,-0.0005722770772315089,-0.7122217036574885,-0.730724049837791
2025-04-28,977686.7467053602,0.0038374546336701343,-0.24337807597762132,-0.24970063732517533
2025-04-29,982060.3684104155,0.0044734386753155775,-0.34471483916318657,-0.3536699626239451
2025-04-30,983409.914106674,0.001374198307628527,-0.3555926679046321,-0.36483037943035795
2025-05-01,982902.9599164198,-0.0005155064871547044,-0.6481272170921949,-0.6649644941337869
2025-05-02,999851.9943497847,0.01724385328415945,1.2790021104071587,1.312228477548971
2025-05-05,997109.5469067763,-0.0027428534008094863,3.5398438062277053,3.6318031149523406
2025-05-06,987846.1148646544,-0.009290285175644786,3.474684140813421,3.5649507088081727
2025-05-07,994374.4951480101,0.0066087016845230995,4.389354541603644,4.503382739311993
2025-05-08,1000623.3383086394,0.006284194929697229,2.823050364427578,2.8963885607488007
2025-05-09,1000466.6809313963,-0.00015655978752993072,5.662560457917506,5.8096644471967585
2025-05-12,1029825.4866355131,0.029345110900429905,6.081706267646775,6.23969897434619
2025-05-13,1032273.8641169737,0.0023774683315127554,5.503482381940856,5.6464537849533585
2025-05-14,1027561.3993008803,-0.004565130417328311,5.343538772805648,5.482355104426265
2025-05-15,1037138.4298194121,0.00932015403171782,7.058720284335932,7.2420942051530295
2025-05-16,1045740.4745677183,0.008294017944937337,7.128280856557871,7.3134618464113945
2025-05-19,1046035.8823474119,0.000282486703802709,10.297809724719588,10.565329851454276
2025-05-20,1043810.0485127638,-0.0021278752213099716,8.85019357900185,9.080107023818929
2025-05-21,1023038.8729890059,-0.019899382606397564,5.227849320280032,5.363660230570399
2025-05-22,1021200.7982543181,-0.001796681224162544,3.8485305726444627,3.9485090548711
2025-05-23,1018866.960609741,-0.0022853856445926857,3.697589229461335,3.7936465043305545
2025-05-27,1037345.1076110075,0.018135976251706376,4.56184039841746,4.680349494443829
2025-05-28,1028564.9769252012,-0.008464040193939648,3.4845902487006226,3.575114161053862
2025-05-29,1033962.7124160002,0.0052478313105068786,3.763683834886219,3.861458138686096
2025-05-30,1034445.7191155623,0.00046714131347491694,3.840220544912171,3.939983146312541
2025-06-02,1036652.0882180403,0.002132899833897861,2.880347460164881,2.9551741406126233
2025-06-03,1044903.2127888869,0.0079593960834341,3.7001562719815237,3.7962802343851507
2025-06-04,1041560.8565266798,-0.0031987233088184297,4.287165580362992,4.398539077257015
2025-06-05,1040460.5800879668,-0.0010563726851086086,3.682203698762,3.777861282897696
2025-06-06,1048799.5511315535,0.008014691957749731,3.803210528709954,3.9020116708787467
2025-06-09,1046871.1369002531,-0.0018386871249322922,3.6591957354799196,3.7542556106447114
2025-06-10,1049013.1058514784,0.002046067443952637,1.941075151745754,1.9915010854615494
2025-06-11,1047116.8365300368,-0.0018076698097135857,1.511457166520172,1.5507223329536621
2025-06-12,1050184.063733406,0.0029292120003852062,2.299885470760818,2.3596327052757733
2025-06-13,1040086.1435311507,-0.009615381294548642,0.34722573605318385,0.35624608847740025
2025-06-16,1049800.2661297987,0.009339728885982446,0.44992956256296046,0.46161799115274044
2025-06-17,1043057.2888262938,-0.006423104966779669,-0.2218352538764457,-0.2275981682065476
2025-06-18,1043537.1985629271,0.0004600991161025636,0.034477614889531036,0.03537328650818763
2025-06-20,1047855.2446902464,0.004137893822343752,2.967608297474062,3.044701870676668
2025-06-23,1056951.052307434,0.008680404725059487,4.138763849422719,4.246282113900332
2025-06-24,1063056.146514244,0.005776137119577918,5.1054818849691745,5.238113890941279
2025-06-25,1055317.6809066008,-0.007279451450440844,2.381496137779007,2.443363482935665
2025-06-26,1064293.0324338148,0.008504881221646388,4.855394353581126,4.981529497610724
2025-06-27,1069539.7258961867,0.004929745194679924,4.819172659685806,4.944366823798274
2025-06-30,1075333.731915779,0.005417289212644505,5.467790627034506,5.6098348170715155
2025-07-01,1085153.4052680205,0.009131744927918461,6.2028166835529115,6.363955639277918
2025-07-02,1090206.9839900206,0.00465701779809824,5.879738204473233,6.032484113717571
2025-07-03,1095985.8960459898,0.005300747601908684,7.173433606100952,7.359787589979719
2025-07-07,1087297.8525078963,-0.007927149034889558,5.782072233853278,5.932280942126114
