formation_month,label_cutoff,training_start,training_end,policy_training_months,training_rows,ridge_coefficient_norm,mean_group_relative_advantage,mean_best_second_reward_margin,finite_scores,label_threshold_q03,label_threshold_q15,label_threshold_q53,label_threshold_q85,action_count__strong_sell,action_count__sell,action_count__hold,action_count__buy,action_count__strong_buy
2009-10-31,2009-04-30,2004-05-31,2009-04-30,60,45219,1.737507459139058,0.5372009942203021,0.24036496962399695,1000,-1.9561541342606,-1.0159624240723601,0.1763140351902485,1.1484094284111992,0,0,2,998,0
2009-11-30,2009-05-31,2004-06-30,2009-05-31,60,45166,1.7379893582672907,0.5372271376046849,0.2408708068709467,1000,-1.9563832178809573,-1.0135280727200953,0.18522214375814525,1.1457554005261736,0,0,6,994,0
2009-12-31,2009-06-30,2004-07-31,2009-06-30,60,45112,1.7384953203099618,0.5370622156105938,0.24026614649222852,1000,-1.955939888242717,-1.005912624078754,0.2026584100371845,1.1552192416499736,0,0,5,995,0
2010-01-31,2009-07-31,2004-08-31,2009-07-31,60,45058,1.7386995579393683,0.5367956950100513,0.24061108834029274,1000,-1.9564651918665128,-1.005917103005693,0.20112432989561344,1.1453380094939605,0,0,3,997,0
2010-02-28,2009-08-31,2004-09-30,2009-08-31,60,45002,1.740188916005944,0.5363114854722294,0.23862291946754124,1000,-1.9566974514922528,-1.0058894315780287,0.19508627676780477,1.129677516631399,0,0,4,996,0
2010-03-31,2009-09-30,2004-10-31,2009-09-30,60,44954,1.740280537052946,0.5361445784491373,0.23662931282384125,1000,-1.957006680541263,-1.0061828240675672,0.18558861520595524,1.1145707931982556,0,0,1,999,0
2010-04-30,2009-10-31,2004-11-30,2009-10-31,60,44912,1.7405327826298505,0.5362303465301986,0.23842840353946637,1000,-1.9582134175090584,-1.0058643773899016,0.18580139267181178,1.1028404484002368,0,0,0,1000,0
2010-05-31,2009-11-30,2004-12-31,2009-11-30,60,44875,1.7360939839820226,0.5359653103800943,0.23585744642497672,1000,-1.9589056585081652,-1.0047435345039357,0.18595378302871976,1.0940615665371904,0,0,0,1000,0
2010-06-30,2009-12-31,2005-01-31,2009-12-31,60,44835,1.7328366066186545,0.5358886088454419,0.23761996056361248,1000,-1.956302711857252,-0.9948023998311905,0.18765370900599326,1.0888514558465956,0,0,0,1000,0
2010-07-31,2010-01-31,2005-02-28,2010-01-31,60,44796,1.72878891776771,0.5354987386762303,0.2359918279561232,1000,-1.9560655591549034,-0.9903386380426819,0.19842781574603088,1.0866382446425147,0,0,0,1000,0
2010-08-31,2010-02-28,2005-03-31,2010-02-28,60,44763,1.7308270627481952,0.5354958945009719,0.23454944148984533,1000,-1.9558068871677479,-0.9865213805893103,0.20209853091369778,1.082438748828616,0,0,0,1000,0
2010-09-30,2010-03-31,2005-04-30,2010-03-31,60,44737,1.734638098895145,0.535452586742455,0.23712371416567196,1000,-1.9546150177116002,-0.98128172257293,0.19284735374953182,1.07212596416054,0,0,0,1000,0
2010-10-31,2010-04-30,2005-05-31,2010-04-30,60,44723,1.7349200385326822,0.5354831703644632,0.23604536661511702,1000,-1.9547845998712772,-0.9871689641376631,0.1704969282703826,1.0462078628169433,0,0,0,1000,0
2010-11-30,2010-05-31,2005-06-30,2010-05-31,60,44709,1.7377535934139068,0.5352795138401336,0.23479348829803184,1000,-1.9559624733309193,-0.9887263949255286,0.16027204067658563,1.034300464851926,0,0,0,1000,0
2010-12-31,2010-06-30,2005-07-31,2010-06-30,60,44697,1.7382611423449401,0.5350984638328747,0.2312203681126325,1000,-1.9557588983313123,-0.9865055439651399,0.1683157991499998,1.0467319039737744,0,0,0,1000,0
2011-01-31,2010-07-31,2005-08-31,2010-07-31,60,44690,1.7418714060506615,0.5347986188796032,0.22957468641117476,1000,-1.9552463164137999,-0.972349034816814,0.17996541336595978,1.0507378727924845,0,0,0,1000,0
2011-02-28,2010-08-31,2005-09-30,2010-08-31,60,44694,1.7428681016555307,0.5348823684289022,0.2299825353029023,1000,-1.952243088144965,-0.9625098733913273,0.19473710149140172,1.0759013272678097,0,0,0,1000,0
2011-03-31,2010-09-30,2005-10-31,2010-09-30,60,44694,1.743825057699459,0.5351484785422054,0.23198464073980307,1000,-1.9491166081746125,-0.9513156952250769,0.20881630384916494,1.0888006087121809,0,0,0,1000,0
2011-04-30,2010-10-31,2005-11-30,2010-10-31,60,44703,1.7425953321353895,0.535235125371262,0.23288589577751548,1000,-1.9476969677712552,-0.9491590014543241,0.2113368652278308,1.0823629721803212,0,0,0,1000,0
2011-05-31,2010-11-30,2005-12-31,2010-11-30,60,44712,1.745189711827355,0.5349782002009709,0.23054478307912257,1000,-1.9475270831965104,-0.9451202388559785,0.22463245960384337,1.105543692472663,0,0,0,1000,0
2011-06-30,2010-12-31,2006-01-31,2010-12-31,60,44721,1.7457819789846891,0.534777383427977,0.2298915146137778,1000,-1.9473678867555173,-0.9417498005965054,0.22872236461011333,1.1055266408213162,0,0,0,1000,0
2011-07-31,2011-01-31,2006-02-28,2011-01-31,60,44732,1.7487795465903186,0.5350429579401332,0.23090438930021534,1000,-1.9473396467281212,-0.9337814799252887,0.23806968700819378,1.1141215322826017,0,0,0,1000,0
2011-08-31,2011-02-28,2006-03-31,2011-02-28,60,44736,1.7588465478773945,0.5349949805148142,0.2287785296670234,1000,-1.9462953405191838,-0.9281537868207755,0.24012874384932512,1.115670346745359,0,0,0,1000,0
2011-09-30,2011-03-31,2006-04-30,2011-03-31,60,44737,1.7736418887028713,0.5350590425193943,0.2300034239675606,1000,-1.9437189291371608,-0.919298286569911,0.24043284938006193,1.1148068204213772,0,0,0,1000,0
2011-10-31,2011-04-30,2006-05-31,2011-04-30,60,44727,1.7810883567313516,0.5353445559930449,0.23254599900744086,1000,-1.9408803906668841,-0.9113066314360605,0.23939149129904574,1.111826107165167,0,0,0,1000,0
2011-11-30,2011-05-31,2006-06-30,2011-05-31,60,44718,1.7946755102700296,0.5353237980487439,0.2309567004168293,1000,-1.940965612802076,-0.925825607366858,0.22756709023634256,1.105352845062609,0,0,0,1000,0
2011-12-31,2011-06-30,2006-07-31,2011-06-30,60,44718,1.8027580551326559,0.5356547699843234,0.231314178085932,1000,-1.9439519129772316,-0.9610154265189896,0.21382499786815054,1.096355246456589,0,0,0,1000,0
2012-01-31,2011-07-31,2006-08-31,2011-07-31,60,44724,1.8073738891626878,0.5358308182289212,0.2339065445415597,1000,-1.9460825173023657,-0.9723446470624099,0.1958325513930826,1.079119068575221,0,0,0,1000,0
2012-02-29,2011-08-31,2006-09-30,2011-08-31,60,44728,1.8086556211035145,0.5360690170573489,0.23630305229266918,1000,-1.9470834803916768,-0.9758041948648025,0.18538145541267895,1.066475450447264,0,0,0,1000,0
2012-03-31,2011-09-30,2006-10-31,2011-09-30,60,44730,1.8031512149951348,0.5361903339543045,0.2390956095720584,1000,-1.9463428079342757,-0.9730822628575482,0.19280632815516077,1.09032407423667,0,0,0,1000,0
2012-04-30,2011-10-31,2006-11-30,2011-10-31,60,44728,1.8045781730144488,0.5361376442793442,0.23534698518657804,1000,-1.9460426129492123,-0.9731903969150258,0.19111604613032945,1.0857227026064245,0,0,0,1000,0
2012-05-31,2011-11-30,2006-12-31,2011-11-30,60,44727,1.8003745702289775,0.5361419041307169,0.23652830269454966,1000,-1.9460525890375007,-0.9726896249037609,0.19612438752325717,1.08662566110546,0,0,0,1000,0
2012-06-30,2011-12-31,2007-01-31,2011-12-31,60,44721,1.796535885127604,0.536110795450463,0.23438729930165067,1000,-1.944864654110912,-0.968629502154376,0.20471591469613418,1.0945441419532227,0,0,0,1000,0
2012-07-31,2012-01-31,2007-02-28,2012-01-31,60,44717,1.790368111605893,0.5360903951772757,0.23212168839404446,1000,-1.9441126993841849,-0.9619070767508455,0.2110986854073308,1.0971720594475554,0,0,0,1000,0
2012-08-31,2012-02-29,2007-03-31,2012-02-29,60,44702,1.7846582921735645,0.5361541425200399,0.2318974518502456,1000,-1.943749764700858,-0.9629433982080308,0.20082950694749882,1.0862470084443332,0,0,0,1000,0
2012-09-30,2012-03-31,2007-04-30,2012-03-31,60,44694,1.7771973861409422,0.5363095158360115,0.23250074574655138,1000,-1.9432810641326599,-0.9654369883763864,0.18814376573831845,1.0774788356743974,0,0,0,1000,0
2012-10-31,2012-04-30,2007-05-31,2012-04-30,60,44688,1.77220946145432,0.5364558046192217,0.2328721654872881,1000,-1.940009019585895,-0.9655096658627371,0.18267541127457465,1.072073762638655,0,0,0,1000,0
2012-11-30,2012-05-31,2007-06-30,2012-05-31,60,44688,1.7621614915379127,0.5364173941113058,0.23471982077603465,1000,-1.9245015470935416,-0.9404198169687076,0.19985613892211743,1.082453623387242,0,0,0,1000,0
2012-12-31,2012-06-30,2007-07-31,2012-06-30,60,44705,1.7473622180210215,0.536207666016672,0.23238656507040564,1000,-1.9059765822043724,-0.919990201652457,0.21195633084703555,1.0846439142146196,0,0,0,1000,0
2013-01-31,2012-07-31,2007-08-31,2012-07-31,60,44727,1.740134601157682,0.5359688962822677,0.23350039348177945,1000,-1.9003759762627748,-0.9114633049980096,0.21948192795024635,1.083592073330999,0,0,0,1000,0
2013-02-28,2012-08-31,2007-09-30,2012-08-31,60,44741,1.7278360325149895,0.5357264148734011,0.23429202779186176,1000,-1.8921783853830962,-0.8972263002777776,0.22782729665252635,1.0813917001988533,0,0,0,1000,0
2013-03-31,2012-09-30,2007-10-31,2012-09-30,60,44755,1.7171717364506796,0.5354449698152384,0.231864953399316,1000,-1.8698112080592761,-0.8712989797111893,0.23737839241654127,1.081837380247765,0,0,0,1000,0
2013-04-30,2012-10-31,2007-11-30,2012-10-31,60,44774,1.7151180273971656,0.5352621636640126,0.229737724019349,1000,-1.8457942002114067,-0.8344769783517022,0.2621772165900327,1.0995650334903841,0,0,0,1000,0
2013-05-31,2012-11-30,2007-12-31,2012-11-30,60,44806,1.713108980233803,0.5353237909974123,0.22968074441811115,1000,-1.8314334446791334,-0.8044337284442158,0.2843647183247,1.1129630855193313,0,0,0,1000,0
2013-06-30,2012-12-31,2008-01-31,2012-12-31,60,44837,1.717607126269255,0.5353962319142721,0.2284931805055452,1000,-1.799883117490245,-0.7634032170428611,0.3097318522765125,1.1433437862982074,0,0,0,1000,0
2013-07-31,2013-01-31,2008-02-29,2013-01-31,60,44874,1.7162353387181517,0.5354175253432888,0.2291933585714621,1000,-1.7892430221294515,-0.7450171301912241,0.32187467675599557,1.1522301790751475,0,0,0,1000,0
2013-08-31,2013-02-28,2008-03-31,2013-02-28,60,44919,1.7102023316416843,0.5354739905168651,0.2304089443972302,1000,-1.7794275695975126,-0.7330547012711823,0.3310725993123353,1.1586844574131165,0,0,0,1000,0
2013-09-30,2013-03-31,2008-04-30,2013-03-31,60,44967,1.705035222833779,0.5353395794177004,0.23022198807766528,1000,-1.7652676774557317,-0.7191967501500075,0.33412148382268436,1.1574772003508498,0,0,0,1000,0
2013-10-31,2013-04-30,2008-05-31,2013-04-30,60,45018,1.7037966774232152,0.535093337167616,0.23023365071585944,1000,-1.743075771843088,-0.6917457720217729,0.35164493374723926,1.1725370876878225,0,0,0,1000,0
2013-11-30,2013-05-31,2008-06-30,2013-05-31,60,45087,1.702298709952515,0.5349998582068977,0.23089445337250544,1000,-1.6832761277671553,-0.6455171215002523,0.3638443403796151,1.1767981445598268,0,0,0,1000,0
2013-12-31,2013-06-30,2008-07-31,2013-06-30,60,45169,1.7075852685125448,0.5352577293403911,0.23216546685421258,1000,-1.638404331435691,-0.6062990865385702,0.38207717289770676,1.197958288764573,0,0,0,1000,0
2014-01-31,2013-07-31,2008-08-31,2013-07-31,60,45258,1.711203760711689,0.5349923748030644,0.23123214022935895,1000,-1.5686559738624626,-0.562140496559325,0.3936515904422997,1.2051534372415664,0,0,0,1000,0
2014-02-28,2013-08-31,2008-09-30,2013-08-31,60,45357,1.7194413063674838,0.5350477606584134,0.23273183714574924,1000,-1.3514298834403087,-0.5050358202851861,0.4200253660653013,1.2303105404245525,0,0,0,1000,0
2014-03-31,2013-09-30,2008-10-31,2013-09-30,60,45457,1.7192832077327609,0.5347901522158957,0.23160756867972906,1000,-1.196033180663728,-0.45809955297771093,0.4418462138847131,1.2494275414109532,0,0,0,1000,0
2014-04-30,2013-10-31,2008-11-30,2013-10-31,60,45560,1.7163971063130876,0.5346137823229381,0.2312321440715913,1000,-1.1485110103900829,-0.43487299521548634,0.45151400145152704,1.2546035433019278,0,0,0,1000,0
2014-05-31,2013-11-30,2008-12-31,2013-11-30,60,45667,1.715555051327614,0.5346436615064869,0.2312250396960354,1000,-1.124360573940748,-0.41992015995291726,0.4608507922275634,1.2618746592712455,0,0,0,1000,0
2014-06-30,2013-12-31,2009-01-31,2013-12-31,60,45771,1.714840100664885,0.534515386707181,0.230736711008878,1000,-1.091395627911245,-0.40979926572759223,0.4655969582282669,1.266248495975355,0,0,0,1000,0
2014-07-31,2014-01-31,2009-02-28,2014-01-31,60,45875,1.7174554320495534,0.5346480120425341,0.23081803966655814,1000,-1.076880433968465,-0.4009866009044392,0.4701003894969131,1.2748563448030157,0,0,0,1000,0
2014-08-31,2014-02-28,2009-03-31,2014-02-28,60,45974,1.7166435574325787,0.5346598196257926,0.23135237783061366,1000,-1.0830727705778176,-0.40975680132471537,0.457472568664246,1.253064383662178,0,0,0,1000,0
2014-09-30,2014-03-31,2009-04-30,2014-03-31,60,46065,1.7158601505857836,0.5349004678575936,0.2321389332561364,1000,-1.0863056535879716,-0.4169334674004312,0.44696652745643073,1.2381393184408158,0,0,0,1000,0
2014-10-31,2014-04-30,2009-05-31,2014-04-30,60,46153,1.7162987820983187,0.5351306197771082,0.23553126484624012,1000,-1.0878864868946092,-0.42310075039834955,0.4415762384590185,1.240026055615057,0,0,0,1000,0
2014-11-30,2014-05-31,2009-06-30,2014-05-31,60,46246,1.7147129388239004,0.5353451181535852,0.238796101750898,1000,-1.0875643645446507,-0.4228906610401726,0.44272458966630507,1.2434248519030584,0,0,0,1000,0
2014-12-31,2014-06-30,2009-07-31,2014-06-30,60,46331,1.7177680992972322,0.5352730476304802,0.23886641435879577,1000,-1.113468981441053,-0.44327954109375617,0.42651092719618694,1.2380911638790197,0,0,0,1000,0
2015-01-31,2014-07-31,2009-08-31,2014-07-31,60,46410,1.7190582783680641,0.5352667250670747,0.2383758220553105,1000,-1.1156465364893597,-0.4465955651506793,0.4340501712310159,1.251972509357524,0,0,0,1000,0
2015-02-28,2014-08-31,2009-09-30,2014-08-31,60,46484,1.7188254522354893,0.5354130827186327,0.2357181474410071,1000,-1.1346006203149734,-0.4579065205806241,0.433921034413567,1.2578919366547407,0,0,0,1000,0
2015-03-31,2014-09-30,2009-10-31,2014-09-30,60,46559,1.7196502855206084,0.5356079591854636,0.23892824716845498,1000,-1.14142970289707,-0.4625114334594468,0.44643586586084877,1.2778321510317916,0,0,0,1000,0
2015-04-30,2014-10-31,2009-11-30,2014-10-31,60,46628,1.7205544675649946,0.5357662373991792,0.23474153180450436,1000,-1.1552299920922848,-0.47137776469867015,0.4468742789827865,1.282854818605626,0,0,0,1000,0
2015-05-31,2014-11-30,2009-12-31,2014-11-30,60,46696,1.7225660761454142,0.5358855867190159,0.23817707159192003,1000,-1.1603638843309934,-0.4779400710826519,0.44847865226639894,1.2894064853106886,0,0,0,1000,0
2015-06-30,2014-12-31,2010-01-31,2014-12-31,60,46764,1.7249659572528147,0.5358276994078138,0.23474512447516832,1000,-1.1767816041159451,-0.4875405663262849,0.4530225991119145,1.2949286933436068,0,0,0,1000,0
2015-07-31,2015-01-31,2010-02-28,2015-01-31,60,46829,1.7183112707553283,0.536027009062725,0.2378306125308394,1000,-1.1798385704445726,-0.4904644089173861,0.4591188444551753,1.3116204446175563,0,0,0,1000,0
2015-08-31,2015-02-28,2010-03-31,2015-02-28,60,46875,1.7175342352787109,0.5361141086550771,0.23336449908091708,1000,-1.1851890324673267,-0.5034200680798513,0.45947915661602906,1.3131602668304814,0,0,0,1000,0
2015-09-30,2015-03-31,2010-04-30,2015-03-31,60,46909,1.7158393426188625,0.5360249359552781,0.2334998616292537,1000,-1.1978437510766438,-0.510500639831084,0.46345902789270704,1.3163566074457083,0,0,0,1000,0
2015-10-31,2015-04-30,2010-05-31,2015-04-30,60,46931,1.7170548948090125,0.5358439222245639,0.2274910785392822,1000,-1.2048683170485581,-0.5050211820868418,0.47431644040517346,1.3242521922075625,0,0,0,1000,0
2015-11-30,2015-05-31,2010-06-30,2015-05-31,60,46951,1.7161783377578403,0.5359649565708992,0.22916194340754903,1000,-1.2359280030933157,-0.5167591216144438,0.4734871274017532,1.3240039276041542,0,0,0,1000,0
2015-12-31,2015-06-30,2010-07-31,2015-06-30,60,46968,1.7126228694118124,0.5363101416335453,0.23361351634684183,1000,-1.2749881369417224,-0.546428888018976,0.45692403564711614,1.3125072304692038,0,0,0,1000,0
2016-01-31,2015-07-31,2010-08-31,2015-07-31,60,46978,1.7098225041735629,0.5364439881192771,0.23375842158950144,1000,-1.3122532416243964,-0.5751670371099856,0.44642347625043965,1.3085310245858655,0,0,0,1000,0
2016-02-29,2015-08-31,2010-09-30,2015-08-31,60,46985,1.7142642479344188,0.5364314792208866,0.22725225403973878,1000,-1.327105569362424,-0.5918153242113864,0.4284275630396187,1.2867901842377738,0,0,0,1000,0
2016-03-31,2015-09-30,2010-10-31,2015-09-30,60,46985,1.7166778421075148,0.5362389695448472,0.2228955121850529,1000,-1.334653537323202,-0.5981311227959609,0.4247675802158226,1.2910259132061546,0,0,0,1000,0
2016-04-30,2015-10-31,2010-11-30,2015-10-31,60,46980,1.7206611954506355,0.5360724166478419,0.22061008424350034,1000,-1.3552419145156351,-0.6202857501521379,0.4080441565276501,1.2825183824237187,0,0,1,999,0
2016-05-31,2015-11-30,2010-12-31,2015-11-30,60,46969,1.7218871394596535,0.5360574439765531,0.22091878864966982,1000,-1.3849817200595096,-0.6478316993174248,0.38392563755568715,1.262672392871145,0,0,0,1000,0
2016-06-30,2015-12-31,2011-01-31,2015-12-31,60,46957,1.722222342412103,0.5360191228139338,0.22360333375108235,1000,-1.4037880455477874,-0.6616311357633745,0.3754544610667671,1.2610100241337787,0,0,0,1000,0
2016-07-31,2016-01-31,2011-02-28,2016-01-31,60,46946,1.715971570206588,0.536153091987318,0.2227236529335373,1000,-1.4043404995784214,-0.6630738012165214,0.3793598315752032,1.2689746463706773,0,0,0,1000,0
2016-08-31,2016-02-29,2011-03-31,2016-02-29,60,46934,1.713249160705664,0.5363459154161874,0.2231792530194734,1000,-1.4037348101880602,-0.6578622992523255,0.39419718716211904,1.291962905664807,0,0,1,999,0
2016-09-30,2016-03-31,2011-04-30,2016-03-31,60,46923,1.7115235278154362,0.5364509376380552,0.22508140041236543,1000,-1.4045597900052227,-0.6556876582246017,0.40169038149491276,1.2938090100625876,0,0,1,999,0
2016-10-31,2016-04-30,2011-05-31,2016-04-30,60,46916,1.7118920352771885,0.5364114210595397,0.22458936084304099,1000,-1.4025314087170642,-0.6397306029840588,0.41536989012899256,1.3001117260517951,0,0,0,1000,0
2016-11-30,2016-05-31,2011-06-30,2016-05-31,60,46909,1.7125949815705435,0.5363476749727938,0.2216962459750139,1000,-1.3914002432212558,-0.6137962679607629,0.42818826659896697,1.3029332677431118,0,0,1,999,0
2016-12-31,2016-06-30,2011-07-31,2016-06-30,60,46898,1.711135992020308,0.5360527796400395,0.22243367390363689,1000,-1.3545735664331406,-0.5759133808714545,0.445847535233336,1.3167720570337937,0,0,0,1000,0
2017-01-31,2016-07-31,2011-08-31,2016-07-31,60,46883,1.709694686657468,0.5360890526197054,0.2260924810264552,1000,-1.3490110266681452,-0.5684847196859443,0.45134859260824917,1.3161866153610868,0,0,0,1000,0
2017-02-28,2016-08-31,2011-09-30,2016-08-31,60,46866,1.70790091147288,0.536090721390858,0.22702733437522965,1000,-1.3473490944131763,-0.5653028325945112,0.4575922915796714,1.3213098048859733,0,0,0,1000,0
2017-03-31,2016-09-30,2011-10-31,2016-09-30,60,46848,1.7096048416495413,0.5361406924448163,0.2288763646407307,1000,-1.351104204492261,-0.5742378658433928,0.4415224623905375,1.2946563720913493,0,0,0,1000,0
2017-04-30,2016-10-31,2011-11-30,2016-10-31,60,46831,1.7072737911755471,0.5359728778617173,0.22879012973563392,1000,-1.3509143860506525,-0.5735220575240361,0.44988148979565,1.3128150302730588,0,0,0,1000,0
2017-05-31,2016-11-30,2011-12-31,2016-11-30,60,46813,1.7055952983386315,0.5356636287993015,0.22929241373361156,1000,-1.3542504159408846,-0.5746232000163186,0.4501970681895597,1.3176350068326161,0,0,0,1000,0
2017-06-30,2016-12-31,2012-01-31,2016-12-31,60,46796,1.7074232551447879,0.535769971514467,0.22820700934146457,1000,-1.3551120545679547,-0.5754333567131377,0.44478822759066616,1.3132412860707103,0,0,0,1000,0
2017-07-31,2017-01-31,2012-02-29,2017-01-31,60,46782,1.7061807165669478,0.5357602755858072,0.23117002646089926,1000,-1.3564159591053395,-0.5779786273373989,0.4466223715272855,1.3157452816746935,0,0,0,1000,0
2017-08-31,2017-02-28,2012-03-31,2017-02-28,60,46784,1.7066134829486665,0.5358805709601991,0.23303263521762715,1000,-1.359030785996953,-0.5760207234331922,0.4516428950207898,1.3179135604689216,0,0,0,1000,0
2017-09-30,2017-03-31,2012-04-30,2017-03-31,60,46779,1.7030176958346344,0.5357509947273811,0.23452569347153204,1000,-1.358798686758511,-0.5684698804686905,0.45850002610309504,1.3205478189732898,0,0,0,1000,0
2017-10-31,2017-04-30,2012-05-31,2017-04-30,60,46779,1.7033035399940701,0.5356700552976854,0.2328696745489998,1000,-1.3473537083381408,-0.5526858997358827,0.46833115030458305,1.3246460923602579,0,0,0,1000,0
2017-11-30,2017-05-31,2012-06-30,2017-05-31,60,46786,1.7030545183417303,0.535555671905021,0.23096292973122848,1000,-1.3538871633100968,-0.5560062252260074,0.4654218421271795,1.3236686409027696,0,0,0,1000,0
2017-12-31,2017-06-30,2012-07-31,2017-06-30,60,46800,1.7038622895011493,0.5355170633245393,0.23041446733560195,1000,-1.3546209055255078,-0.5568682487792157,0.46727064151134845,1.3293156269389028,0,0,0,1000,0
2018-01-31,2017-07-31,2012-08-31,2017-07-31,60,46817,1.7049232636561955,0.5355684740453867,0.23182674408936133,1000,-1.3630205354512093,-0.5613084211866972,0.46721922227328583,1.334583439038656,0,0,0,1000,0
2018-02-28,2017-08-31,2012-09-30,2017-08-31,60,46832,1.7033153451634182,0.5355121265286532,0.23234252915339768,1000,-1.3643233009475724,-0.5613246950151894,0.4730409709729134,1.349935124433591,0,0,0,1000,0
2018-03-31,2017-09-30,2012-10-31,2017-09-30,60,46855,1.7042704327338842,0.5355467374738858,0.23060949707177145,1000,-1.3653316797593087,-0.5601405992779073,0.4775576304137639,1.359140412992713,0,0,1,999,0
2018-04-30,2017-10-31,2012-11-30,2017-10-31,60,46875,1.7038542165964727,0.5355144856813981,0.23174721152964273,1000,-1.365929945324626,-0.5627415025452239,0.4756454325159397,1.3654068264193961,0,0,0,1000,0
2018-05-31,2017-11-30,2012-12-31,2017-11-30,60,46887,1.7012006253953236,0.5358150809284582,0.2361271815134994,1000,-1.3760630721081315,-0.5760203333742633,0.4622174932777138,1.359739707382047,0,0,0,1000,0
2018-06-30,2017-12-31,2013-01-31,2017-12-31,60,46889,1.7022784711660597,0.5359174704127708,0.2326741573981435,1000,-1.3807055166320812,-0.586039880540286,0.4473023104585235,1.341813374009796,0,0,0,1000,0
2018-07-31,2018-01-31,2013-02-28,2018-01-31,60,46890,1.7009188507791069,0.5360258817380195,0.23675035102610237,1000,-1.4032444805466557,-0.6085920039061868,0.43093262860876186,1.3312056177583744,0,0,0,1000,0
2018-08-31,2018-02-28,2013-03-31,2018-02-28,60,46886,1.69912624518874,0.536027315876828,0.23751346879472013,1000,-1.4072399082457747,-0.620415340236554,0.4210658625744819,1.3269560274038508,0,0,0,1000,0
2018-09-30,2018-03-31,2013-04-30,2018-03-31,60,46881,1.6985625379923288,0.5361604405908659,0.2373968715377028,1000,-1.412957512803195,-0.62576489594389,0.42020652317266516,1.3311111564829565,0,0,0,1000,0
2018-10-31,2018-04-30,2013-05-31,2018-04-30,60,46882,1.6997782200901654,0.5363265624659797,0.23648028347410804,1000,-1.4143441918427806,-0.6276361870195767,0.4140174134742627,1.3263346724600977,0,0,0,1000,0
2018-11-30,2018-05-31,2013-06-30,2018-05-31,60,46881,1.6993044724598743,0.5362816091237973,0.23487306422797585,1000,-1.4139198229214611,-0.6320743074151643,0.41590896707240965,1.3311111564829565,0,0,0,1000,0
2018-12-31,2018-06-30,2013-07-31,2018-06-30,60,46881,1.6999549924421875,0.5363514448047261,0.23466368973937515,1000,-1.4200279716082713,-0.6408121673654352,0.40444458117516635,1.3176013773009334,0,0,0,1000,0
2019-01-31,2018-07-31,2013-08-31,2018-07-31,60,46876,1.7017235140741696,0.5364192618769391,0.22812795220927745,1000,-1.4411308639975935,-0.6585752612973024,0.39724415086802695,1.3144845923471604,0,0,0,1000,0
2019-02-28,2018-08-31,2013-09-30,2018-08-31,60,46869,1.7018961239656387,0.5365095918615229,0.23131770357212864,1000,-1.4511903199231555,-0.6811595488684553,0.37165153176377125,1.2906320044010833,0,0,0,1000,0
2019-03-31,2018-09-30,2013-10-31,2018-09-30,60,46862,1.7013359315575756,0.536349622947902,0.23133907989568872,1000,-1.5202755657859015,-0.7272023692041192,0.3455975454137628,1.2702255451626392,0,0,0,1000,0
2019-04-30,2018-10-31,2013-11-30,2018-10-31,60,46850,1.7019864040483255,0.5362745096596372,0.22863949642227635,1000,-1.5217315715125161,-0.7276701691956609,0.3474842842681726,1.2750597120240565,0,0,0,1000,0
2019-05-31,2018-11-30,2013-12-31,2018-11-30,60,46831,1.7013329140358027,0.5362638006489091,0.2321062962832063,1000,-1.5316669648285857,-0.742970716536196,0.3301129858075893,1.2618714799584918,0,0,0,1000,0
2019-06-30,2018-12-31,2014-01-31,2018-12-31,60,46815,1.7027919086666046,0.5360516388580958,0.22533518605976055,1000,-1.5285556253052586,-0.7324166517680881,0.35030961372484837,1.291427153507278,0,0,0,1000,0
2019-07-31,2019-01-31,2014-02-28,2019-01-31,60,46796,1.7029541300187208,0.5361289397621317,0.22921582255003892,1000,-1.5297319307109984,-0.7332055439760109,0.35193627405804945,1.291051733159946,0,0,0,1000,0
2019-08-31,2019-02-28,2014-03-31,2019-02-28,60,46772,1.70549944569279,0.5363042801415563,0.22902941553793613,1000,-1.5344198421770183,-0.7444406425260163,0.3465960595624092,1.28802480398174,0,0,0,1000,0
2019-09-30,2019-03-31,2014-04-30,2019-03-31,60,46749,1.7069016854373653,0.5363012800195868,0.21887620058265236,1000,-1.5341012399356106,-0.7436809231878642,0.3500532118817056,1.2894072015973908,0,0,0,1000,0
2019-10-31,2019-04-30,2014-05-31,2019-04-30,60,46731,1.7088186968077042,0.5363640427962045,0.22072511525673058,1000,-1.5398494939110348,-0.7553977908360308,0.3398422681628101,1.2848062507447344,0,0,0,1000,0
2019-11-30,2019-05-31,2014-06-30,2019-05-31,60,46710,1.7104399692297523,0.5363056361797154,0.21713576375610136,1000,-1.5411753088169735,-0.7561530920018404,0.3423868764536247,1.2898093272612534,0,0,0,1000,0
2019-12-31,2019-06-30,2014-07-31,2019-06-30,60,46694,1.7130473566596405,0.5364002927645202,0.2145256551370555,1000,-1.5366842172230422,-0.7449267560767908,0.3480427422169816,1.2891233119049816,0,0,0,1000,0
2020-01-31,2019-07-31,2014-08-31,2019-07-31,60,46683,1.7137585605236192,0.5365709779755842,0.2211615501134694,1000,-1.542347713767356,-0.7533793869933899,0.33344905404640024,1.2786904564570352,0,0,1,999,0
