blob,first_reachable_commit,first_reachable_path,size_bytes,valid_json,notebook_cells,stored_metric_output_cells,stored_metric_entries,normalized_metric_output_sha256,paper_numeric_tokens_matched,matched_paper_numeric_tokens,status,paper_result_credit
a0a614788c2e488987f02b3b2fe69aac97293fc9,0690b532afff86bc0620dd6f9a82e9f95d594350,FinRL_DeepSeek_backtesting.ipynb,1575669,True,118,3,24,11f14b79e04a05fe04e081dfd09fb93f2c8f496a3eda351b076ed07a974d8620,0,,historical_author_output_no_paper_value_match,False
2634f56929333b53954552e2156b367607e209ce,310ad193db8841a9f3acc91f4b3309a57d20c44f,FinRL_DeepSeek_backtesting.ipynb,1575142,True,118,3,24,11f14b79e04a05fe04e081dfd09fb93f2c8f496a3eda351b076ed07a974d8620,0,,historical_author_output_no_paper_value_match,False
f934d6030d96ed20390e80dc2127e427bace6da7,a68afe30515d35cd40e7e2e1cc57ec75869c9b9f,FinRL_DeepSeek_backtesting.ipynb,1506494,True,101,3,24,11f14b79e04a05fe04e081dfd09fb93f2c8f496a3eda351b076ed07a974d8620,0,,historical_author_output_no_paper_value_match,False
a48d0c92b5f863150a6a10af3b89621a239b3938,dda9b4e189606f6b8505b1f52c1393b24daf03c0,FinRL_DeepSeek_backtesting.ipynb,1506364,True,101,3,24,11f14b79e04a05fe04e081dfd09fb93f2c8f496a3eda351b076ed07a974d8620,0,,historical_author_output_no_paper_value_match,False
b406a725d4295134462045d7ab78f923e4b9216a,d2068b46076ba81566b271c3a31521f0ac7fe6b5,FinRL_DeepSeek_backtesting.ipynb,1470073,True,95,3,24,11f14b79e04a05fe04e081dfd09fb93f2c8f496a3eda351b076ed07a974d8620,0,,historical_author_output_no_paper_value_match,False
aaca663d89699de1c273c1b7e86f9edb5deba6ee,efce3fbc938cf68c3f5db49bf46b3681211f25a3,FinRL_DeepSeek_backtest.ipynb,1470070,True,95,3,24,11f14b79e04a05fe04e081dfd09fb93f2c8f496a3eda351b076ed07a974d8620,0,,historical_author_output_no_paper_value_match,False
657c48b50d7c5f3e8a6b95facd49acbf81baacd0,e5b45be172aad5a4b29d8966877e6e3e71e19a69,FinRL_DeepSeek_backtest.ipynb,1469533,False,,,24,11f14b79e04a05fe04e081dfd09fb93f2c8f496a3eda351b076ed07a974d8620,0,,historical_author_output_no_paper_value_match,False
7539e57f5c5f6c89d36a0bbacfa1a975b8d8f749,808a22f5bbd8fb3b2b5f24e59fb7b0c408d1f023,FinRL_DeepSeek_backtest.ipynb,1469152,False,,,24,11f14b79e04a05fe04e081dfd09fb93f2c8f496a3eda351b076ed07a974d8620,0,,historical_author_output_no_paper_value_match,False
5b5b5986bc2100e5962aaac1e766461e1a0c03c9,25cd8fc8b2f58279819f1329ca92424b5d402134,FinRL_DeepSeek_backtesting.ipynb,1469125,True,95,3,24,11f14b79e04a05fe04e081dfd09fb93f2c8f496a3eda351b076ed07a974d8620,0,,historical_author_output_no_paper_value_match,False
