evaluation,generation,operator,mutation_scope,expression,node_count,training_mean_rankic,training_direction,training_rankic_months,validation_rankic_months,valid_candidate,validation_mean_oriented_rankic,complexity_penalty,training_fitness,survives_final_population,selected_final
144,14,mutation,root,ret_12_1,1,0.03032751729250649,1,96,24,True,0.04340770786374289,0.0,0.03032751729250649,False,False
145,14,mutation,internal,"mean(mean(product(prc_highprc_252d,prc_highprc_252d),difference(ret_6_1,rvol_21d)),product(mean(rvol_21d,ret_1_0),mean(ret_6_1,ret_1_0)))",15,-0.020237375275373174,-1,96,24,True,0.007931193132659503,0.0014,0.018837375275373176,False,False
146,14,mutation,root,"product(ret_12_1,mean(mean(turnover_126d,ret_6_1),mean(ret_1_0,prc_highprc_252d)))",9,0.004648883914177317,1,96,24,True,0.007192495325415494,0.0008,0.0038488839141773167,False,False
147,14,mutation,fine,"mean(mean(product(ret_6_1,ret_12_1),difference(ret_6_1,ret_12_1)),difference(prc_highprc_252d,ret_12_1))",11,-0.04783183173950816,-1,96,24,True,0.05242327879313474,0.001,0.04683183173950816,True,False
148,14,mutation,internal,turnover_126d,1,0.010846728270842097,1,96,24,True,-0.010058154239147346,0.0,0.010846728270842097,False,False
149,14,mutation,root,"difference(difference(difference(turnover_126d,ret_12_1),prc_highprc_252d),mean(ret_1_0,product(ret_1_0,rvol_21d)))",11,-0.0016250276720965937,-1,96,24,True,0.016369466394143235,0.001,0.0006250276720965937,False,False
150,14,mutation,internal,"mean(mean(difference(mean(ret_6_1,ret_12_1),ret_12_1),difference(ret_6_1,rvol_21d)),difference(prc_highprc_252d,ret_12_1))",13,-0.0470073058189194,-1,96,24,True,0.039216597677902996,0.0012000000000000001,0.0458073058189194,True,False
151,15,pruning,,"difference(prc_highprc_252d,ret_12_1)",3,-0.03676027022474644,-1,96,24,True,0.05245727221142141,0.0002,0.03656027022474644,False,False
152,15,pruning,,"difference(ret_12_1,product(product(ret_1_0,prc_highprc_252d),difference(ret_6_1,ret_1_0)))",9,0.028664530227377093,1,96,24,True,0.039415690163385635,0.0008,0.027864530227377095,False,False
153,15,pruning,,"mean(difference(ret_6_1,rvol_21d),difference(ret_1_0,ret_12_1))",7,-0.041566306252594644,-1,96,24,True,0.03662496618853214,0.0006000000000000001,0.04096630625259464,False,False
154,15,pruning,,"mean(mean(product(ret_6_1,ret_12_1),difference(ret_6_1,rvol_21d)),ret_12_1)",9,0.010896308261758289,1,96,24,True,0.027979934246804023,0.0008,0.010096308261758289,False,False
155,15,pruning,,"mean(mean(ret_6_1,ret_6_1),difference(ret_1_0,ret_12_1))",7,-0.042552741735312254,-1,96,24,True,0.05016793937982029,0.0006000000000000001,0.04195274173531225,False,False
156,15,pruning,,"mean(product(difference(prc_highprc_252d,ret_12_1),ret_12_1),difference(ret_6_1,rvol_21d))",9,-0.019363986054340452,-1,96,24,True,-0.0027761520060503608,0.0008,0.018563986054340453,False,False
157,15,pruning,,"mean(product(ret_6_1,prc_highprc_252d),difference(prc_highprc_252d,ret_12_1))",7,-0.04010412529039587,-1,96,24,True,0.04679245053450187,0.0006000000000000001,0.03950412529039587,False,False
158,15,pruning,,"difference(difference(ret_12_1,prc_highprc_252d),product(ret_1_0,prc_highprc_252d))",7,0.022935058086759188,1,96,24,True,0.039232835321418524,0.0006000000000000001,0.022335058086759188,False,False
159,15,pruning,,"mean(mean(ret_6_1,difference(ret_6_1,rvol_21d)),difference(prc_highprc_252d,ret_12_1))",9,-0.03731855820494714,-1,96,24,True,0.02470027556757683,0.0008,0.036518558204947135,False,False
160,15,pruning,,"mean(mean(ret_12_1,difference(ret_6_1,rvol_21d)),difference(prc_highprc_252d,ret_12_1))",9,-0.026541516171681195,-1,96,24,True,0.013148123480093374,0.0008,0.025741516171681196,False,False
161,16,crossover,,"difference(difference(ret_12_1,prc_highprc_252d),product(product(ret_1_0,ret_12_1),difference(ret_6_1,ret_1_0)))",11,0.04099712870360295,1,96,24,True,0.0562856546110496,0.001,0.03999712870360295,False,False
162,16,crossover,,"mean(mean(product(ret_6_1,ret_12_1),difference(ret_6_1,ret_6_1)),difference(prc_highprc_252d,ret_12_1))",11,-0.037383268740885676,-1,96,24,True,0.04808551417167271,0.001,0.036383268740885676,False,False
163,16,crossover,,"mean(mean(product(difference(prc_highprc_252d,ret_12_1),ret_12_1),difference(ret_6_1,rvol_21d)),rvol_21d)",11,-0.0011449686214261776,-1,96,24,True,-0.0033223950979660694,0.001,0.00014496862142617754,False,False
164,16,crossover,,"mean(mean(product(ret_6_1,prc_highprc_252d),difference(ret_6_1,rvol_21d)),difference(ret_1_0,ret_12_1))",11,-0.04163875632501297,-1,96,24,True,0.04785834160561736,0.001,0.040638756325012966,False,False
165,16,crossover,,"mean(mean(difference(mean(mean(ret_6_1,difference(ret_6_1,rvol_21d)),ret_12_1),ret_12_1),difference(ret_6_1,rvol_21d)),difference(prc_highprc_252d,ret_12_1))",17,-0.04688340264404709,-1,96,24,True,0.038043608073756695,0.0016,0.045283402644047094,True,False
166,16,crossover,,"difference(difference(ret_12_1,prc_highprc_252d),product(product(ret_1_0,difference(ret_6_1,ret_12_1)),difference(ret_6_1,ret_1_0)))",13,0.024011103488083482,1,96,24,True,0.04457737196819265,0.0012000000000000001,0.022811103488083483,False,False
167,16,crossover,,"mean(mean(product(difference(prc_highprc_252d,ret_12_1),ret_12_1),difference(ret_6_1,rvol_21d)),difference(prc_highprc_252d,prc_highprc_252d))",13,-0.019363986054340452,-1,96,24,True,-0.0027761520060503608,0.0012000000000000001,0.018163986054340452,False,False
168,16,crossover,,"mean(mean(product(prc_highprc_252d,prc_highprc_252d),difference(ret_6_1,rvol_21d)),difference(ret_6_1,ret_12_1))",11,-0.044153392108743215,-1,96,24,True,0.02896494008192843,0.001,0.043153392108743215,False,False
169,16,crossover,,"mean(mean(product(ret_6_1,ret_12_1),difference(ret_6_1,rvol_21d)),difference(prc_highprc_252d,ret_12_1))",11,-0.04309665723414926,-1,96,24,True,0.032581173915257736,0.001,0.04209665723414926,False,False
170,16,crossover,,"mean(mean(product(ret_6_1,ret_6_1),difference(ret_6_1,rvol_21d)),difference(prc_highprc_252d,ret_12_1))",11,-0.045793082967209166,-1,96,24,True,0.03578701587254542,0.001,0.044793082967209165,True,False
171,17,mutation,internal,"mean(mean(product(ret_6_1,ret_6_1),turnover_126d),difference(prc_highprc_252d,ret_12_1))",9,-0.030987354819613826,-1,96,24,True,0.04160992447335409,0.0008,0.030187354819613828,False,False
172,17,mutation,root,"mean(difference(rvol_21d,ret_6_1),mean(rvol_21d,rvol_21d))",7,0.010334747697548873,1,96,24,True,-0.007172112835182033,0.0006000000000000001,0.009734747697548873,False,False
173,17,mutation,root,turnover_126d,1,0.010846728270842097,1,96,24,True,-0.010058154239147346,0.0,0.010846728270842097,False,False
174,17,mutation,root,"mean(difference(product(ret_6_1,ret_1_0),product(ret_12_1,prc_highprc_252d)),product(difference(ret_6_1,ret_12_1),ret_1_0))",13,0.01873266895406421,1,96,24,True,0.013617066545830656,0.0012000000000000001,0.01753266895406421,False,False
175,17,mutation,internal,"mean(mean(product(ret_6_1,ret_6_1),ret_12_1),difference(prc_highprc_252d,ret_12_1))",9,-0.024877162329300987,-1,96,24,True,0.025542408346803543,0.0008,0.02407716232930099,False,False
176,17,mutation,internal,"mean(mean(mean(mean(turnover_126d,ret_6_1),product(ret_1_0,ret_6_1)),difference(ret_6_1,ret_12_1)),difference(prc_highprc_252d,ret_12_1))",15,-0.042762895369700175,-1,96,24,True,0.049611396732639514,0.0014,0.04136289536970018,False,False
177,17,mutation,internal,"mean(mean(mean(turnover_126d,product(turnover_126d,ret_12_1)),difference(ret_6_1,rvol_21d)),difference(prc_highprc_252d,ret_12_1))",13,-0.03733059487441944,-1,96,24,True,0.03118713219458973,0.0012000000000000001,0.03613059487441944,False,False
178,17,mutation,root,"difference(product(product(ret_12_1,rvol_21d),difference(ret_6_1,ret_12_1)),mean(mean(turnover_126d,prc_highprc_252d),mean(ret_1_0,prc_highprc_252d)))",15,0.008357200640087735,1,96,24,True,0.011001333770435351,0.0014,0.006957200640087735,False,False
179,17,mutation,internal,"mean(mean(product(ret_1_0,ret_6_1),difference(ret_6_1,rvol_21d)),difference(prc_highprc_252d,ret_12_1))",11,-0.03478111551731335,-1,96,24,True,0.03088721922616576,0.001,0.03378111551731335,False,False
180,17,mutation,internal,"mean(mean(product(ret_6_1,rvol_21d),ret_1_0),difference(ret_6_1,ret_12_1))",9,-0.0557788587361305,-1,96,24,True,0.06359362663572933,0.0008,0.054978858736130495,True,True
181,18,pruning,,"mean(product(ret_6_1,prc_highprc_252d),difference(ret_6_1,rvol_21d))",7,-0.01900898664068793,-1,96,24,True,-0.0034304490800133613,0.0006000000000000001,0.01840898664068793,False,False
182,18,pruning,,"mean(mean(ret_12_1,difference(ret_6_1,rvol_21d)),difference(prc_highprc_252d,ret_12_1))",9,-0.026541516171681195,-1,96,24,True,0.013148123480093374,0.0008,0.025741516171681196,False,False
183,18,pruning,,"mean(product(ret_6_1,ret_6_1),difference(ret_6_1,rvol_21d))",7,-0.01794357540522928,-1,96,24,True,-0.003145038146012263,0.0006000000000000001,0.01734357540522928,False,False
184,18,pruning,,"difference(prc_highprc_252d,ret_12_1)",3,-0.03676027022474644,-1,96,24,True,0.05245727221142141,0.0002,0.03656027022474644,False,False
185,18,pruning,,"mean(mean(prc_highprc_252d,difference(ret_6_1,rvol_21d)),difference(ret_6_1,ret_12_1))",9,-0.03784928601293839,-1,96,24,True,0.021845867867757232,0.0008,0.03704928601293839,False,False
186,18,pruning,,"mean(product(ret_6_1,ret_12_1),difference(prc_highprc_252d,ret_12_1))",7,-0.03353644657652664,-1,96,24,True,0.03891128497424194,0.0006000000000000001,0.03293644657652664,False,False
187,18,pruning,,"mean(mean(product(ret_6_1,ret_12_1),difference(ret_6_1,ret_12_1)),prc_highprc_252d)",9,-0.020477548625172422,-1,96,24,True,0.009969162158134474,0.0008,0.019677548625172424,False,False
188,18,pruning,,"mean(mean(prc_highprc_252d,difference(ret_6_1,rvol_21d)),difference(ret_6_1,ret_12_1))",9,-0.03784928601293839,-1,96,24,True,0.021845867867757232,0.0008,0.03704928601293839,False,False
189,18,pruning,,"mean(difference(ret_6_1,rvol_21d),difference(prc_highprc_252d,ret_12_1))",7,-0.03732966729075828,-1,96,24,True,0.023812719025520127,0.0006000000000000001,0.03672966729075828,False,False
190,18,pruning,,"mean(mean(product(prc_highprc_252d,prc_highprc_252d),difference(ret_6_1,rvol_21d)),ret_12_1)",9,0.009619513475409376,1,96,24,True,0.025399240011382912,0.0008,0.008819513475409376,False,False
191,19,crossover,,"mean(mean(product(rvol_21d,rvol_21d),ret_1_0),difference(ret_6_1,ret_12_1))",9,-0.05180748498753109,-1,96,24,True,0.05829584684723357,0.0008,0.05100748498753109,True,False
192,19,crossover,,"mean(mean(product(ret_6_1,ret_12_1),difference(ret_6_1,ret_12_1)),difference(ret_6_1,ret_12_1))",11,-0.04908390283762492,-1,96,24,True,0.04454921090650072,0.001,0.04808390283762492,True,False
193,19,crossover,,"mean(mean(difference(mean(ret_6_1,ret_12_1),ret_12_1),difference(prc_highprc_252d,rvol_21d)),difference(prc_highprc_252d,ret_12_1))",13,-0.038376979382514456,-1,96,24,True,0.037952984587275244,0.0012000000000000001,0.037176979382514456,False,False
194,19,crossover,,"mean(mean(product(ret_6_1,ret_12_1),difference(ret_12_1,ret_12_1)),difference(prc_highprc_252d,ret_12_1))",11,-0.037383268740885676,-1,96,24,True,0.04808551417167271,0.001,0.036383268740885676,False,False
195,19,crossover,,"difference(difference(difference(ret_6_1,rvol_21d),prc_highprc_252d),product(product(ret_1_0,prc_highprc_252d),difference(ret_6_1,ret_1_0)))",13,-0.002539889439141093,-1,96,24,True,-0.015253920376637033,0.0012000000000000001,0.0013398894391410928,False,False
196,19,crossover,,"mean(mean(product(ret_6_1,ret_12_1),difference(mean(mean(product(difference(prc_highprc_252d,ret_12_1),ret_6_1),difference(ret_6_1,rvol_21d)),difference(prc_highprc_252d,ret_12_1)),ret_12_1)),difference(prc_highprc_252d,ret_12_1))",23,-0.042037785755562294,-1,96,24,True,0.05266963072723104,0.0022,0.039837785755562294,False,False
197,19,crossover,,"mean(mean(product(ret_6_1,rvol_21d),difference(ret_6_1,ret_12_1)),difference(prc_highprc_252d,ret_12_1))",11,-0.049912851432595974,-1,96,24,True,0.060858061785329765,0.001,0.04891285143259597,True,False
198,19,crossover,,rvol_21d,1,0.011072046159810223,1,96,24,True,0.0040826438389707275,0.0,0.011072046159810223,False,False
199,19,crossover,,"mean(mean(product(difference(prc_highprc_252d,ret_12_1),ret_6_1),difference(ret_6_1,rvol_21d)),difference(ret_12_1,ret_12_1))",13,-0.01665869468680686,-1,96,24,True,-0.004936754659972675,0.0012000000000000001,0.01545869468680686,False,False
200,19,crossover,,"mean(difference(ret_12_1,prc_highprc_252d),difference(ret_6_1,ret_12_1))",7,-0.0045630572287637524,-1,96,24,True,-0.019664242528503444,0.0006000000000000001,0.003963057228763753,False,False
