formation_month,ml_training_start,ml_training_end,ml_training_months,ml_training_rows,ridge_coefficient_norm,fusion_start,fusion_end,fusion_history_months,agent_count,modality_count,llm_mean_rankic,ml_mean_rankic,llm_directional_win_rate,ml_directional_win_rate,llm_alpha,modality_disagreement_rate,finite_scores
2010-07-31,2005-07-31,2010-06-30,60,59596,0.007895367913340692,2008-07-31,2010-06-30,24,4,4,-0.029059729952439748,-0.07512965840452437,0.4166666666666667,0.375,0.6230151772076988,0.905,844
2010-08-31,2005-08-31,2010-07-31,60,59594,0.007887864428600526,2008-08-31,2010-07-31,24,4,4,-0.02176993930333362,-0.06465416070909523,0.4583333333333333,0.375,0.6253163349230635,0.909,851
2010-09-30,2005-09-30,2010-08-31,60,59600,0.00802277288270675,2008-09-30,2010-08-31,24,4,4,-0.025789360285613867,-0.08028150325906157,0.4166666666666667,0.3333333333333333,0.6520936297745428,0.913,851
2010-10-31,2005-10-31,2010-09-30,60,59597,0.007739392813582858,2008-10-31,2010-09-30,24,4,4,-0.034371727899422146,-0.09843181334395786,0.4166666666666667,0.2916666666666667,0.6825685028484425,0.919,850
2010-11-30,2005-11-30,2010-10-31,60,59594,0.007572424613047533,2008-11-30,2010-10-31,24,4,4,-0.03179537671564703,-0.11577740703465178,0.4166666666666667,0.25,0.7323320810339923,0.909,845
2010-12-31,2005-12-31,2010-11-30,60,59588,0.007690109232503449,2008-12-31,2010-11-30,24,4,4,-0.033443861589509384,-0.10491745978143474,0.4166666666666667,0.2916666666666667,0.6984096078297464,0.914,846
2011-01-31,2006-01-31,2010-12-31,60,59595,0.007336855986644349,2009-01-31,2010-12-31,24,4,4,-0.03777065786199419,-0.10365517422203861,0.375,0.2916666666666667,0.6774720497357456,0.909,846
2011-02-28,2006-02-28,2011-01-31,60,59601,0.007878848837136158,2009-02-28,2011-01-31,24,4,4,-0.04100957562920205,-0.11225998416247886,0.375,0.25,0.697939287278799,0.906,847
2011-03-31,2006-03-31,2011-02-28,60,59601,0.008250579868288836,2009-03-31,2011-02-28,24,4,4,-0.033270995593820546,-0.10446923812124569,0.4166666666666667,0.25,0.7065422015591942,0.909,851
2011-04-30,2006-04-30,2011-03-31,60,59607,0.008189820829725926,2009-04-30,2011-03-31,24,4,4,-0.02425554200050598,-0.07940536203610214,0.4166666666666667,0.2916666666666667,0.6629566844144764,0.901,856
2011-05-31,2006-05-31,2011-04-30,60,59607,0.008126512246601304,2009-05-31,2011-04-30,24,4,4,-0.020133014372287674,-0.0641507985518361,0.4166666666666667,0.3333333333333333,0.6279684292730866,0.904,847
2011-06-30,2006-06-30,2011-05-31,60,59609,0.007951920740436437,2009-06-30,2011-05-31,24,4,4,-0.017598505699153215,-0.05997110110078812,0.4166666666666667,0.3333333333333333,0.6241168501664831,0.898,843
2011-07-31,2006-07-31,2011-06-30,60,59603,0.008461048515493464,2009-07-31,2011-06-30,24,4,4,-0.005891994467010819,-0.04715775633940993,0.4583333333333333,0.375,0.6215167285490567,0.908,848
2011-08-31,2006-08-31,2011-07-31,60,59597,0.00844476297014019,2009-08-31,2011-07-31,24,4,4,0.004836017711825457,-0.05287558123286055,0.5,0.3333333333333333,0.6778224645703504,0.903,851
2011-09-30,2006-09-30,2011-08-31,60,59599,0.009401478824909259,2009-09-30,2011-08-31,24,4,4,0.02129540106132823,-0.037334995611853765,0.5416666666666666,0.3333333333333333,0.6888261805026984,0.903,842
2011-10-31,2006-10-31,2011-09-30,60,59593,0.0071735387229594424,2009-10-31,2011-09-30,24,4,4,0.009145515953745194,-0.05522822775452469,0.5,0.3333333333333333,0.6921956096755265,0.894,844
2011-11-30,2006-11-30,2011-10-31,60,59597,0.00672792624672117,2009-11-30,2011-10-31,24,4,4,0.012749313460554301,-0.060245365069949514,0.5416666666666666,0.2916666666666667,0.7270976572548692,0.901,842
2011-12-31,2006-12-31,2011-11-30,60,59598,0.007525542377394253,2009-12-31,2011-11-30,24,4,4,0.02096673653404676,-0.04413235454030043,0.5833333333333334,0.3333333333333333,0.7111530925138496,0.889,834
2012-01-31,2007-01-31,2011-12-31,60,59597,0.006676960306520195,2010-01-31,2011-12-31,24,4,4,0.012620750557396402,-0.048403211194786334,0.5833333333333334,0.3333333333333333,0.7027107148810516,0.898,839
2012-02-29,2007-02-28,2012-01-31,60,59603,0.0070298355448110035,2010-02-28,2012-01-31,24,4,4,0.010435258774172671,-0.03695631360087589,0.5416666666666666,0.375,0.6548850988880373,0.894,835
2012-03-31,2007-03-31,2012-02-29,60,59599,0.006743883969396726,2010-03-31,2012-02-29,24,4,4,0.016335249203002552,-0.037524718416158655,0.5833333333333334,0.375,0.6785100503802631,0.888,829
2012-04-30,2007-04-30,2012-03-31,60,59598,0.007191364241536871,2010-04-30,2012-03-31,24,4,4,0.021430414783441976,-0.03981786393700548,0.625,0.375,0.7031791186078863,0.888,827
2012-05-31,2007-05-31,2012-04-30,60,59602,0.00805176701941487,2010-05-31,2012-04-30,24,4,4,0.02295330009412243,-0.027080911338638852,0.625,0.4166666666666667,0.6701084161303118,0.887,826
2012-06-30,2007-06-30,2012-05-31,60,59605,0.008586237376686142,2010-06-30,2012-05-31,24,4,4,0.019539734703430945,-0.028497816288448694,0.625,0.4166666666666667,0.6656796409819364,0.889,833
2012-07-31,2007-07-31,2012-06-30,60,59608,0.008764356357815679,2010-07-31,2012-06-30,24,4,4,0.029760866292038318,-0.019191262759018852,0.6666666666666666,0.4583333333333333,0.6677119431473101,0.87,830
2012-08-31,2007-08-31,2012-07-31,60,59617,0.00794754080022838,2010-08-31,2012-07-31,24,4,4,0.02613428104920537,-0.026702496742487727,0.625,0.4583333333333333,0.6670859266717599,0.874,828
2012-09-30,2007-09-30,2012-08-31,60,59623,0.007479653214699364,2010-09-30,2012-08-31,24,4,4,0.02721114133541007,-0.018293667096815364,0.6666666666666666,0.4583333333333333,0.6600195674620322,0.877,829
2012-10-31,2007-10-31,2012-09-30,60,59627,0.007178957679260627,2010-10-31,2012-09-30,24,4,4,0.022388182532305307,-0.012401078732915198,0.625,0.5,0.6160681701049477,0.876,830
2012-11-30,2007-11-30,2012-10-31,60,59638,0.007371985007505537,2010-11-30,2012-10-31,24,4,4,0.015105224039210817,-0.00817272070123728,0.5833333333333334,0.5,0.578376616015658,0.872,835
2012-12-31,2007-12-31,2012-11-30,60,59659,0.007110105405271324,2010-12-31,2012-11-30,24,4,4,0.010069206018173618,-0.011648874460960254,0.5833333333333334,0.5,0.5745681973365605,0.875,835
2013-01-31,2008-01-31,2012-12-31,60,59664,0.00800973868589972,2011-01-31,2012-12-31,24,4,4,0.012118745196178157,-0.013254909361805184,0.5833333333333334,0.5,0.5834785863741909,0.868,838
2013-02-28,2008-02-29,2013-01-31,60,59667,0.008192406445577435,2011-02-28,2013-01-31,24,4,4,0.013789920147011483,-0.010881000690460654,0.5833333333333334,0.5,0.5817697278587268,0.867,830
2013-03-31,2008-03-31,2013-02-28,60,59667,0.008327884372999098,2011-03-31,2013-02-28,24,4,4,0.016188044702220582,-0.00886387056103749,0.5833333333333334,0.5,0.5826964497069504,0.877,834
2013-04-30,2008-04-30,2013-03-31,60,59670,0.00887054069659137,2011-04-30,2013-03-31,24,4,4,0.019558153175529742,-0.0036475649429977644,0.625,0.5,0.588327874410199,0.884,826
2013-05-31,2008-05-31,2013-04-30,60,59674,0.008180855510612437,2011-05-31,2013-04-30,24,4,4,0.016924990022136543,-0.012625714290871204,0.625,0.4583333333333333,0.613529713673587,0.865,822
2013-06-30,2008-06-30,2013-05-31,60,59676,0.008462645840698658,2011-06-30,2013-05-31,24,4,4,0.010931763457170984,-0.012741246622050123,0.5833333333333334,0.4583333333333333,0.5894591780620105,0.858,821
2013-07-31,2008-07-31,2013-06-30,60,59680,0.00735265701668461,2011-07-31,2013-06-30,24,4,4,0.008874151370891278,-0.01641717817715091,0.5833333333333334,0.4166666666666667,0.6033827341280903,0.864,811
2013-08-31,2008-08-31,2013-07-31,60,59683,0.006313388036456268,2011-08-31,2013-07-31,24,4,4,-0.0001819228434047406,-0.014827236956978846,0.5416666666666666,0.4166666666666667,0.5674496141554529,0.869,815
2013-09-30,2008-09-30,2013-08-31,60,59689,0.00638694046077322,2011-09-30,2013-08-31,24,4,4,-0.011620968489609487,-0.03596486557324529,0.5416666666666666,0.375,0.6011132084694045,0.878,812
2013-10-31,2008-10-31,2013-09-30,60,59695,0.006746878150546694,2011-10-31,2013-09-30,24,4,4,0.00183480151460553,-0.011836949904303036,0.5833333333333334,0.4166666666666667,0.57526959879652,0.865,816
2013-11-30,2008-11-30,2013-10-31,60,59703,0.00705097389382465,2011-11-30,2013-10-31,24,4,4,-0.00014274595235053839,-0.008951993152500982,0.5833333333333334,0.4166666666666667,0.5633475383885217,0.871,814
2013-12-31,2008-12-31,2013-11-30,60,59710,0.007101850414562056,2011-12-31,2013-11-30,24,4,4,-0.005405802618425148,-0.01563607940738254,0.5416666666666666,0.4166666666666667,0.5565822838874412,0.872,807
2014-01-31,2009-01-31,2013-12-31,60,59716,0.006967647211615082,2012-01-31,2013-12-31,24,4,4,0.0007107998750132486,-0.0023952585302894707,0.5416666666666666,0.4583333333333333,0.5285673335369998,0.87,800
2014-02-28,2009-02-28,2014-01-31,60,59716,0.007235782503688631,2012-02-29,2014-01-31,24,4,4,0.0035603589599245617,-0.004902051164544828,0.5833333333333334,0.4583333333333333,0.5522149615621316,0.869,802
2014-03-31,2009-03-31,2014-02-28,60,59717,0.006386193905903695,2012-03-31,2014-02-28,24,4,4,-0.0011493815228459565,-0.002622531282871617,0.5833333333333334,0.4583333333333333,0.5348761467759182,0.868,803
2014-04-30,2009-04-30,2014-03-31,60,59718,0.004147802260705303,2012-04-30,2014-03-31,24,4,4,-0.0041245013310704905,-0.0027741162190796837,0.5416666666666666,0.4583333333333333,0.517450280271302,0.889,808
2014-05-31,2009-05-31,2014-04-30,60,59719,0.003726296672722433,2012-05-31,2014-04-30,24,4,4,-0.015384060215630919,-0.01116413272849597,0.5,0.4166666666666667,0.5102820648760065,0.877,803
2014-06-30,2009-06-30,2014-05-31,60,59716,0.0034909088612868405,2012-06-30,2014-05-31,24,4,4,-0.019102748098273004,-0.012629599209488621,0.4583333333333333,0.4166666666666667,0.49423405005950466,0.87,802
2014-07-31,2009-07-31,2014-06-30,60,59716,0.0039345440262229005,2012-07-31,2014-06-30,24,4,4,-0.020776396707446996,-0.011032866404550605,0.4166666666666667,0.4166666666666667,0.4756604271216933,0.862,797
2014-08-31,2009-08-31,2014-07-31,60,59716,0.005296899957241082,2012-08-31,2014-07-31,24,4,4,-0.023097785464188395,0.003876399315956555,0.4166666666666667,0.4583333333333333,0.4227709737481346,0.865,799
2014-09-30,2009-09-30,2014-08-31,60,59712,0.00659548080217227,2012-09-30,2014-08-31,24,4,4,-0.018073371244444317,0.002979294015616913,0.4166666666666667,0.4583333333333333,0.43728372231552604,0.858,794
2014-10-31,2009-10-31,2014-09-30,60,59711,0.005913559367702139,2012-10-31,2014-09-30,24,4,4,-0.014444886418811032,0.001249452916897741,0.4583333333333333,0.4166666666666667,0.47121269015305783,0.862,803
2014-11-30,2009-11-30,2014-10-31,60,59715,0.006039643508162444,2012-11-30,2014-10-31,24,4,4,-0.006906404398540903,-0.002779079367320985,0.5,0.4166666666666667,0.5105134708958271,0.865,806
2014-12-31,2009-12-31,2014-11-30,60,59714,0.005586128390537765,2012-12-31,2014-11-30,24,4,4,0.00466581181756004,-0.007269998517777261,0.5416666666666666,0.375,0.5710226534861408,0.859,802
2015-01-31,2010-01-31,2014-12-31,60,59715,0.006358983392239754,2013-01-31,2014-12-31,24,4,4,0.009725084697879019,-0.0039530700224898975,0.5833333333333334,0.375,0.5854324510583381,0.865,797
2015-02-28,2010-02-28,2015-01-31,60,59706,0.006138652118987254,2013-02-28,2015-01-31,24,4,4,-0.0026279082767583415,-0.008890026638386287,0.5416666666666666,0.375,0.5570721439534351,0.867,801
2015-03-31,2010-03-31,2015-02-28,60,59708,0.005693964976705239,2013-03-31,2015-02-28,24,4,4,-0.0004584624489411586,-0.0077446213791377795,0.5416666666666666,0.4166666666666667,0.5493046490168734,0.87,805
2015-04-30,2010-04-30,2015-03-31,60,59711,0.005585217311162941,2013-04-30,2015-03-31,24,4,4,-0.010135850060917528,-0.015049305965934767,0.5,0.4166666666666667,0.5330686305812479,0.852,802
2015-05-31,2010-05-31,2015-04-30,60,59712,0.006026225553685344,2013-05-31,2015-04-30,24,4,4,0.0017553656403132625,-0.005369104487141577,0.5416666666666666,0.4583333333333333,0.5385677432277916,0.849,803
2015-06-30,2010-06-30,2015-05-31,60,59710,0.005896209876565988,2013-06-30,2015-05-31,24,4,4,0.010232934583079374,-0.0013943180801318674,0.5833333333333334,0.5,0.5497364392070248,0.85,800
2015-07-31,2010-07-31,2015-06-30,60,59709,0.006652239033914726,2013-07-31,2015-06-30,24,4,4,0.016023102320200055,0.01324797082270898,0.5833333333333334,0.5416666666666666,0.5173475296989367,0.84,791
2015-08-31,2010-08-31,2015-07-31,60,59707,0.006640359194154258,2013-08-31,2015-07-31,24,4,4,0.019701122858600692,0.017072219979886533,0.625,0.5833333333333334,0.5169823890102221,0.844,795
2015-09-30,2010-09-30,2015-08-31,60,59704,0.0067414857349200365,2013-09-30,2015-08-31,24,4,4,0.029934042672978927,0.031068342033471908,0.625,0.625,0.4971642820031535,0.842,801
2015-10-31,2010-10-31,2015-09-30,60,59708,0.006919123248891897,2013-10-31,2015-09-30,24,4,4,0.01752080682577888,0.026643499182740105,0.5833333333333334,0.5833333333333334,0.4772090730911771,0.854,800
2015-11-30,2010-11-30,2015-10-31,60,59708,0.006572181758870413,2013-11-30,2015-10-31,24,4,4,0.016957853794505276,0.027566211108284385,0.5833333333333334,0.5833333333333334,0.47350395032646503,0.842,802
2015-12-31,2010-12-31,2015-11-30,60,59717,0.006673570851146769,2013-12-31,2015-11-30,24,4,4,0.02541055773550796,0.03091475151159137,0.625,0.5833333333333334,0.4966562320757246,0.854,797
2016-01-31,2011-01-31,2015-12-31,60,59710,0.006504632813291016,2014-01-31,2015-12-31,24,4,4,0.035935448819485176,0.030667159826549262,0.6666666666666666,0.5833333333333334,0.5339517285315158,0.861,811
2016-02-29,2011-02-28,2016-01-31,60,59708,0.0065457491812400915,2014-02-28,2016-01-31,24,4,4,0.03709793033004687,0.025244192473708224,0.6666666666666666,0.5416666666666666,0.56058519560152,0.857,809
2016-03-31,2011-03-31,2016-02-29,60,59707,0.006276288419544357,2014-03-31,2016-02-29,24,4,4,0.026503680321362338,0.016539910983614157,0.625,0.5416666666666666,0.5456155662945529,0.87,812
2016-04-30,2011-04-30,2016-03-31,60,59702,0.00525835886780282,2014-04-30,2016-03-31,24,4,4,0.01278039523837612,0.008432212843492099,0.625,0.5416666666666666,0.5316613689561356,0.861,791
2016-05-31,2011-05-31,2016-04-30,60,59693,0.005361628117332562,2014-05-31,2016-04-30,24,4,4,0.01588776219143347,0.013394721681289343,0.6666666666666666,0.5833333333333334,0.5270395288233634,0.863,794
2016-06-30,2011-06-30,2016-05-31,60,59692,0.0050883983437226814,2014-06-30,2016-05-31,24,4,4,0.026429808255223886,0.01797976584042502,0.7083333333333334,0.5833333333333334,0.55218437928401,0.881,797
2016-07-31,2011-07-31,2016-06-30,60,59697,0.004742275134725254,2014-07-31,2016-06-30,24,4,4,0.023440213329138832,0.0023664624422000367,0.7083333333333334,0.5416666666666666,0.593246869389496,0.883,804
2016-08-31,2011-08-31,2016-07-31,60,59700,0.004320997933528607,2014-08-31,2016-07-31,24,4,4,0.025540257118258452,-0.009380327093969956,0.7083333333333334,0.5,0.6358829619966031,0.869,796
2016-09-30,2011-09-30,2016-08-31,60,59697,0.005062436362033954,2014-09-30,2016-08-31,24,4,4,0.017957901039346514,-0.010995394150813428,0.6666666666666666,0.5,0.6121122337323763,0.88,795
2016-10-31,2011-10-31,2016-09-30,60,59693,0.0038413271005886982,2014-10-31,2016-09-30,24,4,4,0.015555142647949667,-0.006250086389367241,0.625,0.5416666666666666,0.5747812090535267,0.873,802
2016-11-30,2011-11-30,2016-10-31,60,59691,0.003015370412650835,2014-11-30,2016-10-31,24,4,4,0.006255581727480056,-0.00847953296009236,0.5833333333333334,0.5416666666666666,0.5471142630216086,0.873,798
2016-12-31,2011-12-31,2016-11-30,60,59694,0.003098461125745258,2014-12-31,2016-11-30,24,4,4,0.0029288104202298223,-0.002503672349938152,0.5416666666666666,0.5833333333333334,0.5031644980051595,0.877,798
2017-01-31,2012-01-31,2016-12-31,60,59692,0.0029007688163247354,2015-01-31,2016-12-31,24,4,4,-0.0035536216425053357,-0.0073998539450848035,0.5,0.5416666666666666,0.4991989147752317,0.873,804
2017-02-28,2012-02-29,2017-01-31,60,59691,0.002964073655483964,2015-02-28,2017-01-31,24,4,4,0.003773638967258348,-0.0005679727382465043,0.5,0.5833333333333334,0.49002202079141016,0.862,799
2017-03-31,2012-03-31,2017-02-28,60,59691,0.0031199709711172904,2015-03-31,2017-02-28,24,4,4,0.000914409058156118,0.0010254654223083338,0.5,0.5833333333333334,0.47890156161220115,0.892,809
2017-04-30,2012-04-30,2017-03-31,60,59694,0.0026334155371168016,2015-04-30,2017-03-31,24,4,4,0.015753439219493542,0.008480264194259197,0.5416666666666666,0.5833333333333334,0.5077656463935571,0.885,806
2017-05-31,2012-05-31,2017-04-30,60,59697,0.002216989241388511,2015-05-31,2017-04-30,24,4,4,0.015070970008492827,0.01613818862406644,0.5416666666666666,0.5833333333333334,0.4869182729498277,0.891,812
2017-06-30,2012-06-30,2017-05-31,60,59698,0.002240909842674041,2015-06-30,2017-05-31,24,4,4,0.001646612289026082,0.013471578253235075,0.5,0.5416666666666666,0.46010590062789364,0.88,802
2017-07-31,2012-07-31,2017-06-30,60,59690,0.0017933203174146774,2015-07-31,2017-06-30,24,4,4,-0.006350139002523381,0.00032835537582909594,0.4583333333333333,0.5,0.47291364077083353,0.895,804
2017-08-31,2012-08-31,2017-07-31,60,59690,0.0022709193882690954,2015-08-31,2017-07-31,24,4,4,-0.0017053767183888176,0.0007353058638793741,0.4583333333333333,0.5,0.483487633785855,0.894,798
2017-09-30,2012-09-30,2017-08-31,60,59691,0.0022014585159089795,2015-09-30,2017-08-31,24,4,4,-0.013394033669495204,-0.014482148288132756,0.4166666666666667,0.4583333333333333,0.49230422767490306,0.882,795
2017-10-31,2012-10-31,2017-09-30,60,59686,0.002200044378402539,2015-10-31,2017-09-30,24,4,4,0.004893122271896849,-0.004679352512994006,0.4583333333333333,0.5,0.5135112301603406,0.888,806
2017-11-30,2012-11-30,2017-10-31,60,59684,0.0021954246542809637,2015-11-30,2017-10-31,24,4,4,0.004698918630501789,-0.005411214206593987,0.4583333333333333,0.5,0.5148542929769778,0.882,804
2017-12-31,2012-12-31,2017-11-30,60,59681,0.0021709287011694943,2015-12-31,2017-11-30,24,4,4,-0.002565355018361209,-0.01729908158638392,0.4166666666666667,0.4583333333333333,0.5263930949420129,0.884,803
2018-01-31,2013-01-31,2017-12-31,60,59682,0.002271980244963734,2016-01-31,2017-12-31,24,4,4,-0.005311519763457048,-0.02235498392025186,0.4166666666666667,0.4166666666666667,0.5425058178713617,0.881,809
2018-02-28,2013-02-28,2018-01-31,60,59684,0.0019533732432729265,2016-02-29,2018-01-31,24,4,4,-0.0020070682884039174,-0.016793742087151967,0.4166666666666667,0.4583333333333333,0.5265250923431506,0.876,808
2018-03-31,2013-03-31,2018-02-28,60,59688,0.0021519531665223327,2016-03-31,2018-02-28,24,4,4,0.008675423055012545,-0.0015767423061212634,0.4583333333333333,0.5,0.5152090533479331,0.896,805
2018-04-30,2013-04-30,2018-03-31,60,59682,0.0023177560026881802,2016-04-30,2018-03-31,24,4,4,0.023381324855191055,0.010789291617073064,0.5,0.5416666666666666,0.5210509650626419,0.886,798
2018-05-31,2013-05-31,2018-04-30,60,59679,0.0023704355431664018,2016-05-31,2018-04-30,24,4,4,0.02585949514881289,0.003110020760158524,0.5,0.5,0.556629662750204,0.885,791
2018-06-30,2013-06-30,2018-05-31,60,59680,0.001990259435670465,2016-06-30,2018-05-31,24,4,4,0.012395606710291801,-0.009048110711847931,0.4583333333333333,0.4583333333333333,0.5534048061114475,0.885,793
2018-07-31,2013-07-31,2018-06-30,60,59677,0.002587269574085336,2016-07-31,2018-06-30,24,4,4,0.012524521400389954,0.007538598678174882,0.4583333333333333,0.5,0.5020481286833505,0.868,794
2018-08-31,2013-08-31,2018-07-31,60,59677,0.0028183875441142327,2016-08-31,2018-07-31,24,4,4,0.022697254497517944,0.015678380211538303,0.5,0.5416666666666666,0.5071300356925863,0.867,806
2018-09-30,2013-09-30,2018-08-31,60,59675,0.002846219534738972,2016-09-30,2018-08-31,24,4,4,0.023142726452311316,0.02076982347744571,0.5,0.5833333333333334,0.4851033340912875,0.883,807
2018-10-31,2013-10-31,2018-09-30,60,59677,0.0032063975710727396,2016-10-31,2018-09-30,24,4,4,0.021634571577131567,0.022793417136633656,0.5,0.5833333333333334,0.4762873546278914,0.881,801
2018-11-30,2013-11-30,2018-10-31,60,59673,0.0037197262769074826,2016-11-30,2018-10-31,24,4,4,0.023713746873242476,0.0353565519848989,0.5,0.625,0.4399344600509414,0.893,804
2018-12-31,2013-12-31,2018-11-30,60,59669,0.004092966873185581,2016-12-31,2018-11-30,24,4,4,0.03203689077867584,0.03971616186862425,0.5416666666666666,0.625,0.4600538053572146,0.891,810
2019-01-31,2014-01-31,2018-12-31,60,59670,0.004097683773768991,2017-01-31,2018-12-31,24,4,4,0.022864822245290833,0.023582953543040172,0.5416666666666666,0.625,0.4773867753075059,0.876,811
2019-02-28,2014-02-28,2019-01-31,60,59673,0.0044161872469885444,2017-02-28,2019-01-31,24,4,4,0.022643322080927685,0.019134791378668355,0.5416666666666666,0.5833333333333334,0.4983546660278508,0.88,808
2019-03-31,2014-03-31,2019-02-28,60,59672,0.0037887323046555243,2017-03-31,2019-02-28,24,4,4,0.021390116049167924,0.021034994053426005,0.5416666666666666,0.5833333333333334,0.49047229177253476,0.892,809
2019-04-30,2014-04-30,2019-03-31,60,59666,0.003776156466893299,2017-04-30,2019-03-31,24,4,4,0.01296310447499241,0.014735082994344686,0.5,0.5833333333333334,0.47475819692562793,0.902,801
2019-05-31,2014-05-31,2019-04-30,60,59665,0.004716916436151784,2017-05-31,2019-04-30,24,4,4,0.008508933667465954,0.01778910305996637,0.5,0.5833333333333334,0.45607973139776214,0.9,795
2019-06-30,2014-06-30,2019-05-31,60,59665,0.0056370435253972,2017-06-30,2019-05-31,24,4,4,0.003688887929038991,0.013581063405314309,0.5,0.5833333333333334,0.45456193443768594,0.909,794
2019-07-31,2014-07-31,2019-06-30,60,59663,0.005565169861475441,2017-07-31,2019-06-30,24,4,4,0.004712713005118431,0.017407115586849025,0.5,0.625,0.4373450660830203,0.895,788
2019-08-31,2014-08-31,2019-07-31,60,59658,0.006239969444523258,2017-08-31,2019-07-31,24,4,4,0.004929187964280295,0.026239440324851676,0.5,0.625,0.41627047027183806,0.894,792
2019-09-30,2014-09-30,2019-08-31,60,59662,0.006674408897607501,2017-09-30,2019-08-31,24,4,4,-0.001920053035026844,0.029741848946102194,0.5,0.625,0.3913552569309777,0.877,799
2019-10-31,2014-10-31,2019-09-30,60,59662,0.006203065515045698,2017-10-31,2019-09-30,24,4,4,-0.015120902615447416,0.01841783874096198,0.4583333333333333,0.5833333333333334,0.3868939226195995,0.883,796
2019-11-30,2014-11-30,2019-10-31,60,59664,0.005633477403352837,2017-11-30,2019-10-31,24,4,4,-0.020440682885322924,0.009633323488021641,0.4166666666666667,0.5833333333333334,0.38523021911454863,0.882,797
2019-12-31,2014-12-31,2019-11-30,60,59668,0.006133636852398932,2017-12-31,2019-11-30,24,4,4,-0.026349461019985993,0.016968177729705575,0.4166666666666667,0.625,0.34490534471673606,0.885,796
2020-01-31,2015-01-31,2019-12-31,60,59671,0.007377278556090657,2018-01-31,2019-12-31,24,4,4,-0.0292366996992042,0.027784431702561483,0.4166666666666667,0.6666666666666666,0.30571880563241827,0.892,797
2020-02-29,2015-02-28,2020-01-31,60,59680,0.0060619325931962394,2018-02-28,2020-01-31,24,4,4,-0.03186919864436755,0.01847481710236604,0.4166666666666667,0.625,0.3292070820485165,0.891,801
2020-03-31,2015-03-31,2020-02-29,60,59686,0.006689801563711546,2018-03-31,2020-02-29,24,4,4,-0.023200778979060935,0.012407219428721994,0.4166666666666667,0.5833333333333334,0.372210199501129,0.873,794
2020-04-30,2015-04-30,2020-03-31,60,59684,0.005619962256862111,2018-04-30,2020-03-31,24,4,4,-0.028051538847848913,-0.0006365607253802641,0.375,0.5416666666666666,0.39154644326895693,0.881,796
2020-05-31,2015-05-31,2020-04-30,60,59685,0.004423816941861527,2018-05-31,2020-04-30,24,4,4,-0.02711316410449296,0.0007543819759915198,0.375,0.5416666666666666,0.39046878598608575,0.881,803
2020-06-30,2015-06-30,2020-05-31,60,59690,0.0039460006003260596,2018-06-30,2020-05-31,24,4,4,-0.022888623502119718,-0.003451946710903958,0.375,0.5416666666666666,0.4107094236112423,0.871,801
2020-07-31,2015-07-31,2020-06-30,60,59695,0.004423401472823154,2018-07-31,2020-06-30,24,4,4,-0.011771737434734288,5.856488226338441e-05,0.4166666666666667,0.5416666666666666,0.4394725338493163,0.865,797
2020-08-31,2015-08-31,2020-07-31,60,59700,0.004277410435939515,2018-08-31,2020-07-31,24,4,4,-0.021231969503398947,-0.004637069209674859,0.375,0.5,0.4277715513272542,0.859,791
2020-09-30,2015-09-30,2020-08-31,60,59706,0.004295515970426909,2018-09-30,2020-08-31,24,4,4,-0.016632888442292684,-0.004116426768296121,0.4166666666666667,0.5,0.44806352223562984,0.865,788
2020-10-31,2015-10-31,2020-09-30,60,59706,0.004160948899468203,2018-10-31,2020-09-30,24,4,4,-0.017794231464146885,-0.013718917033031672,0.4166666666666667,0.4583333333333333,0.4794067035011669,0.84,786
2020-11-30,2015-11-30,2020-10-31,60,59705,0.004382241501857379,2018-11-30,2020-10-31,24,4,4,-0.030520963421802962,-0.02083106361488856,0.4166666666666667,0.4166666666666667,0.4757941873894733,0.852,788
2020-12-31,2015-12-31,2020-11-30,60,59706,0.004328878273141755,2018-12-31,2020-11-30,24,4,4,-0.039354950827541306,-0.029489403241043072,0.375,0.375,0.4753561158364848,0.851,776
2021-01-31,2016-01-31,2020-12-31,60,59710,0.0048953057696076,2019-01-31,2020-12-31,24,4,4,-0.02462316795125123,-0.006403329730288988,0.4166666666666667,0.4166666666666667,0.4545759938695411,0.815,766
2021-02-28,2016-02-29,2021-01-31,60,59711,0.0069753354493738776,2019-02-28,2021-01-31,24,4,4,-0.029561850807844514,0.008816228872184697,0.4166666666666667,0.4583333333333333,0.3952139576061944,0.815,775
2021-03-31,2016-03-31,2021-02-28,60,59715,0.006294227218243895,2019-03-31,2021-02-28,24,4,4,-0.02700989561138979,-0.00871180076500277,0.4166666666666667,0.4166666666666667,0.45438197391328083,0.81,775
2021-04-30,2016-04-30,2021-03-31,60,59725,0.0063083034980537245,2019-04-30,2021-03-31,24,4,4,-0.02588786127237778,-0.015274546658268544,0.4166666666666667,0.375,0.4838889594372922,0.815,758
2021-05-31,2016-05-31,2021-04-30,60,59734,0.007432871986862857,2019-05-31,2021-04-30,24,4,4,-0.021809641535343843,-0.024715707318941713,0.4166666666666667,0.375,0.5176744639121237,0.811,761
2021-06-30,2016-06-30,2021-05-31,60,59739,0.006930142382968321,2019-06-30,2021-05-31,24,4,4,-0.018765925865225547,-0.01818622081144605,0.4166666666666667,0.4166666666666667,0.49855074142417277,0.809,756
