case,primary,missing_return_policy,cost_bps_one_way,full_months,full_arithmetic_annualized_return,full_cagr,full_cumulative_return,full_annualized_volatility,full_annualized_sharpe,full_maximum_drawdown,evaluation_months,evaluation_arithmetic_annualized_return,evaluation_cagr,evaluation_cumulative_return,evaluation_annualized_volatility,evaluation_annualized_sharpe,evaluation_maximum_drawdown,evaluation_start,evaluation_end,jkp_residual_mean_annualized,jkp_residual_se_annualized,jkp_residual_t_hac,jkp_residual_p_two_sided,jkp_residual_ci_low_annualized,jkp_residual_ci_high_annualized,exploratory_bonferroni69_p,hac_lags,average_traded_notional,annualized_linear_cost_drag,minimum_finite_signal_count,maximum_missing_forward_gross_weight
zero_cost_0,False,zero,0.0,305,0.03194711443888347,0.0001636207773711984,0.0041670125240125255,0.2507470021466982,0.12740776226785347,-0.652569684548828,185,0.005496629261371204,-0.010239943796134576,-0.1467303220627303,0.17637642394519912,0.031164194955438197,-0.439815829275929,2009-08-31,2024-12-31,-0.0007982382201742881,0.02969054385491873,-0.026885267716039052,0.9785512439305795,-0.05899063485722203,0.05739415841687344,1.0,4,2.3434175167689286,0.0,645,0.0366300756939238
zero_cost_5,False,zero,5.0,305,0.017886609338269886,-0.013821401612925222,-0.29794550441875167,0.2506965768987133,0.07134764087942236,-0.6927614391073114,185,-0.00926511772654359,-0.02476083500709325,-0.32059305528617066,0.1762699459191265,-0.052562095473691645,-0.4556475787413464,2009-08-31,2024-12-31,-0.015600207585867689,0.02973489350647828,-0.5246431295430368,0.599831298570471,-0.07387952794269904,0.04267911277096366,1.0,4,2.3434175167689286,0.014060505100613572,645,0.0366300756939238
zero_cost_10,True,zero,10.0,305,0.0038261042376563185,-0.02762801532339909,-0.5093846564825855,0.25065027887038294,0.015264711672772107,-0.7830811068261868,185,-0.024026864714458376,-0.039087138141245314,-0.4591895189225158,0.17616887969492223,-0.13638540902381016,-0.49800344598437263,2009-08-31,2024-12-31,-0.03018366465258184,0.029796076298325418,-1.0130080333523044,0.3110563238094115,-0.0885829010779072,0.028215571772743503,1.0,4,2.3434175167689286,0.028121010201227144,645,0.0366300756939238
zero_cost_25,False,zero,25.0,305,-0.0383554110641844,-0.06799789062129769,-0.8330142460436627,0.25053616996425493,-0.1530933081225626,-0.9238590016342967,185,-0.06831210567820277,-0.08092200986699316,-0.7277200638417198,0.17589824262010897,-0.38836150185842283,-0.7448075350169385,2009-08-31,2024-12-31,-0.07172218435539154,0.03010354166189351,-2.38251648795799,0.017194761958625165,-0.13072404181980385,-0.012720326890979225,1.0,4,2.3434175167689286,0.07030252550306786,645,0.0366300756939238
zero_cost_50,False,zero,50.0,305,-0.10865793656725228,-0.1319009006328521,-0.9725440472595994,0.2504287063865921,-0.4338877045489934,-0.9868181241272759,185,-0.14212084061777674,-0.14697048506831922,-0.9137625521572743,0.17555619126056,-0.8095461606753669,-0.9178561334783011,2009-08-31,2024-12-31,-0.1424376967803441,0.030686607630068655,-4.6416892508109875,3.4557230543791953e-06,-0.20258234254299068,-0.0822930510176975,0.00023844489075216448,4,2.3434175167689286,0.1406050510061357,645,0.0366300756939238
adverse_100_cost_10,False,adverse_100,10.0,305,-0.011846331329583407,-0.044276900593201884,-0.6836942363714926,0.2546230217495863,-0.04652498131623738,-0.8601497139105309,185,-0.03024465511962284,-0.04504913140239375,-0.5086689812625953,0.1760788781771905,-0.1717676500027859,-0.5439317710785514,2009-08-31,2024-12-31,-0.03360451139811781,0.031607960813010275,-1.0631660674637933,0.2877066475828348,-0.09555497621637131,0.028345953420135694,1.0,4,2.3434175167689286,0.028121010201227144,645,0.0366300756939238
