candidate_id,series_type,archive,agent,mode,formation_month,realization_month,date,gross_return,traded_notional,net_costed_return,gross_nav,net_costed_nav,transaction_cost_nav,missing_execution_weight,month_complete,scheduled_complete,analysis_eligible,failure_flag,candidate_return_kind,cost_status
authors__results_22_24__altman,authors,results_22_24,altman,archived-portfolio,2023-12-31,2024-03-31,2024-03-31,0.019816124120924705,0.0,0.019816124120923817,1.4892922035347773,1.4883770145907633,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__altman,authors,results_22_24,altman,archived-portfolio,2024-03-31,2024-04-30,2024-04-30,-0.054485691294545724,0.781582996920723,-0.054559591085248105,1.4081470882856078,1.407171773294009,0.00011647156681434912,1.1102230246251565e-16,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__altman,authors,results_22_24,altman,archived-portfolio,2024-03-31,2024-05-31,2024-05-31,0.046384975054247324,0.0,0.046384975054247324,1.4734639558484468,1.4724434008952927,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__altman,authors,results_22_24,altman,archived-portfolio,2024-03-31,2024-06-30,2024-06-30,0.04225295403714391,0.0,0.04225295403714413,1.5357221606502993,1.5346584842356177,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__altman,authors,results_22_24,altman,archived-portfolio,2024-06-30,2024-07-31,2024-07-31,-0.03195017990691329,0.47960215518048016,-0.03199660778491753,1.4866555613304886,1.4855546186317345,7.33532450226086e-05,1.1102230246251565e-16,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__altman,authors,results_22_24,altman,archived-portfolio,2024-06-30,2024-08-31,2024-08-31,0.019440049046279384,0.0,0.019440049046279384,1.5155562183576774,1.5144338732788623,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__altman,authors,results_22_24,altman,archived-portfolio,2024-06-30,2024-09-30,2024-09-30,0.005271556719982584,0.0,0.005271556719982584,1.5235455589250722,1.5224172973405146,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__altman,authors,results_22_24,altman,archived-portfolio,2024-09-30,2024-10-31,2024-10-31,-0.00911581736915934,0.9074022251698418,-0.00920573042038042,1.5096571958563174,1.5084023341138737,0.00013630675489454972,1.1102230246251565e-16,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__altman,authors,results_22_24,altman,archived-portfolio,2024-09-30,2024-11-30,2024-11-30,0.08559249697923788,0.0,0.08559249697923832,1.6388725248323341,1.6375102563399915,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__altman,authors,results_22_24,altman,archived-portfolio,2024-09-30,2024-12-31,2024-12-31,-0.03817989251864318,0.0,-0.03817989251864318,1.5763005479824783,1.5749902907547548,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__altman,authors,results_22_24,altman,archived-portfolio,2024-12-31,2025-01-31,2025-01-31,0.014847533859226436,1.1068133006285235,0.014735209184368214,1.5997047237409654,1.598198102152375,0.00017432202021681482,1.1102230246251565e-16,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__altman,authors,results_22_24,altman,archived-portfolio,2024-12-31,2025-02-28,2025-02-28,-0.07136306593664166,0.0,-0.0713630659366421,1.4855448900614818,1.4841457856086588,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__altman,authors,results_22_24,altman,archived-portfolio,2024-12-31,2025-03-31,2025-03-31,-0.03125600854495014,0.0,-0.03125600854495014,1.439112686283813,1.4377573122517229,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2022-03-31,2022-04-30,2022-04-30,-0.09260315646814354,1.0000000000000002,-0.09269389615249668,0.9073968435318565,0.9073061038475033,0.00010000000000000003,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2022-03-31,2022-05-31,2022-05-31,0.05138933149723224,0.0,0.05138933149723246,0.9540273607236571,0.9539319579875851,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2022-03-31,2022-06-30,2022-06-30,-0.11644134765910619,0.0,-0.11644134765910652,0.8429391291373343,0.8428548352244205,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2022-06-30,2022-07-31,2022-07-31,0.059258448912751005,0.7976119205998966,0.059173961196165914,0.8928903944578778,0.8927298945379912,6.696680347934075e-05,2.220446049250313e-16,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2022-06-30,2022-08-31,2022-08-31,-0.03356366850960879,0.0,-0.03356366850960846,0.8629217172428797,0.8627666042891003,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2022-06-30,2022-09-30,2022-09-30,-0.09304738054125716,0.0,-0.09304738054125716,0.7826291118412664,0.7824884317415242,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2022-09-30,2022-10-31,2022-10-31,0.09401130952289827,0.933809943857904,0.09390914965894526,0.8562050995162067,0.8559712549843324,7.306954785140121e-05,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2022-09-30,2022-11-30,2022-11-30,0.10258296033182956,0.0,0.10258296033183001,0.9440371532757879,0.9437793202795769,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2022-09-30,2022-12-31,2022-12-31,-0.05169466306783799,0.0,-0.051694663067837765,0.895235470713675,0.8949909663073312,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2022-12-31,2023-01-31,2023-01-31,0.10812433654293208,1.3462143797979225,0.10797515925128609,0.9920322120342906,0.9916277584228277,0.00012048497086321672,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2022-12-31,2023-02-28,2023-02-28,0.007942136645805897,0.0,0.007942136645806341,0.999911067419308,0.9995034015819964,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2022-12-31,2023-03-31,2023-03-31,0.08586066943594561,0.0,0.08586066943594539,1.0857641010443408,1.085321432745331,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2023-03-31,2023-04-30,2023-04-30,0.012120717835226058,1.1184104425620862,0.012007521197230142,1.098924341348717,1.0983534528548289,0.00012138348239188234,1.1102230246251565e-16,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2023-03-31,2023-05-31,2023-05-31,0.0893165346648479,0.0,0.08931653466484746,1.197076455376835,1.196454577100992,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2023-03-31,2023-06-30,2023-06-30,0.05907868778472536,0.0,0.0590786877847258,1.2677981615384888,1.2671395435101476,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2023-06-30,2023-07-31,2023-07-31,0.05364654726467544,0.5137614678899083,0.05359241496499911,1.335811155533532,1.335048611744503,6.510074718951218e-05,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2023-06-30,2023-08-31,2023-08-31,0.0008992149625151047,0.0,0.0008992149625155488,1.3370123369116822,1.3362491074318692,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2023-06-30,2023-09-30,2023-09-30,-0.04947823469318535,0.0,-0.049478234693185574,1.2708593267182817,1.2701338604857955,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2023-09-30,2023-10-31,2023-10-31,-0.005623212963273172,0.4625537015752018,-0.005669208229633904,1.2637130140777828,1.2629332071511927,5.875051186637057e-05,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2023-09-30,2023-11-30,2023-11-30,0.10662471307495114,0.0,0.1066247130749518,1.398456051612908,1.3975930979965172,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2023-09-30,2023-12-31,2023-12-31,0.04944715924101817,0.0,0.04944715924101817,1.467605730688577,1.4667001064672989,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2023-12-31,2024-01-31,2024-01-31,0.015568030463740001,0.45213721414129043,0.015522112853733283,1.4904534614126963,1.4894663910424668,6.631497001188587e-05,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2023-12-31,2024-02-29,2024-02-29,0.08964950139270345,0.0,0.08964950139270389,1.6240718710773736,1.622996310340614,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2023-12-31,2024-03-31,2024-03-31,0.012865111972040433,0.0,0.012865111972040433,1.644965737549425,1.6438763396033544,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2024-03-31,2024-04-30,2024-04-30,-0.032624435654518336,0.4460330866489741,-0.032667583805410016,1.5912996586908565,1.5901748715136312,7.33614811512708e-05,1.1102230246251565e-16,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2024-03-31,2024-05-31,2024-05-31,0.08978665636134675,0.0,0.08978665636134675,1.734177134313661,1.7329513562566743,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2024-03-31,2024-06-30,2024-06-30,0.055665092513046854,0.0,0.05566509251304663,1.8307102649292413,1.8294162538233119,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2024-06-30,2024-07-31,2024-07-31,-0.0029231003550433954,1.1,-0.003032778814004544,1.825358915103845,1.823868038966721,0.00020239684177658906,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2024-06-30,2024-08-31,2024-08-31,0.02701949564533601,0.0,0.027019495645336233,1.8746791923616686,1.8731480335032502,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2024-06-30,2024-09-30,2024-09-30,0.01039899911316633,0.0,0.010398999113166552,1.894173979620509,1.89262689824248,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2024-09-30,2024-10-31,2024-10-31,-0.009137008094849297,0.6994207221852671,-0.009206311105787734,1.8768668966356636,1.8752027862100777,0.0001310911465055033,2.220446049250313e-16,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2024-09-30,2024-11-30,2024-11-30,0.04438728787142865,0.0,0.04438728787142843,1.9601759278729856,1.958437952098889,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2024-09-30,2024-12-31,2024-12-31,0.0009411047974645648,0.0,0.0009411047974647868,1.9620206588425815,1.9602810474511465,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2024-12-31,2025-01-31,2025-01-31,0.029966242438119517,0.4546763543679569,0.02991941230849604,2.0208150455740572,2.018931504350368,8.912934401916874e-05,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2024-12-31,2025-02-28,2025-02-28,-0.029307463258850586,0.0,-0.029307463258850475,1.961590082872963,1.9597617434644838,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__buffett,authors,results_22_24,buffett,archived-portfolio,2024-12-31,2025-03-31,2025-03-31,-0.06925949135904608,0.0,-0.06925949135904608,1.8257313514782327,1.8240296419272164,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2022-03-31,2022-04-30,2022-04-30,-0.10399212773582411,0.9999999999999998,-0.10408172852305053,0.8960078722641759,0.8959182714769495,9.999999999999998e-05,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2022-03-31,2022-05-31,2022-05-31,0.028068175258698647,0.0,0.028068175258698425,0.9211571782560604,0.9210650625382346,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2022-03-31,2022-06-30,2022-06-30,-0.10441995200373289,0.0,-0.10441995200373266,0.8249699899146685,0.8248874929156771,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2022-06-30,2022-07-31,2022-07-31,0.11412157815064172,0.6676855922334617,0.1140471898580695,0.9191168670906495,0.9189635934317784,5.4976682650127754e-05,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2022-06-30,2022-08-31,2022-08-31,-0.048867724147527825,0.0,-0.0488677241475276,0.8742017175703237,0.8740559340463335,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2022-06-30,2022-09-30,2022-09-30,-0.08426901120256058,0.0,-0.0842690112025607,0.8005336032390924,0.8004001047485184,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2022-09-30,2022-10-31,2022-10-31,0.08026053683211964,0.6180887972775975,0.080193767138524,0.8647848599872131,0.8645872043663713,4.947183380848747e-05,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2022-09-30,2022-11-30,2022-11-30,0.10609430268884257,0.0,0.10609430268884235,0.9565336066834248,0.956314980927317,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2022-09-30,2022-12-31,2022-12-31,-0.07156431057891355,0.0,-0.07156431057891355,0.8880799385755639,0.8878769586209667,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2022-12-31,2023-01-31,2023-01-31,0.10904193505187365,0.5577052411503719,0.10898008320189034,0.9849178935585924,0.984637863444521,4.951736333195651e-05,3.3306690738754696e-16,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2022-12-31,2023-02-28,2023-02-28,0.0027595689258299583,0.0,0.0027595689258299583,0.9876358423721505,0.987355039495678,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2022-12-31,2023-03-31,2023-03-31,0.07908130246701828,0.0,0.07908130246701806,1.065739371150051,1.0654363620163703,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2023-03-31,2023-04-30,2023-04-30,-0.006629452579551609,0.624443277802998,-0.006691482935622384,1.0586741025268505,1.0583070127809462,6.653045741880039e-05,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2023-03-31,2023-05-31,2023-05-31,0.0755298714189927,0.0,0.07552987141899314,1.138635621365321,1.13824080537811,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2023-03-31,2023-06-30,2023-06-30,0.06174616658141607,0.0,0.06174616658141607,1.2089420061176783,1.208522811756752,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2023-06-30,2023-07-31,2023-07-31,0.0417051378894433,0.44172788163524535,0.04165912286905882,1.2593610991831563,1.2588688120617868,5.3383822154518036e-05,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2023-06-30,2023-08-31,2023-08-31,-0.005740261719202833,0.0,-0.005740261719203055,1.252132036874862,1.25164257561041,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2023-06-30,2023-09-30,2023-09-30,-0.04833019232089031,0.0,-0.048330192320890863,1.1916162547215519,1.1911504492141436,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2023-09-30,2023-10-31,2023-10-31,-0.021555306656217188,0.5244236388218242,-0.02160661860886426,1.1659306009344959,1.1654137157521962,6.246674529611316e-05,3.3306690738754696e-16,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2023-09-30,2023-11-30,2023-11-30,0.11321449330343247,0.0,0.11321449330343292,1.2979308431462613,1.297355439069952,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2023-09-30,2023-12-31,2023-12-31,0.06284556001673147,0.0,0.0628455600167317,1.3795000338467764,1.3788884681790559,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2023-12-31,2024-01-31,2024-01-31,0.015228186219277351,0.6322184515588093,0.01516400162009024,1.4005073172516944,1.399797935144447,8.717587322244613e-05,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2023-12-31,2024-02-29,2024-02-29,0.06358222089054477,0.0,0.06358222089054522,1.4895546828560158,1.4888001966589302,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2023-12-31,2024-03-31,2024-03-31,0.016061394366662762,0.0,0.01606139436666254,1.5134790080480756,1.5127124037506339,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2024-03-31,2024-04-30,2024-04-30,-0.048472174468286666,0.578125863536408,-0.048527184752868546,1.4401173895158799,1.439304729455871,8.735102931871142e-05,1.1102230246251565e-16,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
authors__results_22_24__ensemble,authors,results_22_24,ensemble,archived-portfolio,2024-03-31,2024-05-31,2024-05-31,0.06153400240047202,0.0,0.06153400240047291,1.5287335764193115,1.5278709101332204,0.0,0.0,True,True,True,,long_only_total_return,1bp_times_one_way_traded_notional
