candidate_id,benchmark,n_months,n_factors,sample_start,sample_end,status,alpha_monthly,alpha_annualized,alpha_tstat_hac,alpha_pvalue,r_squared,residual_monthly_volatility,factor_rank,series_type,archive,agent,mode,modal_ridge_penalty,alpha_pvalue_holm_within_benchmark,significant_5pct_raw,significant_5pct_holm,alpha_pvalue_holm_replay_family,significant_5pct_holm_replay_family
replay__results__tool-routing__greenblatt,jkp_top1000_capm,12,1,2024-01-31,2024-12-31,identified_ols,-0.004601297848656781,-0.05521557418388137,-1.154692633958399,0.27506336607094606,0.7378120572278978,0.017133877663839767,2.0,replay,results,greenblatt,tool-routing,,1.0,False,False,1.0,False
replay__results__tool-routing__piotroski,jkp_top1000_capm,12,1,2024-01-31,2024-12-31,identified_ols,-0.010858448242191577,-0.13030137890629892,-2.918896393513806,0.015329412154763602,0.7954872854003017,0.023282625760790356,2.0,replay,results,piotroski,tool-routing,,0.44455295248814447,True,False,0.27745449498120156,False
authors__results_22_24__altman,mean_excess_return,36,0,2022-04-30,2025-03-31,identified_ols,0.008581562623180277,0.10297875147816332,0.8923753859269311,0.37828632576302723,0.0,0.06616276687192686,1.0,authors,results_22_24,altman,archived-portfolio,,1.0,False,False,,False
authors__results_22_24__buffett,mean_excess_return,36,0,2022-04-30,2025-03-31,identified_ols,0.014924985179198118,0.17909982215037742,1.5881491067516575,0.12124672223525235,0.0,0.05996325688928902,1.0,authors,results_22_24,buffett,archived-portfolio,,1.0,False,False,,False
authors__results_22_24__ensemble,mean_excess_return,36,0,2022-04-30,2025-03-31,identified_ols,0.010930667246850032,0.13116800696220038,1.3172989588855584,0.19629756466349366,0.0,0.061104193231662975,1.0,authors,results_22_24,ensemble,archived-portfolio,,1.0,False,False,,False
authors__results_22_24__graham,mean_excess_return,36,0,2022-04-30,2025-03-31,identified_ols,0.012178173671828897,0.14613808406194675,1.2583841608024708,0.21658279015039658,0.0,0.06938526819137386,1.0,authors,results_22_24,graham,archived-portfolio,,1.0,False,False,,False
authors__results_22_24__greenblatt,mean_excess_return,36,0,2022-04-30,2025-03-31,identified_ols,0.01016733067213286,0.12200796806559433,1.4608927539727077,0.15296478922202164,0.0,0.058397250797421925,1.0,authors,results_22_24,greenblatt,archived-portfolio,,1.0,False,False,,False
authors__results_22_24__piotroski,mean_excess_return,36,0,2022-04-30,2025-03-31,identified_ols,0.008301834607907305,0.09962201529488766,1.1223569971004947,0.2693514111357429,0.0,0.06056241276682935,1.0,authors,results_22_24,piotroski,archived-portfolio,,1.0,False,False,,False
authors__results__altman,mean_excess_return,15,0,2024-01-31,2025-03-31,identified_ols,-0.0011949831723329946,-0.014339798067995936,-0.16124189245888637,0.8742066113949105,0.0,0.037352163600405296,1.0,authors,results,altman,archived-portfolio,,1.0,False,False,,False
authors__results__buffett,mean_excess_return,15,0,2024-01-31,2025-03-31,identified_ols,0.009033895285308223,0.10840674342369869,0.9438336955664742,0.36125900540643796,-2.220446049250313e-16,0.04327516094515058,1.0,authors,results,buffett,archived-portfolio,,1.0,False,False,,False
authors__results__ensemble,mean_excess_return,15,0,2024-01-31,2025-03-31,identified_ols,0.004651798085937876,0.05582157703125451,0.5797344409268596,0.5713060318622829,0.0,0.04027524080515293,1.0,authors,results,ensemble,archived-portfolio,,1.0,False,False,,False
authors__results__graham,mean_excess_return,15,0,2024-01-31,2025-03-31,identified_ols,0.007048776393638185,0.08458531672365822,0.5988331938591986,0.5588498095677478,0.0,0.05254702579832812,1.0,authors,results,graham,archived-portfolio,,1.0,False,False,,False
authors__results__greenblatt,mean_excess_return,15,0,2024-01-31,2025-03-31,identified_ols,0.0011131244187887579,0.013357493025465093,0.15689931044959154,0.8775644305405927,-2.220446049250313e-16,0.03332480378763503,1.0,authors,results,greenblatt,archived-portfolio,,1.0,False,False,,False
authors__results__piotroski,mean_excess_return,15,0,2024-01-31,2025-03-31,identified_ols,0.006672865906323015,0.08007439087587617,0.6837416279053387,0.5052984810579373,0.0,0.053152190194828995,1.0,authors,results,piotroski,archived-portfolio,,1.0,False,False,,False
jkp_proxy__guru_altman_distress_avoidance,mean_excess_return,305,0,1999-08-31,2024-12-31,identified_ols,0.0064497557120246005,0.0773970685442952,1.4557125577832777,0.1465040013961062,0.0,0.0679425314084922,1.0,jkp_proxy,jkp_1999_2024,altman,motif-proxy,,1.0,False,False,,False
jkp_proxy__guru_buffett_quality_compounder,mean_excess_return,305,0,1999-08-31,2024-12-31,identified_ols,0.00771545741033336,0.09258548892400033,3.0894054054122826,0.0021909568714554707,0.0,0.04059762131719241,1.0,jkp_proxy,jkp_1999_2024,buffett,motif-proxy,,0.09202018860112977,True,False,,False
jkp_proxy__guru_equal_weight_style_ensemble,mean_excess_return,305,0,1999-08-31,2024-12-31,identified_ols,0.007732614986301465,0.09279137983561758,1.7044536026955757,0.08931810149154422,0.0,0.06827545727957467,1.0,jkp_proxy,jkp_1999_2024,ensemble,motif-proxy,,1.0,False,False,,False
jkp_proxy__guru_graham_deep_value_defensive,mean_excess_return,305,0,1999-08-31,2024-12-31,identified_ols,0.0043588284595247615,0.05230594151429714,0.9567371135355798,0.3394601727574823,1.1102230246251565e-16,0.07354723007943742,1.0,jkp_proxy,jkp_1999_2024,graham,motif-proxy,,1.0,False,False,,False
jkp_proxy__guru_greenblatt_magic_formula,mean_excess_return,305,0,1999-08-31,2024-12-31,identified_ols,0.003992087345887908,0.0479050481506549,0.738425791945884,0.4608254268732489,0.0,0.07887874671366682,1.0,jkp_proxy,jkp_1999_2024,greenblatt,motif-proxy,,1.0,False,False,,False
jkp_proxy__guru_piotroski_fscore_proxy,mean_excess_return,305,0,1999-08-31,2024-12-31,identified_ols,0.005723027029997468,0.06867632435996962,2.2178219292247263,0.027306010661531422,0.0,0.043725537919262425,1.0,jkp_proxy,jkp_1999_2024,piotroski,motif-proxy,,1.0,True,False,,False
replay__results_22_24__archived-final__altman,mean_excess_return,36,0,2022-04-30,2025-03-31,identified_ols,0.011422840529114724,0.13707408634937668,1.2250207118342533,0.22874806429704667,0.0,0.06562374871960579,1.0,replay,results_22_24,altman,archived-final,,1.0,False,False,1.0,False
replay__results_22_24__archived-final__buffett,mean_excess_return,36,0,2022-04-30,2025-03-31,identified_ols,0.022665184445310054,0.27198221334372064,2.352987481687446,0.024372036298443166,0.0,0.06239363929240659,1.0,replay,results_22_24,buffett,archived-final,,0.9992534882361698,True,False,0.5849288711626359,False
replay__results_22_24__archived-final__ensemble,mean_excess_return,36,0,2022-04-30,2025-03-31,identified_ols,0.012918023948193934,0.1550162873783272,1.583997315468727,0.12218965153649453,0.0,0.06066400950047645,1.0,replay,results_22_24,ensemble,archived-final,,1.0,False,False,1.0,False
replay__results_22_24__archived-final__graham,mean_excess_return,36,0,2022-04-30,2025-03-31,identified_ols,0.009889860309718832,0.11867832371662598,1.0586618005632071,0.2970057959303349,0.0,0.06605328222767763,1.0,replay,results_22_24,graham,archived-final,,1.0,False,False,1.0,False
replay__results_22_24__archived-final__greenblatt,mean_excess_return,36,0,2022-04-30,2025-03-31,identified_ols,0.009634799338660363,0.11561759206392436,1.402150154723422,0.16967772795306912,0.0,0.05791000943953394,1.0,replay,results_22_24,greenblatt,archived-final,,1.0,False,False,1.0,False
replay__results_22_24__archived-final__piotroski,mean_excess_return,36,0,2022-04-30,2025-03-31,identified_ols,0.010390284054308833,0.12468340865170599,1.347413771217499,0.1865055603001511,0.0,0.06318683404316554,1.0,replay,results_22_24,piotroski,archived-final,,1.0,False,False,1.0,False
replay__results_22_24__tool-routing__altman,mean_excess_return,36,0,2022-04-30,2025-03-31,identified_ols,0.010688949193989437,0.12826739032787324,1.1271845766894177,0.26733308697669744,0.0,0.06368538082597976,1.0,replay,results_22_24,altman,tool-routing,,1.0,False,False,1.0,False
replay__results_22_24__tool-routing__buffett,mean_excess_return,36,0,2022-04-30,2025-03-31,identified_ols,0.014742404858426601,0.17690885830111922,1.566851703229635,0.12614716274563448,2.220446049250313e-16,0.06321168144807963,1.0,replay,results_22_24,buffett,tool-routing,,1.0,False,False,1.0,False
replay__results_22_24__tool-routing__ensemble,mean_excess_return,36,0,2022-04-30,2025-03-31,identified_ols,0.011017298878856788,0.13220758654628145,1.355587099735766,0.1839139850651433,0.0,0.06081397232223953,1.0,replay,results_22_24,ensemble,tool-routing,,1.0,False,False,1.0,False
replay__results_22_24__tool-routing__graham,mean_excess_return,36,0,2022-04-30,2025-03-31,identified_ols,0.00991099221977021,0.11893190663724251,1.0808749872575922,0.2871444421569138,0.0,0.06590642678446412,1.0,replay,results_22_24,graham,tool-routing,,1.0,False,False,1.0,False
replay__results_22_24__tool-routing__greenblatt,mean_excess_return,36,0,2022-04-30,2025-03-31,identified_ols,0.00990050737363359,0.11880608848360308,1.4056800814948525,0.16863461277236952,0.0,0.05884038751045646,1.0,replay,results_22_24,greenblatt,tool-routing,,1.0,False,False,1.0,False
replay__results_22_24__tool-routing__piotroski,mean_excess_return,36,0,2022-04-30,2025-03-31,identified_ols,0.009305504574470994,0.11166605489365193,1.245516528685261,0.22121592064320308,0.0,0.06223651726759021,1.0,replay,results_22_24,piotroski,tool-routing,,1.0,False,False,1.0,False
replay__results__archived-final__altman,mean_excess_return,15,0,2024-01-31,2025-03-31,identified_ols,0.0024399848369305857,0.029279818043167028,0.24532046695024284,0.8097678939642295,0.0,0.0474221263911144,1.0,replay,results,altman,archived-final,,1.0,False,False,1.0,False
replay__results__archived-final__buffett,mean_excess_return,15,0,2024-01-31,2025-03-31,identified_ols,0.009127399676051707,0.10952879611262048,0.8544818446030088,0.4072227043404466,2.220446049250313e-16,0.04964980402574126,1.0,replay,results,buffett,archived-final,,1.0,False,False,1.0,False
replay__results__archived-final__ensemble,mean_excess_return,15,0,2024-01-31,2025-03-31,identified_ols,0.005960149338586881,0.07152179206304257,0.7309566718206153,0.4768618760366913,0.0,0.04234260082370262,1.0,replay,results,ensemble,archived-final,,1.0,False,False,1.0,False
replay__results__archived-final__graham,mean_excess_return,15,0,2024-01-31,2025-03-31,identified_ols,0.010632484812846198,0.12758981775415437,1.1135761569062144,0.28421527375508904,0.0,0.05021782537900178,1.0,replay,results,graham,archived-final,,1.0,False,False,1.0,False
replay__results__archived-final__greenblatt,mean_excess_return,15,0,2024-01-31,2025-03-31,identified_ols,0.00169006159301344,0.02028073911616128,0.2529421787848458,0.8039891357092038,0.0,0.03440312366397794,1.0,replay,results,greenblatt,archived-final,,1.0,False,False,1.0,False
replay__results__archived-final__piotroski,mean_excess_return,15,0,2024-01-31,2025-03-31,identified_ols,0.005349984796170263,0.06419981755404315,0.6358845326613427,0.5351091239463802,0.0,0.04760585926595708,1.0,replay,results,piotroski,archived-final,,1.0,False,False,1.0,False
replay__results__tool-routing__altman,mean_excess_return,15,0,2024-01-31,2025-03-31,identified_ols,-0.0005170169190385559,-0.006204203028462671,-0.06201764196365206,0.9514254896029106,0.0,0.04179244961465615,1.0,replay,results,altman,tool-routing,,1.0,False,False,1.0,False
replay__results__tool-routing__buffett,mean_excess_return,15,0,2024-01-31,2025-03-31,identified_ols,0.010621670187999319,0.12746004225599183,0.8422425781523561,0.4138092889763758,0.0,0.04826267751665162,1.0,replay,results,buffett,tool-routing,,1.0,False,False,1.0,False
replay__results__tool-routing__ensemble,mean_excess_return,15,0,2024-01-31,2025-03-31,identified_ols,0.006307196959325487,0.07568636351190584,0.7615752277494079,0.4589512569015147,-2.220446049250313e-16,0.0407512641037816,1.0,replay,results,ensemble,tool-routing,,1.0,False,False,1.0,False
replay__results__tool-routing__graham,mean_excess_return,15,0,2024-01-31,2025-03-31,identified_ols,0.003884144460686201,0.046609733528234415,0.3901927845332018,0.7022662521671361,0.0,0.04780510195857208,1.0,replay,results,graham,tool-routing,,1.0,False,False,1.0,False
replay__results__tool-routing__greenblatt,mean_excess_return,15,0,2024-01-31,2025-03-31,identified_ols,0.008686725120975704,0.10424070145170845,1.3879965433992185,0.18683184325179616,0.0,0.03193955601548767,1.0,replay,results,greenblatt,tool-routing,,1.0,False,False,1.0,False
replay__results__tool-routing__piotroski,mean_excess_return,15,0,2024-01-31,2025-03-31,identified_ols,0.008302032561208234,0.0996243907344988,1.018208118023299,0.3258531824641986,0.0,0.0493240798797298,1.0,replay,results,piotroski,tool-routing,,1.0,False,False,1.0,False
authors__results_22_24__altman,nasdaq100_source_universe_capm,36,1,2022-04-30,2025-03-31,identified_ols,0.001215951754589755,0.014591421055077061,0.27171996080009314,0.7874805128807332,0.8710847302584102,0.02375559100927552,2.0,authors,results_22_24,altman,archived-portfolio,,1.0,False,False,,False
authors__results_22_24__buffett,nasdaq100_source_universe_capm,36,1,2022-04-30,2025-03-31,identified_ols,0.008366663488654339,0.10039996186385207,2.0505387617439093,0.04808414064889618,0.8407854358069747,0.023926358716704565,2.0,authors,results_22_24,buffett,archived-portfolio,,1.0,True,False,,False
authors__results_22_24__ensemble,nasdaq100_source_universe_capm,36,1,2022-04-30,2025-03-31,identified_ols,0.004067668802377421,0.04881202562852906,1.0449353441657616,0.30342545924792924,0.8866576152364268,0.020571558140239504,2.0,authors,results_22_24,ensemble,archived-portfolio,,1.0,False,False,,False
authors__results_22_24__graham,nasdaq100_source_universe_capm,36,1,2022-04-30,2025-03-31,identified_ols,0.004402746777908983,0.052832961334907794,0.9217661417709027,0.3631454462102338,0.8826410434694685,0.023769792524980928,2.0,authors,results_22_24,graham,archived-portfolio,,1.0,False,False,,False
authors__results_22_24__greenblatt,nasdaq100_source_universe_capm,36,1,2022-04-30,2025-03-31,identified_ols,0.004159804813563591,0.04991765776276309,0.824853616454459,0.4152044873789438,0.7438351034273751,0.029556445917684145,2.0,authors,results_22_24,greenblatt,archived-portfolio,,1.0,False,False,,False
authors__results_22_24__piotroski,nasdaq100_source_universe_capm,36,1,2022-04-30,2025-03-31,identified_ols,0.001717492915413973,0.020609914984967677,0.4047231512574096,0.6882160793652878,0.8307848331298306,0.024912815523072465,2.0,authors,results_22_24,piotroski,archived-portfolio,,1.0,False,False,,False
authors__results__altman,nasdaq100_source_universe_capm,15,1,2024-01-31,2025-03-31,identified_ols,-0.007401312914333473,-0.08881575497200167,-1.9680076535554805,0.07077190047659794,0.645383057933878,0.02224310968031715,2.0,authors,results,altman,archived-portfolio,,1.0,False,False,,False
authors__results__buffett,nasdaq100_source_universe_capm,15,1,2024-01-31,2025-03-31,identified_ols,0.0005941912219229947,0.007130294663075937,0.21653410987317429,0.8319323688068916,0.8891119518851793,0.014410566743274573,2.0,authors,results,buffett,archived-portfolio,,1.0,False,False,,False
authors__results__ensemble,nasdaq100_source_universe_capm,15,1,2024-01-31,2025-03-31,identified_ols,-0.002527898345258595,-0.03033478014310314,-0.7426610184545153,0.47089450148710954,0.7428741859611038,0.020422597850367506,2.0,authors,results,ensemble,archived-portfolio,,1.0,False,False,,False
authors__results__graham,nasdaq100_source_universe_capm,15,1,2024-01-31,2025-03-31,identified_ols,-0.0022913728811846026,-0.02749647457421523,-0.5842532033588979,0.5690504741316358,0.7385684472101988,0.02686749278214376,2.0,authors,results,graham,archived-portfolio,,1.0,False,False,,False
authors__results__greenblatt,nasdaq100_source_universe_capm,15,1,2024-01-31,2025-03-31,identified_ols,-0.002575552671363237,-0.030906632056358845,-0.4663190287380089,0.6487046923764174,0.2864082143532801,0.028150915429094515,2.0,authors,results,greenblatt,archived-portfolio,,1.0,False,False,,False
authors__results__piotroski,nasdaq100_source_universe_capm,15,1,2024-01-31,2025-03-31,identified_ols,-0.0016453118746245698,-0.019743742495494838,-0.198388906126834,0.8458096322735444,0.5725236897379768,0.03475179093489321,2.0,authors,results,piotroski,archived-portfolio,,1.0,False,False,,False
jkp_proxy__guru_altman_distress_avoidance,nasdaq100_source_universe_capm,33,1,2022-04-30,2024-12-31,identified_ols,0.0014359889886435748,0.017231867863722897,0.19731605829365553,0.8448682902522835,0.3960818191046954,0.05336277993173002,2.0,jkp_proxy,jkp_1999_2024,altman,motif-proxy,,1.0,False,False,,False
jkp_proxy__guru_buffett_quality_compounder,nasdaq100_source_universe_capm,33,1,2022-04-30,2024-12-31,identified_ols,0.005551470702177454,0.06661764842612945,0.7515905921749452,0.45796577628075286,0.03517643815944027,0.04212997689814097,2.0,jkp_proxy,jkp_1999_2024,buffett,motif-proxy,,1.0,False,False,,False
jkp_proxy__guru_equal_weight_style_ensemble,nasdaq100_source_universe_capm,33,1,2022-04-30,2024-12-31,identified_ols,0.0038162927674509277,0.04579551320941113,0.400419705951935,0.6915936495830279,0.2531223413384528,0.059247556965976826,2.0,jkp_proxy,jkp_1999_2024,ensemble,motif-proxy,,1.0,False,False,,False
jkp_proxy__guru_graham_deep_value_defensive,nasdaq100_source_universe_capm,33,1,2022-04-30,2024-12-31,identified_ols,0.004222574026470854,0.05067088831765025,0.4746456878893328,0.6383663103535102,0.5150715872684434,0.05680193206739753,2.0,jkp_proxy,jkp_1999_2024,graham,motif-proxy,,1.0,False,False,,False
jkp_proxy__guru_greenblatt_magic_formula,nasdaq100_source_universe_capm,33,1,2022-04-30,2024-12-31,identified_ols,-0.004213976943895817,-0.0505677233267498,-0.318690779991038,0.7520983732648943,0.129801264878881,0.07630118334135962,2.0,jkp_proxy,jkp_1999_2024,greenblatt,motif-proxy,,1.0,False,False,,False
jkp_proxy__guru_piotroski_fscore_proxy,nasdaq100_source_universe_capm,33,1,2022-04-30,2024-12-31,identified_ols,0.0013960451296531637,0.016752541555837965,0.27665692543455506,0.7838798503729097,0.038250212173249865,0.040007674953178765,2.0,jkp_proxy,jkp_1999_2024,piotroski,motif-proxy,,1.0,False,False,,False
replay__results_22_24__archived-final__altman,nasdaq100_source_universe_capm,36,1,2022-04-30,2025-03-31,identified_ols,0.004400429310601289,0.05280515172721546,0.932687430781901,0.35755781993422786,0.8048605105100932,0.028989025603122612,2.0,replay,results_22_24,altman,archived-final,,1.0,False,False,1.0,False
replay__results_22_24__archived-final__buffett,nasdaq100_source_universe_capm,36,1,2022-04-30,2025-03-31,identified_ols,0.01599260923708085,0.1919113108449702,2.9003754001474413,0.0064903038674762594,0.8038527385955258,0.02763321667137802,2.0,replay,results_22_24,buffett,archived-final,,0.2725927624340029,True,False,0.15576729281943022,False
replay__results_22_24__archived-final__ensemble,nasdaq100_source_universe_capm,36,1,2022-04-30,2025-03-31,identified_ols,0.006129071392832291,0.07354885671398749,1.5794224587688874,0.12349889544289676,0.8802651363764934,0.020991400896934645,2.0,replay,results_22_24,ensemble,archived-final,,1.0,False,False,1.0,False
replay__results_22_24__archived-final__graham,nasdaq100_source_universe_capm,36,1,2022-04-30,2025-03-31,identified_ols,0.0024893759564734476,0.02987251147768137,0.568282899326048,0.5735773004044846,0.8822703008170103,0.022664044801385574,2.0,replay,results_22_24,graham,archived-final,,1.0,False,False,1.0,False
replay__results_22_24__archived-final__greenblatt,nasdaq100_source_universe_capm,36,1,2022-04-30,2025-03-31,identified_ols,0.003753666608454203,0.045043999301450435,0.7606577428125803,0.45210476371699415,0.724911295536004,0.03037316257342433,2.0,replay,results_22_24,greenblatt,archived-final,,1.0,False,False,1.0,False
replay__results_22_24__archived-final__piotroski,nasdaq100_source_universe_capm,36,1,2022-04-30,2025-03-31,identified_ols,0.0034415150422472326,0.04129818050696679,0.8708911908041094,0.3899214013718213,0.8500270289260282,0.024469950641930457,2.0,replay,results_22_24,piotroski,archived-final,,1.0,False,False,1.0,False
replay__results_22_24__tool-routing__altman,nasdaq100_source_universe_capm,36,1,2022-04-30,2025-03-31,identified_ols,0.003739865857231968,0.044878390286783615,0.6713220127640823,0.5065511349546586,0.8368463303016906,0.02572398060115641,2.0,replay,results_22_24,altman,tool-routing,,1.0,False,False,1.0,False
replay__results_22_24__tool-routing__buffett,nasdaq100_source_universe_capm,36,1,2022-04-30,2025-03-31,identified_ols,0.008091672930070893,0.09710007516085072,1.561146173879866,0.12775023509594757,0.7780623073925902,0.02977918968649459,2.0,replay,results_22_24,buffett,tool-routing,,1.0,False,False,1.0,False
replay__results_22_24__tool-routing__ensemble,nasdaq100_source_universe_capm,36,1,2022-04-30,2025-03-31,identified_ols,0.0043590366407429346,0.052308439688915215,0.9668928720995507,0.3404253517442519,0.8425297097131585,0.024132520632248883,2.0,replay,results_22_24,ensemble,tool-routing,,1.0,False,False,1.0,False
replay__results_22_24__tool-routing__graham,nasdaq100_source_universe_capm,36,1,2022-04-30,2025-03-31,identified_ols,0.0027793727675985407,0.03335247321118249,0.5440704748725429,0.5899433773737219,0.8229831916889301,0.02772905181816274,2.0,replay,results_22_24,graham,tool-routing,,1.0,False,False,1.0,False
replay__results_22_24__tool-routing__greenblatt,nasdaq100_source_universe_capm,36,1,2022-04-30,2025-03-31,identified_ols,0.004130640794331999,0.04956768953198399,0.7439151366095398,0.4620383000356416,0.6758505467026226,0.033500259483512776,2.0,replay,results_22_24,greenblatt,tool-routing,,1.0,False,False,1.0,False
replay__results_22_24__tool-routing__piotroski,nasdaq100_source_universe_capm,36,1,2022-04-30,2025-03-31,identified_ols,0.002536677826621949,0.03044013391946339,0.5647628580682337,0.5759426126327485,0.8313930876472012,0.0255554168495624,2.0,replay,results_22_24,piotroski,tool-routing,,1.0,False,False,1.0,False
replay__results__archived-final__altman,nasdaq100_source_universe_capm,15,1,2024-01-31,2025-03-31,identified_ols,-0.0054163658757365885,-0.06499639050883907,-1.3181678779656658,0.21020210163281622,0.6415921953328731,0.028390285035520053,2.0,replay,results,altman,archived-final,,1.0,False,False,1.0,False
replay__results__archived-final__buffett,nasdaq100_source_universe_capm,15,1,2024-01-31,2025-03-31,identified_ols,-0.00015031743206658787,-0.0018038091847990545,-0.038529973187834674,0.9698505478539678,0.8162563442718913,0.021282552579009816,2.0,replay,results,buffett,archived-final,,1.0,False,False,1.0,False
replay__results__archived-final__ensemble,nasdaq100_source_universe_capm,15,1,2024-01-31,2025-03-31,identified_ols,-0.0016672365085371775,-0.02000683810244613,-0.402110782829104,0.6941356590975595,0.7585352495858307,0.020806757258509015,2.0,replay,results,ensemble,archived-final,,1.0,False,False,1.0,False
replay__results__archived-final__graham,nasdaq100_source_universe_capm,15,1,2024-01-31,2025-03-31,identified_ols,0.001997154291396629,0.02396585149675955,0.25187724493531793,0.8050740631842944,0.6912283159949233,0.027904653581234496,2.0,replay,results,graham,archived-final,,1.0,False,False,1.0,False
replay__results__archived-final__greenblatt,nasdaq100_source_universe_capm,15,1,2024-01-31,2025-03-31,identified_ols,-0.0028716824021130503,-0.034460188825356605,-0.5784699843979804,0.5728326212459514,0.41100344289170887,0.026403059513754754,2.0,replay,results,greenblatt,archived-final,,1.0,False,False,1.0,False
replay__results__archived-final__piotroski,nasdaq100_source_universe_capm,15,1,2024-01-31,2025-03-31,identified_ols,-0.0025017994671938187,-0.030021593606325822,-0.38626251260060784,0.7055500655535385,0.6359094732847645,0.028725334720021183,2.0,replay,results,piotroski,archived-final,,1.0,False,False,1.0,False
replay__results__tool-routing__altman,nasdaq100_source_universe_capm,15,1,2024-01-31,2025-03-31,identified_ols,-0.007679588503105491,-0.0921550620372659,-1.7224646054764634,0.1086742344014586,0.6866282863091344,0.023395251801179334,2.0,replay,results,altman,tool-routing,,1.0,False,False,1.0,False
replay__results__tool-routing__buffett,nasdaq100_source_universe_capm,15,1,2024-01-31,2025-03-31,identified_ols,0.001591290763264988,0.019095489159179857,0.36807937908609506,0.7187378987308668,0.8184055526388907,0.020566609136539713,2.0,replay,results,buffett,tool-routing,,1.0,False,False,1.0,False
replay__results__tool-routing__ensemble,nasdaq100_source_universe_capm,15,1,2024-01-31,2025-03-31,identified_ols,-0.001120979894144003,-0.013451758729728036,-0.2860140848112986,0.7793741775895527,0.7767150044217067,0.019256211845596043,2.0,replay,results,ensemble,tool-routing,,1.0,False,False,1.0,False
replay__results__tool-routing__graham,nasdaq100_source_universe_capm,15,1,2024-01-31,2025-03-31,identified_ols,-0.004973245999724414,-0.059678951996692965,-0.8033798330933571,0.4361987928109513,0.8024952630058536,0.021245306794796002,2.0,replay,results,graham,tool-routing,,1.0,False,False,1.0,False
replay__results__tool-routing__greenblatt,nasdaq100_source_universe_capm,15,1,2024-01-31,2025-03-31,identified_ols,0.004657708398875884,0.055892500786510604,0.8848516773928918,0.39230902394275025,0.3719801669861602,0.025311364287869762,2.0,replay,results,greenblatt,tool-routing,,1.0,False,False,1.0,False
replay__results__tool-routing__piotroski,nasdaq100_source_universe_capm,15,1,2024-01-31,2025-03-31,identified_ols,0.000161121221926663,0.001933454663119956,0.02358409427968004,0.9815425257387811,0.6368064594175902,0.029725423475580715,2.0,replay,results,piotroski,tool-routing,,1.0,False,False,1.0,False
authors__results_22_24__altman,official_ff3_matched_jkp_window,33,3,2022-04-30,2024-12-31,identified_ols,0.003798501261891251,0.04558201514269501,0.8270987107303172,0.414935245918886,0.8989786065080428,0.021316664643492987,4.0,authors,results_22_24,altman,archived-portfolio,,1.0,False,False,,False
authors__results_22_24__buffett,official_ff3_matched_jkp_window,33,3,2022-04-30,2024-12-31,identified_ols,0.01022062454364639,0.12264749452375667,2.1224650904381197,0.042460642961688166,0.8246943294736919,0.0251358124213237,4.0,authors,results_22_24,buffett,archived-portfolio,,0.9341341451571397,True,False,,False
authors__results_22_24__ensemble,official_ff3_matched_jkp_window,33,3,2022-04-30,2024-12-31,identified_ols,0.0050945187620474236,0.06113422514456908,1.3002122900066833,0.20376739026630208,0.9003191926898025,0.019720277184553322,4.0,authors,results_22_24,ensemble,archived-portfolio,,1.0,False,False,,False
authors__results_22_24__graham,official_ff3_matched_jkp_window,33,3,2022-04-30,2024-12-31,identified_ols,0.004698984127396459,0.05638780952875751,0.8744993560753778,0.3890314051064595,0.8626736635640664,0.026475376326700606,4.0,authors,results_22_24,graham,archived-portfolio,,1.0,False,False,,False
authors__results_22_24__greenblatt,official_ff3_matched_jkp_window,33,3,2022-04-30,2024-12-31,identified_ols,0.0040044578877653295,0.048053494653183954,0.9202289138044055,0.3650450393845849,0.8455128703397621,0.023655368745849586,4.0,authors,results_22_24,greenblatt,archived-portfolio,,1.0,False,False,,False
authors__results_22_24__piotroski,official_ff3_matched_jkp_window,33,3,2022-04-30,2024-12-31,identified_ols,0.0022699653252372773,0.02723958390284733,0.5527443139724636,0.5846743872413015,0.8648575928835018,0.022800128680125736,4.0,authors,results_22_24,piotroski,archived-portfolio,,1.0,False,False,,False
authors__results__altman,official_ff3_matched_jkp_window,12,3,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,authors,results,altman,archived-portfolio,,,False,False,,False
authors__results__buffett,official_ff3_matched_jkp_window,12,3,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,authors,results,buffett,archived-portfolio,,,False,False,,False
authors__results__ensemble,official_ff3_matched_jkp_window,12,3,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,authors,results,ensemble,archived-portfolio,,,False,False,,False
authors__results__graham,official_ff3_matched_jkp_window,12,3,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,authors,results,graham,archived-portfolio,,,False,False,,False
authors__results__greenblatt,official_ff3_matched_jkp_window,12,3,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,authors,results,greenblatt,archived-portfolio,,,False,False,,False
authors__results__piotroski,official_ff3_matched_jkp_window,12,3,2024-01-31,2024-12-31,unidentified_or_insufficient_degrees_of_freedom,,,,,,,,authors,results,piotroski,archived-portfolio,,,False,False,,False
jkp_proxy__guru_altman_distress_avoidance,official_ff3_matched_jkp_window,33,3,2022-04-30,2024-12-31,identified_ols,-0.005013062000305937,-0.06015674400367124,-0.682569197877908,0.5002955865862615,0.46673516934577264,0.05014421826771723,4.0,jkp_proxy,jkp_1999_2024,altman,motif-proxy,,1.0,False,False,,False
