formation_month,forecast_reflection_start,forecast_reflection_end,forecast_reflection_months,agent_mean_rankic__news_sentiment,agent_reliability__news_sentiment,agent_mean_rankic__financial_report,agent_reliability__financial_report,agent_mean_rankic__technical,agent_reliability__technical,style_reflection_start,style_reflection_end,style_reflection_months,selected_style,risk_intercept_quantile,risk_intercept_count,finite_scores,style_mean_rankic__aggressive,style_mean_rankic__balanced,style_mean_rankic__conservative
2016-05-31,2011-05-31,2016-04-30,60,-0.0054808714352805755,0.2653621184050938,-0.0037389601855088166,0.27476978531014673,0.02201134473536204,0.45986809628475944,2014-09-30,2016-04-30,20,conservative,0.6,59,837,0.02512875594742555,0.04288544364233958,0.05588459097559574
2016-06-30,2011-06-30,2016-05-31,60,-0.007858752369336584,0.2503935841452324,-0.004729737206846231,0.266563987966237,0.024994771417637476,0.48304242788853063,2014-10-31,2016-05-31,20,conservative,0.6,36,842,0.03776664497679884,0.055876379662763855,0.06719529351720674
2016-07-31,2011-07-31,2016-06-30,60,-0.008573095814878966,0.26425020705497354,-0.0026581097344345094,0.2974351237916364,0.016728937527712595,0.43831466915338996,2014-11-30,2016-06-30,20,conservative,0.6,83,845,0.01545540126242613,0.031263471998620014,0.04233749490592609
2016-08-31,2011-08-31,2016-07-31,60,-0.0067266253196591,0.2874694119236673,-0.0023847906474564087,0.31354821832719526,0.009663413107990381,0.3989823697491375,2014-12-31,2016-07-31,20,conservative,0.6,82,840,0.009962769408113335,0.022960686943044782,0.03362802335867597
2016-09-30,2011-09-30,2016-08-31,60,-0.007161712906343658,0.3071185907830338,-0.005457375996355914,0.31776772786948376,0.0028380454985225427,0.37511368134748235,2015-01-31,2016-08-31,20,conservative,0.6,107,840,0.0014899108707675769,0.010111790007373634,0.01733897297564505
2016-10-31,2011-10-31,2016-09-30,60,-0.008744579132396227,0.28291389170011494,-0.0056277339905351,0.30111115568538765,0.010529544200319488,0.41597495261449746,2015-02-28,2016-09-30,20,conservative,0.6,78,842,0.007818491824674218,0.020838588785132096,0.030094266610366398
2016-11-30,2011-11-30,2016-10-31,60,-0.008533885311535634,0.29541280939494297,-0.006698797401331628,0.30645639883784176,0.0063864567781038205,0.3981307917672154,2015-03-31,2016-10-31,20,conservative,0.6,97,842,-0.0061850983686899,0.0036490196539940957,0.012068139191274311
2016-12-31,2011-12-31,2016-11-30,60,-0.008211180156184114,0.3007483265985405,-0.005165091412274045,0.3196400649242028,0.003432562660725884,0.37961160847725667,2015-04-30,2016-11-30,20,conservative,0.6,91,840,0.0025076008202468553,0.015789748902723187,0.02555790376785106
2017-01-31,2012-01-31,2016-12-31,60,-0.008149453689809674,0.290999581206323,-0.0061769664946691415,0.3027088861589581,0.008538003039151924,0.406291532634719,2015-05-31,2016-12-31,20,conservative,0.6,108,843,-0.0076406954624295784,0.004149081171803665,0.014194764701933368
2017-02-28,2012-02-29,2017-01-31,60,-0.011438547640061166,0.2739445900304372,-0.005993950384991996,0.30545968468309015,0.009998764363708194,0.42059572528647265,2015-06-30,2017-01-31,20,conservative,0.6,89,840,-0.022736719167725693,-0.010076740041219114,0.0017472694772391194
2017-03-31,2012-03-31,2017-02-28,60,-0.009376281881158929,0.2899918257733122,-0.005440490193596899,0.31374123987714886,0.006235484379462842,0.39626693434953886,2015-07-31,2017-02-28,20,conservative,0.6,78,844,-0.02802031677616585,-0.018419473546540655,-0.00763052766955679
2017-04-30,2012-04-30,2017-03-31,60,-0.008580239375925303,0.28619814715915554,-0.0010499248883213996,0.33271646902159896,0.005736713692442637,0.3810853838192454,2015-08-31,2017-03-31,20,conservative,0.6,95,841,-0.016647171820427492,-0.007824577704649904,0.0026604465323939092
2017-05-31,2012-05-31,2017-04-30,60,-0.007417513899098145,0.29106106615197097,0.0010919293544670169,0.345061257605648,0.003746719221051007,0.3638776762423811,2015-09-30,2017-04-30,20,conservative,0.6,86,849,-0.017753219216162085,-0.00963263555835824,0.00042495160840717026
2017-06-30,2012-06-30,2017-05-31,60,-0.010041333336381658,0.29037845017883873,0.0007898659084327933,0.36061433303539936,-0.0008459569546881721,0.3490072167857619,2015-10-31,2017-05-31,20,conservative,0.6,102,843,-0.01778032029737945,-0.00965221178509723,0.000589421510491396
2017-07-31,2012-07-31,2017-06-30,60,-0.010319159999155569,0.29322892112122184,-0.001069059276379961,0.35281915580958095,-0.0009087855663476813,0.3539519230691972,2015-11-30,2017-06-30,20,conservative,0.6,106,845,-0.022758639643153045,-0.014414192184120652,-0.0044349388743506
2017-08-31,2012-08-31,2017-07-31,60,-0.011424536717396884,0.274454056504001,-0.002180822356635502,0.3301866704584288,0.006826014689199458,0.3953592730375701,2015-12-31,2017-07-31,20,conservative,0.6,96,840,-0.024492356494768115,-0.01833744210782632,-0.009706817657914502
2017-09-30,2012-09-30,2017-08-31,60,-0.011106329013229442,0.2813794925503353,-0.0012582722395209445,0.3426348836289682,0.003386003117968537,0.37598562382069645,2016-01-31,2017-08-31,20,conservative,0.6,103,838,-0.038792855841760045,-0.03907119648581737,-0.033914747454976094
2017-10-31,2012-10-31,2017-09-30,60,-0.009306787345514534,0.2710576041974508,0.0027162236220372163,0.34474036871020414,0.0081350709821341,0.384202027092345,2016-02-29,2017-09-30,20,conservative,0.6,105,847,-0.026602300461534344,-0.027012739183341183,-0.023156968156300813
2017-11-30,2012-11-30,2017-10-31,60,-0.008810141507482923,0.27325127094005136,0.0025089814552077794,0.34267217684283774,0.008212363952852932,0.3840765522171109,2016-03-31,2017-10-31,20,conservative,0.6,102,847,-0.01326442647421397,-0.01291858230994342,-0.007023464444504628
2017-12-31,2012-12-31,2017-11-30,60,-0.005631557971342832,0.27871017553988947,0.005107150305267818,0.3454840959209841,0.009313436323581416,0.3758057285391264,2016-04-30,2017-11-30,20,conservative,0.6,109,847,0.0013472801707120293,0.0009525706153901053,0.005790612481966858
2018-01-31,2013-01-31,2017-12-31,60,-0.006407694440566831,0.268328020414437,0.008297797357440712,0.3600777660101743,0.009871917875092175,0.3715942135753887,2016-05-31,2017-12-31,20,conservative,0.6,111,849,0.00617231358454851,0.004359950821596731,0.008695857444948439
2018-02-28,2013-02-28,2018-01-31,60,-0.005238155079562186,0.2704550631314413,0.010264684901766206,0.36876617050354116,0.009169793702411564,0.36077876636501766,2016-06-30,2018-01-31,20,aggressive,1.0,0,847,0.0014542275373417395,-0.0037133022962915208,-5.367277301453477e-05
2018-03-31,2013-03-31,2018-02-28,60,-0.006666982219717815,0.25982428924613515,0.013236051008242385,0.3868613099280029,0.008700653903945532,0.3533144008258621,2016-07-31,2018-02-28,20,conservative,0.6,105,844,0.01676837701203853,0.015605651650028803,0.019712784669924387
2018-04-30,2013-04-30,2018-03-31,60,-0.007458675691148882,0.2550394969515226,0.01231982886156792,0.37879248199789517,0.010625018248735825,0.36616802105058227,2016-08-31,2018-03-31,20,conservative,0.6,98,843,0.02042007319523807,0.022219805815942323,0.026257181387932815
2018-05-31,2013-05-31,2018-04-30,60,-0.005515557736462826,0.24930060543503146,0.01404094026924439,0.36862850639437716,0.015831779436086404,0.38207088817059137,2016-09-30,2018-04-30,20,conservative,0.6,114,839,0.030512992591255034,0.031613094918190386,0.036102025577007
2018-06-30,2013-06-30,2018-05-31,60,-0.00531507553176042,0.2523835354553831,0.01565684146965069,0.3839023550836576,0.012955836912313752,0.3637141094609591,2016-10-31,2018-05-31,20,conservative,0.6,109,840,0.03089650619871744,0.03184243021751052,0.03615467480450664
2018-07-31,2013-07-31,2018-06-30,60,-0.008243733652011035,0.2436450605017855,0.015269270930747746,0.3899320869029829,0.012160041613805095,0.36642285259523155,2016-11-30,2018-06-30,20,conservative,0.6,107,843,0.030510060891393527,0.0353802011215601,0.04377349021510911
2018-08-31,2013-08-31,2018-07-31,60,-0.0070371180401829405,0.24062669562380085,0.016095740714806583,0.3821846721989509,0.015437815017401248,0.3771886321772483,2016-12-31,2018-07-31,20,conservative,0.6,122,851,0.04647121704608939,0.04840486845785477,0.054985493544415696
2018-09-30,2013-09-30,2018-08-31,60,-0.007690900677822767,0.240671261685351,0.015068078632474126,0.3794077670132272,0.015135665217893845,0.3799209713014218,2017-01-31,2018-08-31,20,conservative,0.6,104,852,0.04896573697365874,0.0528553122938555,0.059261214858701936
2018-10-31,2013-10-31,2018-09-30,60,-0.010803025289609613,0.23468399889088667,0.012808964129880977,0.3763350029702727,0.014461503249424738,0.38898099813884063,2017-02-28,2018-09-30,20,conservative,0.6,83,847,0.04524078300346074,0.05202475454365747,0.059202677838252706
2018-11-30,2013-11-30,2018-10-31,60,-0.01167078752837772,0.23312292617314828,0.01176931589449267,0.37254877283877497,0.014610108421078453,0.39432830098807675,2017-03-31,2018-10-31,20,conservative,0.6,109,851,0.037412036676808993,0.04516128980560287,0.05290338866743094
2018-12-31,2013-12-31,2018-11-30,60,-0.011753838539639787,0.21966106855707138,0.014501087271603562,0.3713645806211692,0.019324495520615815,0.4089743508217595,2017-04-30,2018-11-30,20,conservative,0.6,78,851,0.037457532171262964,0.04655959667675147,0.055085228484292516
2019-01-31,2014-01-31,2018-12-31,60,-0.013538139337292487,0.22614296267701736,0.01495435588656211,0.3998211339492652,0.0116210813445336,0.37403590337371734,2017-05-31,2018-12-31,20,conservative,0.6,111,848,0.0069086487835463145,0.010276070206524846,0.016989756577638956
2019-02-28,2014-02-28,2019-01-31,60,-0.014694502895430726,0.2251793308165497,0.014131007168318799,0.40077786126259846,0.010679154101900595,0.3740428079208517,2017-06-30,2019-01-31,20,conservative,0.6,88,846,0.017519270978888994,0.020437654209484856,0.026364213818696608
2019-03-31,2014-03-31,2019-02-28,60,-0.013368660654012522,0.2199516565774806,0.014454865954640638,0.38370664355284756,0.016074786259583092,0.39634169986967194,2017-07-31,2019-02-28,20,conservative,0.6,66,847,0.025652493296334317,0.031936198555186895,0.04016070739288467
2019-04-30,2014-04-30,2019-03-31,60,-0.013905366797426611,0.22056467023520476,0.014809579864765554,0.391697506252505,0.014301556087313908,0.38773782351229014,2017-08-31,2019-03-31,20,conservative,0.6,98,843,0.015131276626180686,0.01990260005983127,0.02762212078349251
2019-05-31,2014-05-31,2019-04-30,60,-0.016657425086498548,0.2053814010958038,0.012267696134361709,0.3662701471611946,0.020095987924572744,0.4283484517430015,2017-09-30,2019-04-30,20,conservative,0.6,84,840,0.022480533009893233,0.03403764638252501,0.04503074864941113
2019-06-30,2014-06-30,2019-05-31,60,-0.020658890175608558,0.19351764236273766,0.016308697863472596,0.40533765835974545,0.01578878607344141,0.4011446992775169,2017-10-31,2019-05-31,20,conservative,0.6,101,841,-0.0021069418637103946,0.0065500630621474955,0.018165134688213985
2019-07-31,2014-07-31,2019-06-30,60,-0.018896399204820745,0.19785393187980252,0.015376149570301232,0.3926741040900145,0.01747057061390477,0.40947196403018304,2017-11-30,2019-06-30,20,conservative,0.6,83,836,7.748376481527316e-05,0.009058997364704717,0.019639679861220248
2019-08-31,2014-08-31,2019-07-31,60,-0.01906474149556017,0.18228614880703425,0.015858498211919304,0.3665161158750231,0.026251657621683584,0.45119773531794277,2017-12-31,2019-07-31,20,conservative,0.6,60,838,0.014392755341794844,0.0284276159428933,0.04166126376400595
2019-09-30,2014-09-30,2019-08-31,60,-0.021968291054383426,0.19061901984144672,0.014505591050766728,0.39534326690370897,0.016815723393060072,0.4140377132548442,2018-01-31,2019-08-31,20,conservative,0.6,76,845,-0.01104553956039184,0.004739760634770174,0.018950120367143965
2019-10-31,2014-10-31,2019-09-30,60,-0.021137852850984493,0.19523897295175263,0.015186701967789984,0.4037175125152404,0.014854428443952213,0.401043514533007,2018-02-28,2019-09-30,20,conservative,0.6,89,842,-0.02017438014801205,-0.00580456921306919,0.007826597568886156
2019-11-30,2014-11-30,2019-10-31,60,-0.020492507013769524,0.2113437894644816,0.013021963090426065,0.4131354658217459,0.008248871673616803,0.37552074471377256,2018-03-31,2019-10-31,20,conservative,0.6,109,847,-0.028376495075527773,-0.018524843241978995,-0.006193188575501756
2019-12-31,2014-12-31,2019-11-30,60,-0.021638217974081726,0.21395682083452036,0.013445857233537984,0.43158122305929475,0.003603122041047061,0.3544619561061849,2018-04-30,2019-11-30,20,conservative,0.6,95,845,-0.035060105875944006,-0.027225191833323947,-0.015040059358651419
2020-01-31,2015-01-31,2019-12-31,60,-0.022462578474251628,0.21781145603147475,0.011047227767265657,0.42573876599453947,0.0021655988611331734,0.35644977797398564,2018-05-31,2019-12-31,20,conservative,0.6,77,844,-0.04496044724210639,-0.03141376662786598,-0.014739597111798074
2020-02-29,2015-02-28,2020-01-31,60,-0.01901483287698883,0.21451241604155977,0.012361407053369331,0.401775075738027,0.01006146589019388,0.38371250822041314,2018-06-30,2020-01-31,20,conservative,0.6,75,846,-0.03324472680216194,-0.021845022295677696,-0.0066013591706009815
2020-03-31,2015-03-31,2020-02-29,60,-0.0182116302841065,0.20744373184779474,0.016362643458991265,0.41419861532328234,0.011837359151263282,0.3783576528289229,2018-07-31,2020-02-29,20,conservative,0.6,46,839,-0.008704232164935478,0.003911923526920155,0.01919886042756818
2020-04-30,2015-04-30,2020-03-31,60,-0.017837765065049884,0.20299679753538008,0.017580326180898984,0.4122178732526055,0.014137004389288924,0.38478532921201436,2018-08-31,2020-03-31,20,conservative,0.6,61,845,-0.025042592663802987,-0.015157686996670555,-0.0008430828417706371
2020-05-31,2015-05-31,2020-04-30,60,-0.014690836017765725,0.21499246730391344,0.018774896731485732,0.4198584567347689,0.0117942992708296,0.3651490759613176,2018-09-30,2020-04-30,20,conservative,0.6,65,852,-0.01685481388938659,-0.009784486825823991,0.003736365411712638
2020-06-30,2015-06-30,2020-05-31,60,-0.014085329710407808,0.22914985804299137,0.017914712961100965,0.43457869515639086,0.005091796275971786,0.33627144680061777,2018-10-31,2020-05-31,20,conservative,0.6,71,849,-0.009975064168181776,-0.011125808160150961,-0.0029211861147778427
2020-07-31,2015-07-31,2020-06-30,60,-0.013023559269331825,0.23223204359060634,0.018107015369939417,0.432831519788384,0.005286626365160382,0.33493643662100947,2018-11-30,2020-06-30,20,conservative,0.6,80,843,0.002478638372622302,0.0012475426615540103,0.008417313501218975
2020-08-31,2015-08-31,2020-07-31,60,-0.012527608563305473,0.23705560559478803,0.017935042791362103,0.4359588087193801,0.003553459090488779,0.32698558568583197,2018-12-31,2020-07-31,20,aggressive,1.0,0,836,-0.01216193197609335,-0.01730843810022388,-0.01216603944724234
2020-09-30,2015-09-30,2020-08-31,60,-0.01196453947629525,0.24948332980482182,0.015766114167132406,0.4344171169129745,-0.00013128410359415272,0.3160995532822036,2019-01-31,2020-08-31,20,conservative,0.6,100,833,0.009579244430615341,0.008608260102154753,0.014850557468017351
2020-10-31,2015-10-31,2020-09-30,60,-0.010022582683196269,0.2576020534950553,0.014689284876682047,0.42227354588666605,0.0008421026338396195,0.3201244006182786,2019-02-28,2020-09-30,20,conservative,0.6,87,827,0.004028506105538239,0.00388733218930755,0.010449344587018187
2020-11-30,2015-11-30,2020-10-31,60,-0.013651101984369009,0.26120701604886165,0.01148433818294172,0.4318257114921454,-0.005579708001135751,0.306967272458993,2019-03-31,2020-10-31,20,aggressive,1.0,0,826,-0.019155146721802373,-0.024675896786714,-0.021187860643335808
2020-12-31,2015-12-31,2020-11-30,60,-0.011273008919793687,0.2825963825704119,0.008982476181966901,0.4237439459184053,-0.009352916555170183,0.2936596715111828,2019-04-30,2020-11-30,20,aggressive,1.0,0,815,-0.017475186043939384,-0.025519135856538467,-0.024393243434881612
2021-01-31,2016-01-31,2020-12-31,60,-0.007156465019071364,0.31413632151429915,0.007084555361640414,0.4176515382315551,-0.015058905076374755,0.2682121402541458,2019-05-31,2020-12-31,20,aggressive,1.0,0,802,-0.01873003563514792,-0.03328635273821579,-0.03611555428573486
2021-02-28,2016-02-29,2021-01-31,60,-0.009546205051221937,0.31569970272366527,0.0024731676005846476,0.4014885066532477,-0.015046696467451989,0.28281179062308714,2019-06-30,2021-01-31,20,aggressive,1.0,0,809,-0.015299424053339183,-0.031187402133151066,-0.03685217094587926
2021-03-31,2016-03-31,2021-02-28,60,-0.009759106534973673,0.29881124678434673,0.006940130851725942,0.41729643315488796,-0.012319960577101234,0.28389232006076537,2019-07-31,2021-02-28,20,aggressive,1.0,0,809,-0.017463015447930365,-0.030164044029942005,-0.03486287825572437
2021-04-30,2016-04-30,2021-03-31,60,-0.010101010411524013,0.2773040993091858,0.010796189623814047,0.4211793431312672,-0.005915500587228331,0.30151655755954704,2019-08-31,2021-03-31,20,aggressive,1.0,0,803,-0.02969748089379255,-0.045632439582661985,-0.051731068476348216
2021-05-31,2016-05-31,2021-04-30,60,-0.011291667799276409,0.267298089669824,0.011213239321451057,0.4192479951789523,-0.0033272742092770214,0.3134539151512237,2019-09-30,2021-04-30,20,aggressive,1.0,0,806,-0.00814090650330503,-0.024711447052012614,-0.03370408720609452
2021-06-30,2016-06-30,2021-05-31,60,-0.008589155101134775,0.2939656577271537,0.01303502842431931,0.45302468694842213,-0.016090920037484184,0.25300965532442404,2019-10-31,2021-05-31,20,aggressive,1.0,0,803,-0.00955640082736717,-0.02528511635209398,-0.03108886844393046
2021-07-31,2016-07-31,2021-06-30,60,-0.008862891486213336,0.27271425212746186,0.015935514663105145,0.44782058598899804,-0.007640237041728845,0.27946516188354015,2019-11-30,2021-06-30,20,aggressive,1.0,0,809,0.005536240647117256,-0.004101178691336038,-0.005986633155417395
2021-08-31,2016-08-31,2021-07-31,60,-0.006891748949606844,0.27298909195215687,0.01566967115058387,0.42865836091973597,-0.002449549292267191,0.2983525471281072,2019-12-31,2021-07-31,20,aggressive,1.0,0,810,0.018788122431570083,0.009275717431522232,0.006200612563345048
2021-09-30,2016-09-30,2021-08-31,60,-0.007803272900773001,0.27512974563353104,0.014543912350256559,0.4301725871930378,-0.004367913647326519,0.29469766717343104,2020-01-31,2021-08-31,20,aggressive,1.0,0,810,0.010406956060710798,-0.003183193800108773,-0.009891379055117111
2021-10-31,2016-10-31,2021-09-30,60,-0.004582244406437415,0.27947497710348085,0.015237611075444824,0.415428231304477,-0.00019642868067087463,0.3050967915920422,2020-02-29,2021-09-30,20,aggressive,1.0,0,807,0.013834809979562717,-0.0004420559531391671,-0.008732759585821516
2021-11-30,2016-11-30,2021-10-31,60,-0.0045401367552472,0.25977089549567234,0.021036579079941393,0.43325843090761557,0.003807470539513283,0.30697067359671215,2020-03-31,2021-10-31,20,aggressive,1.0,0,817,0.007827197075546277,-0.007267853601629534,-0.01719874643942434
2021-12-31,2016-12-31,2021-11-30,60,-0.003543662869287818,0.26362896512650297,0.021546832071721277,0.4354380684635886,0.003073580006743502,0.30093296640990835,2020-04-30,2021-11-30,20,aggressive,1.0,0,816,0.011795880080059759,0.003047701635745511,-0.0037961654344926417
2022-01-31,2017-01-31,2021-12-31,60,-0.004477417668667873,0.26269443455768443,0.01777454954128442,0.4099482183940868,0.006525625717659929,0.3273573470482287,2020-05-31,2021-12-31,20,aggressive,1.0,0,819,-0.005155885633100265,-0.009407027668488346,-0.015350658055117289
2022-02-28,2017-02-28,2022-01-31,60,-0.0014222931615016986,0.27511973034786524,0.01569101225804488,0.38740571164147847,0.008791893728546246,0.3374745580106563,2020-06-30,2022-01-31,20,aggressive,1.0,0,822,-0.003901846668119055,-0.006163010598205494,-0.012979139211529295
2022-03-31,2017-03-31,2022-02-28,60,-0.0017001268836256925,0.27514137971936875,0.011771505025680341,0.36022099273380387,0.01238082239430505,0.3646376275468274,2020-07-31,2022-02-28,20,aggressive,1.0,0,830,-0.01095917859873433,-0.012624182297402715,-0.019622954599197228
2022-04-30,2017-04-30,2022-03-31,60,-0.0036677533253741835,0.2688563438829722,0.008892342110209315,0.3456335494091015,0.014351757197511191,0.3855101067079263,2020-08-31,2022-03-31,20,balanced,0.8,49,834,-0.0013721649156834674,0.001503275740697363,-0.00475952428150894
2022-05-31,2017-05-31,2022-04-30,60,-0.004906137355226819,0.2721002911659611,0.0070770102727213185,0.34579069643427973,0.012070623885345006,0.3821090123997592,2020-09-30,2022-04-30,20,balanced,0.8,58,832,-0.0017606577584295742,0.0008120936491202386,-0.006361010509284661
2022-06-30,2017-06-30,2022-05-31,60,-0.007365500258630123,0.2500864284569089,0.0071830397927324366,0.3345469983449037,0.01800224310685127,0.41536657319818737,2020-10-31,2022-05-31,20,balanced,0.8,42,835,0.0004969656261715617,0.008994528070027454,0.007908294560439007
2022-07-31,2017-07-31,2022-06-30,60,-0.006438393932253368,0.2603282953744352,0.011177688548496302,0.3702821041019028,0.011057026367450004,0.36938960052366204,2020-11-30,2022-06-30,20,conservative,0.6,111,836,0.007352552383789422,0.01547045185515695,0.01588243790021142
2022-08-31,2017-08-31,2022-07-31,60,-0.005919526979892741,0.26831068285463255,0.008453709322135365,0.357669830436786,0.010688589324625013,0.37401948670858143,2020-12-31,2022-07-31,20,conservative,0.6,95,837,0.01183402991675361,0.022726191086455676,0.023230911375562078
2022-09-30,2017-09-30,2022-08-31,60,-0.006945487364436737,0.24625157150919036,0.009117868424246344,0.3395498526383559,0.01905410507814468,0.4141985758524536,2021-01-31,2022-08-31,20,conservative,0.6,83,837,0.02092277650689355,0.036624833218528295,0.04123929013825276
2022-10-31,2017-10-31,2022-09-30,60,-0.007545818547771534,0.2474886708540656,0.009761072238132749,0.3498493461870212,0.016790814022247844,0.40266198295891326,2021-02-28,2022-09-30,20,conservative,0.6,94,838,0.037071625725452716,0.055077244082155606,0.060315990172060095
2022-11-30,2017-11-30,2022-10-31,60,-0.010534978331263314,0.23793146643597654,0.01048234536901607,0.3622480325740004,0.015416672809384425,0.39982050099002314,2021-03-31,2022-10-31,20,conservative,0.6,96,848,0.03150858760642017,0.04595968811253974,0.05126787677399863
2022-12-31,2017-12-31,2022-11-30,60,-0.01621107069226033,0.21165842038900506,0.008782012179567382,0.3489174663423563,0.02031349358212648,0.43942411326863867,2021-04-30,2022-11-30,20,conservative,0.6,76,843,0.029647634782916977,0.04744038010815189,0.05492818602160103
2023-01-31,2018-01-31,2022-12-31,60,-0.017253019658063088,0.2290874455076391,0.007138301375777373,0.37313124068232173,0.010336910477369282,0.39778131381003917,2021-05-31,2022-12-31,20,conservative,0.6,118,843,0.008477340991041454,0.022107403381285112,0.03019101140617405
2023-02-28,2018-02-28,2023-01-31,60,-0.0166822067173132,0.23380412420978175,0.005917177131061773,0.3674074189734904,0.01001516348712985,0.39878845681672787,2021-06-30,2023-01-31,20,conservative,0.6,120,847,0.018748680778603054,0.03225300367385458,0.03688718932584959
2023-03-31,2018-03-31,2023-02-28,60,-0.018068958155702426,0.22707572575658622,0.00814090039846204,0.3835541178803956,0.008893386567020252,0.3893701563630182,2021-07-31,2023-02-28,20,conservative,0.6,87,853,0.013817840495794837,0.0261557001781058,0.031239932068952713
2023-04-30,2018-04-30,2023-03-31,60,-0.02029762359782728,0.21571142908013463,0.00999322393269014,0.3953448763306128,0.009177028960394126,0.38894369458925254,2021-08-31,2023-03-31,20,conservative,0.6,96,856,0.00841429576080154,0.02482580302543923,0.03325115613189289
2023-05-31,2018-05-31,2023-04-30,60,-0.02196015165778877,0.21657750307137538,0.007419050975033617,0.3897605272720603,0.007917054881316133,0.3936619696565643,2021-09-30,2023-04-30,20,conservative,0.6,98,856,0.01663228479426141,0.03310473705416926,0.04249139991969749
2023-06-30,2018-06-30,2023-05-31,60,-0.022279755906602357,0.2114663771620608,0.009054077156995532,0.3957341604749082,0.008681903849902502,0.39279946236303104,2021-10-31,2023-05-31,20,conservative,0.6,122,859,0.005928585932775231,0.019805923873474296,0.028309118026016072
2023-07-31,2018-07-31,2023-06-30,60,-0.018337543577463027,0.2306075962450275,0.009195626121069202,0.399966559547408,0.0052240803960059085,0.36942584420756447,2021-11-30,2023-06-30,20,conservative,0.6,122,853,-0.011753025505611605,-0.0025964870393854283,0.0039672808970665635
2023-08-31,2018-08-31,2023-07-31,60,-0.022071521495323897,0.21605471796811518,0.010249734419103892,0.4123847685657715,0.005037480550106522,0.37156051346611324,2021-12-31,2023-07-31,20,conservative,0.6,121,861,-0.002338978786278964,0.004239908339721435,0.00903696936906734
2023-09-30,2018-09-30,2023-08-31,60,-0.021104522375597307,0.21265322291956515,0.013431949859079667,0.42427940924270974,0.005641758914847758,0.36306736783772514,2022-01-31,2023-08-31,20,conservative,0.6,121,868,0.014947175373630208,0.021538837575995055,0.027592233768005257
2023-10-31,2018-10-31,2023-09-30,60,-0.016572502690937765,0.21735333053356115,0.015855425458908348,0.4157494701714917,0.009605368170062748,0.36689719929494724,2022-02-28,2023-09-30,20,conservative,0.6,95,867,0.023090800623951753,0.03515791987883695,0.04571787868309166
2023-11-30,2018-11-30,2023-10-31,60,-0.014777970613549319,0.22707524775446328,0.015563184834124714,0.4165908476414806,0.007751368141001946,0.35633390460405606,2022-03-31,2023-10-31,20,conservative,0.6,117,868,0.016526920729371234,0.024305170094714605,0.03360159811876253
2023-12-31,2018-12-31,2023-11-30,60,-0.01109079029762729,0.25937528986975084,0.013063101317929869,0.4204618882180437,-0.0005631064820910049,0.3201628219122056,2022-04-30,2023-11-30,20,conservative,0.6,115,872,0.004484978878100084,0.0047031793535002395,0.011789681923191752
2024-01-31,2019-01-31,2023-12-31,60,-0.012238794258862559,0.2276199430217997,0.016195294875351925,0.40196262200796334,0.012108868280442475,0.37041743497023694,2022-05-31,2023-12-31,20,conservative,0.6,104,875,0.009680582223685941,0.012703247306190296,0.02225970060017846
2024-02-29,2019-02-28,2024-01-31,60,-0.01183180189208871,0.22007029896246955,0.01836455449684166,0.4025720809083158,0.015130512921669993,0.3773576201292147,2022-06-30,2024-01-31,20,aggressive,1.0,0,878,0.02222064797111517,0.017706226227616778,0.019284437880283577
2024-03-31,2019-03-31,2024-02-29,60,-0.011217755120282301,0.23081870848102534,0.01725211127093285,0.40790321105289495,0.011183013738435074,0.36127808046607973,2022-07-31,2024-02-29,20,aggressive,1.0,0,884,0.029786626223803236,0.02811513806211109,0.028962161385488804
2024-04-30,2019-04-30,2024-03-31,60,-0.010712932383250575,0.22960964952918173,0.0159328595664044,0.3912303551527223,0.014365946422166665,0.379159995318096,2022-08-31,2024-03-31,20,conservative,0.6,124,885,0.02497987340489069,0.02611584596040064,0.030902124657997992
2024-05-31,2019-05-31,2024-04-30,60,-0.007068691053442649,0.2469012557687409,0.017488284855758582,0.4034804359517926,0.01032398540402059,0.34961830827946655,2022-09-30,2024-04-30,20,conservative,0.6,130,887,0.01707223681749755,0.015735416716848603,0.017382694539761913
2024-06-30,2019-06-30,2024-05-31,60,-0.004538715061141622,0.24835352410516065,0.016860428018181994,0.3810139898101095,0.015479171766981138,0.3706324860847299,2022-10-31,2024-05-31,20,conservative,0.6,113,897,0.012959352032533431,0.013399440590850312,0.01811786837191382
2024-07-31,2019-07-31,2024-06-30,60,-0.00817860183211391,0.24226968211372024,0.01424663248609346,0.37938676806737043,0.014108955679059029,0.37834354981890933,2022-11-30,2024-06-30,20,conservative,0.6,117,889,0.00957981878168457,0.011675400236089019,0.016124609864981244
2024-08-31,2019-08-31,2024-07-31,60,-0.008089779614167207,0.25351152543636946,0.013428119655103514,0.3898520361371937,0.008975600180373763,0.3566364384264369,2022-12-31,2024-07-31,20,conservative,0.6,106,892,0.011964167906257329,0.013365024117817198,0.017244025219647335
2024-09-30,2019-09-30,2024-08-31,60,-0.0022739419784983763,0.26104644255935644,0.01375775853932732,0.3597222992094359,0.01639845135621715,0.3792312582312077,2023-01-31,2024-08-31,20,conservative,0.6,104,891,0.03451190956392154,0.03923730581532094,0.043161272673472334
2024-10-31,2019-10-31,2024-09-30,60,-0.002124120693395215,0.25749150947881533,0.012603492107985519,0.34568881877788815,0.019500639480878337,0.3968196717432966,2023-02-28,2024-09-30,20,conservative,0.6,102,891,0.029099823185827968,0.03493372967519498,0.03933461786331414
