formation_month,training_start,training_end,training_months,training_observations,low_level_r2,selected_tool,selected_tool_rankicir,selected_tool_orientation,finite_scores,short_memory_coverage,short_mean_retrieved,medium_memory_coverage,medium_mean_retrieved,long_memory_coverage,long_mean_retrieved
2014-10-31,2009-10-31,2014-09-30,60,59241,0.00011081291931547277,medium_term_momentum,0.11169330226440771,1,962,987,4.893,987,4.893,987,4.893
2014-11-30,2009-11-30,2014-10-31,60,59241,6.18054105556709e-05,medium_term_momentum,0.11904929232544728,1,963,990,4.891,990,4.891,990,4.891
2014-12-31,2009-12-31,2014-11-30,60,59240,4.597606878742333e-05,medium_term_momentum,0.10917626437585012,1,961,989,4.872,989,4.872,989,4.872
2015-01-31,2010-01-31,2014-12-31,60,59245,0.00010347649398878556,medium_term_momentum,0.17400619754973037,1,958,985,4.85,985,4.85,985,4.85
2015-02-28,2010-02-28,2015-01-31,60,59237,5.894134972683762e-05,medium_term_momentum,0.11776779418462834,1,963,989,4.884,989,4.884,989,4.884
2015-03-31,2010-03-31,2015-02-28,60,59237,8.613352546738007e-05,medium_term_momentum,0.11724548323954931,1,969,995,4.904,995,4.904,995,4.904
2015-04-30,2010-04-30,2015-03-31,60,59241,6.137135538064609e-05,short_term_reversal,0.06387079854204139,1,993,993,4.914,993,4.914,993,4.914
2015-05-31,2010-05-31,2015-04-30,60,59241,9.444712006134726e-05,medium_term_momentum,0.09808121432319278,1,972,992,4.905,992,4.905,992,4.905
2015-06-30,2010-06-30,2015-05-31,60,59239,0.00019357801737429625,medium_term_momentum,0.14427500608300042,1,972,986,4.868,986,4.868,986,4.868
2015-07-31,2010-07-31,2015-06-30,60,59231,0.0002218107408026304,medium_term_momentum,0.16410134315077363,1,966,978,4.812,978,4.812,978,4.812
2015-08-31,2010-08-31,2015-07-31,60,59222,0.0001923210880852011,medium_term_momentum,0.1587138939083608,1,971,988,4.849,988,4.849,988,4.849
2015-09-30,2010-09-30,2015-08-31,60,59219,0.00040107154535917733,medium_term_momentum,0.17434704219972563,1,964,981,4.808,981,4.808,981,4.808
2015-10-31,2010-10-31,2015-09-30,60,59211,0.00030768357492816367,medium_term_momentum,0.14685568292375403,1,975,991,4.845,991,4.845,991,4.845
2015-11-30,2010-11-30,2015-10-31,60,59210,0.0003679966283657299,medium_term_momentum,0.139980408315866,1,977,991,4.843,991,4.843,991,4.843
2015-12-31,2010-12-31,2015-11-30,60,59219,0.0005546699182584769,medium_term_momentum,0.18507526230401664,1,972,985,4.833,985,4.833,985,4.833
2016-01-31,2011-01-31,2015-12-31,60,59214,0.0006541142458657001,medium_term_momentum,0.20137023281272237,1,977,991,4.867,991,4.867,991,4.867
2016-02-29,2011-02-28,2016-01-31,60,59212,0.0005249167201388794,price_breakout,0.16983907907018386,1,982,991,4.883,991,4.883,991,4.883
2016-03-31,2011-03-31,2016-02-29,60,59213,0.0004229695027327951,price_breakout,0.14174363028145398,1,981,991,4.903,991,4.903,991,4.903
2016-04-30,2011-04-30,2016-03-31,60,59217,0.00032049886131568783,price_breakout,0.11346471911234843,1,981,989,4.905,989,4.905,989,4.905
2016-05-31,2011-05-31,2016-04-30,60,59209,0.00035570689603814376,price_breakout,0.11062051315228433,1,984,991,4.909,991,4.909,991,4.909
2016-06-30,2011-06-30,2016-05-31,60,59207,0.0004491293689989906,price_breakout,0.11908254920683253,1,982,990,4.891,990,4.891,990,4.891
2016-07-31,2011-07-31,2016-06-30,60,59210,0.00038771995272834925,medium_term_momentum,0.08752137229571812,1,979,991,4.902,991,4.902,991,4.902
2016-08-31,2011-08-31,2016-07-31,60,59214,0.00039296743029493264,short_term_reversal,0.08101295669693742,1,988,988,4.875,988,4.875,988,4.875
2016-09-30,2011-09-30,2016-08-31,60,59212,0.0007409707608833083,short_term_reversal,0.13266219255017156,1,987,987,4.864,987,4.864,987,4.864
2016-10-31,2011-10-31,2016-09-30,60,59207,0.0003136380582967613,short_term_reversal,0.09239430886612916,1,984,984,4.869,984,4.869,984,4.869
2016-11-30,2011-11-30,2016-10-31,60,59202,0.00031298593805628716,short_term_reversal,0.08708968352723552,1,983,983,4.832,983,4.832,983,4.832
2016-12-31,2011-12-31,2016-11-30,60,59205,0.00028089343610604445,short_term_reversal,0.1022821634361348,1,987,987,4.834,987,4.834,987,4.834
2017-01-31,2012-01-31,2016-12-31,60,59202,0.0002919444460809384,short_term_reversal,0.08828465029758291,1,990,990,4.86,990,4.86,990,4.86
2017-02-28,2012-02-29,2017-01-31,60,59202,0.00041324930373110025,short_term_reversal,0.10111287669999483,1,992,992,4.867,992,4.867,992,4.867
2017-03-31,2012-03-31,2017-02-28,60,59198,0.0003288002701085091,short_term_reversal,0.10220362592319418,1,991,991,4.872,991,4.872,991,4.872
2017-04-30,2012-04-30,2017-03-31,60,59201,0.00023582305277314308,short_term_reversal,0.07673106513380637,1,995,995,4.889,995,4.889,995,4.889
2017-05-31,2012-05-31,2017-04-30,60,59209,0.00025294428333233476,short_term_reversal,0.0683771700087742,1,990,990,4.881,990,4.881,990,4.881
2017-06-30,2012-06-30,2017-05-31,60,59214,0.00025185313983910884,short_term_reversal,0.10967689843892268,1,990,990,4.899,990,4.899,990,4.899
2017-07-31,2012-07-31,2017-06-30,60,59209,0.0003013316054494286,short_term_reversal,0.12066814598194778,1,991,991,4.895,991,4.895,991,4.895
2017-08-31,2012-08-31,2017-07-31,60,59212,0.00041978554589006123,short_term_reversal,0.092360143534352,1,990,990,4.877,990,4.877,990,4.877
2017-09-30,2012-09-30,2017-08-31,60,59209,0.0003758307365121505,short_term_reversal,0.11352242354681097,1,991,991,4.881,991,4.881,991,4.881
2017-10-31,2012-10-31,2017-09-30,60,59205,0.0003481025784342062,short_term_reversal,0.10852610488851262,1,991,991,4.881,991,4.881,991,4.881
2017-11-30,2012-11-30,2017-10-31,60,59200,0.0003208941225470996,short_term_reversal,0.10291224145837395,1,991,991,4.877,991,4.877,991,4.877
2017-12-31,2012-12-31,2017-11-30,60,59194,0.00031067594098566076,short_term_reversal,0.08774852412228237,1,994,994,4.906,994,4.906,994,4.906
2018-01-31,2013-01-31,2017-12-31,60,59194,0.00030039792405645027,short_term_reversal,0.1038987966444483,1,993,993,4.907,993,4.907,993,4.907
2018-02-28,2013-02-28,2018-01-31,60,59198,0.00027873560157909427,short_term_reversal,0.09332272216204612,1,989,989,4.891,989,4.891,989,4.891
2018-03-31,2013-03-31,2018-02-28,60,59198,0.00027661893143693383,short_term_reversal,0.09204906101173725,1,989,989,4.892,989,4.892,989,4.892
2018-04-30,2013-04-30,2018-03-31,60,59185,0.0003430368466144085,short_term_reversal,0.0793998755418285,1,985,985,4.864,985,4.864,985,4.864
2018-05-31,2013-05-31,2018-04-30,60,59175,0.0004743103814961458,price_breakout,0.08491855306638033,1,977,983,4.832,983,4.832,983,4.832
2018-06-30,2013-06-30,2018-05-31,60,59170,0.0003749273002260356,price_breakout,0.07144813387605148,1,975,986,4.835,986,4.835,986,4.835
2018-07-31,2013-07-31,2018-06-30,60,59163,0.0003572629057745358,short_term_reversal,0.06981788169907402,1,990,990,4.871,990,4.871,990,4.871
2018-08-31,2013-08-31,2018-07-31,60,59165,0.0003752505896194025,short_term_reversal,0.08434372508121607,1,993,993,4.878,993,4.878,993,4.878
2018-09-30,2013-09-30,2018-08-31,60,59162,0.000376120704277616,short_term_reversal,0.09206283004806365,1,996,996,4.898,996,4.898,996,4.898
2018-10-31,2013-10-31,2018-09-30,60,59168,0.00038855903791523705,short_term_reversal,0.10308710963917742,1,987,987,4.891,987,4.891,987,4.891
2018-11-30,2013-11-30,2018-10-31,60,59162,0.00047694571573630995,short_term_reversal,0.09424201530030166,1,990,990,4.89,990,4.89,990,4.89
2018-12-31,2013-12-31,2018-11-30,60,59153,0.0005503686164435306,price_breakout,0.10510914718071093,1,982,991,4.882,991,4.882,991,4.882
2019-01-31,2014-01-31,2018-12-31,60,59154,0.0004501464629346197,short_term_reversal,0.1289056883375866,1,994,994,4.907,994,4.907,994,4.907
2019-02-28,2014-02-28,2019-01-31,60,59166,0.0005616690694046911,short_term_reversal,0.1264952789870098,1,996,996,4.907,996,4.907,996,4.907
2019-03-31,2014-03-31,2019-02-28,60,59172,0.0005518185754381788,short_term_reversal,0.10611959729835482,1,987,987,4.877,987,4.877,987,4.877
2019-04-30,2014-04-30,2019-03-31,60,59158,0.0005207458594530534,short_term_reversal,0.14325835046488872,1,988,988,4.877,988,4.877,988,4.877
2019-05-31,2014-05-31,2019-04-30,60,59154,0.0007369117331523789,short_term_reversal,0.15077157827426763,1,986,986,4.844,986,4.844,986,4.844
2019-06-30,2014-06-30,2019-05-31,60,59150,0.0006867164368683509,short_term_reversal,0.1828453680366655,1,985,985,4.847,985,4.847,985,4.847
2019-07-31,2014-07-31,2019-06-30,60,59144,0.0007337793947123084,short_term_reversal,0.1733043247085778,1,987,987,4.834,987,4.834,987,4.834
2019-08-31,2014-08-31,2019-07-31,60,59136,0.0010336618083541804,short_term_reversal,0.14954910142976516,1,984,984,4.823,984,4.823,984,4.823
2019-09-30,2014-09-30,2019-08-31,60,59128,0.0007479074852090317,short_term_reversal,0.18177120793300286,1,991,991,4.869,991,4.869,991,4.869
2019-10-31,2014-10-31,2019-09-30,60,59125,0.0006204230109378983,short_term_reversal,0.18193489013963254,1,992,992,4.885,992,4.885,992,4.885
2019-11-30,2014-11-30,2019-10-31,60,59130,0.0004982379806041104,short_term_reversal,0.19776294993586666,1,995,995,4.903,995,4.903,995,4.903
2019-12-31,2014-12-31,2019-11-30,60,59137,0.0004780748301650428,short_term_reversal,0.22053022684194368,1,994,994,4.912,994,4.912,994,4.912
2020-01-31,2015-01-31,2019-12-31,60,59142,0.0006031554622935031,short_term_reversal,0.2549327068574801,1,988,988,4.885,988,4.885,988,4.885
2020-02-29,2015-02-28,2020-01-31,60,59149,0.0005361419955051128,short_term_reversal,0.20007009638272788,1,988,988,4.851,988,4.851,988,4.851
2020-03-31,2015-03-31,2020-02-29,60,59151,0.00046051767721366765,short_term_reversal,0.1631132232222821,1,978,978,4.763,978,4.763,978,4.763
2020-04-30,2015-04-30,2020-03-31,60,59134,0.00044618586737488197,short_term_reversal,0.1716288096192847,1,994,994,4.835,994,4.835,994,4.835
2020-05-31,2015-05-31,2020-04-30,60,59133,0.0002995530423767212,short_term_reversal,0.14088108443964956,1,988,988,4.825,988,4.825,988,4.825
2020-06-30,2015-06-30,2020-05-31,60,59133,0.00014446453105043666,short_term_reversal,0.15746302781643376,1,983,983,4.824,983,4.824,983,4.824
2020-07-31,2015-07-31,2020-06-30,60,59134,0.00011227656392986951,short_term_reversal,0.17008670456228733,1,982,982,4.829,982,4.829,982,4.829
2020-08-31,2015-08-31,2020-07-31,60,59139,7.858131480942276e-05,short_term_reversal,0.17584380678080694,1,985,985,4.821,985,4.821,985,4.821
2020-09-30,2015-09-30,2020-08-31,60,59140,4.5728866616578934e-05,short_term_reversal,0.18744656467580012,1,981,981,4.783,981,4.783,981,4.783
2020-10-31,2015-10-31,2020-09-30,60,59140,6.496483500273431e-05,short_term_reversal,0.1767976658949507,1,986,986,4.834,986,4.834,986,4.834
2020-11-30,2015-11-30,2020-10-31,60,59134,2.0103408941651857e-05,short_term_reversal,0.1834789837474912,1,985,985,4.828,985,4.828,985,4.828
2020-12-31,2015-12-31,2020-11-30,60,59128,9.739289883237134e-06,short_term_reversal,0.15327944665333815,1,978,978,4.794,978,4.794,978,4.794
2021-01-31,2016-01-31,2020-12-31,60,59122,4.893944303407949e-05,short_term_reversal,0.17884588525037914,1,976,976,4.749,976,4.749,976,4.749
2021-02-28,2016-02-29,2021-01-31,60,59109,5.433479420469123e-05,short_term_reversal,0.1898706760647116,1,987,987,4.812,987,4.812,987,4.812
2021-03-31,2016-03-31,2021-02-28,60,59105,5.4265434695999204e-05,short_term_reversal,0.17844472186351504,1,982,982,4.815,982,4.815,982,4.815
2021-04-30,2016-04-30,2021-03-31,60,59101,5.120099483879592e-05,short_term_reversal,0.18826363939198573,1,982,982,4.81,982,4.81,982,4.81
2021-05-31,2016-05-31,2021-04-30,60,59097,6.854349586205011e-05,short_term_reversal,0.1834147598569789,1,986,986,4.831,986,4.831,986,4.831
2021-06-30,2016-06-30,2021-05-31,60,59095,2.6501758054520153e-05,short_term_reversal,0.20373678745768267,1,980,980,4.803,980,4.803,980,4.803
2021-07-31,2016-07-31,2021-06-30,60,59087,7.089534159332445e-05,short_term_reversal,0.16561714114659112,1,989,989,4.834,989,4.834,989,4.834
2021-08-31,2016-08-31,2021-07-31,60,59086,8.853144871223684e-05,short_term_reversal,0.16559511479022537,1,986,986,4.837,986,4.837,986,4.837
2021-09-30,2016-09-30,2021-08-31,60,59085,6.201591242427362e-05,short_term_reversal,0.17116907188041197,1,991,991,4.858,991,4.858,991,4.858
2021-10-31,2016-10-31,2021-09-30,60,59095,9.239074956468585e-05,short_term_reversal,0.15644060667449428,1,985,985,4.841,985,4.841,985,4.841
2021-11-30,2016-11-30,2021-10-31,60,59095,0.00017208199990703665,short_term_reversal,0.15299953080666862,1,982,982,4.821,982,4.821,982,4.821
2021-12-31,2016-12-31,2021-11-30,60,59097,0.000186951877139796,short_term_reversal,0.14432886503574802,1,994,994,4.871,994,4.871,994,4.871
2022-01-31,2017-01-31,2021-12-31,60,59106,0.00034612706740932975,short_term_reversal,0.10375402497973052,1,996,996,4.906,996,4.906,996,4.906
2022-02-28,2017-02-28,2022-01-31,60,59112,0.00042426786075233647,short_term_reversal,0.08479321381558552,1,994,994,4.914,994,4.914,994,4.914
2022-03-31,2017-03-31,2022-02-28,60,59117,0.0004944657713369383,price_breakout,0.09273177187156495,1,992,997,4.927,997,4.927,997,4.927
2022-04-30,2017-04-30,2022-03-31,60,59123,0.0006605725446794386,price_breakout,0.10380078542803439,1,988,994,4.927,994,4.927,994,4.927
2022-05-31,2017-05-31,2022-04-30,60,59122,0.0006461369691325158,short_term_reversal,0.10616563047206498,1,993,993,4.913,993,4.913,993,4.913
2022-06-30,2017-06-30,2022-05-31,60,59124,0.0007584235492009705,price_breakout,0.11814992813877673,1,991,996,4.936,996,4.936,996,4.936
2022-07-31,2017-07-31,2022-06-30,60,59132,0.0005253200209842657,short_term_reversal,0.10468963273271846,1,996,996,4.921,996,4.921,996,4.921
2022-08-31,2017-08-31,2022-07-31,60,59134,0.0004812490377741341,short_term_reversal,0.1249370631892271,1,995,995,4.919,995,4.919,995,4.919
2022-09-30,2017-09-30,2022-08-31,60,59140,0.00069258904218783,price_breakout,0.12466274410095049,1,989,994,4.93,994,4.93,994,4.93
2022-10-31,2017-10-31,2022-09-30,60,59145,0.0006630665726053975,price_breakout,0.11814892600586353,1,990,997,4.937,997,4.937,997,4.937
2022-11-30,2017-11-30,2022-10-31,60,59149,0.0006307243350969216,price_breakout,0.11117000664891348,1,988,992,4.925,992,4.925,992,4.925
2022-12-31,2017-12-31,2022-11-30,60,59150,0.0006672843176112053,price_breakout,0.1316927484331118,1,991,994,4.914,994,4.914,994,4.914
2023-01-31,2018-01-31,2022-12-31,60,59149,0.00047212694462783755,short_term_reversal,0.10982087731593311,1,992,992,4.916,992,4.916,992,4.916
2023-02-28,2018-02-28,2023-01-31,60,59147,0.0004430560960204666,short_term_reversal,0.11937125173519993,1,994,994,4.91,994,4.91,994,4.91
2023-03-31,2018-03-31,2023-02-28,60,59150,0.00043791365339207466,short_term_reversal,0.1278167357403883,1,994,994,4.915,994,4.915,994,4.915
2023-04-30,2018-04-30,2023-03-31,60,59157,0.0004041199879188939,short_term_reversal,0.13870065336010517,1,995,995,4.917,995,4.917,995,4.917
2023-05-31,2018-05-31,2023-04-30,60,59170,0.00034909230056512364,short_term_reversal,0.15406474861622957,1,997,997,4.938,997,4.938,997,4.938
2023-06-30,2018-06-30,2023-05-31,60,59184,0.00035145317076779037,short_term_reversal,0.15081182923769043,1,992,992,4.922,992,4.922,992,4.922
2023-07-31,2018-07-31,2023-06-30,60,59192,0.0003473671662994615,short_term_reversal,0.1322404485091989,1,996,996,4.937,996,4.937,996,4.937
2023-08-31,2018-08-31,2023-07-31,60,59201,0.00033516443174119726,short_term_reversal,0.13425137871481838,1,991,991,4.894,991,4.894,991,4.894
2023-09-30,2018-09-30,2023-08-31,60,59200,0.00034942298260964844,short_term_reversal,0.11869589341072534,1,992,992,4.909,992,4.909,992,4.909
2023-10-31,2018-10-31,2023-09-30,60,59195,0.0004421295420217186,short_term_reversal,0.0817489835830936,1,990,990,4.905,990,4.905,990,4.905
2023-11-30,2018-11-30,2023-10-31,60,59201,0.00036264451264478303,short_term_reversal,0.10160366547841045,1,993,993,4.909,993,4.909,993,4.909
2023-12-31,2018-12-31,2023-11-30,60,59206,0.00035412281042612737,short_term_reversal,0.07321318018089672,1,995,995,4.923,995,4.923,995,4.923
2024-01-31,2019-01-31,2023-12-31,60,59213,0.0004118611417670559,price_breakout,0.08369932141820735,1,990,996,4.932,996,4.932,996,4.932
2024-02-29,2019-02-28,2024-01-31,60,59215,0.0004848341043671711,price_breakout,0.0952204598350806,1,988,993,4.918,993,4.918,993,4.918
2024-03-31,2019-03-31,2024-02-29,60,59214,0.00045146932343309576,price_breakout,0.07989235818781612,1,990,993,4.915,993,4.915,993,4.915
2024-04-30,2019-04-30,2024-03-31,60,59223,0.0005023845022892326,price_breakout,0.09401580029328253,1,987,989,4.889,989,4.889,989,4.889
2024-05-31,2019-05-31,2024-04-30,60,59225,0.0006024208834621847,price_breakout,0.07596680796383223,1,982,989,4.881,989,4.881,989,4.881
2024-06-30,2019-06-30,2024-05-31,60,59225,0.0005841125861000274,price_breakout,0.10071016189633028,1,990,995,4.902,995,4.902,995,4.902
2024-07-31,2019-07-31,2024-06-30,60,59237,0.0004702882960415655,price_breakout,0.09711106379366194,1,979,987,4.879,987,4.879,987,4.879
2024-08-31,2019-08-31,2024-07-31,60,59239,0.00037527724272845564,price_breakout,0.07327212789696919,1,983,991,4.885,991,4.885,991,4.885
2024-09-30,2019-09-30,2024-08-31,60,59247,0.00046619471410258573,price_breakout,0.10666098819554685,1,987,995,4.895,995,4.895,995,4.895
2024-10-31,2019-10-31,2024-09-30,60,59252,0.0004441277219383588,price_breakout,0.12125583596879082,1,986,992,4.897,992,4.897,992,4.897
2024-11-30,2019-11-30,2024-10-31,60,59253,0.0005820164091175917,price_breakout,0.14752458898842175,1,981,990,4.865,990,4.865,990,4.865
